inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,storage_cost,last_restocked_date
3390,2077,SUPP_314,230,27,6,3.64,2025-09-28
3391,2077,SUPP_433,205,0,16,2.27,2025-11-01
3392,2078,SUPP_141,1,0,0,1.22,2025-08-17
3393,2079,SUPP_241,174,25,19,5.63,2025-08-21
3394,2080,SUPP_440,152,10,14,4.36,2025-11-29
3395,2080,SUPP_270,190,9,11,3.04,2025-08-28
3396,2080,SUPP_198,11,4,18,0.69,2025-12-14
3397,2081,SUPP_232,0,0,26,0.46,2025-02-12
3398,2081,SUPP_422,218,48,26,0.54,2025-10-30
3399,2081,SUPP_108,443,43,12,2.79,2025-11-11
3400,2082,SUPP_351,117,9,28,1.4,2025-08-17
3401,2082,SUPP_99,316,43,10,6.64,2025-11-07
3402,2083,SUPP_395,20,4,0,2.31,2025-10-23
3403,2083,SUPP_309,4,4,0,7.98,2025-12-04
3404,2083,SUPP_273,9,4,0,4.7,2025-10-30
3405,2084,SUPP_58,375,30,30,0.88,2025-09-06
3406,2084,SUPP_150,434,46,14,1.69,2025-11-19
3407,2084,SUPP_14,408,21,20,2.15,2025-10-12
3408,2085,SUPP_100,444,46,14,2.29,2025-09-13
3409,2085,SUPP_142,455,32,13,1.92,2025-10-11
3410,2085,SUPP_118,8,2,17,1.58,2025-12-01
3411,2086,SUPP_15,20,8,0,1.09,2025-09-01
3412,2086,SUPP_408,0,0,0,1.43,2025-10-11
3413,2087,SUPP_317,307,3,22,12.28,2025-10-31
3414,2088,SUPP_396,11,3,0,5.31,2025-12-13
3415,2088,SUPP_322,14,4,0,4.81,2025-08-28
3416,2088,SUPP_186,19,2,0,4.22,2025-11-02
3417,2089,SUPP_119,475,38,27,4.39,2025-08-06
3418,2089,SUPP_473,407,24,16,7.71,2025-09-03
3419,2090,SUPP_130,0,0,22,1.08,2025-03-21
3420,2091,SUPP_49,0,0,15,12.72,2025-01-31
3421,2092,SUPP_299,190,47,24,1.39,2025-12-03
3422,2093,SUPP_44,0,0,7,1.17,2025-11-22
3423,2093,SUPP_166,0,0,24,0.75,2024-12-30
3424,2093,SUPP_366,0,0,14,2.44,2025-02-07
3425,2094,SUPP_258,12,2,0,20.48,2025-09-29
3426,2095,SUPP_261,0,0,22,9.76,2025-04-03
3427,2096,SUPP_389,189,44,7,9.16,2025-09-11
3428,2097,SUPP_3,14,6,23,4.68,2025-11-14
3429,2098,SUPP_120,0,0,23,50.89,2025-08-26
3430,2099,SUPP_324,269,41,9,2.24,2025-11-07
3431,2099,SUPP_178,499,18,11,1.95,2025-09-26
3432,2100,SUPP_267,304,304,22,1.45,2025-12-03
3433,2100,SUPP_159,0,0,16,2.35,2025-09-12
3434,2101,SUPP_451,283,35,12,3.05,2025-07-16
3435,2102,SUPP_337,0,0,13,1.29,2025-09-02
3436,2102,SUPP_252,0,0,19,1.68,2025-11-24
3437,2102,SUPP_344,0,0,30,2.1,2025-06-16
3438,2103,SUPP_52,138,41,18,2.15,2025-12-10
3439,2103,SUPP_359,369,42,19,3.66,2025-08-10
3440,2103,SUPP_73,395,23,10,3.87,2025-06-28
3441,2104,SUPP_320,462,15,25,5.13,2025-10-27
3442,2104,SUPP_97,14,2,19,9.35,2025-11-03
3443,2105,SUPP_375,71,32,27,13.89,2025-12-10
3444,2105,SUPP_335,2,1,13,18.82,2025-10-26
3445,2106,SUPP_262,0,0,13,0.47,2025-03-20
3446,2106,SUPP_204,0,0,11,1.58,2025-10-17
3447,2107,SUPP_105,224,49,8,0.39,2025-08-25
3448,2108,SUPP_22,313,20,30,5.02,2025-10-08
3449,2109,SUPP_353,0,0,17,0.65,2025-03-04
3450,2110,SUPP_59,476,38,9,17.77,2025-11-27
3451,2111,SUPP_18,0,0,10,1.39,2025-02-15
3452,2111,SUPP_292,0,0,6,2.98,2025-10-23
3453,2112,SUPP_156,360,33,19,12.06,2025-11-05
3454,2113,SUPP_424,0,0,15,31.87,2025-07-10
3455,2114,SUPP_179,0,0,15,22.71,2025-08-08
3456,2114,SUPP_381,0,0,28,15.6,2025-02-13
3457,2114,SUPP_362,0,0,29,29.39,2025-03-19
3458,2115,SUPP_236,187,25,5,53.64,2025-08-30
3459,2116,SUPP_326,322,28,18,13.71,2025-08-06
3460,2117,SUPP_102,240,10,27,13.4,2025-08-24
3461,2118,SUPP_20,89,42,9,3.92,2025-07-03
3462,2118,SUPP_25,300,25,10,4.19,2025-08-23
3463,2118,SUPP_267,262,39,21,4.21,2025-07-24
3464,2119,SUPP_238,13,6,8,4.33,2025-10-30
3465,2119,SUPP_114,320,1,17,12.29,2025-09-02
3466,2120,SUPP_459,0,0,6,0.91,2025-03-21
3467,2121,SUPP_100,359,26,26,5.14,2025-11-16
3468,2121,SUPP_237,308,32,30,1.43,2025-10-05
3469,2121,SUPP_59,353,37,10,5.78,2025-12-04
3470,2122,SUPP_165,300,22,15,1.92,2025-10-03
3471,2123,SUPP_15,8,1,22,3.47,2025-10-29
3472,2123,SUPP_181,184,23,6,2.47,2025-09-14
3473,2124,SUPP_333,246,10,5,0.47,2025-08-12
3474,2124,SUPP_328,327,22,5,1.53,2025-09-07
3475,2125,SUPP_47,302,50,22,1.66,2025-08-31
3476,2126,SUPP_181,1,1,26,21.97,2025-11-17
3477,2126,SUPP_217,6,0,21,10.5,2025-11-18
3478,2127,SUPP_423,397,26,6,18.81,2025-12-15
3479,2128,SUPP_95,133,4,20,0.91,2025-07-31
3480,2129,SUPP_307,12,5,28,0.48,2025-07-03
3481,2129,SUPP_497,29,4,6,0.44,2025-10-11
3482,2130,SUPP_497,10,0,13,0.79,2025-07-02
3483,2130,SUPP_17,0,0,18,1.78,2025-01-02
3484,2131,SUPP_171,0,0,7,7.56,2025-01-13
3485,2131,SUPP_243,0,0,22,11.56,2025-01-04
3486,2131,SUPP_258,0,0,27,8.46,2025-05-20
3487,2132,SUPP_452,486,22,8,2.48,2025-07-26
3488,2133,SUPP_310,20,2,0,26.73,2025-06-29
3489,2134,SUPP_455,493,2,14,9.07,2025-07-24
3490,2135,SUPP_406,14,2,10,2.09,2025-08-07
3491,2135,SUPP_464,237,26,18,1.66,2025-12-14
3492,2135,SUPP_84,14,3,6,2.63,2025-10-24
3493,2136,SUPP_420,449,28,20,6.07,2025-07-09
3494,2136,SUPP_280,345,28,5,12.33,2025-09-19
3495,2137,SUPP_53,472,33,21,7.35,2025-12-05
3496,2138,SUPP_296,483,6,11,20.87,2025-11-26
3497,2139,SUPP_123,279,28,27,2.1,2025-10-05
3498,2139,SUPP_285,362,35,29,9.64,2025-11-07
3499,2140,SUPP_23,0,0,24,11.16,2025-05-12
3500,2140,SUPP_49,0,0,7,4.32,2025-11-05
3501,2140,SUPP_256,0,0,17,13.23,2025-07-29
3502,2141,SUPP_320,166,37,15,3.25,2025-10-07
3503,2142,SUPP_411,0,0,20,0.54,2025-09-14
3504,2142,SUPP_252,0,0,28,1.19,2025-02-18
3505,2143,SUPP_293,24,4,20,11.33,2025-11-26
3506,2143,SUPP_430,109,9,27,12.39,2025-12-14
3507,2144,SUPP_91,446,29,20,5.28,2025-10-02
3508,2144,SUPP_355,1,1,23,7.26,2025-11-29
3509,2144,SUPP_10,153,25,13,6.29,2025-10-29
3510,2145,SUPP_435,0,0,6,6.35,2025-10-19
3511,2145,SUPP_229,0,0,14,1.95,2025-09-10
3512,2145,SUPP_93,0,0,9,10.97,2024-12-30
3513,2146,SUPP_71,0,0,14,14.43,2025-09-08
3514,2146,SUPP_115,0,0,30,6.07,2025-11-05
3515,2147,SUPP_126,0,0,19,2.43,2025-02-19
3516,2148,SUPP_321,10,4,0,1.55,2025-08-29
3517,2148,SUPP_392,10,4,0,1.55,2025-09-15
3518,2149,SUPP_84,164,4,7,2.12,2025-12-24
3519,2149,SUPP_338,217,20,27,1.0,2025-10-03
3520,2149,SUPP_365,78,11,13,4.04,2025-08-03
3521,2150,SUPP_117,0,0,26,3.04,2025-04-04
3522,2150,SUPP_46,0,0,22,1.38,2025-06-22
3523,2151,SUPP_317,0,0,21,6.53,2025-08-14
3524,2151,SUPP_255,0,0,19,2.02,2025-06-17
3525,2152,SUPP_267,41,14,15,12.34,2025-08-17
3526,2153,SUPP_387,0,0,8,6.38,2025-05-08
3527,2153,SUPP_365,0,0,11,7.5,2025-05-19
3528,2154,SUPP_188,0,0,7,2.81,2025-02-25
3529,2154,SUPP_61,0,0,28,3.32,2025-11-08
3530,2154,SUPP_199,0,0,20,2.35,2025-10-29
3531,2155,SUPP_257,10,4,8,0.67,2025-09-21
3532,2155,SUPP_88,487,35,27,0.6,2025-10-06
3533,2156,SUPP_316,0,0,21,23.53,2025-09-01
3534,2156,SUPP_137,36,10,25,12.79,2025-07-20
3535,2157,SUPP_305,0,0,28,4.96,2025-10-31
3536,2158,SUPP_239,237,42,17,2.58,2025-08-30
3537,2158,SUPP_274,0,0,12,6.5,2025-11-21
3538,2159,SUPP_30,0,0,21,3.37,2025-06-15
3539,2160,SUPP_380,470,32,6,0.32,2025-11-09
3540,2160,SUPP_67,457,28,16,0.99,2025-09-06
3541,2161,SUPP_442,41,11,6,6.02,2025-09-29
3542,2162,SUPP_250,3,3,16,1.26,2025-11-17
3543,2162,SUPP_202,463,37,23,5.42,2025-08-09
3544,2162,SUPP_279,461,22,8,3.39,2025-09-17
3545,2163,SUPP_289,395,24,10,17.89,2025-11-20
3546,2164,SUPP_316,30,0,14,5.86,2025-11-21
3547,2165,SUPP_291,11,1,12,7.51,2025-10-23
3548,2166,SUPP_374,0,0,26,0.89,2025-05-25
3549,2167,SUPP_449,0,0,8,40.74,2024-12-30
3550,2168,SUPP_479,0,0,11,4.45,2025-07-07
3551,2169,SUPP_310,212,0,22,32.42,2025-07-12
3552,2169,SUPP_415,194,44,27,44.1,2025-11-19
3553,2169,SUPP_365,264,4,12,29.7,2025-07-23
3554,2170,SUPP_467,190,2,5,0.21,2025-09-09
3555,2170,SUPP_493,362,29,13,1.45,2025-11-08
3556,2171,SUPP_240,47,10,23,6.26,2025-11-07
3557,2171,SUPP_2,130,14,16,7.41,2025-10-29
3558,2172,SUPP_343,69,34,20,0.9,2025-10-21
3559,2173,SUPP_202,291,44,9,8.15,2025-12-20
3560,2174,SUPP_434,0,0,30,0.52,2025-04-25
3561,2175,SUPP_72,0,0,6,3.52,2025-10-07
3562,2175,SUPP_8,0,0,24,6.64,2025-03-22
3563,2176,SUPP_32,27,13,20,6.37,2025-09-05
3564,2177,SUPP_122,0,0,26,7.7,2025-09-26
3565,2178,SUPP_428,231,15,22,3.75,2025-09-21
3566,2179,SUPP_199,50,14,10,4.15,2025-08-10
3567,2179,SUPP_66,268,6,8,0.96,2025-11-22
3568,2180,SUPP_216,363,35,20,3.92,2025-11-30
3569,2180,SUPP_130,490,30,11,4.39,2025-08-29
3570,2181,SUPP_474,493,30,19,26.37,2025-11-19
3571,2181,SUPP_189,474,1,9,8.53,2025-08-19
3572,2182,SUPP_466,0,0,25,1.48,2025-04-03
3573,2182,SUPP_411,0,0,17,1.6,2025-07-21
3574,2183,SUPP_303,0,0,25,9.42,2025-07-25
3575,2183,SUPP_209,266,10,26,3.89,2025-12-17
3576,2184,SUPP_305,71,7,15,8.79,2025-12-22
3577,2185,SUPP_340,212,30,9,2.18,2025-07-16
3578,2185,SUPP_370,10,4,11,1.3,2025-11-28
3579,2186,SUPP_492,212,40,19,5.44,2025-09-07
3580,2187,SUPP_217,419,42,21,6.8,2025-11-11
3581,2188,SUPP_307,469,38,30,9.14,2025-07-13
3582,2189,SUPP_395,310,41,16,13.84,2025-12-20
3583,2189,SUPP_345,204,27,25,20.54,2025-11-01
3584,2189,SUPP_484,6,3,11,23.14,2025-07-04
3585,2190,SUPP_64,6,0,0,4.93,2025-12-14
3586,2191,SUPP_172,2,2,0,2.87,2025-09-14
3587,2191,SUPP_344,3,2,0,2.75,2025-11-17
3588,2192,SUPP_411,2,1,15,45.22,2025-08-31
3589,2193,SUPP_434,0,0,6,2.67,2025-04-27
3590,2193,SUPP_109,0,0,27,2.62,2025-09-01
3591,2194,SUPP_180,0,0,27,0.89,2025-07-08
3592,2195,SUPP_463,468,0,27,1.1,2025-12-20
3593,2196,SUPP_103,0,0,8,2.16,2025-09-25
3594,2196,SUPP_445,342,39,10,1.6,2025-09-15
3595,2197,SUPP_210,63,13,30,2.24,2025-08-09
3596,2197,SUPP_240,204,6,24,2.37,2025-07-09
3597,2198,SUPP_420,0,0,25,5.31,2025-06-17
3598,2198,SUPP_492,0,0,9,1.89,2025-07-14
3599,2199,SUPP_8,0,0,29,3.51,2025-08-22
3600,2199,SUPP_151,0,0,25,0.73,2025-05-01
3601,2200,SUPP_172,344,40,9,1.97,2025-11-17
3602,2201,SUPP_59,1,0,0,4.39,2025-11-01
3603,2201,SUPP_152,11,1,0,14.44,2025-10-21
3604,2202,SUPP_440,9,1,0,6.92,2025-10-18
3605,2203,SUPP_40,0,0,8,2.99,2025-03-30
3606,2203,SUPP_5,0,0,18,6.46,2025-11-21
3607,2204,SUPP_74,18,6,0,1.73,2025-10-28
3608,2204,SUPP_332,8,2,0,1.73,2025-09-07
3609,2204,SUPP_236,5,0,0,2.4,2025-11-05
3610,2205,SUPP_99,5,3,5,0.43,2025-10-25
3611,2205,SUPP_90,14,6,15,0.31,2025-10-04
3612,2206,SUPP_374,500,40,6,0.99,2025-08-23
3613,2207,SUPP_286,231,45,20,14.41,2025-07-09
3614,2207,SUPP_43,230,25,19,35.62,2025-08-09
3615,2207,SUPP_100,13,2,17,15.67,2025-11-17
3616,2208,SUPP_122,287,43,15,8.61,2025-11-01
3617,2209,SUPP_409,30,6,9,4.85,2025-07-15
3618,2209,SUPP_151,400,41,16,2.96,2025-09-23
3619,2210,SUPP_259,0,0,13,12.51,2025-10-12
3620,2211,SUPP_312,257,12,28,4.5,2025-09-19
3621,2211,SUPP_131,5,4,22,4.9,2025-10-19
3622,2212,SUPP_83,0,0,16,6.06,2025-04-17
3623,2213,SUPP_365,268,7,14,9.8,2025-09-17
3624,2213,SUPP_362,436,46,11,13.77,2025-08-03
3625,2214,SUPP_155,8,4,0,7.92,2025-11-06
3626,2214,SUPP_302,18,8,0,28.08,2025-07-17
3627,2214,SUPP_314,2,1,0,21.52,2025-09-27
3628,2215,SUPP_496,0,0,8,2.44,2025-07-06
3629,2216,SUPP_132,0,0,28,2.26,2025-03-29
3630,2217,SUPP_384,0,0,12,8.17,2025-07-11
3631,2217,SUPP_304,0,0,9,8.18,2025-07-22
3632,2218,SUPP_307,456,45,14,5.55,2025-11-12
3633,2219,SUPP_173,0,0,16,2.11,2025-04-21
3634,2220,SUPP_209,0,0,17,32.85,2025-09-24
3635,2220,SUPP_150,0,0,11,24.43,2025-01-10
3636,2221,SUPP_48,250,40,17,8.12,2025-08-30
3637,2222,SUPP_321,0,0,23,0.49,2025-10-17
3638,2223,SUPP_93,0,0,5,8.31,2025-03-14
3639,2223,SUPP_94,0,0,28,3.09,2025-01-06
3640,2224,SUPP_181,14,2,18,1.08,2025-08-08
3641,2225,SUPP_408,427,40,25,2.39,2025-11-24
3642,2226,SUPP_246,14,4,0,0.87,2025-07-03
3643,2227,SUPP_51,476,42,14,0.68,2025-10-24
3644,2227,SUPP_1,150,50,25,0.25,2025-12-24
3645,2228,SUPP_431,1,0,23,0.24,2025-08-24
3646,2229,SUPP_274,170,30,19,4.16,2025-08-18
3647,2230,SUPP_397,10,5,13,6.62,2025-12-14
3648,2230,SUPP_133,15,4,17,14.9,2025-09-17
3649,2231,SUPP_216,0,0,6,4.07,2025-06-09
3650,2232,SUPP_180,10,2,0,32.02,2025-11-24
3651,2232,SUPP_77,13,1,0,18.18,2025-10-09
3652,2233,SUPP_336,171,18,6,6.58,2025-11-10
3653,2234,SUPP_56,6,2,0,1.25,2025-11-30
3654,2235,SUPP_408,330,12,17,3.01,2025-08-14
3655,2236,SUPP_241,0,0,8,0.69,2025-04-10
3656,2236,SUPP_192,0,0,6,0.35,2025-04-06
3657,2237,SUPP_336,218,218,16,0.89,2025-07-20
3658,2238,SUPP_346,6,1,0,12.67,2025-12-19
3659,2239,SUPP_262,266,5,24,1.06,2025-08-18
3660,2240,SUPP_72,71,26,6,5.43,2025-08-24
3661,2241,SUPP_164,0,0,22,3.71,2025-02-25
3662,2242,SUPP_316,461,31,12,2.49,2025-11-01
3663,2242,SUPP_209,9,0,13,2.52,2025-08-06
3664,2242,SUPP_167,0,0,18,4.31,2025-07-22
3665,2243,SUPP_350,154,22,26,1.3,2025-12-14
3666,2244,SUPP_306,208,2,21,14.28,2025-08-26
3667,2244,SUPP_414,292,19,28,43.53,2025-10-22
3668,2245,SUPP_149,333,16,17,0.37,2025-12-18
3669,2245,SUPP_58,36,13,18,0.77,2025-12-10
3670,2246,SUPP_226,79,35,27,0.13,2025-11-22
3671,2247,SUPP_90,0,0,12,3.77,2025-07-01
3672,2247,SUPP_300,0,0,22,2.77,2025-10-26
3673,2248,SUPP_63,15,3,18,1.44,2025-08-09
3674,2248,SUPP_48,362,21,21,0.48,2025-11-30
3675,2249,SUPP_219,0,0,16,23.52,2025-09-28
3676,2250,SUPP_39,0,0,13,6.2,2025-10-26
3677,2250,SUPP_495,0,0,6,1.45,2025-03-30
3678,2251,SUPP_342,88,7,29,1.1,2025-10-30
3679,2251,SUPP_196,341,6,13,2.35,2025-09-06
3680,2252,SUPP_27,269,2,5,0.82,2025-12-12
3681,2253,SUPP_213,119,16,5,8.45,2025-10-14
3682,2254,SUPP_438,8,2,0,0.4,2025-10-25
3683,2255,SUPP_190,0,0,23,23.49,2025-10-31
3684,2255,SUPP_16,0,0,22,12.35,2025-11-07
3685,2255,SUPP_118,0,0,6,7.24,2025-03-01
3686,2256,SUPP_147,90,19,26,2.74,2025-12-03
3687,2257,SUPP_466,175,38,8,0.25,2025-10-13
3688,2257,SUPP_68,253,23,27,0.88,2025-07-25
3689,2258,SUPP_198,280,34,10,2.78,2025-07-08
3690,2258,SUPP_350,165,32,28,3.61,2025-08-01
3691,2259,SUPP_395,12,0,0,1.63,2025-10-14
3692,2260,SUPP_55,0,0,11,4.08,2025-05-03
3693,2260,SUPP_254,0,0,29,9.38,2025-09-08
3694,2260,SUPP_475,0,0,15,9.46,2024-12-30
3695,2261,SUPP_368,9,1,0,20.23,2025-10-30
3696,2262,SUPP_149,0,0,16,0.21,2025-10-22
3697,2262,SUPP_475,0,0,10,0.18,2025-03-31
3698,2263,SUPP_291,0,0,17,2.72,2025-10-03
3699,2263,SUPP_131,0,0,19,0.63,2025-11-24
3700,2264,SUPP_462,0,0,0,2.62,2025-10-17
3701,2265,SUPP_178,450,14,13,5.25,2025-07-09
3702,2265,SUPP_288,86,24,13,4.93,2025-11-14
3703,2266,SUPP_260,461,20,18,51.03,2025-09-11
3704,2267,SUPP_287,2,0,0,2.06,2025-09-11
3705,2268,SUPP_46,24,3,6,3.31,2025-09-23
3706,2269,SUPP_128,206,30,22,4.4,2025-11-06
3707,2269,SUPP_204,3,1,24,1.73,2025-10-16
3708,2270,SUPP_124,20,3,0,0.67,2025-09-14
3709,2270,SUPP_431,20,5,0,0.44,2025-08-12
3710,2271,SUPP_66,3,3,28,0.27,2025-07-18
3711,2272,SUPP_447,60,11,19,1.47,2025-11-02
3712,2273,SUPP_122,7,1,0,1.81,2025-09-08
3713,2273,SUPP_75,8,3,0,3.46,2025-10-29
3714,2274,SUPP_214,19,8,0,0.36,2025-08-22
3715,2275,SUPP_217,406,35,27,13.76,2025-11-29
3716,2276,SUPP_98,91,12,11,7.73,2025-10-24
3717,2277,SUPP_415,419,38,23,3.17,2025-08-09
3718,2277,SUPP_493,394,48,19,2.77,2025-09-07
3719,2278,SUPP_18,145,9,6,5.24,2025-12-22
3720,2279,SUPP_313,293,4,7,3.57,2025-10-04
3721,2279,SUPP_492,119,17,19,4.74,2025-10-03
3722,2280,SUPP_379,305,27,21,4.76,2025-12-01
3723,2280,SUPP_55,0,0,22,2.17,2025-05-07
3724,2280,SUPP_206,0,0,21,5.04,2025-08-28
3725,2281,SUPP_458,0,0,28,27.32,2025-09-13
3726,2282,SUPP_487,495,29,19,0.3,2025-07-23
3727,2282,SUPP_415,348,40,24,1.72,2025-10-24
3728,2283,SUPP_92,352,21,8,1.29,2025-08-18
3729,2284,SUPP_29,15,1,0,0.52,2025-11-21
3730,2284,SUPP_93,12,0,0,1.98,2025-09-06
3731,2285,SUPP_399,0,0,10,3.97,2025-05-29
3732,2285,SUPP_437,0,0,20,2.83,2025-04-02
3733,2286,SUPP_21,108,17,5,4.41,2025-11-30
3734,2286,SUPP_356,430,24,23,9.22,2025-09-10
3735,2287,SUPP_399,0,0,18,0.84,2025-04-07
3736,2287,SUPP_475,0,0,20,1.61,2025-08-07
3737,2287,SUPP_165,0,0,28,0.79,2025-08-28
3738,2288,SUPP_411,14,1,20,6.16,2025-08-18
3739,2289,SUPP_26,0,0,10,20.71,2025-04-08
3740,2289,SUPP_128,0,0,25,18.92,2025-05-04
3741,2290,SUPP_116,316,6,5,1.13,2025-08-15
3742,2290,SUPP_178,213,43,7,0.75,2025-12-07
3743,2291,SUPP_436,158,1,23,45.02,2025-07-15
3744,2291,SUPP_484,490,46,11,8.79,2025-09-23
3745,2292,SUPP_421,207,5,16,6.77,2025-08-06
3746,2292,SUPP_83,13,2,18,11.99,2025-08-16
3747,2293,SUPP_101,176,13,13,19.83,2025-08-29
3748,2293,SUPP_112,43,18,19,10.61,2025-09-22
3749,2293,SUPP_29,269,0,8,16.62,2025-07-08
3750,2294,SUPP_219,68,32,22,1.46,2025-11-17
3751,2295,SUPP_6,0,0,27,8.14,2025-08-20
3752,2296,SUPP_108,0,0,25,6.78,2025-09-05
3753,2297,SUPP_363,2,1,0,9.38,2025-10-08
3754,2297,SUPP_248,3,0,0,18.99,2025-07-29
3755,2297,SUPP_472,18,6,0,6.21,2025-11-11
3756,2298,SUPP_474,493,18,22,2.04,2025-09-06
3757,2298,SUPP_45,429,39,11,5.09,2025-09-26
3758,2299,SUPP_63,307,19,21,6.48,2025-10-08
3759,2300,SUPP_124,0,0,18,26.99,2025-11-12
3760,2301,SUPP_159,45,2,13,1.83,2025-10-11
3761,2301,SUPP_498,133,38,6,0.5,2025-11-12
3762,2302,SUPP_200,0,0,26,0.8,2025-09-20
3763,2302,SUPP_453,164,6,28,1.39,2025-11-30
3764,2303,SUPP_248,475,24,27,4.43,2025-07-18
3765,2303,SUPP_163,123,39,10,4.91,2025-07-19
3766,2304,SUPP_270,0,0,28,3.54,2025-01-29
3767,2305,SUPP_231,5,2,0,2.73,2025-09-19
3768,2305,SUPP_174,4,2,0,2.98,2025-09-26
3769,2306,SUPP_34,114,2,23,34.66,2025-10-18
3770,2307,SUPP_97,312,2,26,1.3,2025-11-27
3771,2307,SUPP_21,433,20,22,2.54,2025-07-01
3772,2307,SUPP_431,107,27,18,2.24,2025-12-15
3773,2308,SUPP_214,154,48,25,1.12,2025-11-24
3774,2308,SUPP_52,305,44,25,1.65,2025-11-19
3775,2309,SUPP_141,199,26,29,17.52,2025-11-13
3776,2310,SUPP_482,0,0,10,10.79,2025-01-18
3777,2311,SUPP_83,0,0,26,0.79,2025-02-16
3778,2311,SUPP_427,221,29,23,1.15,2025-07-30
3779,2312,SUPP_167,7,3,0,2.52,2025-08-06
3780,2312,SUPP_97,12,2,0,3.74,2025-11-07
3781,2313,SUPP_413,0,0,13,5.32,2025-08-27
3782,2314,SUPP_457,299,49,11,2.0,2025-07-25
3783,2314,SUPP_437,455,24,25,5.75,2025-09-20
3784,2315,SUPP_385,476,25,21,4.6,2025-09-25
3785,2316,SUPP_142,222,24,25,1.77,2025-10-26
3786,2316,SUPP_469,141,33,17,0.91,2025-07-31
3787,2317,SUPP_402,1,0,0,10.19,2025-09-25
3788,2317,SUPP_377,9,4,0,4.67,2025-12-04
3789,2318,SUPP_468,457,25,30,1.65,2025-08-26
3790,2319,SUPP_316,361,36,28,1.33,2025-08-02
3791,2320,SUPP_324,6,3,0,1.18,2025-07-13
3792,2320,SUPP_458,4,1,0,0.9,2025-06-30
3793,2321,SUPP_78,8,1,20,6.08,2025-07-13
3794,2322,SUPP_211,339,26,9,1.77,2025-12-17
3795,2323,SUPP_466,0,0,8,12.19,2025-08-30
3796,2324,SUPP_391,164,21,12,55.97,2025-08-12
3797,2325,SUPP_86,198,33,30,2.58,2025-09-29
3798,2325,SUPP_180,348,12,22,0.52,2025-06-30
3799,2326,SUPP_33,0,0,29,1.13,2025-08-19
3800,2326,SUPP_466,0,0,21,1.51,2025-03-04
3801,2327,SUPP_208,316,0,28,2.01,2025-11-16
3802,2328,SUPP_381,22,6,13,20.97,2025-07-16
3803,2329,SUPP_374,0,0,20,9.9,2025-10-08
3804,2329,SUPP_109,73,3,21,4.02,2025-09-01
3805,2329,SUPP_156,274,6,12,7.45,2025-11-01
3806,2330,SUPP_16,7,3,5,5.41,2025-10-06
3807,2330,SUPP_498,478,46,22,5.24,2025-08-24
3808,2331,SUPP_13,101,9,7,1.88,2025-08-24
3809,2332,SUPP_318,104,13,6,30.99,2025-09-12
3810,2333,SUPP_220,469,12,6,6.54,2025-08-28
3811,2333,SUPP_208,441,23,23,2.57,2025-10-26
3812,2333,SUPP_30,144,43,25,6.01,2025-11-29
3813,2334,SUPP_26,0,0,10,5.59,2025-05-18
3814,2334,SUPP_204,146,5,16,3.91,2025-09-28
3815,2334,SUPP_373,235,43,18,2.15,2025-10-07
3816,2335,SUPP_496,256,33,22,8.01,2025-11-07
3817,2335,SUPP_77,333,45,16,7.61,2025-09-16
3818,2335,SUPP_42,0,0,21,7.78,2025-02-05
3819,2336,SUPP_314,0,0,5,11.79,2025-01-13
3820,2336,SUPP_276,0,0,13,26.37,2025-11-10
3821,2337,SUPP_456,279,16,29,2.23,2025-12-01
3822,2338,SUPP_141,1,0,9,0.88,2025-08-28
3823,2338,SUPP_317,13,2,6,3.12,2025-09-26
3824,2339,SUPP_481,0,0,14,6.44,2025-02-13
3825,2339,SUPP_196,0,0,30,4.23,2025-04-12
3826,2340,SUPP_428,500,41,22,4.35,2025-10-24
3827,2341,SUPP_237,170,40,8,10.64,2025-09-04
3828,2341,SUPP_132,139,41,24,5.97,2025-11-30
3829,2341,SUPP_191,96,5,9,2.07,2025-10-27
3830,2342,SUPP_95,0,0,15,20.69,2025-10-05
3831,2342,SUPP_136,0,0,20,12.55,2025-04-05
3832,2342,SUPP_274,0,0,7,9.01,2025-11-21
3833,2343,SUPP_202,405,28,29,2.82,2025-08-06
3834,2343,SUPP_38,496,11,26,1.4,2025-12-03
3835,2344,SUPP_171,5,4,0,2.84,2025-10-17
3836,2345,SUPP_145,8,3,30,7.36,2025-08-27
3837,2346,SUPP_282,449,10,19,3.55,2025-11-02
3838,2347,SUPP_324,0,0,30,1.0,2025-04-05
3839,2347,SUPP_305,0,0,30,1.79,2025-10-02
3840,2348,SUPP_203,7,0,18,2.14,2025-07-15
3841,2348,SUPP_18,420,27,26,1.35,2025-08-19
3842,2349,SUPP_222,19,4,0,2.12,2025-11-26
3843,2349,SUPP_468,19,4,0,3.0,2025-11-29
3844,2350,SUPP_139,0,0,19,19.84,2025-04-14
3845,2350,SUPP_377,0,0,20,11.57,2025-04-06
3846,2351,SUPP_126,0,0,30,2.67,2025-10-27
3847,2351,SUPP_95,9,4,5,14.86,2025-11-27
3848,2351,SUPP_359,493,10,16,6.72,2025-12-19
3849,2352,SUPP_396,252,28,24,2.07,2025-11-24
3850,2353,SUPP_425,0,0,20,1.49,2025-06-06
3851,2353,SUPP_153,0,0,24,2.39,2025-11-06
3852,2354,SUPP_249,0,0,14,4.01,2025-04-29
3853,2355,SUPP_83,0,0,9,3.0,2025-08-11
