product_id,product_name,sku,category_id,category,sub_category,brand,cost_price,sell_price,launch_date,weight,dimensions,color,size,material,supplier_id
798,Nintendo Strategy Game V2,NIN-BOAR-00798,41,Board Games,Clearance,Nintendo,37.0,86.78,2018-10-31,4.64,94.9x52.2x36.8,Space Gray,NaN,NaN,
799,LG Galaxy S11 64GB Gold,LG-ANDR-00799,58,Android Phones,NaN,LG,170.07,379.43,2021-02-11,4.11,86.5x63.4x31.4,Gold,256GB,Stainless Steel,
800,Under Armour Mens Casual Shirt Yellow,UND-MENS-00800,64,Mens Shirts,Seasonal,Under Armour,144.55,195.0,2021-09-25,0.45,42.8x13.6x8.1,Red,S,Leather,
801,PepsiCo Green Tea V2,PEP-BEVE-00801,46,Beverages,Bestseller,PepsiCo,44.15,87.0,2026-06-15,3.3,37.3x31.6x55.9,White,NaN,NaN,
802,Williams-Sonoma Decorative Vase Rose Gold,WIL-HOME-00802,26,Home Decor,NaN,Williams-Sonoma,125.53,187.5,2021-02-10,49.09,97.1x79.9x38.7,NaN,NaN,Leather,
803,Craftsman Phone Mount,CRA-CARA-00803,50,Car Accessories,New Arrivals,Craftsman,160.4,293.06,2026-01-21,5.53,48.4x55.4x17.1,Blue,NaN,NaN,
804,Estee Lauder Eau de Parfum V2,EST-FRAG-00804,35,Fragrances,New Arrivals,Estee Lauder,118.43,207.12,2020-12-24,8.47,26.2x9.1x44.2,NaN,NaN,NaN,
805,Patagonia Dumbbell Set,PAT-STRE-00805,74,Strength Training,Seasonal,Patagonia,92.89,120.02,2022-04-29,8.99,64.9x50.4x51.3,Brown,NaN,NaN,
806,Calvin Klein Kids Jacket Brown,CAL-KIDS-00806,19,Kids Clothing,Bestseller,Calvin Klein,148.26,298.15,2018-01-27,0.28,98.6x31.1x34.2,Navy,XS,Cotton,
807,Cuisinart Ergonomic Office Chair,CUI-OFFI-00807,72,Office Furniture,NaN,Cuisinart,349.08,568.61,2021-04-14,23.76,25.5x64.2x54.4,Silver,NaN,NaN,
808,Hot Wheels Fashion Doll 75,HOT-DOLL-00808,43,Dolls,Bestseller,Hot Wheels,71.49,134.22,2016-09-15,5.39,42.4x44.4x59.9,NaN,NaN,NaN,
809,Cuisinart Sectional Sofa Beige,CUI-LIVI-00809,70,Living Room Furniture,Bestseller,Cuisinart,102.66,253.61,2022-02-08,46.57,81.9x77.8x52.4,Gray,NaN,Bamboo,
810,IKEA Comforter Set Gray,IKE-BEDD-00810,24,Bedding,Clearance,IKEA,99.84,187.54,2018-04-15,23.74,23.1x74.6x47.8,Orange,NaN,Wood,
811,Calvin Klein Casual Sneakers White,CAL-FOOT-00811,20,Footwear,Seasonal,Calvin Klein,48.78,85.9,2019-02-14,0.62,64.0x44.3x27.9,Blue,L,Linen,
812,Bose Smart Watch Gold,BOS-WEAR-00812,15,Wearable Technology,NaN,Bose,635.99,1596.73,2025-04-20,0.4,11.5x56.9x28.8,Silver,NaN,Carbon Fiber,
813,Under Armour Mens Jacket Pink S,UND-MENS-00813,66,Mens Outerwear,Seasonal,Under Armour,21.8,38.82,2023-01-29,0.96,65.4x75.0x21.0,Green,M,Leather,
814,Williams-Sonoma Queen Bed Frame Fabric,WIL-BEDR-00814,71,Bedroom Furniture,New Arrivals,Williams-Sonoma,44.33,130.15,2017-12-20,25.19,6.8x15.1x5.7,Brown,NaN,NaN,
815,Fitbit Thermometer,FIT-MEDI-00815,55,Medical Supplies,Seasonal,Fitbit,155.46,189.32,2018-03-14,9.87,76.7x68.8x7.3,White,NaN,NaN,
816,Bose Studio Monitor Speakers,BOS-AUDI-00816,13,Audio Equipment,NaN,Bose,381.43,744.27,2021-02-02,1.55,22.6x25.2x44.6,Blue,128GB,Glass,
817,"LG EliteBook 7000 27""",LG-BUSI-00817,60,Business Laptops,NaN,LG,544.09,1316.08,2016-06-02,1.58,33.4x32.9x23.4,Blue,32GB,Carbon Fiber,
818,Samsung Fitness Tracker Black,SAM-WEAR-00818,15,Wearable Technology,NaN,Samsung,113.31,174.38,2020-08-08,4.27,27.9x79.7x6.5,White,256GB,Aluminum,
819,Hasbro STEM Learning Kit,HAS-EDUC-00819,44,Educational Toys,Seasonal,Hasbro,28.92,49.41,2020-04-23,9.0,77.4x64.9x56.7,Green,NaN,NaN,
820,GNC Massage Gun Gen2,GNC-WELL-00820,56,Wellness Devices,NaN,GNC,174.54,308.06,2020-07-24,1.3,79.2x23.9x55.3,Space Gray,NaN,NaN,
821,Silent Waters by Robert Brown,WAR-NONF-00821,37,Non-Fiction,Featured,Warner Bros,19.59,42.07,2025-09-29,0.0,NaN,NaN,NaN,NaN,
822,Omron Blood Pressure Monitor,OMR-MEDI-00822,55,Medical Supplies,Seasonal,Omron,118.02,319.03,2026-06-02,7.48,46.1x75.4x31.2,NaN,NaN,NaN,
823,Weber Dresser Fabric,WEB-BEDR-00823,71,Bedroom Furniture,New Arrivals,Weber,154.37,246.78,2024-12-10,8.9,16.0x48.0x19.3,Rose Gold,NaN,NaN,
824,Fitbit Fitness Tracker Green 36,FIT-WEAR-00824,15,Wearable Technology,NaN,Fitbit,168.41,389.76,2019-03-16,0.2,69.0x51.6x57.0,Blue,512GB,Glass,
825,Barbie Fashion Doll V2,BAR-DOLL-00825,43,Dolls,Bestseller,Barbie,19.78,54.15,2016-10-23,3.2,49.6x50.7x50.3,Orange,NaN,NaN,
826,Adidas Summer Dress Gold,ADI-DRES-00826,67,Dresses,Bestseller,Adidas,81.67,146.1,2016-12-18,0.99,79.1x13.0x38.1,Beige,S,Linen,
827,H&M Womens Blouse White S,HM-TOPS-00827,68,Tops,NaN,H&M,98.42,211.27,2021-10-14,0.82,60.0x78.1x54.1,Orange,XL,Polyester,
828,New Balance Athletic Shoes Beige,NEW-FOOT-00828,20,Footwear,Seasonal,New Balance,59.76,86.89,2020-11-26,1.74,41.4x67.3x39.5,Rose Gold,S,Silk,
829,Under Armour Womens T-Shirt Gray,UND-TOPS-00829,68,Tops,NaN,Under Armour,57.73,115.97,2024-05-03,1.05,34.1x12.7x15.8,Yellow,XS,Leather,
830,Neutrogena Face Moisturizer,NEU-SKIN-00830,32,Skincare,NaN,Neutrogena,112.85,334.29,2024-09-30,8.7,50.7x54.6x51.6,Gold,NaN,NaN,
831,Meguiars Tire Shine,MEG-CARC-00831,52,Car Care,Featured,Meguiars,140.24,323.45,2022-04-03,1.86,11.3x16.8x33.1,Gray,NaN,NaN,
832,GNC Whey Protein,GNC-FITN-00832,54,Fitness Supplements,Bestseller,GNC,147.57,440.53,2022-08-11,4.94,70.6x14.2x39.8,Gold,NaN,NaN,
833,New Balance Womens Shirt Blue L,NEW-WOME-00833,18,Womens Clothing,Clearance,New Balance,29.85,41.77,2016-02-12,0.81,22.0x17.6x24.4,Silver,XXL,Silk,
834,LOreal Shampoo,LOR-HAIR-00834,34,Hair Care,Bestseller,LOreal,123.19,212.64,2020-08-13,4.1,95.0x25.3x5.3,Space Gray,NaN,NaN,
835,HP Elite Pro 512GB,HP-SMAR-00835,11,Smartphones,NaN,HP,391.34,770.26,2019-12-31,1.55,61.7x16.8x34.0,Space Gray,1TB,Aluminum,
836,Calvin Klein Womens Trousers Silver,CAL-WOME-00836,69,Womens Pants,Featured,Calvin Klein,86.65,150.22,2017-05-21,0.86,43.9x72.6x45.3,Purple,XL,Silk,
837,Optimum Nutrition Thermometer,OPT-MEDI-00837,55,Medical Supplies,Seasonal,Optimum Nutrition,144.46,305.83,2024-11-14,3.46,85.7x38.7x32.7,NaN,NaN,NaN,
838,Nike Mens Polo Shirt Gray,NIK-MENS-00838,64,Mens Shirts,Seasonal,Nike,21.29,38.56,2023-08-03,0.96,42.1x12.6x9.7,Yellow,XL,Wool,
839,LOreal Face Moisturizer Plus,LOR-SKIN-00839,32,Skincare,NaN,LOreal,34.6,94.91,2020-07-31,4.06,8.9x29.2x4.8,NaN,NaN,NaN,
840,Nestle Sea Salt Chips Plus,NES-SNAC-00840,45,Snacks,NaN,Nestle,42.09,121.57,2021-01-06,5.55,77.7x68.6x45.2,Orange,NaN,NaN,
841,Nature Made Multivitamin,NAT-VITA-00841,53,Vitamins,Bestseller,Nature Made,197.28,264.71,2016-01-18,6.84,81.9x61.6x26.1,Blue,NaN,NaN,
842,H&M Mens Polo Shirt White,HM-MENS-00842,64,Mens Shirts,Seasonal,H&M,58.11,110.43,2022-08-03,0.44,50.7x67.4x56.2,Beige,M,Linen,
843,Zara Kids T-Shirt Navy S,ZAR-KIDS-00843,19,Kids Clothing,Bestseller,Zara,143.9,413.78,2021-10-31,1.79,31.3x78.5x58.1,Rose Gold,S,Nylon,
844,MAC Shampoo Plus,MAC-HAIR-00844,34,Hair Care,Bestseller,MAC,136.59,402.54,2026-05-11,5.04,90.4x39.5x53.2,Red,NaN,NaN,
845,Kelloggs Organic Pasta,KEL-PANT-00845,47,Pantry Staples,Seasonal,Kelloggs,35.24,56.42,2020-08-21,2.88,69.8x12.4x55.1,Space Gray,NaN,NaN,
846,Under Armour Pool Float,UND-WATE-00846,30,Water Sports,NaN,Under Armour,145.37,344.05,2024-11-04,6.77,94.3x72.8x5.0,Silver,NaN,NaN,
847,Gap Kids Jacket Silver,GAP-KIDS-00847,19,Kids Clothing,Bestseller,Gap,106.11,310.71,2026-04-25,0.85,22.8x67.0x46.2,Purple,XXL,Leather,
848,Kelloggs Sparkling Water 74,KEL-BEVE-00848,46,Beverages,Bestseller,Kelloggs,35.61,76.51,2026-06-10,5.33,20.8x38.5x19.9,NaN,NaN,NaN,
849,IKEA Comforter Set White Gen2,IKE-BEDD-00849,24,Bedding,Clearance,IKEA,194.96,297.27,2017-11-18,37.87,56.0x26.1x26.5,NaN,NaN,Fabric,
850,"LG EliteBook 7000 15.6""",LG-BUSI-00850,60,Business Laptops,NaN,LG,686.8,1638.13,2022-07-04,4.46,62.9x73.3x54.0,Blue,512GB,Stainless Steel,
851,New Balance Leather Belt Purple,NEW-ACCE-00851,21,Accessories,NaN,New Balance,26.44,52.54,2019-03-06,1.83,26.1x78.1x46.4,Brown,S,Leather,
852,REI Bike Helmet Space Gray,REI-CYCL-00852,31,Cycling,NaN,REI,104.59,231.81,2023-10-12,2.9,63.7x24.1x12.4,NaN,NaN,NaN,
853,Garmin iPhone 13 128GB Gold,GAR-IPHO-00853,57,iPhone,NaN,Garmin,549.0,688.8,2020-01-24,1.95,9.8x72.3x51.4,Black,1TB,Plastic,
854,New Balance Baseball Cap Purple,NEW-ACCE-00854,21,Accessories,NaN,New Balance,38.51,69.39,2021-03-28,0.84,67.8x57.7x40.3,Yellow,XS,Polyester,
855,Levis Mens Jeans Brown XL,LEV-MENS-00855,65,Mens Pants,NaN,Levis,122.52,325.07,2019-03-18,0.27,20.5x74.8x16.4,Yellow,XXL,Cotton,
856,Zara Mens Dress Pants Red,ZAR-MENS-00856,65,Mens Pants,NaN,Zara,86.25,255.09,2023-01-05,1.64,18.7x46.4x53.3,Silver,XL,Wool,
857,HP Studio Monitor Speakers,HP-AUDI-00857,13,Audio Equipment,NaN,HP,766.48,1004.12,2024-03-18,1.77,6.3x28.1x52.8,Silver,128GB,Glass,
858,IKEA Kitchen Table Set,IKE-KITC-00858,23,Kitchen,Bestseller,IKEA,386.49,472.0,2024-09-04,3.01,23.9x28.8x19.4,NaN,NaN,Wood,
859,Scotts Sectional Sofa Space Gray,SCO-LIVI-00859,70,Living Room Furniture,Bestseller,Scotts,246.41,446.89,2023-11-15,43.88,78.1x41.8x37.9,NaN,NaN,Metal,
860,Fisher-Price STEM Learning Kit,FIS-EDUC-00860,44,Educational Toys,Seasonal,Fisher-Price,19.67,52.57,2018-06-10,5.28,58.6x50.7x10.3,Silver,NaN,NaN,
861,Ralph Lauren Mens Casual Shirt Red,RAL-MENS-00861,64,Mens Shirts,Seasonal,Ralph Lauren,142.89,278.59,2020-05-19,0.84,63.5x48.7x23.5,Blue,M,Nylon,
862,Lenovo Max Ultra 128GB Red,LEN-SMAR-00862,11,Smartphones,NaN,Lenovo,197.56,271.31,2026-05-28,0.77,8.4x23.4x56.1,Silver,NaN,Glass,
863,Braun First Aid Kit V2,BRA-MEDI-00863,55,Medical Supplies,Seasonal,Braun,30.49,87.81,2020-09-29,7.06,85.8x76.9x55.6,NaN,NaN,NaN,
864,Coleman Basketball,COL-TEAM-00864,29,Team Sports,Featured,Coleman,77.95,116.01,2022-05-23,5.94,11.6x32.9x51.7,NaN,NaN,NaN,
865,Omron Massage Gun,OMR-WELL-00865,56,Wellness Devices,NaN,Omron,162.32,448.12,2023-06-19,6.5,65.6x18.5x52.1,NaN,NaN,NaN,
866,Pantene Foundation,PAN-MAKE-00866,33,Makeup,Featured,Pantene,63.5,100.94,2018-05-18,2.22,63.0x29.1x32.2,NaN,NaN,NaN,
867,The Great Adventure Hardcover Edition 41,WAR-FICT-00867,36,Fiction,Featured,Warner Bros,79.81,179.41,2021-02-07,0.0,NaN,NaN,NaN,NaN,
868,Jazz Ensemble Album Vinyl Record 69,RAN-MUSI-00868,38,Music,Featured,Random House,48.29,96.69,2017-06-13,0.0,NaN,NaN,NaN,NaN,
869,Patagonia Cycling Jersey Blue,PAT-CYCL-00869,31,Cycling,NaN,Patagonia,59.11,164.39,2024-12-08,7.16,8.9x41.8x32.2,Beige,NaN,NaN,
870,Garmin Smart Watch Gold,GAR-WEAR-00870,15,Wearable Technology,NaN,Garmin,325.44,838.57,2022-11-20,1.05,12.4x32.1x23.7,Blue,256GB,Plastic,
871,Hot Wheels Explorer Action Figure,HOT-ACTI-00871,40,Action Figures,New Arrivals,Hot Wheels,40.29,69.76,2018-02-12,4.89,16.2x28.4x31.8,Space Gray,NaN,NaN,
872,Adidas Soccer Ball,ADI-TEAM-00872,29,Team Sports,Featured,Adidas,197.8,519.48,2023-11-17,7.9,92.3x13.6x18.8,NaN,NaN,NaN,
873,Fitbit Portable Speaker Rose Gold,FIT-SPEA-00873,63,Speakers,NaN,Fitbit,613.06,1828.22,2019-10-20,4.67,29.0x25.7x56.5,Space Gray,128GB,Glass,
874,Nike Womens Blouse Black M,NIK-TOPS-00874,68,Tops,NaN,Nike,117.38,209.35,2024-03-05,0.14,89.2x18.6x49.0,Beige,XXL,Polyester,
875,PepsiCo Natural Shelf,PEP-ORGA-00875,48,Organic Foods,Seasonal,PepsiCo,23.56,48.12,2022-04-29,9.87,89.3x75.3x4.6,White,NaN,NaN,
876,Nature Made Whey Protein,NAT-FITN-00876,54,Fitness Supplements,Bestseller,Nature Made,36.09,54.55,2021-06-26,9.92,28.7x53.8x56.1,Green,NaN,NaN,
877,Fitbit Multivitamin Plus,FIT-VITA-00877,53,Vitamins,Bestseller,Fitbit,68.25,178.62,2016-03-02,7.06,87.1x23.8x4.4,NaN,NaN,NaN,
878,LG Gaming Controller Purple V2,LG-GAMI-00878,16,Gaming,Bestseller,LG,265.11,701.29,2016-11-04,0.82,34.8x33.8x52.8,Black,1TB,Stainless Steel,
879,Dove Styling Gel,DOV-HAIR-00879,34,Hair Care,Bestseller,Dove,115.58,201.4,2017-02-09,6.91,5.3x5.2x30.3,Red,NaN,NaN,
880,Organic Valley Organic Pasta,ORG-PANT-00880,47,Pantry Staples,Seasonal,Organic Valley,31.51,45.37,2022-06-07,9.9,10.0x46.1x7.5,NaN,NaN,NaN,
881,Craftsman Interior Cleaner,CRA-CARC-00881,52,Car Care,Featured,Craftsman,295.96,713.23,2024-02-13,1.08,61.6x17.4x12.9,NaN,NaN,NaN,
882,Funko STEM Learning Kit,FUN-EDUC-00882,44,Educational Toys,Seasonal,Funko,71.16,143.59,2024-09-04,2.61,92.9x55.4x19.3,Red,NaN,NaN,
883,"Garmin XPS 27"" Ultrabook",GAR-ULTR-00883,61,Ultrabooks,NaN,Garmin,645.79,1038.27,2021-01-06,4.97,81.1x37.9x52.0,Space Gray,NaN,Stainless Steel,
884,Gap Womens Shelf Purple S,GAP-WOME-00884,18,Womens Clothing,Clearance,Gap,100.51,284.86,2021-08-02,0.17,9.4x70.8x7.1,Silver,XXL,Cotton,
885,Goodyear Tool Box,GOO-TOOL-00885,51,Tools,NaN,Goodyear,173.01,388.36,2016-12-31,6.5,63.1x8.1x26.5,Space Gray,NaN,NaN,
886,Organic Valley Sea Salt Chips,ORG-SNAC-00886,45,Snacks,NaN,Organic Valley,44.5,103.81,2023-04-11,1.27,95.7x24.6x30.3,Purple,NaN,NaN,
887,Maybelline Foundation Plus,MAY-MAKE-00887,33,Makeup,Featured,Maybelline,62.06,109.02,2026-01-15,1.07,48.5x58.7x40.0,Space Gray,NaN,NaN,
888,The Band Album Vinyl Record 44,WAR-MUSI-00888,38,Music,Featured,Warner Bros,27.58,43.37,2017-04-14,0.0,NaN,Black,NaN,NaN,
889,Patagonia Sleeping Bag,PAT-OUTD-00889,28,Outdoor Recreation,NaN,Patagonia,109.45,224.13,2016-10-05,9.28,49.4x42.5x17.1,Blue,NaN,NaN,
890,Bose iPhone 9 64GB Black,BOS-IPHO-00890,57,iPhone,NaN,Bose,581.1,837.63,2021-12-29,2.15,8.0x20.9x28.6,Black,NaN,Stainless Steel,
891,"LG E14 Notebook 13""",LG-LAPT-00891,12,Laptops,Bestseller,LG,345.3,594.82,2023-08-14,3.52,73.2x43.8x3.9,Gold,NaN,Carbon Fiber,
892,LG Standard Pro 128GB,LG-SMAR-00892,11,Smartphones,NaN,LG,140.42,211.27,2019-01-14,3.27,46.6x58.4x37.1,Black,NaN,Glass,
893,Schwinn Yoga Mat Pink,SCH-YOGA-00893,75,Yoga & Pilates,Bestseller,Schwinn,171.28,243.38,2023-01-05,9.5,84.6x60.1x38.6,NaN,NaN,NaN,
894,Unilever Granola Bars,UNI-SNAC-00894,45,Snacks,NaN,Unilever,3.66,7.81,2018-03-13,0.35,56.9x65.5x26.8,NaN,NaN,NaN,
895,Weber Comforter Set Space Gray,WEB-BEDD-00895,24,Bedding,Clearance,Weber,391.53,620.88,2017-04-21,11.5,93.0x40.6x39.7,Orange,NaN,Glass,
896,PepsiCo Granola Bars,PEP-SNAC-00896,45,Snacks,NaN,PepsiCo,36.02,66.15,2023-01-19,6.48,92.9x28.8x23.6,Purple,NaN,NaN,
897,Zara Womens Cabinet Silver XL,ZAR-WOME-00897,18,Womens Clothing,Clearance,Zara,126.75,173.59,2025-07-21,1.56,40.2x78.3x5.3,Orange,XXL,Nylon,
898,"Bose 7000 Laptop 13"" 128GB",BOS-LAPT-00898,12,Laptops,Bestseller,Bose,549.12,1283.35,2026-01-25,1.22,45.6x11.5x40.1,Silver,32GB,Carbon Fiber,
899,Crate & Barrel Table Lamp Pink,CRA-HOME-00899,26,Home Decor,NaN,Crate & Barrel,71.77,181.11,2019-05-08,37.19,30.4x76.6x41.8,Pink,NaN,NaN,
900,Scotts Living Room Cabinet Fabric V2,SCO-FURN-00900,22,Furniture,NaN,Scotts,143.02,197.01,2022-04-27,26.04,47.1x67.7x48.5,Green,NaN,Bamboo,
901,Gap Kids T-Shirt Brown M,GAP-KIDS-00901,19,Kids Clothing,Bestseller,Gap,65.09,148.3,2020-04-22,1.17,20.2x13.5x3.4,Orange,XL,Nylon,
902,Hasbro STEM Learning Kit 24,HAS-EDUC-00902,44,Educational Toys,Seasonal,Hasbro,58.78,78.58,2025-07-05,9.13,25.5x20.0x5.9,NaN,NaN,NaN,
903,Nature Made Blood Pressure Monitor,NAT-MEDI-00903,55,Medical Supplies,Seasonal,Nature Made,68.08,99.71,2020-04-12,2.26,44.3x35.9x13.5,Navy,NaN,NaN,
904,Solo Artist Album Vinyl Record V2,RAN-MUSI-00904,38,Music,Featured,Random House,75.72,153.49,2018-03-25,0.0,NaN,Green,NaN,NaN,
905,New Balance Womens T-Shirt Yellow,NEW-TOPS-00905,68,Tops,NaN,New Balance,103.89,285.21,2023-01-30,1.43,82.1x29.9x6.6,Gray,XL,Nylon,
906,Olay Hair Dryer,OLA-HAIR-00906,34,Hair Care,Bestseller,Olay,28.44,80.04,2016-05-19,8.51,82.3x58.8x33.1,NaN,NaN,NaN,
907,Optimum Nutrition BCAA Plus,OPT-FITN-00907,54,Fitness Supplements,Bestseller,Optimum Nutrition,30.04,83.57,2018-11-03,9.1,49.9x45.2x47.5,Gray,NaN,NaN,
908,Fisher-Price STEM Learning Kit 3,FIS-EDUC-00908,44,Educational Toys,Seasonal,Fisher-Price,49.31,84.22,2024-07-13,3.49,19.8x28.2x9.7,Brown,NaN,NaN,
909,Bose Bluetooth Speaker Rose Gold,BOS-SPEA-00909,63,Speakers,NaN,Bose,238.83,495.75,2022-06-20,0.32,89.4x11.5x46.7,Gold,512GB,Aluminum,
910,Apple iPhone 1 Pro Max 128GB,APP-IPHO-00910,57,iPhone,NaN,Apple,734.24,1701.32,2021-12-26,2.98,67.4x46.3x39.2,Gold,64GB,Aluminum,
911,New Balance Summer Dress Red,NEW-DRES-00911,67,Dresses,Bestseller,New Balance,117.03,162.9,2019-10-15,1.87,96.0x50.2x59.4,Navy,S,Wool,
912,Omron Sleep Tracker,OMR-WELL-00912,56,Wellness Devices,NaN,Omron,168.79,372.05,2020-01-05,1.14,58.0x7.9x29.3,NaN,NaN,NaN,
913,Unilever Trail Mix V2,UNI-SNAC-00913,45,Snacks,NaN,Unilever,34.22,45.7,2019-11-14,7.37,97.7x67.6x6.6,NaN,NaN,NaN,
914,HP Premium Pro 128GB,HP-SMAR-00914,11,Smartphones,NaN,HP,389.87,957.26,2016-04-10,0.13,19.5x18.8x40.3,White,32GB,Carbon Fiber,
915,LOreal Lipstick Brown,LOR-MAKE-00915,33,Makeup,Featured,LOreal,149.59,412.28,2019-06-29,3.72,14.2x61.4x31.2,Red,NaN,NaN,
916,Gap Classic Chair Beige,GAP-MENS-00916,17,Mens Clothing,New Arrivals,Gap,51.11,114.49,2023-06-25,1.0,43.0x24.9x20.7,Gold,XL,Cotton,
917,Columbia Yoga Mat Purple 9,COL-YOGA-00917,75,Yoga & Pilates,Bestseller,Columbia,60.2,110.94,2026-03-24,4.45,73.5x11.1x48.2,NaN,NaN,NaN,
918,Apple DSLR Camera Body,APP-CAME-00918,14,Cameras,NaN,Apple,217.35,592.59,2024-11-07,3.52,84.9x69.4x53.7,Gold,NaN,Carbon Fiber,
919,Crate & Barrel Sectional Sofa Beige,CRA-LIVI-00919,70,Living Room Furniture,Bestseller,Crate & Barrel,51.09,75.18,2020-01-28,10.01,96.3x24.3x21.2,Yellow,NaN,NaN,
920,Gap Mens Casual Shirt Orange,GAP-MENS-00920,64,Mens Shirts,Seasonal,Gap,76.53,227.79,2018-10-06,0.86,30.8x61.7x8.6,Red,XS,Polyester,
921,Maybelline Lipstick Beige Plus,MAY-MAKE-00921,33,Makeup,Featured,Maybelline,104.39,190.4,2019-06-02,8.97,56.1x37.4x34.6,Gray,NaN,NaN,
922,Patagonia Exercise Bike,PAT-CARD-00922,73,Cardio Machines,NaN,Patagonia,176.1,429.87,2022-05-16,8.07,82.7x18.4x46.8,NaN,NaN,NaN,
923,GNC Massage Gun,GNC-WELL-00923,56,Wellness Devices,NaN,GNC,138.43,250.75,2018-10-07,7.51,8.1x17.0x28.6,Silver,NaN,NaN,
924,H&M Womens Sweater Rose Gold,HM-TOPS-00924,68,Tops,NaN,H&M,127.35,177.54,2018-01-13,0.63,86.6x12.7x12.1,Blue,XL,Polyester,
925,Gap Mens Polo Shirt Yellow,GAP-MENS-00925,64,Mens Shirts,Seasonal,Gap,130.41,271.63,2019-02-23,0.49,93.3x36.5x57.3,Brown,L,Linen,
926,Barbie Fashion Doll Plus,BAR-DOLL-00926,43,Dolls,Bestseller,Barbie,43.22,68.66,2024-12-10,7.77,11.6x13.8x41.4,Space Gray,NaN,NaN,
927,Nerf STEM Learning Kit Gen2,NER-EDUC-00927,44,Educational Toys,Seasonal,Nerf,67.96,165.98,2017-05-26,1.87,50.3x14.0x23.5,Pink,NaN,NaN,
928,Estee Lauder Lipstick Purple,EST-MAKE-00928,33,Makeup,Featured,Estee Lauder,44.27,130.13,2024-01-30,9.26,84.6x34.9x12.8,NaN,NaN,NaN,
929,Nintendo STEM Learning Kit Plus,NIN-EDUC-00929,44,Educational Toys,Seasonal,Nintendo,5.7,16.99,2024-04-16,8.12,68.0x15.7x54.7,Red,NaN,NaN,
930,Calvin Klein Mens Dress Shirt Space Gray M,CAL-MENS-00930,64,Mens Shirts,Seasonal,Calvin Klein,99.89,126.07,2026-06-03,0.77,34.7x25.3x26.1,Yellow,XS,Linen,
931,Mattel Doll House Set,MAT-DOLL-00931,43,Dolls,Bestseller,Mattel,48.58,93.1,2023-07-12,9.72,9.3x46.9x26.4,NaN,NaN,NaN,
932,Calvin Klein Mens Cabinet Silver M,CAL-MENS-00932,17,Mens Clothing,New Arrivals,Calvin Klein,33.58,85.99,2024-02-14,1.84,59.4x32.6x19.2,Blue,XXL,Silk,
933,"Microsoft Spectre x360 13""",MIC-ULTR-00933,61,Ultrabooks,NaN,Microsoft,81.0,164.99,2026-04-18,0.61,13.3x61.9x9.9,Gold,256GB,Plastic,
934,Fitbit Sleep Tracker,FIT-WELL-00934,56,Wellness Devices,NaN,Fitbit,22.38,51.45,2018-02-03,8.72,57.8x36.5x24.0,Silver,NaN,NaN,
935,Sony Bluetooth Speaker White 65,SON-SPEA-00935,63,Speakers,NaN,Sony,178.46,265.07,2023-07-18,2.68,5.6x5.4x32.8,White,128GB,Stainless Steel,
936,Zara Womens Trousers Blue,ZAR-WOME-00936,69,Womens Pants,Featured,Zara,25.86,70.96,2016-10-22,1.39,41.7x5.6x16.2,Green,L,Leather,
937,Asus Gaming Console,ASU-GAMI-00937,16,Gaming,Bestseller,Asus,137.14,192.47,2020-06-17,0.96,71.1x73.8x55.6,Blue,NaN,Stainless Steel,
938,Journey Home Hardcover Edition V2,PEN-FICT-00938,36,Fiction,Featured,Penguin,18.29,30.33,2018-11-28,0.0,NaN,Gold,NaN,NaN,
939,Nintendo Science Experiment Set,NIN-EDUC-00939,44,Educational Toys,Seasonal,Nintendo,26.66,41.65,2019-02-09,8.57,68.3x71.3x4.8,NaN,NaN,NaN,
940,Columbia Dumbbell Set Edition,COL-STRE-00940,74,Strength Training,Seasonal,Columbia,158.11,421.54,2025-11-22,5.29,47.1x15.0x20.7,Black,NaN,NaN,
941,Tommy Hilfiger Mens Casual Shirt Rose Gold,TOM-MENS-00941,64,Mens Shirts,Seasonal,Tommy Hilfiger,49.09,68.32,2019-03-25,0.11,14.8x64.6x51.3,Pink,S,Polyester,
942,"Apple EliteBook T480 15.6""",APP-BUSI-00942,60,Business Laptops,NaN,Apple,752.25,2102.84,2024-08-13,2.97,31.5x30.2x41.7,Blue,NaN,Carbon Fiber,
943,Weber Table Lamp Purple Edition,WEB-HOME-00943,26,Home Decor,NaN,Weber,494.26,774.17,2026-05-10,10.97,42.4x13.0x8.8,Pink,NaN,Wood,
944,Clinique Anti-Aging Serum,CLI-SKIN-00944,32,Skincare,NaN,Clinique,13.93,39.99,2017-05-19,7.17,72.7x15.9x23.8,NaN,NaN,NaN,
945,Coca-Cola Natural Pants,COC-ORGA-00945,48,Organic Foods,Seasonal,Coca-Cola,37.56,46.82,2017-05-21,4.73,26.7x54.7x24.0,Green,NaN,NaN,
946,Nerf Building Block Set,NER-BUIL-00946,42,Building Sets,NaN,Nerf,64.63,180.23,2019-12-12,1.33,31.6x38.4x37.9,NaN,NaN,NaN,
947,Calvin Klein Womens Shelf Blue M,CAL-WOME-00947,18,Womens Clothing,Clearance,Calvin Klein,52.58,111.78,2021-03-18,1.05,85.5x57.2x3.3,Rose Gold,XL,Wool,
948,LOreal Styling Gel V2,LOR-HAIR-00948,34,Hair Care,Bestseller,LOreal,79.57,142.97,2025-07-19,3.98,97.6x61.0x53.4,NaN,NaN,NaN,
