inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,storage_cost,last_restocked_date
497,303,SUPP_32,500,1,9,1.29,2025-11-04
498,303,SUPP_28,461,13,23,1.99,2025-11-23
499,304,SUPP_25,8,1,0,50.48,2025-09-20
500,305,SUPP_26,0,0,27,3.46,2025-07-16
501,305,SUPP_16,0,0,30,9.07,2025-04-08
502,306,SUPP_21,0,0,20,2.09,2025-10-01
503,306,SUPP_40,8,3,16,2.13,2025-07-25
504,307,SUPP_13,0,0,10,4.25,2025-01-08
505,307,SUPP_47,0,0,15,5.47,2025-02-04
506,308,SUPP_40,0,0,15,24.66,2025-10-11
507,309,SUPP_17,9,4,0,1.3,2025-09-11
508,309,SUPP_33,19,2,0,1.38,2025-08-18
509,309,SUPP_10,15,0,0,2.26,2025-08-11
510,310,SUPP_47,0,0,20,5.64,2024-12-25
511,311,SUPP_27,73,21,13,3.96,2025-10-14
512,312,SUPP_21,0,0,5,1.82,2025-08-02
513,312,SUPP_50,0,0,21,0.5,2025-11-08
514,312,SUPP_2,0,0,16,0.43,2025-06-21
515,313,SUPP_3,0,0,25,29.44,2025-08-02
516,313,SUPP_7,0,0,23,21.27,2025-05-05
517,313,SUPP_21,0,0,18,17.28,2025-09-05
518,314,SUPP_35,8,2,0,8.02,2025-11-16
519,315,SUPP_2,4,3,0,15.07,2025-07-28
520,315,SUPP_28,3,1,0,4.34,2025-08-27
521,316,SUPP_43,0,0,29,2.07,2025-06-26
522,317,SUPP_25,67,5,17,1.63,2025-11-03
523,317,SUPP_15,306,25,10,5.33,2025-07-11
524,318,SUPP_39,0,0,29,8.08,2025-04-07
525,318,SUPP_7,0,0,11,4.54,2025-06-11
526,319,SUPP_34,148,30,26,6.51,2025-08-05
527,319,SUPP_4,153,22,12,8.11,2025-12-03
528,319,SUPP_20,374,11,25,10.27,2025-12-12
529,320,SUPP_49,255,19,5,7.0,2025-12-20
530,320,SUPP_48,185,23,20,7.28,2025-08-24
531,321,SUPP_47,304,30,27,1.27,2025-09-13
532,322,SUPP_49,0,0,30,2.69,2024-12-25
533,322,SUPP_19,0,0,20,0.79,2025-04-15
534,323,SUPP_45,309,39,17,1.77,2025-09-29
535,323,SUPP_28,0,0,22,1.04,2025-08-13
536,324,SUPP_27,261,2,30,1.76,2025-07-17
537,324,SUPP_3,377,29,25,0.55,2025-09-23
538,324,SUPP_35,4,0,24,1.82,2025-08-12
539,325,SUPP_20,3,3,5,1.35,2025-09-07
540,325,SUPP_22,282,24,7,7.78,2025-07-15
541,325,SUPP_49,0,0,9,8.1,2025-02-24
542,326,SUPP_23,6,3,0,12.85,2025-11-16
543,326,SUPP_35,9,4,0,5.37,2025-12-13
544,326,SUPP_23,14,1,0,13.99,2025-12-08
545,327,SUPP_13,0,0,24,0.72,2025-07-01
546,328,SUPP_5,59,6,21,2.37,2025-07-10
547,328,SUPP_19,224,23,22,0.89,2025-08-05
548,329,SUPP_46,165,49,21,31.65,2025-08-22
549,330,SUPP_26,264,16,11,1.52,2025-10-08
550,331,SUPP_24,0,0,16,0.41,2025-02-15
551,332,SUPP_12,311,0,24,0.46,2025-11-27
552,333,SUPP_39,249,46,12,16.38,2025-08-03
553,334,SUPP_39,0,0,26,0.95,2025-03-27
554,335,SUPP_4,6,0,26,13.49,2025-07-16
555,335,SUPP_3,5,3,26,23.78,2025-07-17
556,335,SUPP_19,6,3,20,19.27,2025-08-16
557,336,SUPP_21,3,1,12,14.23,2025-12-15
558,336,SUPP_36,476,40,21,41.95,2025-09-14
559,337,SUPP_5,19,4,0,8.71,2025-10-13
560,338,SUPP_36,0,0,22,0.18,2025-06-05
561,339,SUPP_20,12,4,0,2.45,2025-08-12
562,339,SUPP_28,17,8,0,2.67,2025-08-26
563,339,SUPP_26,11,2,0,2.42,2025-12-18
564,340,SUPP_31,450,16,9,7.64,2025-11-14
565,340,SUPP_6,2,2,12,29.06,2025-07-26
566,341,SUPP_4,0,0,27,1.21,2025-11-04
567,341,SUPP_43,0,0,21,1.28,2025-01-17
568,342,SUPP_33,366,9,8,3.02,2025-09-04
569,343,SUPP_32,288,27,9,1.98,2025-12-03
570,343,SUPP_42,54,17,18,0.59,2025-12-09
571,343,SUPP_47,26,10,20,2.43,2025-12-07
572,344,SUPP_44,0,0,19,30.79,2025-11-11
573,344,SUPP_3,0,0,21,14.71,2025-03-23
574,345,SUPP_9,0,0,26,9.5,2025-09-04
575,345,SUPP_11,0,0,7,6.03,2025-02-05
576,346,SUPP_1,0,0,21,5.17,2025-04-13
577,346,SUPP_38,8,2,8,1.37,2025-10-21
578,347,SUPP_21,20,6,0,3.02,2025-06-30
579,347,SUPP_4,3,3,0,2.72,2025-12-13
580,347,SUPP_27,2,1,0,2.17,2025-07-19
581,348,SUPP_1,15,3,14,13.79,2025-12-09
582,349,SUPP_8,178,46,9,5.95,2025-09-23
583,350,SUPP_48,0,0,28,9.06,2025-02-09
584,351,SUPP_42,146,28,24,1.72,2025-12-09
585,351,SUPP_25,88,16,21,1.3,2025-07-15
586,352,SUPP_5,0,0,15,3.29,2025-08-31
587,353,SUPP_6,80,10,8,5.08,2025-11-08
588,353,SUPP_20,259,2,25,4.89,2025-10-13
589,354,SUPP_13,12,2,14,4.74,2025-07-21
590,354,SUPP_33,348,7,5,2.64,2025-12-17
591,355,SUPP_48,17,1,0,17.12,2025-11-13
592,355,SUPP_38,7,2,0,7.58,2025-12-13
593,356,SUPP_19,205,27,20,11.19,2025-10-12
594,357,SUPP_29,183,26,11,35.72,2025-12-15
595,357,SUPP_46,136,0,5,20.55,2025-12-15
596,357,SUPP_42,313,10,17,36.04,2025-10-27
597,358,SUPP_29,18,7,0,26.06,2025-10-12
598,358,SUPP_30,16,8,0,20.43,2025-08-02
599,359,SUPP_11,0,0,11,25.77,2025-11-18
600,359,SUPP_21,0,0,25,29.31,2025-10-11
601,359,SUPP_4,0,0,30,7.06,2025-05-29
602,360,SUPP_41,0,0,16,2.65,2025-09-09
603,361,SUPP_7,0,0,22,7.21,2025-11-25
604,361,SUPP_27,327,50,27,6.88,2025-09-14
605,362,SUPP_44,476,41,30,6.17,2025-11-29
606,362,SUPP_31,154,31,28,1.41,2025-10-21
607,362,SUPP_9,497,39,13,7.14,2025-08-07
608,363,SUPP_4,311,18,7,0.89,2025-07-04
609,363,SUPP_5,494,39,16,0.21,2025-09-09
610,364,SUPP_29,16,5,0,12.03,2025-10-08
611,365,SUPP_36,20,6,0,3.51,2025-07-14
612,365,SUPP_21,0,0,0,10.02,2024-12-25
613,365,SUPP_8,4,3,0,3.66,2025-07-11
614,366,SUPP_24,0,0,10,2.38,2025-11-04
615,367,SUPP_42,0,0,19,9.41,2025-05-18
616,367,SUPP_24,43,5,29,6.91,2025-09-15
617,368,SUPP_37,466,50,8,1.87,2025-12-14
618,369,SUPP_38,448,26,15,5.3,2025-12-19
619,370,SUPP_11,158,9,10,1.53,2025-07-14
620,371,SUPP_19,219,3,10,4.77,2025-10-26
621,372,SUPP_38,0,0,24,4.33,2025-04-13
622,373,SUPP_49,468,30,13,3.41,2025-12-24
623,374,SUPP_6,290,8,19,0.37,2025-12-23
624,374,SUPP_46,327,49,18,0.79,2025-11-09
625,375,SUPP_3,289,34,20,0.7,2025-11-13
626,375,SUPP_45,5,0,24,0.54,2025-11-23
627,376,SUPP_30,433,34,23,9.18,2025-09-06
628,377,SUPP_24,278,14,7,10.75,2025-09-27
629,377,SUPP_37,141,6,25,29.76,2025-10-22
630,377,SUPP_47,412,50,16,10.6,2025-10-26
631,378,SUPP_39,5,1,16,2.6,2025-07-09
632,379,SUPP_7,417,28,25,1.31,2025-11-22
633,379,SUPP_40,199,33,17,0.65,2025-10-22
634,380,SUPP_17,0,0,26,32.67,2025-11-04
635,381,SUPP_35,343,3,5,18.32,2025-12-15
636,382,SUPP_15,289,25,7,2.86,2025-10-04
637,382,SUPP_13,35,8,22,3.3,2025-10-22
638,383,SUPP_2,260,1,12,12.95,2025-12-11
639,384,SUPP_10,343,3,18,1.09,2025-09-16
640,385,SUPP_27,499,41,17,8.03,2025-09-28
641,386,SUPP_42,0,0,6,9.98,2025-11-07
642,387,SUPP_45,51,3,8,2.48,2025-11-30
643,388,SUPP_11,7,1,0,5.1,2025-07-14
644,388,SUPP_23,12,2,0,2.24,2025-07-17
645,389,SUPP_10,453,38,9,2.41,2025-12-08
646,390,SUPP_2,231,16,26,2.41,2025-08-01
647,390,SUPP_8,280,50,11,1.97,2025-12-14
648,391,SUPP_20,0,0,18,1.86,2025-09-09
649,391,SUPP_47,176,43,25,1.16,2025-07-17
650,392,SUPP_28,351,36,27,7.66,2025-11-29
651,393,SUPP_35,0,0,29,1.36,2025-07-16
652,393,SUPP_43,0,0,5,6.96,2025-06-27
653,394,SUPP_7,117,41,12,4.0,2025-12-01
654,395,SUPP_8,287,33,11,15.02,2025-09-01
655,395,SUPP_7,358,39,24,17.7,2025-09-21
656,396,SUPP_21,0,0,29,0.64,2025-07-27
657,397,SUPP_23,319,37,15,7.95,2025-10-15
658,398,SUPP_42,16,2,0,12.2,2025-09-30
659,398,SUPP_42,13,1,0,14.38,2025-10-25
660,399,SUPP_35,137,12,22,36.22,2025-09-30
661,399,SUPP_3,7,1,24,22.72,2025-10-12
662,399,SUPP_17,351,31,5,19.48,2025-10-04
663,400,SUPP_16,0,0,25,4.61,2025-10-20
664,400,SUPP_45,0,0,23,2.45,2025-03-22
665,401,SUPP_32,306,10,19,1.38,2025-08-31
666,401,SUPP_37,55,1,16,0.74,2025-11-27
667,401,SUPP_38,132,13,25,1.79,2025-07-05
668,402,SUPP_25,354,24,9,4.39,2025-08-18
669,403,SUPP_24,290,46,19,4.15,2025-09-11
670,403,SUPP_2,374,29,14,5.16,2025-09-30
671,404,SUPP_48,63,1,25,0.49,2025-11-04
672,405,SUPP_30,291,25,12,12.66,2025-10-07
673,405,SUPP_50,478,15,18,49.23,2025-09-24
674,405,SUPP_33,349,44,16,36.74,2025-08-07
675,406,SUPP_41,14,2,20,9.41,2025-08-01
676,407,SUPP_8,87,43,22,2.46,2025-11-27
677,408,SUPP_38,9,4,0,5.63,2025-11-05
678,408,SUPP_2,13,6,0,4.65,2025-08-05
679,408,SUPP_19,6,2,0,14.32,2025-09-22
680,409,SUPP_32,0,0,28,31.07,2025-07-23
681,409,SUPP_4,0,0,30,13.88,2025-07-02
682,410,SUPP_36,383,44,14,3.54,2025-08-31
683,411,SUPP_45,390,41,10,1.16,2025-09-20
684,411,SUPP_34,353,8,27,0.65,2025-08-17
685,411,SUPP_5,239,48,25,0.47,2025-07-29
686,412,SUPP_38,0,0,26,6.21,2025-07-05
687,413,SUPP_10,353,43,26,0.46,2025-08-31
688,414,SUPP_45,167,41,26,5.22,2025-11-25
689,415,SUPP_44,99,46,12,6.96,2025-11-10
690,416,SUPP_33,396,43,5,4.12,2025-11-03
691,417,SUPP_23,158,32,24,1.95,2025-09-14
692,417,SUPP_25,195,1,16,1.12,2025-12-08
693,418,SUPP_33,6,0,22,0.94,2025-12-08
694,419,SUPP_45,0,0,16,1.59,2025-11-21
695,419,SUPP_24,0,0,11,0.63,2025-06-04
696,420,SUPP_42,3,3,5,4.28,2025-07-12
697,420,SUPP_36,0,0,15,8.2,2025-01-04
698,421,SUPP_7,329,29,17,50.94,2025-12-11
699,421,SUPP_28,39,5,21,52.49,2025-09-07
700,421,SUPP_16,379,42,22,11.1,2025-07-29
701,422,SUPP_11,0,0,21,10.63,2025-09-02
702,422,SUPP_23,6,0,5,18.01,2025-07-28
703,423,SUPP_4,296,0,13,2.51,2025-11-21
704,424,SUPP_1,0,0,29,0.35,2025-04-17
705,424,SUPP_27,11,0,28,1.23,2025-10-20
706,425,SUPP_39,469,14,21,1.1,2025-10-21
707,426,SUPP_18,17,4,0,18.36,2025-10-01
708,427,SUPP_37,355,6,19,5.87,2025-12-22
709,428,SUPP_21,0,0,5,12.4,2025-10-19
710,428,SUPP_31,0,0,12,5.71,2025-01-13
711,428,SUPP_31,0,0,19,3.53,2025-08-08
712,429,SUPP_21,120,16,16,0.6,2025-08-25
713,429,SUPP_49,273,9,15,1.05,2025-09-06
714,429,SUPP_32,28,1,14,1.01,2025-07-05
715,430,SUPP_46,379,30,17,5.76,2025-12-13
716,431,SUPP_44,437,22,14,12.4,2025-10-02
717,432,SUPP_12,356,0,20,1.13,2025-08-02
718,432,SUPP_33,116,36,20,2.22,2025-10-17
719,432,SUPP_26,312,41,7,1.1,2025-09-25
720,433,SUPP_17,349,46,23,6.21,2025-10-20
721,433,SUPP_9,188,32,23,1.36,2025-07-24
722,434,SUPP_14,114,1,13,5.25,2025-07-27
723,434,SUPP_11,288,20,5,8.83,2025-12-09
724,434,SUPP_32,0,0,21,17.36,2025-09-22
725,435,SUPP_2,18,2,0,1.35,2025-08-13
726,435,SUPP_32,0,0,0,2.13,2025-05-05
727,436,SUPP_24,0,0,19,1.37,2025-09-24
728,437,SUPP_15,295,49,17,7.79,2025-11-26
729,438,SUPP_35,13,4,21,6.77,2025-09-10
730,439,SUPP_36,126,0,6,8.36,2025-10-05
731,440,SUPP_39,316,43,20,9.21,2025-11-16
732,441,SUPP_48,11,5,11,2.55,2025-08-07
733,442,SUPP_6,10,5,0,2.86,2025-07-14
734,442,SUPP_35,6,3,0,4.77,2025-09-19
735,443,SUPP_31,2,0,5,36.97,2025-11-22
736,444,SUPP_5,6,1,0,1.99,2025-08-04
737,444,SUPP_42,1,0,0,1.79,2025-07-23
738,445,SUPP_23,7,1,27,8.33,2025-09-11
739,446,SUPP_42,388,13,23,27.43,2025-08-02
740,446,SUPP_12,315,4,11,18.52,2025-12-07
741,447,SUPP_23,213,31,11,6.61,2025-12-13
742,447,SUPP_45,451,45,13,4.7,2025-07-01
743,448,SUPP_29,0,0,13,4.74,2025-08-27
744,448,SUPP_42,0,0,11,2.13,2025-09-11
745,449,SUPP_18,134,46,13,10.88,2025-08-27
746,449,SUPP_24,25,9,5,9.84,2025-12-05
747,450,SUPP_27,0,0,22,6.67,2025-07-23
748,451,SUPP_50,0,0,16,2.0,2025-01-28
749,451,SUPP_4,0,0,9,7.4,2025-01-05
750,452,SUPP_24,0,0,13,5.59,2025-09-05
751,453,SUPP_19,289,42,30,15.24,2025-09-05
752,453,SUPP_42,0,0,12,9.54,2025-05-13
753,453,SUPP_45,72,20,27,5.28,2025-09-12
754,454,SUPP_3,14,5,0,1.19,2025-09-28
755,455,SUPP_9,5,4,0,39.8,2025-07-22
756,455,SUPP_32,12,1,0,41.03,2025-10-30
757,456,SUPP_16,0,0,18,2.02,2025-10-01
758,456,SUPP_46,0,0,26,4.87,2025-10-25
759,457,SUPP_42,2,2,0,5.6,2025-12-08
760,457,SUPP_38,18,3,0,3.77,2025-12-10
761,458,SUPP_17,8,2,9,0.52,2025-07-11
762,459,SUPP_43,0,0,19,4.69,2025-05-05
763,460,SUPP_15,497,34,23,7.05,2025-09-19
764,460,SUPP_33,264,44,5,1.38,2025-09-21
765,461,SUPP_49,147,15,13,10.96,2025-11-25
766,461,SUPP_12,0,0,12,17.82,2025-08-12
767,461,SUPP_10,467,39,11,15.19,2025-07-25
768,462,SUPP_37,6,1,0,6.66,2025-12-21
769,462,SUPP_35,10,1,0,2.17,2025-12-22
770,462,SUPP_18,3,3,0,9.08,2025-08-11
771,463,SUPP_33,148,29,27,1.0,2025-12-03
772,464,SUPP_18,43,21,22,1.87,2025-07-15
773,465,SUPP_48,129,36,21,2.82,2025-08-21
774,465,SUPP_18,0,0,28,2.8,2025-07-12
775,466,SUPP_13,1,1,30,47.74,2025-07-18
776,467,SUPP_34,0,0,12,1.73,2025-08-27
777,468,SUPP_50,175,21,19,0.79,2025-08-04
778,469,SUPP_15,499,4,18,1.24,2025-11-08
779,470,SUPP_14,118,45,25,7.18,2025-09-30
780,471,SUPP_18,1,1,10,5.49,2025-11-03
781,472,SUPP_16,3,3,0,1.56,2025-07-09
782,473,SUPP_2,0,0,30,13.47,2025-09-16
783,474,SUPP_38,11,0,0,1.23,2025-12-24
784,474,SUPP_46,5,3,0,1.37,2025-11-25
785,475,SUPP_14,450,5,8,10.33,2025-12-12
786,476,SUPP_35,291,30,21,8.54,2025-10-11
787,476,SUPP_11,166,3,30,7.62,2025-09-15
788,476,SUPP_39,366,23,16,36.47,2025-08-23
789,477,SUPP_11,109,45,28,2.77,2025-08-06
790,478,SUPP_34,188,19,13,10.81,2025-10-31
791,479,SUPP_39,156,9,10,5.89,2025-07-20
792,480,SUPP_3,0,0,7,0.95,2025-09-09
793,481,SUPP_17,7,0,0,2.02,2025-07-20
794,482,SUPP_18,5,1,0,0.94,2025-08-19
795,482,SUPP_36,3,1,0,2.79,2025-11-09
796,483,SUPP_43,395,15,23,23.35,2025-12-22
797,484,SUPP_32,12,3,17,1.14,2025-11-29
798,484,SUPP_9,115,24,8,1.57,2025-09-15
799,484,SUPP_19,314,5,19,1.89,2025-07-17
800,485,SUPP_20,493,493,5,6.36,2025-10-17
