product_id,product_name,sku,category_id,category,sub_category,brand,cost_price,sell_price,launch_date,weight,dimensions,color,size,material,supplier_id
154,Canon Over-Ear Headphones Orange,CAN-HEAD-00154,62,Headphones,NaN,Canon,131.59,382.99,2016-10-11,1.57,80.3x65.8x37.0,Black,1TB,Aluminum,
155,"Nikon Legion Gaming Laptop 13""",NIK-GAMI-00155,59,Gaming Laptops,New Arrivals,Nikon,782.09,2193.18,2023-05-16,1.81,24.0x23.6x56.3,Space Gray,512GB,Plastic,
156,Solo Artist Album Vinyl Record,SON-MUSI-00156,38,Music,Seasonal,Sony Music,11.28,19.08,2026-02-25,0.0,NaN,Beige,NaN,NaN,
157,Adidas Fitness Pants,ADI-EXER-00157,27,Exercise Equipment,Clearance,Adidas,130.36,278.27,2017-09-04,0.99,42.1x54.4x26.5,NaN,NaN,NaN,
158,Calvin Klein Mens Casual Shirt Gold,CAL-MENS-00158,64,Mens Shirts,Clearance,Calvin Klein,80.61,207.38,2024-08-16,0.75,73.4x46.7x28.8,Black,M,Linen,
159,Under Armour Mens Dress Pants Gray,UND-MENS-00159,65,Mens Pants,Bestseller,Under Armour,21.46,32.23,2022-03-19,1.72,85.4x42.6x39.3,Red,XXL,Nylon,
160,Clinique Eyeshadow Palette,CLI-MAKE-00160,33,Makeup,NaN,Clinique,136.15,261.49,2024-10-11,6.59,10.0x10.3x34.1,White,NaN,NaN,
161,Dell Latitude T480,DEL-BUSI-00161,60,Business Laptops,Bestseller,Dell,656.26,1381.37,2018-12-01,3.35,56.1x65.0x18.4,Gold,NaN,Glass,
162,Nikon Wireless Audio System,NIK-AUDI-00162,13,Audio Equipment,Featured,Nikon,684.58,2036.98,2019-12-01,2.42,72.2x40.2x53.9,Space Gray,512GB,Stainless Steel,
163,LEGO Building Block Set,LEG-BUIL-00163,42,Building Sets,NaN,LEGO,46.54,119.59,2020-12-21,5.36,36.6x60.0x19.8,Pink,NaN,NaN,
164,Thule Car Wax,THU-CARC-00164,52,Car Care,NaN,Thule,167.49,336.48,2023-06-14,4.63,49.4x46.2x20.7,NaN,NaN,NaN,
165,Optimum Nutrition First Aid Kit,OPT-MEDI-00165,55,Medical Supplies,Clearance,Optimum Nutrition,57.59,133.28,2016-10-22,1.58,21.7x69.6x54.5,NaN,NaN,NaN,
166,Schwinn Resistance Band Set,SCH-YOGA-00166,75,Yoga & Pilates,NaN,Schwinn,153.23,357.58,2019-03-17,0.27,22.0x14.7x50.3,NaN,NaN,NaN,
167,Asus Smart Watch Pink,ASU-WEAR-00167,15,Wearable Technology,NaN,Asus,453.92,705.09,2021-03-01,3.77,64.2x46.0x10.6,Space Gray,NaN,Aluminum,
168,GNC Massage Gun,GNC-WELL-00168,56,Wellness Devices,NaN,GNC,179.98,352.24,2026-03-23,5.45,53.0x53.4x2.7,NaN,NaN,NaN,
169,Meguiars Seat Covers Blue,MEG-CARA-00169,50,Car Accessories,Clearance,Meguiars,276.79,571.68,2016-12-16,1.59,90.0x68.7x55.2,Gold,NaN,NaN,
170,Adidas Camping Tent,ADI-OUTD-00170,28,Outdoor Recreation,New Arrivals,Adidas,118.81,244.27,2023-06-28,5.92,53.2x53.0x6.7,NaN,NaN,NaN,
171,JBL Elite Ultra 512GB Blue,JBL-SMAR-00171,11,Smartphones,NaN,JBL,202.51,263.42,2021-02-24,4.21,32.9x72.2x56.9,Space Gray,NaN,Carbon Fiber,
172,Philips Blood Pressure Monitor,PHI-MEDI-00172,55,Medical Supplies,Clearance,Philips,28.45,35.63,2022-01-16,9.22,65.4x20.9x24.4,Rose Gold,NaN,NaN,
173,Adidas Womens T-Shirt White,ADI-TOPS-00173,68,Tops,NaN,Adidas,102.15,138.6,2022-12-30,0.34,9.7x26.2x14.2,Black,XL,Nylon,
174,Crate & Barrel Garden Tool Set,CRA-GARD-00174,25,Garden Supplies,New Arrivals,Crate & Barrel,37.09,53.99,2022-05-04,27.59,23.8x65.4x51.9,Gold,NaN,Wood,
175,"Nikon Spectre x360 13""",NIK-ULTR-00175,61,Ultrabooks,Clearance,Nikon,586.38,1387.45,2016-06-22,1.61,37.9x28.7x44.3,Blue,128GB,Plastic,
176,Omron Vitamin C,OMR-VITA-00176,53,Vitamins,Featured,Omron,159.25,318.15,2025-02-23,1.93,99.0x51.1x13.9,NaN,NaN,NaN,
177,Journey Home by John Smith Paperback,SON-FICT-00177,36,Fiction,NaN,Sony Music,34.72,46.41,2016-01-19,0.0,NaN,NaN,NaN,NaN,
178,Bose iPhone 8 128GB Brown,BOS-IPHO-00178,57,iPhone,NaN,Bose,631.57,1729.24,2022-06-09,4.18,74.0x37.3x12.2,Silver,1TB,Plastic,
179,Patagonia Yoga Mat Gray,PAT-YOGA-00179,75,Yoga & Pilates,NaN,Patagonia,174.18,235.24,2018-09-26,0.64,18.8x40.5x45.3,Space Gray,NaN,NaN,
180,Funko Construction Kit,FUN-BUIL-00180,42,Building Sets,NaN,Funko,10.45,26.12,2026-03-13,8.78,51.7x53.7x55.9,Yellow,NaN,NaN,
181,3M Seat Covers Black,3M-CARA-00181,50,Car Accessories,Clearance,3M,18.17,28.97,2024-08-25,3.74,58.9x73.8x50.1,NaN,NaN,NaN,
182,Williams-Sonoma Executive Desk Wood,WIL-OFFI-00182,72,Office Furniture,NaN,Williams-Sonoma,261.04,488.84,2017-01-05,22.41,11.8x36.2x14.5,Beige,NaN,Wood,
183,iRobot Coffee Table Wood,IRO-LIVI-00183,70,Living Room Furniture,Bestseller,iRobot,87.36,164.72,2024-04-21,27.17,46.3x44.0x26.0,NaN,NaN,NaN,
184,Scotts Coffee Maker Rose Gold,SCO-KITC-00184,23,Kitchen,Bestseller,Scotts,288.33,666.26,2025-05-03,9.11,73.5x23.6x3.7,Purple,NaN,NaN,
185,Sony Pixel 11 128GB,SON-ANDR-00185,58,Android Phones,New Arrivals,Sony,591.49,1590.04,2025-06-22,2.09,88.9x59.2x58.2,Black,128GB,Glass,
186,Patagonia Cycling Jersey Gray,PAT-CYCL-00186,31,Cycling,Featured,Patagonia,155.27,366.75,2018-12-17,8.45,44.3x15.2x38.8,NaN,NaN,NaN,
187,Mattel Doll House Set,MAT-DOLL-00187,43,Dolls,Seasonal,Mattel,26.64,69.09,2023-04-26,5.06,22.2x26.9x16.2,White,NaN,NaN,
188,Apple Noise Cancelling Headphones,APP-HEAD-00188,62,Headphones,NaN,Apple,502.39,960.8,2024-04-16,0.59,6.5x23.5x4.7,Gold,NaN,Glass,
189,Schwinn Sleeping Bag,SCH-OUTD-00189,28,Outdoor Recreation,New Arrivals,Schwinn,169.6,342.29,2019-11-11,6.11,66.0x16.8x25.8,Silver,NaN,NaN,
190,Silent Waters by John Smith 60,UNI-NONF-00190,37,Non-Fiction,NaN,Universal,44.8,130.25,2018-09-24,0.0,NaN,NaN,NaN,NaN,
191,Cuisinart Memory Foam Pillow,CUI-BEDD-00191,24,Bedding,Featured,Cuisinart,466.48,856.4,2018-10-03,31.61,25.2x27.5x54.2,Black,NaN,Glass,
192,Kraft Natural Cabinet,KRA-ORGA-00192,48,Organic Foods,Seasonal,Kraft,23.74,46.76,2023-04-27,8.66,17.2x22.9x2.7,NaN,NaN,NaN,
193,New Balance Womens Pants Gray S,NEW-WOME-00193,18,Womens Clothing,NaN,New Balance,27.31,58.16,2025-02-17,0.89,29.8x71.6x34.0,Black,S,Cotton,
194,Fitbit Pre-Workout Edition,FIT-FITN-00194,54,Fitness Supplements,Clearance,Fitbit,195.59,339.09,2022-05-15,5.77,95.7x76.3x41.4,NaN,NaN,NaN,
195,Dell Mirrorless Camera Kit,DEL-CAME-00195,14,Cameras,Clearance,Dell,709.77,998.01,2026-01-08,4.63,92.2x47.7x29.3,Space Gray,NaN,Aluminum,
196,HP DSLR Camera Body,HP-CAME-00196,14,Cameras,Clearance,HP,173.9,290.04,2021-05-26,1.01,64.4x16.1x53.2,Black,128GB,Aluminum,
197,Unilever Olive Oil 23,UNI-PANT-00197,47,Pantry Staples,NaN,Unilever,26.02,48.38,2022-08-26,4.64,62.0x48.7x59.9,Gray,NaN,NaN,
198,Schwinn Swim Goggles,SCH-WATE-00198,30,Water Sports,New Arrivals,Schwinn,136.0,275.96,2018-12-22,7.92,37.0x77.1x33.4,Silver,NaN,NaN,
199,Omron First Aid Kit,OMR-MEDI-00199,55,Medical Supplies,Clearance,Omron,49.7,140.84,2017-09-23,6.92,94.3x71.5x38.9,Black,NaN,NaN,
200,IKEA Sectional Sofa Purple,IKE-LIVI-00200,70,Living Room Furniture,Bestseller,IKEA,452.61,899.94,2022-05-16,43.05,51.2x17.7x20.4,NaN,NaN,Glass,
201,Pottery Barn Coffee Maker Gray,POT-KITC-00201,23,Kitchen,Bestseller,Pottery Barn,362.66,460.71,2020-01-24,49.3,16.8x38.7x30.4,Orange,NaN,Fabric,
202,Nature Made Sleep Tracker,NAT-WELL-00202,56,Wellness Devices,NaN,Nature Made,140.17,367.03,2020-02-19,4.21,6.5x17.3x19.3,Navy,NaN,NaN,
203,Maybelline Face Moisturizer,MAY-SKIN-00203,32,Skincare,Clearance,Maybelline,37.47,94.19,2020-12-15,8.19,78.9x32.1x24.7,NaN,NaN,NaN,
204,Dyson TV Stand Wood,DYS-LIVI-00204,70,Living Room Furniture,Bestseller,Dyson,251.81,553.08,2017-06-10,6.12,30.5x13.5x56.9,Navy,NaN,NaN,
205,Coca-Cola Sparkling Water,COC-BEVE-00205,46,Beverages,Bestseller,Coca-Cola,20.58,26.56,2019-10-01,4.86,55.2x77.0x35.6,Beige,NaN,NaN,
206,Ralph Lauren Athletic Shoes Purple,RAL-FOOT-00206,20,Footwear,NaN,Ralph Lauren,84.64,238.06,2022-03-16,0.54,20.5x48.5x14.0,Orange,L,Nylon,
207,Nestle Organic Chair 40,NES-ORGA-00207,48,Organic Foods,Seasonal,Nestle,38.12,46.8,2021-05-01,7.04,6.7x56.8x24.6,NaN,NaN,NaN,
208,Organic Valley Organic Cabinet,ORG-ORGA-00208,48,Organic Foods,Seasonal,Organic Valley,2.43,4.24,2025-01-21,4.56,37.5x36.9x43.0,NaN,NaN,NaN,
209,The North Face Snorkel Set,THE-WATE-00209,30,Water Sports,New Arrivals,The North Face,89.01,170.8,2016-10-01,5.12,68.7x33.7x14.0,NaN,NaN,NaN,
210,Pottery Barn Blender White,POT-KITC-00210,23,Kitchen,Bestseller,Pottery Barn,155.27,295.3,2024-11-25,15.94,70.5x34.1x11.1,NaN,NaN,Leather,
211,Under Armour Mens Casual Shirt Gold,UND-MENS-00211,64,Mens Shirts,Clearance,Under Armour,29.35,85.31,2026-01-19,1.08,70.1x53.4x25.4,Purple,L,Wool,
212,Tommy Hilfiger Womens Leggings Yellow,TOM-WOME-00212,69,Womens Pants,New Arrivals,Tommy Hilfiger,31.86,57.67,2026-02-17,0.71,42.2x11.3x27.7,Rose Gold,L,Cotton,
213,Columbia Swim Goggles,COL-WATE-00213,30,Water Sports,New Arrivals,Columbia,24.79,61.84,2020-09-16,9.02,89.9x77.9x2.6,NaN,NaN,NaN,
214,Craftsman Seat Covers Rose Gold,CRA-CARA-00214,50,Car Accessories,Clearance,Craftsman,238.04,316.55,2018-06-03,5.02,44.2x73.9x47.5,Space Gray,NaN,NaN,
215,Organic Valley Natural Shirt,ORG-ORGA-00215,48,Organic Foods,Seasonal,Organic Valley,16.13,20.42,2023-10-19,1.6,80.2x75.3x31.2,Silver,NaN,NaN,
216,Estee Lauder Eyeshadow Palette,EST-MAKE-00216,33,Makeup,NaN,Estee Lauder,117.28,142.37,2021-09-10,9.99,92.3x71.4x10.8,Orange,NaN,NaN,
217,Asus Latitude E14,ASU-BUSI-00217,60,Business Laptops,Bestseller,Asus,458.71,1017.69,2019-09-20,1.83,62.3x32.3x18.8,Black,32GB,Aluminum,
218,Garmin iPhone 7 Pro Max 64GB,GAR-IPHO-00218,57,iPhone,NaN,Garmin,172.31,500.46,2025-04-10,0.93,15.2x45.7x24.6,Blue,NaN,Plastic,
219,Optimum Nutrition Vitamin C V2,OPT-VITA-00219,53,Vitamins,Featured,Optimum Nutrition,86.61,183.66,2021-03-21,0.47,78.4x77.9x29.3,NaN,NaN,NaN,
220,H&M Mens Dress Pants Black,HM-MENS-00220,65,Mens Pants,Bestseller,H&M,97.49,269.37,2021-09-20,1.61,81.5x12.9x18.9,Purple,XXL,Leather,
221,PepsiCo Sea Salt Chips,PEP-SNAC-00221,45,Snacks,Featured,PepsiCo,47.47,126.36,2023-09-11,5.62,11.2x52.5x43.6,NaN,NaN,NaN,
222,Dyson Sectional Sofa Navy,DYS-LIVI-00222,70,Living Room Furniture,Bestseller,Dyson,276.01,668.94,2021-04-27,15.48,86.6x13.2x47.8,Rose Gold,NaN,Metal,
223,Craftsman Wrench Set 9,CRA-TOOL-00223,51,Tools,New Arrivals,Craftsman,132.72,282.68,2019-05-19,5.1,11.8x14.5x4.7,Gold,NaN,NaN,
224,JBL Gaming Headset,JBL-GAMI-00224,16,Gaming,Bestseller,JBL,313.4,376.73,2021-06-28,1.8,20.8x29.9x13.6,Black,128GB,Carbon Fiber,
225,Coca-Cola Trail Mix,COC-SNAC-00225,45,Snacks,Featured,Coca-Cola,8.51,11.07,2025-11-15,2.27,32.1x15.8x43.6,NaN,NaN,NaN,
226,"Bose 7000 Notebook 27""",BOS-LAPT-00226,12,Laptops,NaN,Bose,342.18,621.86,2021-06-12,4.05,62.4x45.5x45.4,Blue,NaN,Aluminum,
227,LG Bluetooth Speaker Blue,LG-SPEA-00227,63,Speakers,NaN,LG,68.37,152.3,2019-02-24,2.91,51.1x19.6x19.1,Gold,128GB,Carbon Fiber,
228,Coleman Fitness Pants,COL-EXER-00228,27,Exercise Equipment,Clearance,Coleman,53.45,85.55,2019-05-11,9.37,64.0x5.7x55.2,NaN,NaN,NaN,
229,Lenovo Studio Monitor Speakers,LEN-AUDI-00229,13,Audio Equipment,Featured,Lenovo,683.75,1479.14,2026-01-16,3.05,30.7x52.0x7.1,Blue,NaN,Plastic,
230,Michelin Air Filter,MIC-CARP-00230,49,Car Parts,NaN,Michelin,265.02,485.5,2023-10-27,2.02,15.2x43.3x55.6,NaN,NaN,NaN,
231,HP Wireless Headphones Brown,HP-HEAD-00231,62,Headphones,NaN,HP,670.21,1649.89,2021-07-26,0.42,22.9x75.3x11.7,Silver,NaN,Aluminum,
232,"LG ZenBook 13""",LG-ULTR-00232,61,Ultrabooks,Clearance,LG,444.71,1268.87,2020-02-03,3.62,47.0x19.7x59.0,White,NaN,Glass,
233,Nestle Natural Shelf,NES-ORGA-00233,48,Organic Foods,Seasonal,Nestle,33.17,53.41,2021-01-25,7.29,41.4x11.9x54.9,Rose Gold,NaN,NaN,
234,The Great Adventure by Jane Doe,SIM-NONF-00234,37,Non-Fiction,NaN,Simon & Schuster,65.09,107.15,2017-12-22,0.0,NaN,NaN,NaN,NaN,
235,Asus Gaming Headset,ASU-GAMI-00235,16,Gaming,Bestseller,Asus,606.19,734.94,2016-10-12,3.4,48.6x37.0x11.1,Space Gray,NaN,Aluminum,
236,Weber Decorative Vase Beige,WEB-HOME-00236,26,Home Decor,NaN,Weber,474.36,1142.25,2025-06-09,9.59,73.2x53.9x57.3,NaN,NaN,NaN,
237,Tommy Hilfiger Mens Pants Brown L,TOM-MENS-00237,17,Mens Clothing,Seasonal,Tommy Hilfiger,125.41,226.95,2020-04-24,0.73,94.9x61.9x33.7,Gold,L,Silk,
238,LG Wireless Headphones Yellow,LG-HEAD-00238,62,Headphones,NaN,LG,654.87,1813.44,2022-01-13,3.42,12.0x26.6x8.7,Gold,32GB,Glass,
239,Schwinn Soccer Ball,SCH-TEAM-00239,29,Team Sports,Featured,Schwinn,171.79,491.36,2025-03-15,3.95,91.8x53.8x19.2,NaN,NaN,NaN,
240,"Logitech EliteBook T480 15.6""",LOG-BUSI-00240,60,Business Laptops,Bestseller,Logitech,197.28,323.63,2023-06-11,1.82,16.7x51.3x34.0,White,NaN,Carbon Fiber,
241,Weber Sectional Sofa Rose Gold Plus,WEB-LIVI-00241,70,Living Room Furniture,Bestseller,Weber,131.88,280.56,2025-11-03,43.55,95.1x7.3x7.7,Rose Gold,NaN,Plastic,
242,Apple iPhone 12 64GB Purple,APP-IPHO-00242,57,iPhone,NaN,Apple,102.4,142.79,2016-08-13,3.87,93.0x61.7x59.5,Space Gray,NaN,Aluminum,
243,"Nikon ZenBook 27""",NIK-ULTR-00243,61,Ultrabooks,Clearance,Nikon,186.91,555.05,2016-04-15,4.62,26.2x76.7x26.5,Blue,64GB,Plastic,
244,"Sony Spectre x360 15.6""",SON-ULTR-00244,61,Ultrabooks,Clearance,Sony,313.72,738.47,2016-03-05,3.16,44.9x8.8x21.3,White,64GB,Aluminum,
245,Mystery of Time Hardcover Edition,SON-FICT-00245,36,Fiction,NaN,Sony Music,59.64,100.81,2021-05-12,0.0,NaN,NaN,NaN,NaN,
246,Cuisinart Living Room Chair Fabric,CUI-FURN-00246,22,Furniture,Bestseller,Cuisinart,281.63,709.94,2021-07-27,18.05,83.5x53.9x28.1,Brown,NaN,NaN,
247,Maybelline Hair Dryer,MAY-HAIR-00247,34,Hair Care,Bestseller,Maybelline,52.96,150.0,2019-06-13,9.51,92.2x53.5x24.1,NaN,NaN,NaN,
248,H&M Mens Cabinet Beige S,HM-MENS-00248,17,Mens Clothing,Seasonal,H&M,93.65,165.29,2019-07-22,1.67,96.0x32.0x26.8,Silver,S,Silk,
249,Weber Office Pants Metal,WEB-FURN-00249,22,Furniture,Bestseller,Weber,94.25,144.56,2023-01-13,9.53,7.3x74.3x19.2,NaN,NaN,Leather,
250,Logitech iPhone 2 128GB Gold,LOG-IPHO-00250,57,iPhone,NaN,Logitech,399.76,895.53,2019-04-05,1.86,75.7x70.2x23.1,White,128GB,Plastic,
251,Columbia Mountain Bike White,COL-CYCL-00251,31,Cycling,Featured,Columbia,137.06,393.53,2024-03-04,3.76,81.8x56.8x34.9,NaN,NaN,NaN,
252,Clinique Anti-Aging Serum,CLI-SKIN-00252,32,Skincare,Clearance,Clinique,135.58,323.84,2019-02-20,4.01,27.7x8.4x52.3,Yellow,NaN,NaN,
253,The Great Adventure by Jane Doe Paperback Plus,RAN-FICT-00253,36,Fiction,NaN,Random House,61.43,131.16,2017-03-03,0.0,NaN,NaN,NaN,NaN,
254,H&M Womens Trousers Yellow,HM-WOME-00254,69,Womens Pants,New Arrivals,H&M,144.87,395.44,2021-11-17,0.74,33.1x36.2x12.8,Green,S,Polyester,
255,Centrum BCAA,CEN-FITN-00255,54,Fitness Supplements,Clearance,Centrum,174.6,426.79,2020-10-27,9.19,70.9x36.2x24.4,Space Gray,NaN,NaN,
256,Pottery Barn Ergonomic Office Chair,POT-OFFI-00256,72,Office Furniture,NaN,Pottery Barn,161.32,473.23,2022-12-05,24.44,28.3x70.7x16.4,Red,NaN,NaN,
257,Olay Anti-Aging Serum,OLA-SKIN-00257,32,Skincare,Clearance,Olay,101.9,298.33,2025-03-23,8.48,51.7x43.1x20.8,Purple,NaN,NaN,
258,Michelin Tool Box,MIC-TOOL-00258,51,Tools,New Arrivals,Michelin,194.39,477.87,2025-06-14,0.72,89.3x53.3x24.8,Gray,NaN,NaN,
259,Nerf Strategy Game,NER-BOAR-00259,41,Board Games,Seasonal,Nerf,79.36,153.81,2023-07-26,5.07,95.7x19.4x19.8,NaN,NaN,NaN,
260,IKEA Sectional Sofa Silver,IKE-LIVI-00260,70,Living Room Furniture,Bestseller,IKEA,170.22,234.03,2020-04-12,15.06,13.9x78.0x12.2,NaN,NaN,Plastic,
261,H&M Cocktail Dress Red,HM-DRES-00261,67,Dresses,NaN,H&M,106.59,259.88,2019-03-28,0.69,34.1x53.4x47.8,Black,XL,Nylon,
262,Craftsman Brake Pads,CRA-CARP-00262,49,Car Parts,NaN,Craftsman,244.69,423.36,2019-07-09,4.45,37.1x14.1x7.7,Purple,NaN,NaN,
263,Nikon Gaming Headset,NIK-GAMI-00263,16,Gaming,Bestseller,Nikon,542.45,971.86,2017-10-29,1.4,69.8x26.5x28.1,White,256GB,Stainless Steel,
264,Sony Portable Speaker Brown,SON-SPEA-00264,63,Speakers,NaN,Sony,378.67,642.32,2016-08-01,3.82,87.0x14.2x56.4,White,NaN,Plastic,
265,Calvin Klein Mens Casual Shirt Space Gray,CAL-MENS-00265,64,Mens Shirts,Clearance,Calvin Klein,31.58,81.57,2024-08-17,1.01,13.8x75.4x54.8,Blue,S,Wool,
266,Unilever Rice,UNI-PANT-00266,47,Pantry Staples,NaN,Unilever,38.93,48.05,2017-05-15,6.24,70.9x57.2x36.3,NaN,NaN,NaN,
267,Unilever Natural Pants,UNI-ORGA-00267,48,Organic Foods,Seasonal,Unilever,22.27,46.21,2021-01-15,4.83,69.2x44.4x26.9,Pink,NaN,NaN,
268,"Lenovo X1 Notebook 13""",LEN-LAPT-00268,12,Laptops,NaN,Lenovo,117.08,254.98,2021-08-20,3.42,78.0x41.8x51.0,Space Gray,512GB,Aluminum,
269,Ralph Lauren Mens Hoodie Orange,RAL-MENS-00269,66,Mens Outerwear,NaN,Ralph Lauren,95.82,249.37,2022-01-16,0.98,96.7x66.0x38.8,Purple,L,Cotton,
270,Goodyear Socket Set,GOO-TOOL-00270,51,Tools,New Arrivals,Goodyear,264.21,733.99,2024-04-14,9.06,96.3x16.3x47.3,NaN,NaN,NaN,
271,The Great Adventure DVD Collection Plus,UNI-MOVI-00271,39,Movies,Featured,Universal,43.72,119.77,2026-01-14,0.0,NaN,Yellow,NaN,NaN,
272,Mattel Construction Kit,MAT-BUIL-00272,42,Building Sets,NaN,Mattel,79.18,177.44,2016-12-20,4.98,77.9x75.6x27.5,Silver,NaN,NaN,
273,The North Face Soccer Ball,THE-TEAM-00273,29,Team Sports,Featured,The North Face,46.46,57.76,2024-09-10,6.98,53.8x14.1x33.6,Brown,NaN,NaN,
274,Yeti Pool Float,YET-WATE-00274,30,Water Sports,New Arrivals,Yeti,70.43,154.45,2021-03-26,6.62,29.5x71.0x11.9,Orange,NaN,NaN,
275,Mystery of Time Guide Book,HAC-NONF-00275,37,Non-Fiction,NaN,Hachette,37.47,47.51,2018-10-05,0.0,NaN,Gray,NaN,NaN,
276,Microsoft Mirrorless Camera Kit,MIC-CAME-00276,14,Cameras,Clearance,Microsoft,102.07,179.81,2019-04-09,0.74,29.4x18.7x22.7,Silver,128GB,Carbon Fiber,
277,Unilever Olive Oil V2,UNI-PANT-00277,47,Pantry Staples,NaN,Unilever,14.2,41.38,2020-09-14,6.63,78.5x69.8x58.0,NaN,NaN,NaN,
278,LEGO Building Block Set Plus,LEG-BUIL-00278,42,Building Sets,NaN,LEGO,37.17,71.92,2020-07-04,0.98,52.6x68.1x10.1,NaN,NaN,NaN,
279,Organic Valley Natural Pants,ORG-ORGA-00279,48,Organic Foods,Seasonal,Organic Valley,12.55,30.93,2019-05-09,7.69,79.5x76.6x54.8,Beige,NaN,NaN,
280,Nikon Galaxy S3 256GB Beige,NIK-ANDR-00280,58,Android Phones,New Arrivals,Nikon,682.09,941.58,2023-10-01,2.17,12.2x27.0x35.7,Silver,NaN,Aluminum,
281,Kelloggs Organic Pasta,KEL-PANT-00281,47,Pantry Staples,NaN,Kelloggs,45.34,84.8,2022-10-25,0.57,73.9x50.6x19.3,NaN,NaN,NaN,
282,Coca-Cola Organic Shirt,COC-ORGA-00282,48,Organic Foods,Seasonal,Coca-Cola,7.34,13.98,2023-06-22,3.91,9.4x45.9x8.3,Black,NaN,NaN,
283,Scotts Coffee Maker Brown,SCO-KITC-00283,23,Kitchen,Bestseller,Scotts,436.26,1198.51,2026-04-15,28.1,95.3x33.5x8.9,Black,NaN,Glass,
284,Scotts Memory Foam Pillow,SCO-BEDD-00284,24,Bedding,Featured,Scotts,123.0,304.44,2021-07-19,7.28,62.4x77.0x55.5,NaN,NaN,NaN,
285,Nike Fitness Shirt,NIK-EXER-00285,27,Exercise Equipment,Clearance,Nike,96.62,126.67,2024-09-05,9.23,85.8x19.2x15.7,NaN,NaN,NaN,
286,Adidas Hiking Backpack Black,ADI-OUTD-00286,28,Outdoor Recreation,New Arrivals,Adidas,35.88,55.89,2017-04-19,5.31,62.9x74.2x2.3,NaN,NaN,NaN,
287,Bosch Oil Filter,BOS-CARP-00287,49,Car Parts,NaN,Bosch,211.61,404.97,2020-10-03,3.47,51.5x13.8x6.6,Red,NaN,NaN,
288,PepsiCo Organic Pasta,PEP-PANT-00288,47,Pantry Staples,NaN,PepsiCo,15.52,31.48,2026-04-09,2.95,12.5x23.0x31.0,NaN,NaN,NaN,
289,Under Armour Scarf Beige,UND-ACCE-00289,21,Accessories,NaN,Under Armour,64.88,94.79,2018-01-05,0.38,63.9x50.0x35.9,Rose Gold,XXL,Nylon,
290,Journey Home Guide Book Edition,PEN-NONF-00290,37,Non-Fiction,NaN,Penguin,40.3,90.32,2022-09-22,0.0,NaN,NaN,NaN,NaN,
291,Journey Home Blu-ray,PEN-MOVI-00291,39,Movies,Featured,Penguin,24.85,44.4,2026-02-14,0.0,NaN,NaN,NaN,NaN,
292,Under Armour Mens Winter Coat Gray,UND-MENS-00292,66,Mens Outerwear,NaN,Under Armour,52.43,66.9,2020-10-26,1.55,67.3x17.2x3.3,Space Gray,S,Polyester,
293,Patagonia Resistance Band Set,PAT-YOGA-00293,75,Yoga & Pilates,NaN,Patagonia,51.28,137.28,2017-01-15,9.24,98.8x51.8x48.6,NaN,NaN,NaN,
294,Goodyear Air Filter,GOO-CARP-00294,49,Car Parts,NaN,Goodyear,281.01,762.16,2019-06-04,1.28,62.0x54.3x53.1,NaN,NaN,NaN,
295,GNC Pre-Workout,GNC-FITN-00295,54,Fitness Supplements,Clearance,GNC,127.17,238.26,2021-06-30,8.57,17.0x70.7x42.1,NaN,NaN,NaN,
296,"Garmin XPS 13"" Ultrabook",GAR-ULTR-00296,61,Ultrabooks,Clearance,Garmin,670.86,1627.17,2023-01-04,4.55,6.9x22.0x46.4,Gold,NaN,Carbon Fiber,
297,Maybelline Cologne,MAY-FRAG-00297,35,Fragrances,Featured,Maybelline,76.75,173.45,2018-02-19,5.74,29.5x6.1x57.9,Rose Gold,NaN,NaN,
298,Logitech Digital Camera Pink,LOG-CAME-00298,14,Cameras,Clearance,Logitech,760.71,1679.84,2025-04-19,0.66,57.5x13.6x55.6,Gold,NaN,Plastic,
299,WeatherTech Tool Box,WEA-TOOL-00299,51,Tools,New Arrivals,WeatherTech,124.19,253.54,2016-02-02,0.8,77.4x37.1x55.9,NaN,NaN,NaN,
300,Asus Gaming Console,ASU-GAMI-00300,16,Gaming,Bestseller,Asus,192.61,281.9,2021-12-19,4.52,39.0x16.6x39.8,Black,128GB,Aluminum,
301,Nestle Green Tea,NES-BEVE-00301,46,Beverages,Bestseller,Nestle,17.6,33.97,2020-12-23,0.71,62.7x21.1x6.7,Yellow,NaN,NaN,
302,Meguiars Oil Filter,MEG-CARP-00302,49,Car Parts,NaN,Meguiars,47.64,142.59,2016-08-29,3.43,70.3x54.0x41.2,Yellow,NaN,NaN,
303,Fisher-Price Doll House Set,FIS-DOLL-00303,43,Dolls,Seasonal,Fisher-Price,25.79,67.5,2016-01-25,2.46,99.2x55.5x22.2,Silver,NaN,NaN,
304,Sony Smart Watch Navy,SON-WEAR-00304,15,Wearable Technology,NaN,Sony,687.51,833.53,2017-07-04,2.65,97.5x40.4x26.4,Blue,NaN,Glass,
305,Levis Scarf Red,LEV-ACCE-00305,21,Accessories,NaN,Levis,130.64,378.28,2019-04-11,1.38,62.7x8.1x28.0,Rose Gold,L,Silk,
306,"HP Spectre x360 15.6""",HP-ULTR-00306,61,Ultrabooks,Clearance,HP,79.49,98.25,2021-01-23,4.37,49.9x22.0x28.6,Gold,NaN,Stainless Steel,
