wish_id,user_id,item_id,date_added,purchase_date,removal_date,current_price,price_at_addition,priority,user_notes,list_name,notification_sent,price_alert_enabled,add_source,desired_quantity
228,144,40,2024-10-02T00:00:00Z,2025-02-19T00:00:00Z,,28.74,28.55,Low,Wait for sale,Future Purchases,True,True,Mobile App,1
229,154,87,2025-05-18T00:00:00Z,2025-10-19T00:00:00Z,,23.29,24.67,High,Wedding registry,Future Purchases,True,True,iOS,1
230,407,161,2024-05-04T00:00:00Z,2024-08-10T00:00:00Z,,1381.37,1434.8,High,Christmas gift,Wishlist,False,False,Email Link,2
231,3,110,2024-11-08T00:00:00Z,,2024-11-12T00:00:00Z,534.23,517.2,High,Back to school,Wishlist,False,False,iOS,1
232,145,272,2024-09-29T00:00:00Z,,2025-02-02T00:00:00Z,177.44,197.09,Low,,Wishlist,False,False,Android,1
233,65,445,2025-05-17T00:00:00Z,,,1541.47,1395.9,Medium,,Wishlist,False,False,Web,1
234,255,86,2024-11-02T00:00:00Z,,2025-05-18T00:00:00Z,117.94,103.14,Low,Wait for sale,Gift Ideas,False,False,Web,1
235,19,80,2025-09-13T00:00:00Z,,,85.74,90.16,High,,Gift Ideas,False,False,Email Link,2
236,87,163,2024-04-30T00:00:00Z,,,119.59,113.03,Medium,,Wishlist,True,True,Web,1
237,204,161,2025-08-26T00:00:00Z,2025-11-06T00:00:00Z,,1381.37,1270.21,Medium,Compare prices first,Wishlist,False,False,Web,1
238,349,492,2025-09-07T00:00:00Z,,2025-11-10T00:00:00Z,136.92,147.64,Medium,Gift for dad,Future Purchases,True,True,Mobile App,1
239,125,261,2024-11-15T00:00:00Z,2024-12-07T00:00:00Z,,259.88,225.63,High,Back to school,Wishlist,False,False,QR Code,1
240,232,215,2024-12-15T00:00:00Z,,,20.42,23.43,High,Birthday present,Wishlist,False,True,Mobile App,1
241,95,476,2025-03-25T00:00:00Z,2025-05-21T00:00:00Z,,1452.42,1479.57,Medium,Wait for sale,Wishlist,False,False,Social Media,1
242,258,396,2024-05-12T00:00:00Z,,,81.59,90.48,High,Christmas gift,Gift Ideas,False,False,Mobile App,4
243,385,378,2025-03-13T00:00:00Z,2025-04-12T00:00:00Z,,100.56,102.12,Medium,Wedding registry,Future Purchases,True,True,Mobile App,2
244,118,40,2025-02-08T00:00:00Z,,2025-03-21T00:00:00Z,28.74,29.97,High,Back to school,Future Purchases,True,True,Android,1
245,87,239,2024-09-12T00:00:00Z,,,491.36,516.05,High,,Wishlist,False,False,Android,2
246,498,177,2025-09-18T00:00:00Z,2025-10-15T00:00:00Z,,46.41,49.59,Medium,Treat myself,Gift Ideas,False,False,iOS,1
247,443,376,2024-04-29T00:00:00Z,,,1032.57,943.85,Medium,,Future Purchases,False,False,Web,1
248,355,5,2024-04-24T00:00:00Z,2024-10-18T00:00:00Z,,993.19,903.41,Low,For the kids,Wishlist,False,False,iOS,1
249,162,90,2024-09-18T00:00:00Z,,2024-11-18T00:00:00Z,85.57,86.75,Medium,Need to save up,Dream Items,False,False,Web,1
250,64,206,2024-07-28T00:00:00Z,,,238.06,240.77,High,Compare prices first,Gift Ideas,False,False,Social Media,1
251,305,200,2025-07-11T00:00:00Z,,,899.94,879.27,Low,Wait for sale,Wishlist,False,True,Social Media,2
252,300,37,2025-05-04T00:00:00Z,,,660.53,610.23,Low,Maybe later,Wishlist,False,False,Web,1
253,125,129,2025-02-12T00:00:00Z,,,1432.08,1447.57,Medium,For the kids,Gift Ideas,False,False,Social Media,1
254,294,435,2024-09-12T00:00:00Z,,,77.03,84.47,Medium,Housewarming gift,Wishlist,False,False,iOS,2
255,297,447,2025-09-22T00:00:00Z,,2025-09-28T00:00:00Z,154.54,138.07,Medium,Anniversary gift,Dream Items,True,True,Web,1
256,446,169,2025-06-05T00:00:00Z,,,571.68,622.27,High,Treat myself,Wishlist,True,True,Web,1
257,400,110,2025-06-19T00:00:00Z,2025-08-17T00:00:00Z,,534.23,567.7,Medium,Wedding registry,Wishlist,False,False,iOS,2
258,114,491,2024-04-11T00:00:00Z,,,1003.62,1015.31,Medium,Housewarming gift,Gift Ideas,False,True,iOS,1
259,410,54,2024-10-06T00:00:00Z,,,1494.0,1340.96,Low,,Future Purchases,False,False,Web,2
260,406,454,2025-09-13T00:00:00Z,,,20.9,19.72,High,Treat myself,Gift Ideas,False,False,Web,1
261,249,49,2025-12-06T00:00:00Z,,2025-12-20T00:00:00Z,8.98,8.14,Medium,Housewarming gift,Wishlist,False,False,iOS,1
262,10,140,2024-02-13T00:00:00Z,,,1099.8,1263.22,Medium,Home upgrade,Wishlist,False,False,Web,1
263,82,118,2024-12-03T00:00:00Z,,2025-05-09T00:00:00Z,285.82,297.75,Medium,Wait for sale,Gift Ideas,False,False,Android,1
264,52,376,2025-02-21T00:00:00Z,2025-04-09T00:00:00Z,,1032.57,1093.53,Low,Christmas gift,Wishlist,False,False,iOS,1
265,394,374,2025-07-06T00:00:00Z,,2025-11-24T00:00:00Z,25.3,22.8,Medium,Home upgrade,Gift Ideas,False,False,Email Link,1
266,110,471,2024-09-26T00:00:00Z,2024-12-02T00:00:00Z,,403.72,398.88,Low,Christmas gift,Future Purchases,False,False,Android,1
267,144,415,2024-12-24T00:00:00Z,,,158.1,151.47,Low,Housewarming gift,Wishlist,True,True,iOS,1
268,28,121,2024-07-27T00:00:00Z,2024-12-02T00:00:00Z,,707.62,614.68,High,Housewarming gift,Gift Ideas,True,True,Mobile App,1
269,495,297,2025-02-07T00:00:00Z,,,173.45,156.75,Medium,For the kids,Wishlist,False,False,iOS,1
270,248,130,2024-10-19T00:00:00Z,,2025-08-11T00:00:00Z,745.47,843.3,Medium,Compare prices first,Gift Ideas,False,False,Mobile App,1
271,92,77,2025-05-05T00:00:00Z,,,46.43,40.5,High,,Dream Items,False,False,Web,4
272,309,32,2025-06-13T00:00:00Z,2025-07-23T00:00:00Z,,160.4,171.65,Medium,Christmas gift,Gift Ideas,False,False,Web,1
273,178,305,2025-01-13T00:00:00Z,,2025-03-01T00:00:00Z,378.28,365.63,Medium,Back to school,Future Purchases,True,True,Web,1
274,257,73,2025-07-24T00:00:00Z,,,104.94,90.96,Medium,Compare prices first,Wishlist,False,False,Mobile App,1
275,111,490,2024-08-26T00:00:00Z,,2025-02-19T00:00:00Z,1264.96,1204.49,Medium,Maybe later,Wishlist,False,False,iOS,2
276,298,310,2024-05-29T00:00:00Z,,,673.43,577.59,High,Gift for mom,Dream Items,False,False,Android,4
277,55,232,2024-04-20T00:00:00Z,,2025-03-10T00:00:00Z,1268.87,1197.72,Medium,Maybe later,Wishlist,False,False,Web,1
278,405,323,2024-07-29T00:00:00Z,2024-11-02T00:00:00Z,,283.09,257.6,Low,,Wishlist,True,True,Android,1
279,400,285,2025-09-26T00:00:00Z,,,126.67,120.85,Low,Christmas gift,Wishlist,False,False,Android,1
280,82,470,2024-02-23T00:00:00Z,2024-08-09T00:00:00Z,,731.75,837.29,Medium,For the kids,Future Purchases,False,False,Web,3
281,280,136,2024-06-20T00:00:00Z,,,302.25,346.05,Medium,Birthday present,Wishlist,False,True,iOS,1
282,219,325,2025-05-06T00:00:00Z,,,156.1,148.63,High,Gift for mom,Wishlist,False,False,Android,1
283,156,159,2025-09-27T00:00:00Z,2025-10-07T00:00:00Z,,32.23,36.73,High,Gift for mom,Wishlist,False,False,Web,4
284,172,7,2024-01-16T00:00:00Z,2024-06-17T00:00:00Z,,1181.48,1022.59,High,For the kids,Wishlist,False,False,Web,1
285,235,195,2024-01-22T00:00:00Z,,,998.01,872.21,Low,Gift for dad,Gift Ideas,False,False,Web,1
286,277,311,2024-09-22T00:00:00Z,,,104.55,104.65,Low,,Wishlist,False,True,Mobile App,1
287,37,14,2025-02-24T00:00:00Z,2025-08-21T00:00:00Z,,152.07,168.72,Low,,Wishlist,False,False,iOS,2
288,141,394,2025-03-01T00:00:00Z,,,238.97,249.92,Medium,Treat myself,Wishlist,False,True,Web,1
289,70,391,2025-08-13T00:00:00Z,,2025-12-24T00:00:00Z,44.4,38.16,Medium,,Wishlist,False,False,Web,1
290,221,313,2024-10-13T00:00:00Z,,2025-10-04T00:00:00Z,1217.0,1044.29,High,,Future Purchases,False,False,Social Media,2
291,98,160,2024-07-18T00:00:00Z,,2024-12-12T00:00:00Z,261.49,271.18,High,Need to save up,Dream Items,False,False,Android,1
292,94,221,2025-04-22T00:00:00Z,,2025-06-02T00:00:00Z,126.36,145.08,High,Housewarming gift,Wishlist,True,True,Web,1
293,330,380,2024-11-03T00:00:00Z,,,729.31,826.71,Low,,Future Purchases,False,False,Android,1
294,481,135,2025-02-24T00:00:00Z,,,80.26,88.01,Medium,Wait for sale,Wishlist,False,True,Mobile App,2
295,38,115,2025-11-11T00:00:00Z,2025-11-21T00:00:00Z,,12.56,14.28,Medium,,Dream Items,False,False,Social Media,1
296,297,454,2025-04-14T00:00:00Z,2025-07-17T00:00:00Z,,20.9,22.74,Medium,,Gift Ideas,False,True,Mobile App,1
297,232,251,2024-03-13T00:00:00Z,,2024-09-24T00:00:00Z,393.53,353.87,Medium,Birthday present,Gift Ideas,False,False,Web,1
298,426,41,2024-09-18T00:00:00Z,,,199.76,223.65,Medium,,Gift Ideas,False,True,Social Media,1
299,53,153,2024-01-15T00:00:00Z,,,432.84,369.21,Medium,Treat myself,Future Purchases,False,False,Web,3
300,40,116,2024-03-04T00:00:00Z,,,465.99,474.34,High,Birthday present,Gift Ideas,False,False,iOS,1
301,204,175,2025-05-12T00:00:00Z,,,1387.45,1236.34,High,Compare prices first,Wishlist,True,True,Web,2
302,379,464,2025-08-12T00:00:00Z,,2025-11-30T00:00:00Z,125.01,133.69,Medium,Maybe later,Gift Ideas,False,False,Web,1
303,325,56,2025-04-13T00:00:00Z,,,409.39,428.88,Low,Compare prices first,Wishlist,False,False,Web,1
304,229,270,2025-02-07T00:00:00Z,2025-07-25T00:00:00Z,,733.99,719.09,Medium,,Wishlist,False,True,iOS,1
305,288,38,2025-11-14T00:00:00Z,,,153.42,155.36,Medium,Office supplies,Gift Ideas,False,False,Email Link,1
306,300,462,2024-07-11T00:00:00Z,2024-10-16T00:00:00Z,,251.66,267.12,Medium,Wedding registry,Future Purchases,False,False,Android,1
307,106,39,2025-04-04T00:00:00Z,,,59.03,53.09,Medium,Housewarming gift,Gift Ideas,False,False,Web,2
308,49,145,2025-11-30T00:00:00Z,,,136.37,149.93,Medium,,Wishlist,True,True,QR Code,1
309,188,188,2025-11-08T00:00:00Z,,,960.8,889.14,Medium,,Wishlist,False,False,Email Link,1
310,3,43,2024-08-11T00:00:00Z,,,259.85,291.2,Low,Housewarming gift,Future Purchases,False,False,Social Media,1
311,165,370,2025-12-22T00:00:00Z,,,256.71,260.05,Low,,Wishlist,False,False,Web,2
312,415,215,2024-12-11T00:00:00Z,,,20.42,19.05,Medium,,Gift Ideas,False,True,Web,1
313,261,65,2025-08-31T00:00:00Z,,2025-09-24T00:00:00Z,61.02,52.84,Medium,Treat myself,Wishlist,True,True,QR Code,1
314,457,90,2024-10-15T00:00:00Z,2025-02-22T00:00:00Z,,85.57,88.23,High,,Gift Ideas,False,False,Web,1
315,221,273,2024-11-04T00:00:00Z,,,57.76,53.83,High,,Wishlist,False,False,Social Media,1
316,392,130,2024-04-14T00:00:00Z,,,745.47,831.78,Medium,Home upgrade,Wishlist,False,False,iOS,1
317,269,110,2025-10-15T00:00:00Z,,,534.23,550.85,Low,Maybe later,Wishlist,False,True,Email Link,1
318,438,476,2024-06-18T00:00:00Z,,2024-12-08T00:00:00Z,1452.42,1272.14,Medium,Home upgrade,Future Purchases,False,False,iOS,2
319,217,91,2024-11-11T00:00:00Z,,,59.47,52.21,Low,Need to save up,Wishlist,False,False,QR Code,2
320,294,441,2025-05-11T00:00:00Z,,2025-06-18T00:00:00Z,90.47,77.8,Medium,Housewarming gift,Wishlist,False,True,Web,1
321,257,427,2025-05-05T00:00:00Z,2025-08-16T00:00:00Z,,137.59,128.6,High,Back to school,Wishlist,False,False,Social Media,1
322,352,159,2024-03-10T00:00:00Z,,,32.23,28.17,Low,,Wishlist,False,False,Web,1
323,226,65,2024-12-27T00:00:00Z,,2025-01-17T00:00:00Z,61.02,56.28,Medium,Gift for mom,Dream Items,False,False,Web,4
324,418,255,2024-04-15T00:00:00Z,,,426.79,415.22,High,,Gift Ideas,False,False,Web,1
325,439,344,2025-08-17T00:00:00Z,,,2229.31,2046.68,High,Christmas gift,Wishlist,True,True,Android,1
326,347,332,2024-04-26T00:00:00Z,2024-07-07T00:00:00Z,,33.87,31.17,Low,For the kids,Wishlist,False,False,Web,3
327,465,391,2024-02-23T00:00:00Z,,,44.4,50.19,Medium,,Wishlist,True,True,Web,1
328,412,464,2024-08-16T00:00:00Z,,,125.01,107.21,High,Christmas gift,Wishlist,False,False,Web,2
329,79,111,2025-11-28T00:00:00Z,2025-12-21T00:00:00Z,,1148.98,1018.86,High,,Gift Ideas,False,True,iOS,3
330,233,496,2025-02-05T00:00:00Z,,,62.5,66.02,Medium,Maybe later,Gift Ideas,False,False,Social Media,3
331,116,483,2024-10-18T00:00:00Z,,,1130.4,1261.26,Low,Back to school,Gift Ideas,False,False,Mobile App,2
332,309,291,2024-11-11T00:00:00Z,2025-04-29T00:00:00Z,,44.4,41.53,Medium,,Wishlist,False,False,Social Media,2
333,455,89,2025-08-19T00:00:00Z,2025-10-15T00:00:00Z,,513.91,564.06,High,Wait for sale,Wishlist,False,False,Mobile App,1
334,138,414,2025-09-08T00:00:00Z,,2025-09-10T00:00:00Z,340.19,339.62,Medium,,Wishlist,False,False,Web,2
335,440,113,2025-09-05T00:00:00Z,,2025-11-09T00:00:00Z,206.93,221.21,High,,Wishlist,True,True,Web,1
336,453,423,2024-01-30T00:00:00Z,,,127.71,114.65,Medium,Compare prices first,Future Purchases,False,True,Mobile App,1
337,16,313,2025-10-24T00:00:00Z,,,1217.0,1202.79,Medium,For the kids,Dream Items,False,False,QR Code,1
338,237,372,2024-03-16T00:00:00Z,,2024-12-22T00:00:00Z,221.0,223.96,Medium,Wait for sale,Wishlist,False,False,Mobile App,1
339,365,494,2024-11-02T00:00:00Z,,,91.91,83.07,Medium,For the kids,Dream Items,False,False,Web,1
340,359,154,2024-02-28T00:00:00Z,2024-05-31T00:00:00Z,,382.99,384.32,High,For the kids,Dream Items,False,False,Web,1
341,123,134,2025-09-28T00:00:00Z,2025-10-30T00:00:00Z,,82.81,85.19,Low,,Wishlist,False,False,Email Link,1
342,18,476,2025-11-05T00:00:00Z,,,1452.42,1446.38,High,,Dream Items,False,False,Web,3
343,70,170,2025-06-28T00:00:00Z,,,244.27,258.21,Medium,Need to save up,Wishlist,False,True,Mobile App,1
344,89,63,2025-02-15T00:00:00Z,2025-05-14T00:00:00Z,,406.16,382.73,Medium,,Gift Ideas,False,False,QR Code,1
345,419,209,2025-01-09T00:00:00Z,,,170.8,153.69,Low,Anniversary gift,Dream Items,False,False,Web,1
346,93,35,2025-03-15T00:00:00Z,,,601.24,677.43,Medium,Treat myself,Wishlist,False,False,Android,1
347,31,2,2024-06-04T00:00:00Z,2024-06-15T00:00:00Z,,934.87,1072.79,High,,Wishlist,False,False,iOS,1
348,299,179,2025-12-01T00:00:00Z,,,235.24,215.0,Medium,,Wishlist,True,True,Web,1
349,264,113,2024-06-23T00:00:00Z,,,206.93,200.12,Medium,Wait for sale,Wishlist,False,True,iOS,1
350,5,328,2024-03-02T00:00:00Z,,,64.82,65.7,High,,Wishlist,False,False,iOS,1
351,493,469,2025-10-20T00:00:00Z,,2025-12-01T00:00:00Z,152.93,175.42,High,Back to school,Wishlist,False,False,QR Code,2
352,310,407,2024-04-13T00:00:00Z,,2024-07-02T00:00:00Z,261.02,242.75,Medium,,Wishlist,False,False,Android,1
353,168,122,2025-08-12T00:00:00Z,,,101.65,101.83,Medium,Home upgrade,Wishlist,True,True,Mobile App,1
354,302,295,2025-06-16T00:00:00Z,,,238.26,236.42,Low,Office supplies,Wishlist,False,False,Android,1
355,31,90,2024-04-19T00:00:00Z,2024-08-28T00:00:00Z,,85.57,88.66,Medium,Office supplies,Dream Items,False,True,iOS,1
356,298,130,2024-12-08T00:00:00Z,,,745.47,755.31,Low,Gift for mom,Future Purchases,False,False,Android,1
357,66,178,2025-11-22T00:00:00Z,,,1729.24,1908.34,Medium,Birthday present,Gift Ideas,False,False,iOS,1
358,145,262,2024-04-11T00:00:00Z,,,423.36,364.7,Medium,Compare prices first,Future Purchases,False,False,Web,1
359,354,500,2025-05-11T00:00:00Z,,,48.8,46.49,High,,Wishlist,True,True,Web,1
360,356,270,2025-04-11T00:00:00Z,2025-05-15T00:00:00Z,,733.99,751.95,High,Maybe later,Wishlist,False,False,Web,1
361,201,396,2025-12-16T00:00:00Z,,,81.59,92.52,Medium,Gift for dad,Future Purchases,False,False,Web,1
362,454,18,2024-11-18T00:00:00Z,2025-01-24T00:00:00Z,,397.05,390.92,Medium,Gift for mom,Wishlist,False,True,iOS,1
363,249,482,2025-10-27T00:00:00Z,,,52.11,59.48,Low,Anniversary gift,Gift Ideas,False,False,Web,1
364,279,494,2024-12-08T00:00:00Z,2025-04-15T00:00:00Z,,91.91,78.77,Low,Wedding registry,Future Purchases,False,True,Android,4
365,369,278,2025-11-13T00:00:00Z,,2025-11-24T00:00:00Z,71.92,71.08,High,,Wishlist,False,True,Social Media,1
366,75,424,2024-05-28T00:00:00Z,,,26.23,27.4,Low,,Wishlist,False,False,Web,4
367,334,453,2025-10-18T00:00:00Z,,,488.68,468.48,Low,Treat myself,Wishlist,False,False,Web,1
368,126,169,2024-02-25T00:00:00Z,,,571.68,504.52,High,,Wishlist,False,False,iOS,1
369,326,52,2024-10-18T00:00:00Z,,,105.12,94.14,Medium,,Wishlist,False,False,Mobile App,2
370,163,12,2024-11-05T00:00:00Z,,2025-04-07T00:00:00Z,224.0,231.06,High,Christmas gift,Wishlist,True,True,Web,1
371,294,429,2025-07-19T00:00:00Z,,2025-10-01T00:00:00Z,25.2,23.77,High,Compare prices first,Dream Items,False,False,iOS,1
372,42,387,2025-11-03T00:00:00Z,,,65.89,57.55,Medium,Wedding registry,Wishlist,False,False,Android,1
373,209,158,2024-02-17T00:00:00Z,,,207.38,216.6,Medium,Housewarming gift,Wishlist,True,True,Mobile App,1
374,251,145,2024-09-10T00:00:00Z,2025-01-04T00:00:00Z,,136.37,154.02,Low,,Wishlist,True,True,Social Media,1
375,348,342,2025-03-05T00:00:00Z,,,64.55,71.29,Medium,Office supplies,Wishlist,False,False,Mobile App,1
376,166,419,2025-09-28T00:00:00Z,,,45.56,43.17,Low,,Wishlist,False,False,Android,1
377,457,317,2024-03-06T00:00:00Z,2024-08-04T00:00:00Z,,184.64,203.64,Low,Treat myself,Wishlist,False,False,Android,1
378,242,415,2025-04-20T00:00:00Z,,,158.1,145.12,Medium,,Wishlist,False,False,QR Code,1
379,140,346,2024-07-02T00:00:00Z,,,166.63,191.15,Low,Need to save up,Wishlist,False,False,Social Media,2
380,164,378,2025-11-22T00:00:00Z,,,100.56,105.48,High,Anniversary gift,Dream Items,False,False,Email Link,1
381,172,171,2024-10-01T00:00:00Z,,,263.42,256.27,Medium,Anniversary gift,Wishlist,True,True,Android,1
382,257,210,2024-09-15T00:00:00Z,,,295.3,267.96,Medium,Wedding registry,Future Purchases,False,False,QR Code,1
383,359,491,2024-09-13T00:00:00Z,2024-11-06T00:00:00Z,,1003.62,1139.64,Low,,Wishlist,False,False,Social Media,3
384,438,219,2024-08-11T00:00:00Z,,2024-11-08T00:00:00Z,183.66,202.1,Low,,Wishlist,False,False,Web,1
385,102,454,2024-05-17T00:00:00Z,,2025-01-09T00:00:00Z,20.9,23.09,Medium,,Wishlist,False,True,Social Media,1
386,195,468,2025-04-27T00:00:00Z,,2025-08-19T00:00:00Z,87.01,85.59,Medium,,Wishlist,False,False,Web,1
387,107,464,2025-10-08T00:00:00Z,2025-11-14T00:00:00Z,,125.01,107.18,Medium,Gift for mom,Gift Ideas,False,True,Mobile App,3
388,185,331,2024-11-08T00:00:00Z,,2025-10-04T00:00:00Z,45.91,46.35,Medium,,Gift Ideas,False,False,Web,2
389,469,69,2025-07-11T00:00:00Z,,2025-07-25T00:00:00Z,64.86,58.33,Low,Need to save up,Wishlist,False,False,Android,1
390,179,120,2025-06-23T00:00:00Z,,,196.59,203.8,Medium,Gift for dad,Wishlist,True,True,Mobile App,1
391,238,233,2025-12-17T00:00:00Z,,,53.41,53.0,Medium,,Future Purchases,False,False,Android,1
392,352,274,2025-05-09T00:00:00Z,,,154.45,174.27,Medium,,Wishlist,False,False,Web,1
393,233,196,2024-11-18T00:00:00Z,,,290.04,288.37,High,Office supplies,Wishlist,False,True,Email Link,1
394,102,165,2025-10-14T00:00:00Z,2025-11-04T00:00:00Z,,133.28,145.91,Medium,Gift for mom,Dream Items,False,False,iOS,2
395,342,444,2025-12-02T00:00:00Z,,,80.53,75.3,Medium,Treat myself,Wishlist,False,False,Web,3
396,253,300,2025-05-03T00:00:00Z,,,281.9,268.66,Low,Back to school,Dream Items,False,True,Mobile App,1
397,304,366,2024-03-04T00:00:00Z,,,84.07,92.39,High,,Wishlist,False,False,Android,1
398,243,107,2024-06-22T00:00:00Z,2024-11-25T00:00:00Z,,84.07,72.12,Medium,Back to school,Wishlist,True,True,Web,1
399,476,298,2024-02-12T00:00:00Z,,,1679.84,1876.85,Medium,Anniversary gift,Gift Ideas,False,False,Android,1
400,438,475,2025-04-25T00:00:00Z,,,1839.85,2054.2,Medium,,Gift Ideas,False,False,Web,1
401,238,268,2025-06-04T00:00:00Z,2025-09-03T00:00:00Z,,254.98,251.34,Medium,,Dream Items,False,False,Mobile App,5
402,341,51,2025-03-09T00:00:00Z,,,188.65,204.63,High,Treat myself,Wishlist,False,False,Mobile App,1
403,349,83,2024-01-17T00:00:00Z,,,35.12,38.6,High,Home upgrade,Dream Items,False,True,Android,1
404,195,339,2024-09-25T00:00:00Z,,,256.77,255.16,Medium,,Wishlist,False,True,Mobile App,1
405,116,208,2024-11-08T00:00:00Z,,2025-10-14T00:00:00Z,4.24,3.67,Medium,Housewarming gift,Future Purchases,False,True,Android,3
406,340,191,2025-12-08T00:00:00Z,2025-12-21T00:00:00Z,,856.4,948.4,Low,,Future Purchases,False,False,Android,1
407,27,199,2024-08-23T00:00:00Z,,2025-05-19T00:00:00Z,140.84,161.78,Medium,,Gift Ideas,False,False,iOS,1
408,465,329,2025-01-21T00:00:00Z,,,755.73,848.17,Medium,Housewarming gift,Wishlist,False,False,Web,1
409,108,104,2025-03-20T00:00:00Z,,,32.71,27.94,High,,Wishlist,False,False,Mobile App,1
410,470,368,2025-09-15T00:00:00Z,2025-12-11T00:00:00Z,,211.98,202.89,High,,Future Purchases,False,False,Email Link,1
411,370,31,2025-05-30T00:00:00Z,,,51.19,56.51,High,,Wishlist,False,False,iOS,1
412,144,273,2024-06-06T00:00:00Z,,,57.76,55.12,High,Anniversary gift,Gift Ideas,False,False,iOS,3
413,497,185,2024-12-26T00:00:00Z,2025-02-14T00:00:00Z,,1590.04,1662.24,Medium,Back to school,Dream Items,False,False,Android,1
414,241,295,2025-10-14T00:00:00Z,,,238.26,266.69,Low,Anniversary gift,Wishlist,True,True,Mobile App,2
415,138,393,2025-02-16T00:00:00Z,2025-06-13T00:00:00Z,,254.29,250.8,Medium,,Future Purchases,False,False,Web,1
416,10,201,2024-02-05T00:00:00Z,2024-04-01T00:00:00Z,,460.71,514.05,Low,Need to save up,Gift Ideas,False,False,Mobile App,1
417,127,415,2025-08-29T00:00:00Z,,2025-12-16T00:00:00Z,158.1,167.23,Medium,Treat myself,Wishlist,False,False,Web,1
418,317,93,2024-03-16T00:00:00Z,,,899.07,1003.42,Medium,Treat myself,Future Purchases,False,False,QR Code,2
419,200,121,2024-03-01T00:00:00Z,2024-04-25T00:00:00Z,,707.62,601.6,Medium,Treat myself,Gift Ideas,False,True,Mobile App,4
420,271,381,2024-12-25T00:00:00Z,,,453.14,397.31,Medium,Wedding registry,Wishlist,False,False,Mobile App,1
421,135,412,2025-12-01T00:00:00Z,,,366.17,330.72,Medium,,Future Purchases,False,False,Mobile App,1
422,452,252,2024-06-18T00:00:00Z,2024-07-16T00:00:00Z,,323.84,338.33,Medium,,Future Purchases,True,True,Web,2
423,36,52,2025-11-02T00:00:00Z,,,105.12,95.64,Low,Need to save up,Future Purchases,False,False,Android,1
424,42,453,2025-08-12T00:00:00Z,,2025-12-12T00:00:00Z,488.68,496.97,High,Maybe later,Wishlist,False,False,iOS,1
425,137,120,2024-10-30T00:00:00Z,,,196.59,195.44,Low,,Gift Ideas,False,True,Web,1
426,389,278,2025-09-05T00:00:00Z,2025-10-05T00:00:00Z,,71.92,63.49,Medium,,Gift Ideas,True,True,iOS,1
427,98,176,2025-01-29T00:00:00Z,2025-04-20T00:00:00Z,,318.15,363.94,Medium,Home upgrade,Gift Ideas,False,False,Mobile App,1
428,153,41,2025-10-24T00:00:00Z,,,199.76,212.36,Medium,,Gift Ideas,False,False,QR Code,1
429,428,224,2025-08-26T00:00:00Z,,,376.73,334.29,High,Treat myself,Wishlist,True,True,Email Link,2
430,250,282,2024-03-30T00:00:00Z,,,13.98,15.79,Medium,For the kids,Wishlist,False,False,Web,3
431,425,463,2024-06-29T00:00:00Z,,,62.85,64.61,Medium,Housewarming gift,Dream Items,True,True,Web,3
432,415,492,2025-09-12T00:00:00Z,2025-11-16T00:00:00Z,,136.92,118.85,Low,,Dream Items,False,False,Mobile App,1
433,55,381,2024-07-04T00:00:00Z,,,453.14,491.71,High,For the kids,Gift Ideas,False,False,Web,1
434,171,239,2025-07-08T00:00:00Z,2025-08-07T00:00:00Z,,491.36,494.2,Medium,Home upgrade,Wishlist,False,False,iOS,2
435,289,5,2023-12-28T00:00:00Z,,,993.19,889.2,Medium,Office supplies,Wishlist,False,False,Web,1
436,390,188,2025-12-24T00:00:00Z,,,960.8,848.06,Medium,Christmas gift,Wishlist,False,False,QR Code,1
437,62,91,2025-06-06T00:00:00Z,2025-09-12T00:00:00Z,,59.47,68.17,Low,Compare prices first,Wishlist,False,False,Android,1
438,492,137,2024-08-31T00:00:00Z,,,20.16,22.48,High,Wedding registry,Wishlist,False,True,Mobile App,1
439,31,104,2025-08-18T00:00:00Z,,,32.71,28.11,Low,,Future Purchases,False,False,iOS,2
440,279,491,2025-08-30T00:00:00Z,2025-12-15T00:00:00Z,,1003.62,1059.96,Medium,Treat myself,Future Purchases,False,True,Web,1
441,488,499,2025-11-10T00:00:00Z,2025-11-27T00:00:00Z,,114.7,123.36,Medium,,Gift Ideas,False,False,Android,1
442,469,153,2025-01-22T00:00:00Z,,,432.84,431.37,High,Anniversary gift,Wishlist,False,False,iOS,1
443,315,319,2025-06-02T00:00:00Z,,,226.96,210.51,Medium,Compare prices first,Future Purchases,True,True,Web,2
444,342,28,2025-12-20T00:00:00Z,,,298.62,255.61,Medium,,Dream Items,False,False,Social Media,1
445,398,346,2025-09-30T00:00:00Z,2025-12-05T00:00:00Z,,166.63,173.03,Low,Compare prices first,Wishlist,False,False,Web,1
446,455,359,2025-09-13T00:00:00Z,,2025-12-01T00:00:00Z,1029.18,1071.46,Medium,Anniversary gift,Wishlist,False,True,Social Media,1
447,439,469,2024-12-25T00:00:00Z,,2025-06-20T00:00:00Z,152.93,175.72,Low,Gift for dad,Dream Items,False,True,Android,2
448,380,118,2025-11-02T00:00:00Z,,,285.82,245.5,High,Wait for sale,Wishlist,False,False,Web,1
449,493,231,2025-01-23T00:00:00Z,,,1649.89,1587.14,Medium,Treat myself,Future Purchases,False,False,Mobile App,1
450,9,408,2025-01-11T00:00:00Z,2025-06-18T00:00:00Z,,582.48,528.87,Medium,,Wishlist,False,False,Web,1
