cart_item_id,cart_id,product_ref,item_quantity,price_per_unit,discount_amount,promo_code,tax_amount,status,date_added_to_cart,last_updated,saved_for_later,line_total
216,81,305,2,378.28,113.48,WELCOME15,66.81,Converted,2022-04-21T15:19:18Z,2022-04-22T15:27:43Z,False,756.56
217,81,41,10,199.76,0.0,,174.81,Converted,2022-04-21T13:51:29Z,2022-04-22T15:08:55Z,False,1997.6
218,82,211,1,85.31,0.0,,4.58,Abandoned,2019-12-17T01:20:45Z,2019-12-17T01:20:45Z,False,85.31
219,82,111,2,1148.98,229.8,SAVE10,125.7,Abandoned,2019-12-17T01:20:45Z,2019-12-17T01:20:45Z,False,2297.96
220,83,51,2,188.65,94.33,NEWUSER25,31.8,Converted,2021-01-22T11:44:58Z,2021-01-22T17:13:26Z,False,377.3
221,83,384,2,39.95,0.0,,9.18,Converted,2021-01-23T03:32:17Z,2021-01-23T11:50:59Z,False,79.9
222,83,178,2,864.62,345.85,SAVE20,132.32,Converted,2021-01-22T12:31:43Z,2021-01-23T05:30:28Z,False,1729.24
223,83,208,6,4.24,0.0,,2.83,Converted,2021-01-22T05:31:13Z,2021-01-23T04:05:42Z,False,25.44
224,83,24,10,19.59,0.0,,13.61,Converted,2021-01-23T03:10:50Z,2021-01-23T05:28:46Z,False,195.9
225,84,436,1,80.51,12.08,WELCOME15,5.46,Abandoned,2022-05-11T07:40:19Z,2022-05-11T07:44:34Z,False,80.51
226,84,302,3,142.59,0.0,,44.79,Abandoned,2022-05-11T06:44:57Z,2022-05-11T07:00:40Z,True,427.77
227,84,151,4,3.52,0.0,,1.5,Abandoned,2022-05-11T02:46:12Z,2022-05-11T07:26:27Z,False,14.08
228,85,64,2,25.71,0.0,,3.64,Active,2023-08-18T19:58:19Z,2023-08-18T20:02:39Z,False,51.42
229,86,332,2,33.87,0.0,FREESHIP,4.59,Converted,2021-06-24T17:48:05Z,2021-06-24T19:04:45Z,False,67.74
230,86,13,1,119.0,23.8,SAVE20,9.66,Converted,2021-06-24T13:05:19Z,2021-06-24T21:04:14Z,False,119.0
231,86,299,2,253.54,126.77,NEWUSER25,31.53,Converted,2021-06-23T20:17:54Z,2021-06-24T01:06:27Z,False,507.08
232,87,96,2,623.82,0.0,,108.87,Converted,2024-10-28T20:54:55Z,2024-10-28T21:17:29Z,False,1247.64
233,87,361,3,203.75,91.69,WELCOME15,42.21,Converted,2024-10-29T03:34:58Z,2024-10-29T04:22:47Z,False,611.25
234,87,392,1,598.09,0.0,,60.35,Converted,2024-10-29T06:52:34Z,2024-10-29T06:54:41Z,False,598.09
235,88,293,1,116.69,0.0,,12.81,Converted,2019-04-17T12:20:11Z,2019-04-18T05:47:07Z,False,116.69
236,88,284,2,304.44,0.0,,31.85,Converted,2019-04-18T03:38:50Z,2019-04-18T04:33:44Z,False,608.88
237,88,500,5,48.8,0.0,,13.76,Converted,2019-04-17T06:01:26Z,2019-04-18T10:13:50Z,False,244.0
238,89,342,1,64.55,16.14,NEWUSER25,5.46,Abandoned,2017-04-27T23:23:31Z,2017-04-28T00:21:53Z,False,64.55
239,89,340,1,1050.39,0.0,,72.19,Abandoned,2017-04-27T23:56:58Z,2017-04-28T01:02:35Z,False,1050.39
240,89,164,1,336.48,67.3,SAVE20,15.49,Abandoned,2017-04-28T00:18:41Z,2017-04-28T00:43:01Z,False,336.48
241,90,143,1,618.02,0.0,,36.79,Active,2025-07-28T16:33:39Z,2025-07-28T17:49:33Z,False,618.02
242,90,399,7,537.25,376.07,SAVE10,193.79,Active,2025-07-28T22:49:48Z,2025-07-29T01:46:30Z,False,3760.75
243,91,268,1,254.98,38.25,WELCOME15,18.4,Active,2025-09-03T03:24:12Z,2025-09-03T04:46:08Z,False,254.98
244,91,285,5,126.67,126.67,SAVE20,55.16,Abandoned,2025-09-03T03:22:43Z,2025-09-03T04:40:51Z,False,633.35
245,92,248,2,165.29,0.0,,20.51,Converted,2024-12-08T06:14:28Z,2024-12-08T07:26:38Z,False,330.58
246,92,84,1,1161.5,0.0,,133.59,Converted,2024-12-08T07:00:11Z,2024-12-08T07:13:48Z,False,1161.5
247,92,423,2,127.71,0.0,,15.64,Converted,2024-12-08T06:04:14Z,2024-12-08T08:35:58Z,False,255.42
248,93,39,2,59.03,0.0,,13.42,Deleted,2021-03-24T07:20:34Z,2021-03-27T15:27:03Z,False,118.06
249,93,200,5,899.94,0.0,,254.18,Deleted,2021-03-29T22:19:30Z,2021-03-30T14:04:55Z,False,4499.700000000001
250,93,142,1,174.48,0.0,FREESHIP,20.9,Deleted,2021-03-22T15:58:39Z,2021-03-25T02:53:12Z,False,174.48
251,94,233,1,45.4,0.0,,3.64,Abandoned,2024-09-28T09:25:59Z,2024-09-28T10:31:47Z,False,45.4
252,95,301,2,27.18,0.0,,5.15,Deleted,2025-05-29T10:34:33Z,2025-06-05T20:51:11Z,False,54.36
253,95,275,5,28.51,0.0,,12.8,Deleted,2025-05-24T15:26:54Z,2025-05-26T04:33:27Z,False,142.55
254,95,290,10,90.32,0.0,,82.4,Deleted,2025-06-06T04:05:57Z,2025-06-06T04:46:13Z,False,903.1999999999999
255,95,281,1,59.36,0.0,,5.58,Deleted,2025-06-02T12:45:36Z,2025-06-03T21:34:13Z,False,59.36
256,96,316,2,91.48,0.0,,13.24,Abandoned,2025-09-27T10:35:28Z,2025-09-27T10:36:43Z,False,182.96
257,97,497,5,268.54,0.0,FREESHIP,88.25,Active,2022-12-31T08:36:00Z,2022-12-31T22:17:21Z,False,1342.7
258,97,119,1,200.43,0.0,,23.46,Active,2023-01-01T12:42:40Z,2023-01-01T23:50:16Z,False,200.43
259,97,241,2,280.56,0.0,,39.49,Active,2023-01-01T02:53:16Z,2023-01-01T06:07:12Z,False,561.12
260,97,362,3,182.97,0.0,,60.48,Active,2023-01-01T00:49:26Z,2023-01-01T12:33:39Z,False,548.91
261,97,12,1,168.0,0.0,,20.16,Active,2023-01-01T21:19:19Z,2023-01-01T22:07:04Z,False,168.0
262,97,400,1,94.03,0.0,,8.34,Active,2023-01-01T00:08:52Z,2023-01-01T18:30:33Z,False,94.03
263,98,162,2,2036.98,0.0,,378.0,Active,2025-11-29T18:50:22Z,2025-12-02T06:17:43Z,False,4073.96
264,98,329,1,755.73,0.0,,43.45,Active,2025-11-27T08:47:11Z,2025-11-30T20:13:52Z,False,755.73
265,99,480,1,53.57,8.04,WELCOME15,2.32,Converted,2025-07-11T09:38:15Z,2025-07-11T13:00:08Z,False,53.57
266,100,307,1,126.97,12.7,SAVE10,10.35,Converted,2024-12-17T15:33:47Z,2024-12-18T10:46:27Z,False,126.97
267,100,217,3,1017.69,0.0,,157.27,Converted,2024-12-18T04:51:50Z,2024-12-19T07:32:25Z,False,3053.07
268,101,497,3,268.54,0.0,,63.04,Abandoned,2024-07-22T16:20:28Z,2024-07-22T17:08:54Z,False,805.6200000000001
269,102,65,1,61.02,9.15,WELCOME15,4.05,Abandoned,2023-08-20T02:50:58Z,2023-08-20T17:28:23Z,False,61.02
270,102,397,1,214.11,53.53,NEWUSER25,11.86,Abandoned,2023-08-20T09:47:58Z,2023-08-20T14:20:33Z,False,214.11
271,103,231,3,1649.89,0.0,,588.75,Active,2023-04-11T06:00:17Z,2023-04-11T22:49:44Z,False,4949.67
272,103,215,2,12.25,3.67,WELCOME15,1.21,Active,2023-04-08T02:45:32Z,2023-04-11T22:07:25Z,False,24.5
273,104,325,1,140.49,0.0,,9.16,Active,2023-07-18T21:39:39Z,2023-07-20T08:38:55Z,False,140.49
274,104,411,1,84.88,0.0,,4.25,Active,2023-07-17T02:31:47Z,2023-07-19T20:47:33Z,False,84.88
275,104,478,4,215.05,0.0,,54.45,Active,2023-07-16T16:40:54Z,2023-07-19T09:04:45Z,False,860.2
276,105,418,3,67.05,0.0,,11.78,Converted,2022-02-18T06:48:34Z,2022-02-18T07:17:10Z,False,201.14999999999998
277,106,182,3,488.84,0.0,,137.81,Abandoned,2025-03-09T05:30:28Z,2025-03-09T07:28:28Z,False,1466.52
278,106,450,1,152.76,0.0,,16.94,Abandoned,2025-03-09T08:27:45Z,2025-03-09T08:45:30Z,False,152.76
279,107,493,2,369.54,0.0,,79.19,Active,2022-03-08T10:46:42Z,2022-03-10T07:01:23Z,False,739.08
280,108,189,3,342.29,0.0,,84.03,Abandoned,2025-03-29T23:30:57Z,2025-03-30T01:02:05Z,False,1026.8700000000001
281,108,107,2,84.07,0.0,,19.72,Abandoned,2025-03-30T02:14:56Z,2025-03-30T06:23:49Z,False,168.14
282,109,297,2,173.45,0.0,,34.05,Converted,2024-08-01T09:53:41Z,2024-08-03T02:28:26Z,False,346.9
283,109,9,1,564.82,0.0,,53.77,Converted,2024-08-01T00:24:26Z,2024-08-03T15:49:39Z,False,564.82
284,109,410,3,143.2,107.4,NEWUSER25,34.02,Converted,2024-08-03T18:08:16Z,2024-08-03T18:40:49Z,False,429.59999999999997
285,110,328,5,64.82,0.0,,38.17,Active,2021-10-07T18:12:26Z,2021-10-09T11:39:46Z,False,324.09999999999997
286,110,361,3,203.75,0.0,,57.96,Abandoned,2021-10-08T22:56:57Z,2021-10-10T12:58:00Z,False,611.25
287,111,400,3,94.03,0.0,,24.33,Active,2025-09-23T09:36:32Z,2025-09-24T14:16:53Z,False,282.09000000000003
288,111,88,4,299.08,0.0,,103.04,Abandoned,2025-09-25T13:52:33Z,2025-09-25T15:21:34Z,False,1196.32
289,111,288,3,31.48,23.61,NEWUSER25,5.64,Active,2025-09-25T10:28:07Z,2025-09-25T13:37:58Z,False,94.44
290,111,313,4,1217.0,0.0,,460.47,Active,2025-09-23T10:13:28Z,2025-09-23T15:46:51Z,False,4868.0
291,112,104,2,32.71,0.0,,6.07,Converted,2023-02-27T15:13:18Z,2023-02-27T20:37:02Z,False,65.42
292,112,301,1,27.18,0.0,,2.71,Converted,2023-02-28T23:14:26Z,2023-03-01T00:01:37Z,False,27.18
293,112,402,5,224.2,0.0,,63.34,Converted,2023-02-28T21:20:40Z,2023-02-28T23:11:14Z,False,1121.0
294,113,415,1,158.1,0.0,,11.62,Abandoned,2023-05-04T19:47:27Z,2023-05-04T20:07:03Z,False,158.1
295,113,216,1,142.37,56.95,CLEARANCE40,8.18,Abandoned,2023-05-05T01:07:04Z,2023-05-05T01:53:26Z,False,142.37
296,113,406,3,1678.7,0.0,,437.14,Abandoned,2023-05-04T17:37:48Z,2023-05-04T23:12:52Z,True,5036.1
297,114,236,1,1142.25,0.0,,67.52,Deleted,2025-11-13T02:46:55Z,2025-11-13T18:44:39Z,False,1142.25
298,114,4,3,147.53,0.0,,51.4,Deleted,2025-11-09T00:54:55Z,2025-11-14T19:46:12Z,False,442.59000000000003
299,115,333,1,441.65,88.33,SAVE20,41.05,Active,2025-09-15T01:29:03Z,2025-09-16T10:16:33Z,False,441.65
300,115,202,1,367.03,0.0,,21.73,Abandoned,2025-09-15T20:46:26Z,2025-09-16T05:12:01Z,False,367.03
301,115,93,1,719.26,0.0,,70.46,Abandoned,2025-09-15T14:27:03Z,2025-09-16T11:00:17Z,False,719.26
302,116,461,1,711.37,0.0,,47.13,Deleted,2025-11-09T02:14:36Z,2025-11-10T13:33:18Z,False,711.37
303,116,473,2,309.25,0.0,,55.42,Abandoned,2025-11-08T04:01:47Z,2025-11-10T07:53:40Z,True,618.5
304,117,88,1,299.08,59.82,SAVE20,21.0,Converted,2023-08-20T16:22:18Z,2023-08-21T06:52:39Z,False,299.08
305,118,446,1,386.34,154.54,CLEARANCE40,16.94,Abandoned,2023-06-21T20:49:26Z,2023-06-21T22:37:35Z,False,386.34
306,118,242,7,142.79,399.81,CLEARANCE40,41.88,Abandoned,2023-06-21T22:56:35Z,2023-06-21T23:36:45Z,False,999.53
307,118,480,2,53.57,10.71,SAVE10,7.08,Abandoned,2023-06-21T23:36:11Z,2023-06-21T23:38:03Z,False,107.14
308,119,96,4,623.82,0.0,,277.42,Active,2022-08-09T18:25:55Z,2022-08-09T22:17:23Z,False,2495.28
309,119,187,2,69.09,0.0,,8.7,Active,2022-08-09T16:09:00Z,2022-08-09T23:03:59Z,False,138.18
310,120,200,3,899.94,0.0,,196.57,Abandoned,2020-12-29T20:44:11Z,2020-12-29T21:12:43Z,False,2699.82
311,120,99,1,932.42,0.0,,96.88,Abandoned,2020-12-29T21:36:07Z,2020-12-30T01:51:49Z,False,932.42
312,121,159,1,25.78,5.16,SAVE20,2.29,Active,2024-09-13T04:29:35Z,2024-09-13T04:29:35Z,False,25.78
313,121,269,2,224.43,0.0,,41.99,Active,2024-09-13T04:29:35Z,2024-09-13T04:29:35Z,False,448.86
314,121,376,1,774.43,0.0,,83.56,Active,2024-09-13T04:29:35Z,2024-09-13T04:29:35Z,False,774.43
315,122,69,2,45.4,0.0,,7.37,Abandoned,2023-08-12T15:30:37Z,2023-08-12T18:43:19Z,False,90.8
316,122,453,3,488.68,0.0,,91.05,Abandoned,2023-08-12T12:56:00Z,2023-08-12T18:45:23Z,False,1466.04
317,122,245,2,100.81,0.0,,24.18,Active,2023-08-12T09:06:49Z,2023-08-12T12:05:49Z,False,201.62
318,122,475,1,1839.85,459.96,NEWUSER25,159.62,Abandoned,2023-08-12T14:34:11Z,2023-08-12T15:23:21Z,False,1839.85
319,122,230,1,339.85,0.0,,32.36,Abandoned,2023-08-12T10:44:01Z,2023-08-12T12:50:11Z,False,339.85
320,123,11,7,496.19,0.0,,281.88,Abandoned,2020-06-02T13:39:25Z,2020-06-02T13:40:37Z,False,3473.33
321,123,187,1,69.09,17.27,NEWUSER25,4.54,Active,2020-06-02T12:03:27Z,2020-06-02T12:31:13Z,False,69.09
322,123,103,1,408.53,0.0,,47.72,Abandoned,2020-06-02T09:38:10Z,2020-06-02T11:13:50Z,False,408.53
323,123,401,1,58.06,0.0,,6.92,Active,2020-06-02T09:41:52Z,2020-06-02T12:20:14Z,False,58.06
324,124,149,2,78.07,39.03,NEWUSER25,12.84,Converted,2019-11-29T23:01:31Z,2019-11-30T15:07:57Z,False,156.14
325,125,376,1,774.43,193.61,NEWUSER25,66.11,Abandoned,2023-11-18T15:38:41Z,2023-11-18T15:52:25Z,False,774.43
326,126,341,1,40.65,0.0,,2.22,Abandoned,2023-01-14T16:51:05Z,2023-01-14T21:11:26Z,False,40.65
327,127,114,2,249.98,0.0,,50.17,Deleted,2020-07-21T04:02:56Z,2020-07-28T07:47:44Z,False,499.96
328,127,59,10,234.15,0.0,,262.71,Deleted,2020-07-15T16:39:05Z,2020-07-16T01:02:35Z,False,2341.5
329,127,185,1,1113.03,0.0,,76.07,Deleted,2020-07-24T01:20:59Z,2020-07-28T11:21:54Z,False,1113.03
330,127,150,2,361.94,0.0,,56.32,Deleted,2020-07-18T02:57:00Z,2020-07-21T16:49:46Z,False,723.88
331,127,379,1,47.01,0.0,,4.2,Deleted,2020-07-25T17:59:56Z,2020-07-26T10:28:52Z,False,47.01
332,128,14,1,91.24,18.25,SAVE20,6.81,Abandoned,2025-11-01T14:34:19Z,2025-11-01T21:12:35Z,False,91.24
333,128,305,1,378.28,75.66,SAVE20,22.12,Active,2025-11-01T20:26:43Z,2025-11-01T23:44:21Z,False,378.28
334,129,293,9,116.69,210.04,SAVE20,66.7,Abandoned,2025-12-23T16:50:06Z,2025-12-23T17:58:24Z,False,1050.21
335,129,11,1,496.19,0.0,,57.86,Abandoned,2025-12-23T16:09:21Z,2025-12-23T17:55:19Z,False,496.19
336,130,83,3,35.12,0.0,,5.87,Abandoned,2025-08-06T11:43:18Z,2025-08-06T12:20:52Z,False,105.35999999999999
337,130,452,5,192.56,0.0,,48.61,Abandoned,2025-08-06T11:45:00Z,2025-08-06T13:03:55Z,False,962.8
338,131,380,2,729.31,0.0,,122.13,Abandoned,2022-05-22T21:44:17Z,2022-05-23T07:23:28Z,False,1458.62
339,132,487,2,424.39,0.0,,100.99,Abandoned,2025-05-18T17:16:42Z,2025-05-18T17:23:41Z,False,848.78
340,132,313,7,1217.0,0.0,,928.52,Abandoned,2025-05-18T15:17:12Z,2025-05-18T17:30:45Z,False,8519.0
341,132,32,3,112.28,0.0,,32.58,Abandoned,2025-05-18T15:30:35Z,2025-05-18T17:10:04Z,False,336.84000000000003
342,132,19,1,219.56,0.0,,13.85,Abandoned,2025-05-18T13:33:14Z,2025-05-18T15:10:23Z,False,219.56
343,132,218,1,500.46,0.0,,26.03,Abandoned,2025-05-18T15:13:03Z,2025-05-18T15:13:09Z,False,500.46
344,133,200,3,899.94,404.97,WELCOME15,274.89,Active,2024-11-03T23:44:00Z,2024-11-04T02:49:20Z,False,2699.82
345,133,156,6,19.08,45.79,CLEARANCE40,4.07,Abandoned,2024-11-02T11:54:29Z,2024-11-04T18:24:53Z,False,114.47999999999999
346,134,288,2,31.48,6.3,SAVE10,3.25,Abandoned,2024-05-09T13:45:07Z,2024-05-09T13:45:07Z,False,62.96
347,134,316,1,91.48,0.0,,8.83,Abandoned,2024-05-09T13:45:07Z,2024-05-09T13:45:07Z,False,91.48
348,134,397,3,214.11,0.0,,48.12,Abandoned,2024-05-09T13:45:07Z,2024-05-09T13:45:07Z,False,642.33
349,134,492,4,136.92,136.92,NEWUSER25,38.9,Abandoned,2024-05-09T13:45:07Z,2024-05-09T13:45:07Z,False,547.68
350,135,104,3,32.71,9.81,SAVE10,5.8,Converted,2025-12-04T14:31:58Z,2025-12-04T21:45:02Z,False,98.13
351,135,257,2,298.33,0.0,,50.71,Converted,2025-12-04T09:50:16Z,2025-12-04T14:25:06Z,False,596.66
352,135,76,3,803.23,0.0,,200.87,Converted,2025-12-03T23:15:30Z,2025-12-04T10:01:33Z,False,2409.69
353,135,45,2,217.29,0.0,,46.76,Converted,2025-12-05T05:29:38Z,2025-12-05T06:00:43Z,False,434.58
354,135,265,2,73.41,0.0,,11.25,Converted,2025-12-05T03:04:47Z,2025-12-05T05:49:05Z,False,146.82
355,136,451,1,127.31,0.0,,13.27,Active,2015-11-11T21:06:45Z,2015-11-12T07:09:33Z,False,127.31
356,136,387,5,65.89,49.42,WELCOME15,31.16,Active,2015-11-12T19:14:29Z,2015-11-14T07:13:28Z,False,329.45
357,136,40,2,28.74,0.0,,3.46,Active,2015-11-16T08:00:11Z,2015-11-16T21:57:42Z,False,57.48
358,137,415,1,158.1,0.0,,18.28,Converted,2021-08-31T05:42:41Z,2021-08-31T05:59:35Z,False,158.1
359,137,257,2,298.33,59.67,SAVE10,33.67,Converted,2021-08-30T12:52:29Z,2021-08-31T06:44:28Z,False,596.66
360,137,139,2,133.83,0.0,,28.41,Converted,2021-08-30T14:01:16Z,2021-08-31T00:33:56Z,False,267.66
361,137,332,1,33.87,0.0,,3.41,Converted,2021-08-30T18:14:00Z,2021-08-31T02:25:12Z,False,33.87
362,138,10,1,1211.32,0.0,,122.56,Active,2021-04-08T19:50:21Z,2021-04-09T10:34:47Z,False,1211.32
363,138,79,1,41.54,6.23,WELCOME15,3.3,Active,2021-04-08T16:21:39Z,2021-04-08T16:22:23Z,False,41.54
364,138,139,1,133.83,0.0,,9.02,Deleted,2021-04-08T03:30:16Z,2021-04-09T05:06:17Z,False,133.83
365,139,41,2,199.76,39.95,SAVE10,21.98,Converted,2025-07-03T12:28:18Z,2025-07-05T10:20:19Z,False,399.52
366,140,34,10,946.98,3787.92,CLEARANCE40,638.45,Abandoned,2024-11-19T18:23:15Z,2024-11-19T19:53:25Z,True,9469.8
367,141,238,2,1813.44,0.0,,387.17,Abandoned,2023-05-10T18:50:12Z,2023-05-10T20:27:00Z,False,3626.88
368,141,356,1,390.7,0.0,,38.58,Abandoned,2023-05-10T16:57:12Z,2023-05-10T18:28:56Z,False,390.7
369,142,97,3,122.94,36.88,SAVE10,29.3,Active,2023-04-30T19:27:51Z,2023-05-01T16:34:37Z,False,368.82
370,142,298,1,1007.9,251.97,NEWUSER25,66.49,Active,2023-04-30T01:09:40Z,2023-05-01T14:29:16Z,False,1007.9
371,142,465,1,119.4,11.94,SAVE10,12.32,Abandoned,2023-05-01T23:45:18Z,2023-05-01T23:59:54Z,False,119.4
372,142,353,2,172.46,86.23,NEWUSER25,27.75,Abandoned,2023-04-30T20:18:23Z,2023-05-01T02:42:52Z,False,344.92
373,143,51,2,188.65,37.73,SAVE10,21.11,Converted,2023-09-06T14:39:02Z,2023-09-06T14:39:41Z,False,377.3
374,143,277,1,39.31,0.0,,2.18,Converted,2023-09-06T13:05:29Z,2023-09-06T13:41:41Z,False,39.31
375,144,153,1,432.84,173.14,CLEARANCE40,26.1,Deleted,2024-05-21T22:31:59Z,2024-05-25T01:05:37Z,False,432.84
376,145,470,3,695.16,521.37,NEWUSER25,137.79,Abandoned,2019-08-05T16:10:50Z,2019-08-05T18:54:33Z,False,2085.48
377,145,115,1,12.56,0.0,,1.15,Abandoned,2019-08-05T16:36:41Z,2019-08-05T19:25:16Z,False,12.56
378,145,129,5,1432.08,0.0,,423.8,Abandoned,2019-08-05T18:09:19Z,2019-08-05T19:09:56Z,False,7160.4
379,145,317,1,175.41,0.0,,9.61,Abandoned,2019-08-05T19:24:53Z,2019-08-05T19:27:39Z,False,175.41
380,146,94,3,411.63,0.0,,135.19,Abandoned,2025-02-22T16:47:09Z,2025-02-22T17:17:06Z,False,1234.8899999999999
381,146,371,3,345.81,0.0,,63.15,Abandoned,2025-02-22T17:00:36Z,2025-02-22T17:34:42Z,False,1037.43
382,146,293,2,116.69,35.01,WELCOME15,17.56,Active,2025-02-22T16:24:07Z,2025-02-22T17:08:14Z,False,233.38
383,147,480,4,53.57,0.0,,13.29,Active,2019-01-27T03:30:31Z,2019-01-27T04:54:36Z,True,214.28
384,147,96,6,623.82,0.0,,352.83,Active,2019-01-26T19:10:05Z,2019-01-27T06:13:12Z,False,3742.92
385,148,23,2,152.89,0.0,,16.76,Deleted,2024-02-02T12:44:44Z,2024-02-03T15:32:40Z,False,305.78
386,148,181,2,28.97,0.0,,3.5,Deleted,2024-01-31T23:31:40Z,2024-02-08T02:39:44Z,False,57.94
387,149,85,7,191.07,0.0,,122.15,Active,2024-02-20T04:55:07Z,2024-02-20T06:25:37Z,False,1337.49
388,149,352,3,78.1,0.0,,19.3,Abandoned,2024-02-19T22:17:54Z,2024-02-20T03:52:31Z,False,234.29999999999998
389,150,120,2,98.3,0.0,,19.03,Abandoned,2023-05-21T06:16:52Z,2023-05-21T07:15:01Z,False,196.6
390,150,54,1,1494.0,0.0,,133.3,Active,2023-05-20T23:37:23Z,2023-05-21T07:00:50Z,False,1494.0
391,150,387,2,65.89,26.36,SAVE20,7.94,Active,2023-05-21T00:37:33Z,2023-05-21T00:46:04Z,False,131.78
392,151,155,1,2193.18,0.0,,114.49,Active,2021-09-01T20:34:57Z,2021-09-01T20:40:57Z,False,2193.18
393,152,52,2,105.12,0.0,,13.11,Converted,2024-08-21T07:41:50Z,2024-08-21T08:20:23Z,False,210.24
394,153,277,1,39.31,0.0,,3.27,Abandoned,2021-12-15T13:30:57Z,2021-12-15T13:30:57Z,False,39.31
395,153,38,1,153.42,0.0,,9.46,Abandoned,2021-12-15T13:30:57Z,2021-12-15T13:30:57Z,False,153.42
396,153,254,1,395.44,0.0,,42.66,Abandoned,2021-12-15T13:30:57Z,2021-12-15T13:30:57Z,False,395.44
397,153,378,6,100.56,0.0,,30.5,Active,2021-12-15T13:30:57Z,2021-12-15T13:30:57Z,False,603.36
398,154,349,1,635.35,0.0,,56.3,Active,2024-09-11T21:48:31Z,2024-09-11T21:53:40Z,False,635.35
399,154,214,1,316.55,0.0,,35.91,Active,2024-09-11T21:49:02Z,2024-09-11T22:14:20Z,False,316.55
400,154,301,5,27.18,0.0,,15.14,Abandoned,2024-09-11T21:34:04Z,2024-09-11T21:42:09Z,False,135.9
401,155,225,1,11.07,0.0,,1.06,Active,2023-01-23T11:44:33Z,2023-01-23T20:54:46Z,False,11.07
402,155,54,1,1494.0,0.0,,125.21,Active,2023-01-20T11:56:07Z,2023-01-20T11:57:12Z,False,1494.0
403,155,245,7,100.81,0.0,FREESHIP,79.93,Abandoned,2023-01-20T02:27:51Z,2023-01-23T16:24:07Z,False,705.6700000000001
404,155,449,4,274.42,0.0,,92.35,Active,2023-01-20T01:46:08Z,2023-01-21T20:42:24Z,False,1097.68
405,156,60,1,125.84,0.0,,12.71,Active,2024-09-15T16:35:57Z,2024-09-17T03:51:47Z,False,125.84
406,157,216,1,142.37,35.59,NEWUSER25,6.43,Abandoned,2023-05-29T13:08:29Z,2023-05-29T13:26:44Z,False,142.37
407,157,161,1,828.82,165.76,SAVE20,53.55,Abandoned,2023-05-29T13:01:02Z,2023-05-29T13:07:44Z,False,828.82
408,157,36,1,1213.75,0.0,,66.77,Abandoned,2023-05-29T12:38:07Z,2023-05-29T13:24:00Z,False,1213.75
409,157,363,1,15.2,0.0,,1.07,Abandoned,2023-05-29T13:25:58Z,2023-05-29T13:26:37Z,False,15.2
410,158,187,1,69.09,27.64,CLEARANCE40,3.56,Active,2022-05-19T18:48:58Z,2022-05-21T13:53:37Z,False,69.09
411,158,319,7,226.96,0.0,,156.41,Active,2022-05-22T04:01:22Z,2022-05-23T06:38:41Z,False,1588.72
412,158,446,1,386.34,0.0,,30.16,Active,2022-05-23T04:47:36Z,2022-05-23T06:01:58Z,False,386.34
413,159,390,2,98.86,0.0,,10.69,Abandoned,2023-02-12T17:05:13Z,2023-02-12T17:05:13Z,False,197.72
414,160,453,3,488.68,0.0,,157.61,Deleted,2019-08-22T06:31:28Z,2019-08-25T19:05:28Z,False,1466.04
415,160,257,2,298.33,59.67,SAVE10,49.32,Deleted,2019-08-09T01:54:09Z,2019-08-25T03:20:02Z,False,596.66
416,160,79,4,41.54,16.62,SAVE10,13.35,Deleted,2019-08-14T06:26:16Z,2019-08-23T02:43:10Z,False,166.16
417,161,363,1,15.2,0.0,,1.51,Converted,2025-09-05T15:01:02Z,2025-09-05T16:13:37Z,False,15.2
418,161,211,1,85.31,0.0,,6.4,Converted,2025-09-05T16:46:43Z,2025-09-05T18:40:29Z,False,85.31
419,161,6,1,119.78,0.0,,6.78,Converted,2025-09-05T16:55:30Z,2025-09-05T17:14:25Z,False,119.78
420,162,234,1,85.72,0.0,,8.82,Active,2025-01-26T20:42:06Z,2025-01-27T01:05:56Z,False,85.72
421,162,484,2,62.52,18.76,WELCOME15,6.42,Active,2025-01-26T22:11:17Z,2025-01-27T02:43:58Z,False,125.04
422,163,241,2,280.56,0.0,,35.62,Abandoned,2025-12-09T15:15:17Z,2025-12-09T17:41:29Z,False,561.12
423,163,348,6,502.14,0.0,,299.51,Active,2025-12-09T14:42:04Z,2025-12-09T20:25:43Z,False,3012.84
424,163,301,3,27.18,0.0,,8.87,Abandoned,2025-12-09T16:41:04Z,2025-12-09T16:42:42Z,False,81.53999999999999
425,164,359,2,1029.18,514.59,NEWUSER25,157.92,Deleted,2024-03-07T13:59:03Z,2024-03-07T16:16:35Z,False,2058.36
426,164,320,1,109.75,0.0,,9.64,Active,2024-03-04T02:15:39Z,2024-03-06T15:53:56Z,False,109.75
427,165,72,1,462.01,0.0,,24.97,Converted,2023-03-24T14:52:29Z,2023-03-25T05:38:07Z,False,462.01
428,166,404,5,92.6,92.6,SAVE20,26.09,Abandoned,2022-11-08T23:00:25Z,2022-11-09T00:01:32Z,False,463.0
429,166,176,1,318.15,0.0,,37.45,Abandoned,2022-11-08T23:15:37Z,2022-11-09T00:10:34Z,False,318.15
430,167,116,1,465.99,0.0,,35.09,Active,2025-12-05T11:01:01Z,2025-12-05T14:32:54Z,False,465.99
431,167,217,3,1017.69,0.0,,296.41,Active,2025-12-05T07:42:37Z,2025-12-05T14:44:10Z,False,3053.07
432,167,424,2,26.23,0.0,FREESHIP,5.66,Abandoned,2025-12-05T14:35:18Z,2025-12-05T16:31:03Z,False,52.46
