cart_id,customer_ref,session_identifier,status,device_type,ip_address,created_at,last_updated
175,70,86a5b4a2-cc0f-4dd5-971b-471f5a2c808b,Abandoned,Android App,167.217.138.172,2025-09-12T23:48:53Z,2025-09-13T03:48:53Z
176,338,532424fc-6c6c-4f80-a110-4a706098ba1b,Active,iOS App,80.48.1.62,2020-12-31T12:17:59Z,2021-01-01T13:17:59Z
177,45,911ab687-f6fc-41f1-84cf-7a4f5e37b6ad,Abandoned,Android App,223.246.27.18,2025-09-06T01:28:55Z,2025-09-06T04:28:55Z
178,9,ad7c8447-04b9-47c9-b57b-f7b80b1d20a6,Abandoned,iOS App,6.92.128.89,2025-09-30T21:17:53Z,2025-09-30T21:17:53Z
179,415,629f61e6-a4a4-413e-ad41-b14e8d986233,Abandoned,Mobile Web,40.12.61.241,2024-06-08T16:55:23Z,2024-06-08T16:55:23Z
180,93,ade6fa9e-51fe-4cae-9b25-84bc367804b0,Active,Android App,65.177.138.14,2025-03-19T14:42:51Z,2025-03-23T13:42:51Z
181,270,47ca8293-ac8e-47cb-bfda-a8e8ae20b237,Active,Desktop Web,146.133.128.125,2022-01-09T15:04:49Z,2022-01-16T07:04:49Z
182,280,ecda999a-2934-4af4-a637-5142f91e4a06,Active,Mobile Web,155.199.160.253,2024-04-18T02:27:34Z,2024-04-23T04:27:34Z
183,141,004ebff0-5f88-470c-b915-b1522acf8242,Abandoned,Desktop Web,171.147.194.13,2023-08-14T18:21:51Z,2023-08-15T00:21:51Z
184,260,a84b4350-2205-4ca6-9ce7-10ba864caff0,Abandoned,Tablet Web,106.136.248.24,2025-04-29T04:51:52Z,2025-04-29T08:51:52Z
185,127,a606ea4e-6a47-4c12-b219-442880fd2145,Converted,Tablet Web,105.112.134.135,2025-01-28T22:37:44Z,2025-01-30T12:37:44Z
186,354,f8eacbb6-30db-4fcd-a4d2-d208bf804a46,Abandoned,Tablet Web,178.168.250.153,2023-03-04T19:16:36Z,2023-03-04T19:16:36Z
187,15,f40262c4-661f-4416-8014-2822d8b52ee9,Converted,Mobile Web,39.216.241.163,2025-05-25T15:37:51Z,2025-05-27T19:37:51Z
188,34,719cf709-62af-4657-b43a-586e859cd033,Deleted,Mobile Web,192.231.30.19,2020-09-26T17:31:53Z,2020-10-23T14:31:53Z
189,311,167ccd12-a38a-4bb1-808f-f1d35c9e3a36,Converted,Mobile Web,194.20.172.160,2024-12-05T18:58:29Z,2024-12-08T10:58:29Z
190,329,6a21e086-e9ee-44ed-86a0-8023858fa9ed,Converted,iOS App,61.91.170.160,2024-03-27T05:12:11Z,2024-03-29T06:12:11Z
191,333,e33634eb-51ca-4e04-b658-5e298865801a,Converted,iOS App,31.38.218.217,2025-11-04T15:48:09Z,2025-11-05T01:48:09Z
192,424,5ff1dd08-10aa-4e1b-8923-0fda178f815b,Deleted,Mobile Web,25.160.48.56,2025-07-18T19:01:59Z,2025-07-27T02:01:59Z
193,101,2780c1c5-4677-4f58-972c-2cca27ccb141,Active,Tablet Web,200.100.194.196,2025-05-08T16:33:33Z,2025-05-14T02:33:33Z
194,326,fc2115d2-d35b-4999-a642-f7600d195230,Converted,Android App,160.197.24.85,2022-07-31T23:39:20Z,2022-08-01T04:39:20Z
195,440,3a52e1de-1f5c-40e8-ada7-3d0d2753f22e,Abandoned,Desktop Web,83.74.194.210,2018-11-12T15:48:39Z,2018-11-12T22:48:39Z
196,412,a04ca49a-ba12-49e5-a7d2-4450c2a0f8f6,Converted,Android App,131.191.46.91,2025-01-28T15:10:38Z,2025-01-30T19:10:38Z
197,345,375b1cad-5f6e-474e-8f4e-84831ef2ece3,Converted,Tablet Web,159.152.238.227,2023-10-26T12:28:49Z,2023-10-29T08:28:49Z
198,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,Abandoned,Desktop Web,121.3.254.228,2025-05-21T19:12:12Z,2025-05-22T01:12:12Z
199,62,acf4efa7-52e4-4171-92d8-f7613a0d1296,Active,Android App,135.4.218.27,2025-01-18T17:42:30Z,2025-01-23T09:42:30Z
200,34,4df0ce1d-ac22-4a07-a7bb-27cd985c88c1,Deleted,Tablet Web,57.211.160.18,2022-03-03T16:02:15Z,2022-03-12T13:02:15Z
201,5,ab15b59d-b182-4b3b-99cf-c2961ba54695,Abandoned,iOS App,116.201.53.62,2025-10-16T07:01:09Z,2025-10-16T11:01:09Z
202,388,7a73a606-17f7-43b8-8ac8-2919c3632b41,Active,Tablet Web,178.169.182.98,2023-12-16T03:47:42Z,2023-12-18T00:47:42Z
203,63,bd260936-f37c-4999-886b-62ebc3505cbd,Active,Tablet Web,157.162.106.197,2021-08-29T22:09:52Z,2021-09-01T14:09:52Z
204,64,53690983-c824-42b4-8ab6-a1c4b86f44c5,Active,Desktop Web,208.128.91.102,2018-03-04T21:09:53Z,2018-03-07T08:09:53Z
205,240,0a0c1d81-a68d-4f40-bbce-d89cda4f03a0,Converted,Mobile Web,208.54.181.61,2022-12-03T18:04:49Z,2022-12-04T00:04:49Z
206,432,a1b94fb0-1278-491b-96cf-97c75298678f,Abandoned,Mobile Web,141.14.149.83,2025-04-08T05:40:29Z,2025-04-08T06:40:29Z
207,23,37d9c041-43c4-4a90-b466-e690b1bb6ccf,Active,Tablet Web,159.23.151.115,2023-12-17T13:43:32Z,2023-12-20T16:43:32Z
208,426,081d5f33-268b-494f-a27c-fa6e8b98f1b9,Abandoned,Tablet Web,24.238.55.245,2025-03-05T19:59:15Z,2025-03-06T00:59:15Z
209,338,1b63fc6b-3393-4bdb-97a5-5d096bafc309,Active,Android App,73.211.52.122,2022-05-06T22:47:19Z,2022-05-12T08:47:19Z
210,181,51b48188-7f1b-40c7-9ad0-9518518fafa7,Converted,Mobile Web,117.57.77.126,2020-09-22T14:41:13Z,2020-09-24T05:41:13Z
211,54,b7b80a67-3b44-4e63-912e-b14443005d73,Abandoned,Mobile Web,211.122.119.55,2019-04-08T18:30:03Z,2019-04-09T00:30:03Z
212,219,f7a9e698-ae73-4799-bb69-70a804c6d10d,Deleted,Android App,208.230.203.18,2022-10-28T10:29:59Z,2022-11-13T14:29:59Z
213,206,0c18178e-b70c-4d84-9b87-a0d9bf81b5b3,Converted,Tablet Web,2.78.66.236,2022-07-04T00:10:46Z,2022-07-06T09:10:46Z
214,371,50790894-3cb2-4142-bdb0-10dde85f101e,Active,iOS App,118.14.17.23,2015-05-21T02:03:17Z,2015-05-22T22:03:17Z
215,319,e44c7b49-48e7-4bef-ab4e-42009ee731c6,Abandoned,Android App,213.175.34.116,2025-02-28T19:36:42Z,2025-03-01T05:36:42Z
216,353,7d28cd71-2ec4-4bd5-8140-2a5c511c7122,Abandoned,iOS App,143.126.113.181,2023-10-24T12:19:11Z,2023-10-24T13:19:11Z
217,334,f74d749a-0ad2-4d32-bc44-65a8ec65109c,Abandoned,Android App,64.185.154.9,2024-12-22T02:31:46Z,2024-12-22T04:31:46Z
218,410,89f83eb0-3d88-40be-9102-bc2076b94592,Abandoned,Android App,6.197.12.162,2025-01-11T02:48:39Z,2025-01-11T08:48:39Z
219,185,01393d40-1e9e-4918-afd4-770a00464800,Deleted,Tablet Web,158.5.25.131,2019-10-01T12:49:07Z,2019-10-02T22:49:07Z
220,496,0598fda6-07ea-4955-a3db-df6a50195fe4,Active,Mobile Web,47.255.166.1,2025-06-14T08:37:11Z,2025-06-16T23:37:11Z
221,405,eca9cc9d-a903-40b7-b5ba-210b2c4b7f14,Active,iOS App,47.82.168.4,2021-05-13T09:40:36Z,2021-05-15T23:40:36Z
222,304,399001aa-54e2-4204-8025-662b89dcb14c,Abandoned,Desktop Web,35.100.161.144,2024-07-04T06:51:45Z,2024-07-04T14:51:45Z
223,420,d9baab68-610a-4b57-ab83-41243e184942,Active,Mobile Web,149.135.47.135,2021-08-18T13:30:36Z,2021-08-21T16:30:36Z
224,167,a8825290-73b0-4c78-95c7-989a96e0d85b,Converted,Mobile Web,201.22.137.220,2022-07-12T08:39:04Z,2022-07-14T00:39:04Z
225,203,7f458f58-8aac-4225-9319-efe9800393f0,Abandoned,Android App,121.95.229.50,2021-10-28T11:58:46Z,2021-10-28T23:58:46Z
226,148,85a6f756-c099-454c-98e8-70df185c3454,Deleted,Android App,24.55.17.131,2022-08-26T06:32:41Z,2022-09-23T17:32:41Z
227,469,cbe79e44-389e-4857-aff8-0c435da95917,Converted,Mobile Web,223.18.234.71,2023-04-15T11:00:23Z,2023-04-18T07:00:23Z
228,206,26ddec5c-63e5-4188-9784-33aff30b4bae,Converted,iOS App,61.69.43.169,2024-10-03T13:48:26Z,2024-10-05T08:48:26Z
229,74,2b741405-9536-46b9-9c3b-f689c87fc71b,Converted,iOS App,166.233.121.190,2025-12-03T14:57:59Z,2025-12-05T23:57:59Z
230,225,0305f50b-3c25-4a54-953b-bd6c4ea3b72a,Active,Tablet Web,205.224.239.169,2017-04-15T19:21:52Z,2017-04-20T23:21:52Z
231,445,219789d6-b3fe-469a-a6bb-ca11adeb8820,Abandoned,Tablet Web,167.250.120.39,2022-03-06T18:33:07Z,2022-03-07T00:33:07Z
232,16,f89a7809-765a-4dc5-8892-3e9f29977fb4,Converted,Mobile Web,91.8.69.178,2019-06-29T16:34:07Z,2019-06-30T05:34:07Z
233,357,85cc9630-8095-4c76-90c1-aa79cfdae33f,Abandoned,iOS App,96.111.202.183,2025-07-15T13:52:08Z,2025-07-15T15:52:08Z
234,199,ff909cf9-4950-4f7a-9c3a-7b075890d9fa,Abandoned,Tablet Web,14.75.143.236,2021-11-21T21:31:45Z,2021-11-22T07:31:45Z
235,443,3a542bc0-e1ee-486f-8088-ef04a2641fdf,Abandoned,Android App,98.232.130.112,2025-04-20T21:18:45Z,2025-04-21T01:18:45Z
236,183,b7e8d053-43e4-40b2-8287-f7e7c9e681e1,Active,Mobile Web,43.98.228.214,2024-11-04T08:07:20Z,2024-11-05T03:07:20Z
237,119,9378777d-3ce1-48f0-b601-5a683297d834,Active,iOS App,55.95.64.201,2020-12-02T06:39:07Z,2020-12-05T11:39:07Z
238,183,550907a7-ed3a-4ba9-a5b3-22f05f958300,Active,Android App,7.6.139.91,2024-05-10T12:06:55Z,2024-05-13T16:06:55Z
239,174,8b345311-e212-4f90-a678-e9914e9be4df,Abandoned,Mobile Web,213.86.255.247,2025-09-25T04:23:04Z,2025-09-25T12:23:04Z
240,44,bc7b2c4e-265b-4eca-9cfd-ff20ef566e38,Active,Tablet Web,47.141.124.51,2025-11-29T15:14:15Z,2025-12-04T14:14:15Z
241,269,5c688129-31f5-406b-b031-0e80139a64f9,Converted,Desktop Web,139.134.146.62,2024-10-02T07:44:56Z,2024-10-04T22:44:56Z
242,230,b54e63a2-3295-479c-b8a2-a671d856940a,Abandoned,Android App,88.188.157.205,2023-11-06T15:35:32Z,2023-11-06T19:35:32Z
243,332,b910bae2-f712-4b15-932b-d80189f0dd25,Converted,Tablet Web,91.198.186.95,2024-08-10T04:08:47Z,2024-08-13T03:08:47Z
244,295,cd3d3231-f017-4ca2-9a8d-8d1bc81fe2fd,Converted,Android App,194.128.54.248,2018-11-21T03:42:43Z,2018-11-21T07:42:43Z
245,2,b39912be-6345-45b5-9f28-a44aac7fab17,Converted,Android App,206.224.47.14,2025-08-06T05:49:29Z,2025-08-07T00:49:29Z
246,135,01fef482-c9a6-4174-b561-9ff193fa8ae8,Converted,Android App,30.201.109.196,2025-07-17T17:34:18Z,2025-07-20T10:34:18Z
247,113,cbda8131-12ca-4762-9bbc-96e5bb408257,Converted,Tablet Web,208.141.197.173,2024-10-05T05:00:36Z,2024-10-06T23:00:36Z
248,240,c592cdbf-182f-4adc-beff-e4d7b90278b1,Abandoned,Android App,87.205.212.3,2025-03-30T23:58:43Z,2025-03-31T09:58:43Z
249,18,a5c3e500-ccfd-4086-91d7-470c97f95b77,Abandoned,Desktop Web,207.160.40.232,2025-12-21T23:07:55Z,2025-12-22T10:07:55Z
250,38,0598e95e-135c-4c22-85db-34716b64e827,Abandoned,Mobile Web,119.115.149.181,2023-05-07T03:29:02Z,2023-05-07T08:29:02Z
251,287,85fb8f66-5c99-4aa1-8f74-6f6d93b9263e,Deleted,iOS App,21.147.152.43,2025-08-24T12:20:39Z,2025-09-08T04:20:39Z
252,410,89f83eb0-3d88-40be-9102-bc2076b94592,Abandoned,Mobile Web,114.20.188.121,2025-01-11T02:48:59Z,2025-01-11T06:48:59Z
253,370,edab8083-8c9a-493f-81d0-a98e4bf1bc06,Active,Tablet Web,134.236.157.70,2024-05-10T18:08:11Z,2024-05-12T01:08:11Z
254,205,f9c52cff-100c-474a-ae4a-eecbe4060fbb,Active,Mobile Web,190.168.34.190,2020-03-17T10:25:12Z,2020-03-21T09:25:12Z
255,401,03f959aa-f209-405f-9fd5-a406ce1965da,Abandoned,iOS App,134.43.38.98,2025-10-16T14:35:41Z,2025-10-16T19:35:41Z
256,3,376a34fb-9761-4c84-a155-84ac935c4887,Abandoned,Desktop Web,155.31.225.109,2022-01-23T20:07:26Z,2022-01-24T05:07:26Z
257,72,6d2d5a1e-e2f9-4573-96c8-117e1f7f923e,Abandoned,iOS App,8.30.154.187,2025-09-20T02:45:19Z,2025-09-20T12:45:19Z
258,256,2093b494-fe4e-4dfb-8f55-639aebbe9ef3,Abandoned,Tablet Web,4.79.192.210,2022-09-08T16:47:25Z,2022-09-09T03:47:25Z
259,308,156b7a0c-09c2-49a5-8f89-fe4c2bbb1f2c,Active,Android App,4.121.158.34,2020-06-18T10:53:55Z,2020-06-21T06:53:55Z
260,359,d15dd940-ae98-4f8e-ba8b-ab882cfb853c,Deleted,Desktop Web,84.87.84.130,2018-09-27T15:28:11Z,2018-10-01T08:28:11Z
261,222,67f9eacd-e85f-4ffc-bc22-600479020ccc,Active,Tablet Web,105.95.152.158,2019-06-05T14:58:02Z,2019-06-08T01:58:02Z
262,453,6d5cac4b-c43e-481f-b21e-ca900e28d5f2,Active,Android App,82.69.17.70,2021-06-06T07:48:46Z,2021-06-06T15:48:46Z
263,60,169b334d-3025-4a09-a66a-f206e63e2c66,Active,Mobile Web,216.212.117.192,2021-11-22T14:24:37Z,2021-11-26T12:24:37Z
264,374,6e43c279-dea7-4fa9-9b9f-d4e10fbb3b6a,Converted,Mobile Web,149.156.199.161,2023-01-13T15:55:27Z,2023-01-15T14:55:27Z
265,304,399001aa-54e2-4204-8025-662b89dcb14c,Abandoned,Tablet Web,96.8.164.121,2024-07-04T06:55:05Z,2024-07-04T15:55:05Z
266,469,d8272e20-bebd-44b1-b468-4a519b112d5c,Abandoned,iOS App,191.83.42.137,2025-11-04T03:05:43Z,2025-11-04T15:05:43Z
267,376,0bcf92c1-3c1d-49ac-bc3a-15872603d3e3,Abandoned,Mobile Web,90.143.128.106,2025-06-07T13:12:26Z,2025-06-07T15:12:26Z
268,347,72cb5bee-2fee-4efc-a64f-c962f9b7411d,Converted,Tablet Web,139.99.184.134,2023-06-25T12:42:42Z,2023-06-27T11:42:42Z
269,325,8120a573-302a-469f-9c60-fab93618a9c9,Active,Tablet Web,100.70.0.232,2022-05-31T13:15:12Z,2022-06-03T05:15:12Z
270,84,4b27e262-bfa1-4238-8703-099900e3204d,Active,iOS App,72.64.61.24,2025-12-18T06:07:39Z,2025-12-20T16:07:39Z
271,461,85ec39e7-d4bb-4055-b6f9-64bcabdaafd5,Abandoned,Desktop Web,117.134.127.183,2022-12-12T19:00:48Z,2022-12-13T03:00:48Z
272,440,3a52e1de-1f5c-40e8-ada7-3d0d2753f22e,Abandoned,Desktop Web,6.34.122.242,2018-11-12T15:48:50Z,2018-11-12T19:48:50Z
273,87,5778300a-a83a-4fe2-b143-caffe70a0caf,Active,Tablet Web,85.162.12.71,2023-05-28T15:55:44Z,2023-05-28T21:55:44Z
274,223,4e15c1c6-4e6d-4adc-abec-724f9a7cc81a,Converted,Desktop Web,15.220.66.9,2025-03-29T23:26:52Z,2025-03-30T04:26:52Z
275,94,e6d89814-ceaf-4e33-8cc9-3e10edbacac7,Active,Desktop Web,15.131.45.37,2024-12-25T02:56:28Z,2024-12-30T12:56:28Z
276,303,ec0ebd5d-abc7-49d8-a5ba-6ac7d4ec8881,Converted,iOS App,155.201.0.35,2025-07-10T00:21:18Z,2025-07-10T21:21:18Z
277,189,b6dd930b-ef4d-4cc4-88f9-b22d7a38d92b,Abandoned,Tablet Web,8.63.53.158,2023-06-12T08:30:57Z,2023-06-12T16:30:57Z
278,196,400cec4f-e100-4a71-8a62-b528a25f57ba,Active,Desktop Web,37.69.250.11,2024-11-28T14:58:07Z,2024-12-02T14:58:07Z
279,73,9ad03502-b084-4951-9893-e78909de807e,Abandoned,Mobile Web,199.225.251.228,2025-10-18T02:37:49Z,2025-10-18T02:37:49Z
280,153,ac98f197-5a3f-4f7d-8bd9-928d03899b45,Active,Desktop Web,179.108.7.203,2022-05-21T19:46:09Z,2022-05-21T21:46:09Z
281,32,50929c04-36ee-4962-b504-0b094d11fa0f,Converted,Tablet Web,71.179.75.88,2025-08-06T23:09:24Z,2025-08-07T04:09:24Z
282,5,0e2dbc85-ecaf-4d22-8f0b-c2e136a536a5,Converted,Mobile Web,30.108.141.192,2021-06-22T13:54:05Z,2021-06-25T05:54:05Z
283,230,e20649c2-21b8-402c-be86-be5ef31c8150,Abandoned,Mobile Web,172.167.232.159,2023-05-27T19:49:50Z,2023-05-28T01:49:50Z
284,426,f1918be7-929f-46ab-8ab6-1d27927dbf51,Active,iOS App,179.40.210.178,2025-02-05T12:21:24Z,2025-02-09T15:21:24Z
285,229,3a1eff67-ff8a-4302-a956-336cd6c4b557,Converted,Tablet Web,57.94.222.111,2025-04-28T11:43:48Z,2025-04-28T22:43:48Z
286,307,1519027e-158d-4094-a0f2-1e2f4868f8a5,Active,iOS App,131.235.195.140,2025-07-09T13:44:44Z,2025-07-12T15:44:44Z
287,222,9dae246b-9142-42b1-b845-3cb05da95f89,Abandoned,Mobile Web,83.44.201.111,2021-06-23T06:10:49Z,2021-06-23T12:10:49Z
288,137,a4283b08-ffae-4d6f-b2ec-d621aceb0b00,Abandoned,Tablet Web,84.151.150.85,2023-04-29T20:16:34Z,2023-04-30T00:16:34Z
289,19,904f3d8b-6e1a-4188-a77a-3c9799074f11,Deleted,Android App,107.100.102.31,2025-11-06T12:35:08Z,2025-11-15T02:35:08Z
290,70,26c16783-9f56-4fdc-aff3-16f8a7042cd7,Abandoned,Android App,62.16.97.41,2025-10-03T13:11:15Z,2025-10-03T13:11:15Z
291,196,400cec4f-e100-4a71-8a62-b528a25f57ba,Active,Desktop Web,126.151.47.232,2024-11-28T14:58:10Z,2024-12-01T06:58:10Z
292,137,f451d1be-8bcb-4c28-a8e1-d14330fe995a,Deleted,Android App,86.81.15.185,2023-03-01T21:30:29Z,2023-03-28T21:30:29Z
293,10,be028a24-2ef2-4376-bf6c-7abc0ee35d29,Abandoned,iOS App,213.223.49.174,2022-06-16T05:22:45Z,2022-06-16T08:22:45Z
294,227,5c7cbd63-74ba-4f79-af16-198c041fd280,Abandoned,Desktop Web,163.185.67.227,2022-10-05T01:24:06Z,2022-10-05T06:24:06Z
295,415,c0ac79a0-d6a3-46ff-817d-cf478ae54b97,Abandoned,iOS App,134.3.106.179,2024-11-23T23:55:52Z,2024-11-24T01:55:52Z
296,16,1a79bda6-3c29-4d8d-8d5e-0446bb151ea7,Active,Tablet Web,45.247.203.132,2023-10-19T06:30:55Z,2023-10-23T04:30:55Z
297,473,c028f76c-2b3d-4ce3-a31b-39f6f6204f56,Abandoned,Mobile Web,21.44.243.237,2025-11-25T05:52:49Z,2025-11-25T16:52:49Z
298,328,b1f8bedb-1c02-4233-9715-11b067bc2b57,Active,Mobile Web,16.163.108.155,2025-10-11T11:53:02Z,2025-10-14T01:53:02Z
299,35,d39eb03c-3e96-4d67-9c5d-7aaf87bbf8e2,Abandoned,iOS App,98.255.11.43,2024-08-31T11:13:06Z,2024-08-31T15:13:06Z
300,338,2d29610b-f7ee-4153-9c9d-e6c3898103c4,Converted,Tablet Web,163.28.239.132,2023-12-27T22:26:14Z,2023-12-29T10:26:14Z
301,1,9514139f-297d-4312-a159-96136fde9694,Active,Mobile Web,36.179.6.34,2024-10-18T22:42:43Z,2024-10-19T09:42:43Z
302,349,442cf0a7-552b-4f39-a3ef-6625c71f9b3b,Deleted,iOS App,16.220.0.222,2019-03-24T13:39:52Z,2019-04-02T22:39:52Z
303,304,4c09fa30-103d-4f96-bca2-94eab3550491,Active,Android App,25.124.191.230,2024-01-16T03:15:03Z,2024-01-22T10:15:03Z
304,482,234f1595-59e8-4e52-bc30-847c9493406c,Deleted,Mobile Web,178.60.247.37,2025-06-08T16:13:40Z,2025-06-21T06:13:40Z
305,107,5279cbe3-751f-4c44-b386-0abbe2a182b6,Active,Android App,121.176.221.209,2023-11-05T06:09:53Z,2023-11-07T06:09:53Z
306,260,a84b4350-2205-4ca6-9ce7-10ba864caff0,Converted,Desktop Web,154.194.178.161,2025-04-29T04:52:47Z,2025-04-30T19:52:47Z
307,355,85e2be22-8cbc-4143-9687-fb30f2532030,Converted,iOS App,143.30.175.234,2023-10-21T05:12:39Z,2023-10-23T21:12:39Z
308,236,a8f7c3a9-b5dd-41b5-8d53-2246d15aa1e6,Active,iOS App,112.94.191.58,2022-10-21T13:26:44Z,2022-10-26T02:26:44Z
309,162,b863cb1c-3e25-4a00-a225-0bdc130f2465,Abandoned,iOS App,117.118.111.246,2024-07-21T04:45:15Z,2024-07-21T15:45:15Z
310,162,4e7e8bba-3646-4603-af45-e068b92b0c01,Converted,iOS App,73.49.64.158,2025-02-02T22:46:13Z,2025-02-03T01:46:13Z
311,448,df85d361-6c99-4660-af36-055dc1ffc6ad,Converted,Mobile Web,147.14.171.67,2020-10-13T07:16:44Z,2020-10-15T00:16:44Z
312,483,cdf6e488-1b54-473f-beab-3c14996a93a8,Deleted,Mobile Web,7.66.252.119,2025-11-24T18:53:25Z,2025-12-16T10:53:25Z
313,106,a1bc6816-d719-410e-8bb6-74ce46d4e459,Deleted,iOS App,189.234.251.186,2024-10-18T10:28:16Z,2024-11-11T10:28:16Z
314,481,fd973efe-d6dd-4d26-9c2a-2fb007210f65,Abandoned,Desktop Web,101.174.4.13,2023-06-15T00:51:52Z,2023-06-15T03:51:52Z
315,49,8ea2f0d1-57e0-4a03-bd58-be43a71619b9,Deleted,Mobile Web,74.118.222.108,2025-11-21T02:57:45Z,2025-12-05T16:57:45Z
316,139,2f67043f-dbf6-4733-bf6f-077dce442a26,Abandoned,Desktop Web,55.75.110.151,2019-09-22T01:43:10Z,2019-09-22T04:43:10Z
317,3,5748da89-c21d-4877-bfa6-2372e0747256,Active,iOS App,148.178.95.40,2022-01-01T18:14:32Z,2022-01-08T01:14:32Z
318,378,d5135a95-d3e1-4859-9cd7-c432c9351b7b,Deleted,Tablet Web,88.40.17.92,2025-12-06T07:56:19Z,2025-12-25T00:00:00Z
319,446,6e379e33-f439-47ac-a31a-d87654eefd1f,Active,iOS App,203.246.64.42,2025-02-08T05:38:52Z,2025-02-09T06:38:52Z
320,32,50929c04-36ee-4962-b504-0b094d11fa0f,Abandoned,Tablet Web,145.227.4.228,2025-08-06T23:10:30Z,2025-08-07T08:10:30Z
321,332,19f9f346-ab14-4c6a-9803-f5c5195c142e,Active,Tablet Web,58.51.51.191,2024-01-08T18:35:30Z,2024-01-10T02:35:30Z
322,21,3c8232b6-34f8-4ff1-8312-424a0116c87b,Abandoned,Android App,103.14.97.59,2025-02-05T07:11:09Z,2025-02-05T11:11:09Z
323,334,4c682492-d310-4ba5-aea5-938970f013c2,Converted,Mobile Web,104.0.230.34,2021-01-14T12:12:16Z,2021-01-14T20:12:16Z
324,281,509715ca-b014-49db-87b4-5a7d110641ec,Active,iOS App,217.149.219.156,2023-07-07T00:09:39Z,2023-07-13T11:09:39Z
325,2,b39912be-6345-45b5-9f28-a44aac7fab17,Active,Mobile Web,57.40.123.114,2025-08-06T05:54:55Z,2025-08-13T00:54:55Z
326,460,7eebd97c-9981-44d4-9fa8-0715e8bb0621,Active,Tablet Web,222.206.1.2,2025-08-27T17:14:34Z,2025-09-02T20:14:34Z
327,52,e1e7a723-0461-4e16-ae15-9ee74289d709,Abandoned,Desktop Web,161.81.30.46,2024-08-26T18:20:04Z,2024-08-26T21:20:04Z
328,405,94ceb061-2275-41e6-b5fe-177ef0ff226d,Converted,Android App,150.250.17.85,2021-01-25T20:14:02Z,2021-01-26T02:14:02Z
329,66,2f5c8e07-adbc-4b5a-8385-763a91036aaa,Deleted,iOS App,58.1.50.27,2025-05-02T11:41:07Z,2025-05-30T04:41:07Z
330,257,9dfdf7a6-bbd6-4c06-8727-d5a4d213ba1f,Active,Mobile Web,28.70.37.15,2021-06-05T03:24:24Z,2021-06-08T11:24:24Z
331,149,4f56b430-8ff8-4faa-86f5-0fd4c8705fee,Active,Android App,77.85.126.110,2025-10-28T00:08:32Z,2025-10-30T05:08:32Z
332,471,b2148b8c-193e-49e1-aae7-9151b0578d6b,Abandoned,Android App,69.49.64.163,2023-05-19T09:23:17Z,2023-05-19T15:23:17Z
333,490,de2f2a25-5c6d-4023-a56b-0e4b6d6cc846,Abandoned,iOS App,148.41.137.200,2023-03-18T15:11:04Z,2023-03-18T20:11:04Z
334,371,50790894-3cb2-4142-bdb0-10dde85f101e,Active,Android App,77.207.165.168,2015-05-21T02:03:05Z,2015-05-26T18:03:05Z
335,204,a2c8fb2b-1d5b-4a03-9c27-4317a6a932dc,Converted,Tablet Web,213.123.7.22,2018-06-11T09:16:51Z,2018-06-13T16:16:51Z
336,72,e93db1a2-c708-478a-823f-d4a7c1880564,Deleted,Tablet Web,38.152.92.97,2025-10-19T01:06:27Z,2025-11-11T00:06:27Z
337,49,8ea2f0d1-57e0-4a03-bd58-be43a71619b9,Converted,Android App,6.229.61.108,2025-11-21T02:58:09Z,2025-11-21T19:58:09Z
338,125,185a8276-219b-4d85-ad4c-0a464779b07c,Converted,Desktop Web,126.57.43.72,2025-01-24T20:00:23Z,2025-01-27T08:00:23Z
339,191,5e38257a-a1e5-4b9c-8d9c-6bbb77b91693,Deleted,Mobile Web,82.249.29.85,2024-09-23T03:23:00Z,2024-10-13T05:23:00Z
340,452,a37f8544-c73f-48e5-9a45-30f3ed4036b4,Converted,iOS App,64.11.74.197,2022-08-01T10:11:16Z,2022-08-03T13:11:16Z
341,271,a47611da-75ce-41f8-8c08-ae9c311e0c0d,Converted,Desktop Web,199.140.4.72,2025-04-16T11:43:05Z,2025-04-19T08:43:05Z
342,138,d233de76-1157-4af8-bef4-3d81b2a0f414,Active,Tablet Web,12.169.136.21,2025-06-13T04:18:24Z,2025-06-18T14:18:24Z
343,495,1d41d486-e816-4888-8ec4-13297f70e5ac,Active,Android App,121.208.242.101,2025-06-10T12:37:17Z,2025-06-11T23:37:17Z
344,247,9c163242-f43e-4b32-b689-29829ea5b2ed,Converted,iOS App,33.103.80.92,2021-05-08T13:27:29Z,2021-05-09T13:27:29Z
345,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,Abandoned,iOS App,23.159.6.182,2022-01-21T21:36:50Z,2022-01-22T02:36:50Z
346,63,bd260936-f37c-4999-886b-62ebc3505cbd,Deleted,Android App,194.239.239.234,2021-08-29T22:09:51Z,2021-09-26T01:09:51Z
347,43,acb439af-b877-40c2-a78b-0635f0b38fe4,Active,iOS App,153.112.142.148,2022-01-28T19:14:52Z,2022-01-29T17:14:52Z
348,276,df442eac-d763-4247-a786-64f733ce64ca,Abandoned,Android App,117.95.28.121,2025-09-01T14:45:36Z,2025-09-02T00:45:36Z
349,351,3f127a47-70a7-4391-8b16-e285d868411a,Converted,Android App,17.255.173.121,2025-10-06T02:56:14Z,2025-10-07T13:56:14Z
