session_ref,user_id,start_timestamp,end_timestamp,session_duration_sec,device_category,browser_name,traffic_source,geo_country,entry_page,exit_page,page_views,products_browsed,visitor_type,bounce_session,purchase_made,cart_abandoned,cart_items_count,session_revenue
cd4e253b-e6ef-415b-9b7c-864902fc5511,298,2025-06-15T13:19:50Z,2025-06-15T13:20:32Z,42,Tablet,Opera,Organic Search,US,/blog/post/summer-deals,/blog,5,4,Returning,False,False,False,0,0.0
5cd7e526-9d7e-43ba-8982-79521e423121,294,2024-09-19T22:28:16Z,2024-09-19T22:28:23Z,7,Mobile,Chrome,Organic Search,US,/products/category/electronics,/products/category/electronics,1,0,Returning,True,False,False,0,0.0
71edc578-725d-48f4-90b5-401464f220b6,163,2021-08-24T08:20:03Z,2021-08-24T08:25:00Z,297,Mobile,Samsung Browser,Organic Search,GB,/,/help,7,2,Returning,False,False,False,0,0.0
b9817e9a-fe76-496b-a681-2d9b62a8c96c,301,2023-10-09T14:10:40Z,2023-10-09T14:13:22Z,162,Mobile,Opera,Social Media,US,/blog,/account/orders,3,0,New,False,False,False,0,0.0
8b7c8f5f-bbe8-44d6-812f-f9d778f87e5f,143,2021-04-10T15:16:36Z,2021-04-10T15:17:01Z,25,Desktop,Chrome,Organic Search,US,/new-arrivals,/returns,2,0,New,False,False,False,0,0.0
e6ad592f-2cd9-4404-b218-3272041a4965,136,2025-11-26T16:34:49Z,2025-11-26T17:25:40Z,3051,Mobile,Opera,Referral,US,/products,/products/category/clothing,23,22,New,False,False,False,0,0.0
1dc188f9-8d08-45b2-a166-4ac6575cc827,99,2025-02-05T16:43:10Z,2025-02-05T16:59:19Z,969,Mobile,Firefox,Direct,US,/account/login,/account/orders,12,1,Returning,False,False,False,0,0.0
c8fb0f75-335e-4363-b1d6-a705dce305b8,491,2021-01-21T21:37:25Z,2021-01-21T21:57:57Z,1232,Mobile,Opera,Social Media,US,/home,/checkout,14,6,Returning,False,False,True,2,0.0
b6ea63ef-ab80-4471-91f3-55e6b57e73c6,203,2022-08-20T08:09:45Z,2022-08-20T08:19:38Z,593,Mobile,Opera,Paid Search,US,/account/register,/products/category/electronics,15,10,Returning,False,False,False,0,0.0
204beda7-30be-4903-b341-65e31f250275,133,2025-06-21T08:56:21Z,2025-06-21T09:28:10Z,1909,Mobile,Chrome,Organic Search,US,/account/login,/checkout/confirmation,39,29,Returning,False,True,False,2,475.35
cdbf6ba2-ebc8-4d96-b8e3-1a53c60d9ad7,164,2021-10-17T11:59:39Z,2021-10-17T12:17:10Z,1051,Mobile,Chrome,Organic Search,US,/new-arrivals,/home,23,22,New,False,False,False,0,0.0
7b017d4b-5da4-42cd-b68f-e64f8a2a5d67,323,2018-09-01T23:37:25Z,2018-09-01T23:37:48Z,23,Mobile,Edge,Paid Search,US,/blog/post/summer-deals,/products/category/clothing,3,0,New,False,False,False,0,0.0
95f27cf5-d443-4d50-a113-0e2d0b60ea56,369,2023-10-08T04:41:38Z,2023-10-08T04:44:29Z,171,Desktop,Safari,Direct,US,/bestsellers,/home,8,3,New,False,False,False,0,0.0
109a76f1-1ddc-4dde-8015-4d37612ceb49,324,2024-11-04T15:28:42Z,2024-11-04T15:36:35Z,473,Wearable,Chrome,Direct,US,/products/category/electronics,/order/thank-you,14,9,Returning,False,False,False,0,0.0
c1bed802-7a09-4691-9794-3bc05cd5ddae,238,2021-10-22T01:58:57Z,2021-10-22T02:24:30Z,1533,Mobile,Firefox,Direct,US,/about,/contact,11,8,Returning,False,False,False,0,0.0
1195ea94-d870-4b2a-9b5d-ccc3d9e29e04,346,2024-01-21T07:10:59Z,2024-01-21T07:25:50Z,891,Mobile,Firefox,Direct,CA,/blog,/checkout,7,1,Returning,False,False,True,1,0.0
4997bea3-40b9-4cf5-9b4e-5f7dd1cdfeb1,231,2025-01-17T05:50:05Z,2025-01-17T06:02:01Z,716,Mobile,Safari,Direct,US,/,/checkout,9,1,New,False,False,True,1,0.0
9fec2fa6-3373-401e-a354-8e76c5fe0b8e,206,2025-12-09T12:58:15Z,2025-12-09T13:31:12Z,1977,Mobile,Firefox,Organic Search,US,/about,/products,54,38,Returning,False,False,True,5,0.0
4971e36e-14fa-4e00-af1c-3ba25f42e53f,189,2025-07-22T22:04:11Z,2025-07-22T22:05:01Z,50,Mobile,Samsung Browser,Organic Search,CA,/contact,/checkout,2,1,Returning,False,False,False,0,0.0
e54a569b-80f0-4951-9322-96e731c6eedf,168,2025-09-04T13:17:52Z,2025-09-04T13:24:29Z,397,Mobile,Safari,Paid Search,US,/home,/cart,3,2,New,False,False,False,0,0.0
2f6ec376-aba9-4561-ba6e-3f11ecf4eacb,45,2025-10-14T22:53:44Z,2025-10-14T22:54:26Z,42,Desktop,Safari,Direct,FR,/,/order/thank-you,2,0,Returning,False,False,False,0,0.0
6fbfba24-1eeb-442a-b1e4-cd81714904fb,26,2024-12-03T21:55:56Z,2024-12-03T21:56:49Z,53,Mobile,Edge,Direct,US,/home,/cart,2,1,New,False,False,True,1,0.0
23844790-c63c-443f-9863-fe4e37b464e1,139,2025-09-30T22:16:41Z,2025-09-30T22:25:38Z,537,Smart TV,Chrome,Social Media,US,/products,/cart,8,5,Returning,False,False,True,2,0.0
eb40a8ee-0b09-4269-88e3-be91999c1da2,409,2024-06-25T01:53:01Z,2024-06-25T01:53:32Z,31,Mobile,Chrome,Social Media,JP,/,/order/thank-you,2,1,Returning,False,False,False,0,0.0
12eb6c61-9378-4535-bcba-a4f8698aee0e,83,2017-09-08T17:08:59Z,2017-09-08T17:09:44Z,45,Mobile,Safari,Paid Search,US,/sale,/,2,1,Returning,False,False,False,0,0.0
75398bb1-a68c-4fae-b4aa-e3a0fd75e209,79,2025-10-11T16:39:25Z,2025-10-11T17:09:59Z,1834,Mobile,Samsung Browser,Direct,CA,/blog,/checkout/confirmation,50,25,Returning,False,False,False,0,0.0
7eb2ddb7-3839-4abf-bff6-0ed58d91d913,471,2024-12-07T20:57:25Z,2024-12-07T20:58:24Z,59,Desktop,Chrome,Email,US,/sale,/products/category/electronics,5,2,Returning,False,False,False,0,0.0
0016a26e-1bd2-48b4-aa33-a75d4cfe0966,425,2025-01-30T10:52:32Z,2025-01-30T10:55:27Z,175,Tablet,Chrome,Organic Search,US,/about,/,6,1,New,False,False,False,0,0.0
f4050471-2edb-447c-9a0d-fb74f51ce252,295,2023-02-23T02:47:33Z,2023-02-23T03:00:32Z,779,Mobile,Samsung Browser,Direct,US,/account/login,/checkout/confirmation,29,20,New,False,False,False,0,0.0
0fa013a3-6d06-48f8-a016-de8278fb16db,278,2025-08-21T20:52:52Z,2025-08-21T21:47:15Z,3263,Mobile,Safari,Organic Search,US,/blog,/products,59,15,Returning,False,False,True,3,0.0
63d25bde-bf20-4fcb-8a49-037e8a5fd531,207,2024-12-02T18:26:46Z,2024-12-02T18:27:23Z,37,Mobile,Opera,Direct,US,/search,/blog,4,2,New,False,False,False,0,0.0
c0e63925-396d-49db-9379-cc6dd5e10370,408,2025-11-28T08:55:56Z,2025-11-28T09:24:17Z,1701,Desktop,Chrome,Social Media,US,/products,/order/thank-you,29,11,Returning,False,True,False,3,231.21
2eb4608f-047a-46ea-9c5b-7e2c468e06dd,40,2017-10-05T20:10:45Z,2017-10-05T23:15:16Z,11071,Mobile,Samsung Browser,Social Media,US,/products/category/electronics,/help,55,25,Returning,False,False,False,0,0.0
1d1f8335-a513-4b33-aae8-fde44318737b,55,2018-11-18T09:13:00Z,2018-11-18T09:38:56Z,1556,Mobile,Chrome,Direct,US,/products/category/home-garden,/products,16,12,Returning,False,False,True,3,0.0
6a21e086-e9ee-44ed-86a0-8023858fa9ed,329,2024-03-27T05:09:07Z,2024-03-27T05:13:55Z,288,Smart TV,Chrome,Direct,US,/blog/post/summer-deals,/cart,10,8,New,False,False,True,8,0.0
05c044cd-28ca-4e52-92f2-a6f810b94ed2,185,2025-06-09T12:17:10Z,2025-06-09T12:17:15Z,5,Desktop,Chrome,Social Media,US,/blog/post/summer-deals,/products,3,2,Returning,False,False,False,0,0.0
2b701edd-4286-49cd-8cf5-0825744ec5d0,358,2024-08-05T18:43:49Z,2024-08-05T18:57:49Z,840,Tablet,Samsung Browser,Paid Search,US,/,/products,24,23,New,False,False,False,0,0.0
ee73438f-7a71-4460-926f-a90677940603,11,2024-05-29T07:42:08Z,2024-05-29T07:42:32Z,24,Desktop,Edge,Direct,US,/products/category/clothing,/checkout/confirmation,3,2,Returning,False,True,False,1,498.06
d03b73d8-3bb6-47e5-8c6f-0042f311e8a3,127,2019-06-27T22:50:21Z,2019-06-27T22:55:17Z,296,Mobile,Safari,Direct,US,/products/category/electronics,/order/success,13,4,Returning,False,False,False,0,0.0
ce85ebd3-33f1-4408-a214-c2a14fcd064d,228,2023-12-17T07:11:24Z,2023-12-17T07:12:07Z,43,Mobile,Firefox,Direct,US,/bestsellers,/blog,5,3,Returning,False,False,False,0,0.0
be2806a9-421b-4db6-bb6a-64d397dbf9e3,5,2022-11-09T22:09:50Z,2022-11-09T22:10:12Z,22,Tablet,Chrome,Referral,US,/,/order/thank-you,4,3,Returning,False,True,False,3,369.85
86ab81e4-6c5f-418e-9527-d6bdd045c16f,54,2022-01-21T21:34:00Z,2022-01-21T21:40:06Z,366,Mobile,Firefox,Email,US,/about,/cart,3,2,New,False,False,True,2,0.0
d612ed51-b9af-45dc-af77-52e2f73a253f,434,2018-09-22T19:25:48Z,2018-09-22T19:36:34Z,646,Wearable,Safari,Organic Search,US,/products/category/home-garden,/checkout,11,1,New,False,False,True,1,0.0
a9560918-279c-4e22-b2c0-f4369bb96b5e,366,2020-10-07T01:35:38Z,2020-10-07T01:46:03Z,625,Smart TV,Safari,Social Media,US,/home,/products,19,14,Returning,False,False,True,5,0.0
96e819b3-bd33-4e12-8ae7-32157da38710,367,2025-11-01T22:43:19Z,2025-11-02T00:30:55Z,6456,Smart TV,Chrome,Social Media,US,/about,/checkout/confirmation,23,2,Returning,False,False,False,0,0.0
332a6062-9a96-4099-b202-fae6053752e1,167,2024-05-10T14:05:05Z,2024-05-10T14:05:38Z,33,Desktop,Safari,Organic Search,US,/,/order/thank-you,2,1,Returning,False,False,False,0,0.0
560b2a2a-3c8e-47c9-9747-87cc0b175bcd,134,2020-07-12T13:09:36Z,2020-07-12T13:22:39Z,783,Desktop,Chrome,Email,US,/products/category/home-garden,/checkout,30,28,Returning,False,False,False,0,0.0
370037c1-b66a-43cf-86b9-9d1fbaaba7e3,319,2019-10-21T21:12:00Z,2019-10-21T23:32:33Z,8433,Desktop,Chrome,Email,CA,/products,/blog,55,36,Returning,False,False,False,0,0.0
8e8680cc-7e8d-4bc5-9f76-68230ae73453,57,2024-09-17T04:21:22Z,2024-09-17T04:22:40Z,78,Desktop,Edge,Social Media,US,/blog,/products,4,2,New,False,False,False,0,0.0
9514139f-297d-4312-a159-96136fde9694,1,2024-10-18T22:41:41Z,2024-10-18T22:51:44Z,603,Desktop,Firefox,Organic Search,US,/blog,/order/success,16,5,New,False,False,False,0,0.0
b3d78c0e-7aff-49cf-8c76-9c1271e56b96,374,2022-06-20T11:44:08Z,2022-06-20T11:44:45Z,37,Mobile,Firefox,Paid Search,US,/,/order/thank-you,3,2,Returning,False,False,False,0,0.0
c0d1e105-f2d2-4a5b-827c-d24ec583a671,360,2025-12-02T09:31:39Z,2025-12-02T09:31:51Z,12,Desktop,Safari,Social Media,US,/blog,/account,3,1,Returning,False,False,False,0,0.0
6d6fe197-4044-4c02-bd97-114e24d50d42,496,2025-04-15T01:54:50Z,2025-04-15T02:08:36Z,826,Desktop,Chrome,Paid Search,US,/account/register,/contact,21,11,Returning,False,False,False,0,0.0
1c545948-b708-4ce2-a324-dcc408286688,341,2023-09-24T03:57:28Z,2023-09-24T03:57:48Z,20,Smart TV,Safari,Paid Search,CA,/bestsellers,/blog,2,0,Returning,False,False,False,0,0.0
0e1287b7-2345-4ba5-b3d7-efaeebd30ba5,323,2024-12-08T13:33:10Z,2024-12-08T14:32:46Z,3576,Tablet,Edge,Paid Search,US,/products/category/electronics,/products/category/electronics,92,42,Returning,False,False,False,0,0.0
db8eb7d7-cc8f-498f-8a4e-6028a3e8f0d4,452,2022-05-27T20:48:26Z,2022-05-27T21:15:03Z,1597,Desktop,Chrome,Direct,US,/blog,/cart,12,4,Returning,False,False,False,0,0.0
a0a2d26c-5d78-4fdf-ba86-f67416f701ba,17,2024-12-06T06:23:50Z,2024-12-06T06:35:57Z,727,Tablet,Safari,Referral,US,/search,/home,25,20,Returning,False,False,False,0,0.0
b73e9d4a-77a9-4ae1-9e21-f12ce70e33f6,430,2025-10-03T11:07:54Z,2025-10-03T13:47:15Z,9561,Desktop,Chrome,Social Media,US,/blog,/products,96,31,Returning,False,False,False,0,0.0
993a4945-0b69-426e-b63b-414c7719dd62,250,2024-10-29T22:32:50Z,2024-10-29T23:43:28Z,4238,Desktop,Opera,Organic Search,GB,/products/category/electronics,/contact,22,21,Returning,False,False,False,0,0.0
9ee4dd7f-c253-4170-9c8f-be8807803701,467,2025-09-17T13:22:29Z,2025-09-17T13:23:55Z,86,Desktop,Chrome,Social Media,US,/bestsellers,/account,3,0,New,False,False,False,0,0.0
96770c80-f8ce-4a6e-bd2e-81bb2350ff39,8,2017-10-02T21:06:13Z,2017-10-02T21:13:01Z,408,Mobile,Opera,Paid Search,US,/blog,/checkout,14,2,Returning,False,False,False,0,0.0
25ce8889-967e-4072-b08a-27510625ab8b,165,2025-06-07T19:26:44Z,2025-06-07T19:39:11Z,747,Desktop,Edge,Organic Search,US,/new-arrivals,/cart,13,9,New,False,False,True,3,0.0
a98f621d-c4eb-43d8-ae7d-2253d52b6dc6,252,2022-09-08T08:12:01Z,2022-09-08T08:49:31Z,2250,Tablet,Opera,Organic Search,US,/products/category/clothing,/home,57,22,Returning,False,False,False,0,0.0
3372f14e-33c3-4d2b-b262-f4a4998a98a5,20,2024-09-29T15:25:19Z,2024-09-29T15:25:36Z,17,Mobile,Edge,Organic Search,US,/blog,/blog,1,0,New,True,False,False,0,0.0
f4fd4be2-5950-40a5-9ef9-382776407bf9,59,2024-07-29T01:21:27Z,2024-07-29T01:22:14Z,47,Desktop,Opera,Organic Search,US,/products/category/electronics,/contact,2,1,Returning,False,False,False,0,0.0
aee84db3-b118-4c1f-a4d7-74584a939496,480,2020-10-12T18:46:25Z,2020-10-12T19:38:21Z,3116,Desktop,Safari,Direct,US,/,/order/thank-you,47,18,Returning,False,False,False,0,0.0
da850160-e719-43b7-af9a-8b14d8b15c7d,497,2024-04-10T17:00:19Z,2024-04-10T17:38:32Z,2293,Desktop,Chrome,Display Ads,US,/bestsellers,/order/thank-you,52,27,Returning,False,True,False,8,274.08
afa75664-2713-4546-9565-7755057f73bd,490,2025-09-06T11:26:36Z,2025-09-06T11:27:07Z,31,Tablet,Safari,Social Media,CA,/blog,/order/success,4,3,Returning,False,True,False,2,414.16
5bfef596-3e7a-4a25-905a-10fce17f367a,381,2024-12-30T21:59:13Z,2024-12-30T22:15:24Z,971,Mobile,Samsung Browser,Organic Search,US,/products/category/electronics,/contact,19,11,Returning,False,False,False,0,0.0
1236b5ab-dda2-4481-a08a-be0e277f1fb4,240,2023-01-03T18:09:42Z,2023-01-03T18:23:00Z,798,Mobile,Edge,Direct,US,/home,/products,6,1,Returning,False,False,True,1,0.0
c592cdbf-182f-4adc-beff-e4d7b90278b1,240,2025-03-30T23:58:41Z,2025-03-30T23:58:53Z,12,Mobile,Samsung Browser,Organic Search,US,/products/category/home-garden,/products,3,2,Returning,False,False,False,0,0.0
302efe69-ba82-4241-b5c2-b9d438a46ffc,303,2023-11-12T11:59:48Z,2023-11-12T12:00:47Z,59,Mobile,Chrome,Social Media,US,/products/category/clothing,/checkout,5,0,Returning,False,False,False,0,0.0
5c5f714c-3fa3-4cba-98b7-c30b71f8775c,268,2021-12-24T12:29:03Z,2021-12-24T12:56:27Z,1644,Desktop,Chrome,Organic Search,US,/products/category/clothing,/checkout/confirmation,20,17,Returning,False,False,False,0,0.0
4df0ce1d-ac22-4a07-a7bb-27cd985c88c1,34,2022-03-03T16:01:00Z,2022-03-03T16:10:50Z,590,Tablet,Samsung Browser,Direct,SE,/new-arrivals,/products/category/clothing,5,3,New,False,False,False,0,0.0
6fa941b1-33f0-44da-9094-3ce4a2642784,218,2024-03-13T01:27:16Z,2024-03-13T01:40:54Z,818,Tablet,Firefox,Paid Search,CA,/search,/products/category/electronics,18,0,New,False,False,False,0,0.0
1d8ab7d7-55f8-4ae7-865a-43a4f6097162,83,2023-05-10T00:09:09Z,2023-05-10T00:47:32Z,2303,Mobile,Firefox,Organic Search,US,/,/products/category/electronics,42,30,Returning,False,False,False,0,0.0
19527be4-0b71-4021-8672-7218805fef7f,232,2022-06-04T22:47:54Z,2022-06-04T22:48:19Z,25,Desktop,Chrome,Email,US,/products/category/clothing,/products,5,1,New,False,False,True,1,0.0
c11ad3d0-bfa6-4e62-b967-25f1e906646c,269,2019-04-12T01:42:20Z,2019-04-12T01:43:06Z,46,Desktop,Chrome,Paid Search,US,/home,/help,3,1,Returning,False,False,False,0,0.0
c1d23cd9-d8f6-4971-881a-8cde9ffc6b0f,176,2022-11-02T18:12:57Z,2022-11-02T18:14:07Z,70,Desktop,Chrome,Email,US,/products,/account/orders,5,2,New,False,False,False,0,0.0
2f16def6-dd08-483c-958e-5b10480e1340,77,2025-01-20T01:27:26Z,2025-01-20T01:54:19Z,1613,Mobile,Samsung Browser,Social Media,US,/products,/order/thank-you,16,8,New,False,True,False,7,51.52
81bfe0df-32ba-4c30-a208-ee9798809efb,323,2024-08-23T14:54:55Z,2024-08-23T14:55:28Z,33,Mobile,Samsung Browser,Organic Search,US,/account/login,/cart,5,3,Returning,False,False,True,1,0.0
ae013c4b-6637-45ca-9ad7-ec873d4e01d9,245,2024-01-27T14:48:21Z,2024-01-27T14:54:13Z,352,Mobile,Safari,Organic Search,GB,/bestsellers,/checkout,14,7,Returning,False,False,False,0,0.0
f0b9848c-d638-4fa5-83a9-b3f2d91c3dc8,217,2016-05-19T19:53:03Z,2016-05-19T21:18:03Z,5100,Mobile,Opera,Referral,US,/,/account/orders,70,3,New,False,False,False,0,0.0
c0ff8bd9-db43-4e26-a50a-8fdd3e2b9c3f,383,2021-10-19T11:08:06Z,2021-10-19T11:08:53Z,47,Mobile,Firefox,Organic Search,US,/products/category/home-garden,/cart,3,2,New,False,False,True,1,0.0
5ed45c0c-eeb5-4a22-8b7d-6f9135614937,325,2024-05-29T06:45:56Z,2024-05-29T07:33:14Z,2838,Mobile,Firefox,Direct,US,/search,/account,52,40,New,False,False,False,0,0.0
616a7c54-4ef4-4ee2-902f-376033e9eb92,395,2024-03-23T02:02:00Z,2024-03-23T02:02:14Z,14,Mobile,Samsung Browser,Direct,CA,/home,/home,1,0,Returning,True,False,False,0,0.0
87d68c66-e06e-4831-a87f-a0fcf5348033,148,2017-04-21T20:49:38Z,2017-04-21T21:02:54Z,796,Mobile,Edge,Organic Search,US,/sale,/order/thank-you,26,11,Returning,False,True,False,4,469.34
85ec39e7-d4bb-4055-b6f9-64bcabdaafd5,461,2022-12-12T18:53:47Z,2022-12-12T19:04:34Z,647,Desktop,Safari,Paid Search,US,/account/register,/,28,21,Returning,False,False,False,0,0.0
a8825290-73b0-4c78-95c7-989a96e0d85b,167,2022-07-12T08:26:17Z,2022-07-12T09:12:32Z,2775,Mobile,Samsung Browser,Organic Search,US,/new-arrivals,/products,48,39,Returning,False,False,False,0,0.0
574188b5-a352-488a-8d33-d491194c09bb,143,2024-05-04T19:10:20Z,2024-05-04T19:11:17Z,57,Desktop,Chrome,Organic Search,US,/products/category/sports,/help,4,3,Returning,False,False,False,0,0.0
20250ddc-ce05-4efe-beaa-22ee1485eac4,97,2025-10-05T15:15:23Z,2025-10-05T15:23:54Z,511,Desktop,Chrome,Email,CA,/new-arrivals,/products,3,2,New,False,False,False,0,0.0
4e00f5ce-a4c1-4245-b132-42bf1dff76a8,216,2024-05-28T20:18:20Z,2024-05-28T20:30:44Z,744,Wearable,Safari,Social Media,CA,/account/register,/cart,7,1,Returning,False,False,False,0,0.0
96994b4b-b54a-41ed-8dfc-18ff5069df41,348,2025-02-08T08:55:12Z,2025-02-08T09:08:03Z,771,Mobile,Edge,Direct,US,/products/category/clothing,/checkout,29,1,Returning,False,False,True,1,0.0
e55f922c-1c2d-49ae-b170-f05e089278cc,182,2024-03-20T23:01:41Z,2024-03-20T23:02:07Z,26,Tablet,Edge,Social Media,US,/products,/checkout,5,4,New,False,False,False,0,0.0
14bfeae9-3a74-4ff4-a37d-4656c3a6b2f3,454,2020-09-19T09:44:50Z,2020-09-19T09:55:02Z,612,Mobile,Edge,Paid Search,US,/new-arrivals,/blog,23,7,New,False,False,False,0,0.0
e2fe4991-8e9b-4f1b-b54c-8f79bccdbd63,358,2021-11-18T18:17:26Z,2021-11-18T18:26:15Z,529,Mobile,Edge,Social Media,US,/search,/help,8,2,Returning,False,False,False,0,0.0
0d1d0c77-8350-4682-bf8d-32f29dfa8741,459,2025-12-13T23:00:44Z,2025-12-13T23:12:17Z,693,Tablet,Samsung Browser,Referral,US,/products,/products/category/clothing,13,5,Returning,False,False,False,0,0.0
fb5a267a-0f92-4d34-aab0-7fec4781131a,124,2022-01-20T15:37:52Z,2022-01-20T15:41:11Z,199,Desktop,Safari,Direct,US,/search,/checkout/confirmation,3,2,New,False,False,False,0,0.0
8adbb383-3f10-4396-9448-09f3768aaccb,175,2025-12-15T00:49:27Z,2025-12-15T00:49:56Z,29,Tablet,Opera,Social Media,US,/products/category/electronics,/checkout,4,2,Returning,False,False,True,2,0.0
807004b7-0eb4-4105-b309-96bf5d332b05,488,2021-12-02T07:32:54Z,2021-12-02T07:57:11Z,1457,Desktop,Safari,Organic Search,IT,/about,/checkout/confirmation,30,14,Returning,False,True,False,7,133.64
a4b0a452-48ae-4bb1-93d5-f50bdb023881,122,2025-05-21T14:30:40Z,2025-05-21T15:16:21Z,2741,Desktop,Chrome,Organic Search,US,/products,/blog,66,43,New,False,False,False,0,0.0
a0e0af4b-2393-4aa7-a22f-707611bc7904,281,2021-12-13T09:19:02Z,2021-12-13T09:19:36Z,34,Tablet,Edge,Paid Search,AU,/,/order/success,2,0,New,False,False,False,0,0.0
4b078022-1255-41cd-9eda-6b4c07138668,257,2022-02-18T00:45:06Z,2022-02-18T00:59:02Z,836,Desktop,Firefox,Paid Search,US,/blog,/contact,14,5,New,False,False,False,0,0.0
5bb59915-1c37-4fc4-b802-1e5724b599f0,122,2025-09-27T15:49:17Z,2025-09-27T16:09:44Z,1227,Desktop,Chrome,Social Media,US,/account/register,/products,21,5,Returning,False,False,True,2,0.0
edab8083-8c9a-493f-81d0-a98e4bf1bc06,370,2024-05-10T18:07:52Z,2024-05-10T18:08:17Z,25,Tablet,Opera,Organic Search,CA,/search,/products/category/clothing,4,1,Returning,False,False,False,0,0.0
cbe79e44-389e-4857-aff8-0c435da95917,469,2023-04-15T11:00:10Z,2023-04-15T11:00:57Z,47,Mobile,Samsung Browser,Organic Search,US,/products/category/sports,/checkout/confirmation,5,0,New,False,False,False,0,0.0
c005f15e-5f59-4de4-9580-6d611d4d5f48,393,2024-08-23T09:34:22Z,2024-08-23T09:41:52Z,450,Mobile,Samsung Browser,Direct,FR,/products/category/home-garden,/account,11,6,New,False,False,False,0,0.0
9c163242-f43e-4b32-b689-29829ea5b2ed,247,2021-05-08T13:26:36Z,2021-05-08T13:28:05Z,89,Desktop,Chrome,Social Media,US,/products/category/home-garden,/checkout,3,1,New,False,False,True,1,0.0
65809976-5b25-42ae-9f2e-b915b2ecee6c,348,2025-02-27T14:20:10Z,2025-02-27T14:35:02Z,892,Tablet,Samsung Browser,Direct,CA,/account/login,/checkout,15,14,Returning,False,False,True,3,0.0
42f0a93a-5555-4164-a47e-ff8345d62d5d,337,2025-05-15T05:24:59Z,2025-05-15T05:31:46Z,407,Desktop,Safari,Social Media,CA,/products/category/home-garden,/checkout,5,3,Returning,False,False,False,0,0.0
9287ec2a-3fb1-45cb-bdb3-d361df997b95,288,2025-05-31T14:46:15Z,2025-05-31T14:47:05Z,50,Mobile,Edge,Organic Search,US,/account/register,/help,3,1,New,False,False,False,0,0.0
a9a3dbca-d31e-4580-8b59-4d29aac591f7,317,2024-10-10T18:04:48Z,2024-10-10T21:07:38Z,10970,Tablet,Firefox,Direct,CA,/contact,/products,23,13,Returning,False,False,False,0,0.0
64238f92-eef3-4481-9100-386f1689f81f,417,2023-09-25T14:12:53Z,2023-09-25T14:55:10Z,2537,Tablet,Firefox,Organic Search,US,/account/register,/products/category/electronics,53,24,New,False,False,False,0,0.0
c8f0f214-f57f-4e7c-8506-4f6d9f15452d,352,2023-03-17T23:45:05Z,2023-03-17T23:49:58Z,293,Mobile,Samsung Browser,Organic Search,US,/search,/account/orders,14,2,New,False,False,False,0,0.0
14a61e76-e23f-4677-b78f-107b5592dd27,487,2025-11-13T17:38:08Z,2025-11-13T17:46:21Z,493,Tablet,Safari,Direct,US,/account/login,/home,8,4,Returning,False,False,False,0,0.0
5443b350-f91d-4f24-93a2-68647955f3ed,217,2015-09-20T19:25:21Z,2015-09-20T19:27:21Z,120,Mobile,Samsung Browser,Organic Search,US,/account/register,/order/thank-you,11,0,Returning,False,False,False,0,0.0
89516f73-e7e1-427a-94b9-2b8a7098f860,262,2023-10-25T04:16:00Z,2023-10-25T04:16:27Z,27,Mobile,Opera,Organic Search,CA,/products/category/sports,/account/orders,2,0,Returning,False,False,False,0,0.0
d18a5dea-334f-4e22-b96c-c2c6ea34e622,109,2025-06-27T23:29:09Z,2025-06-27T23:29:39Z,30,Desktop,Chrome,Direct,CA,/contact,/contact,5,0,New,False,False,False,0,0.0
56e2669b-a342-4cb3-ac4f-2b07e24b5591,319,2022-03-06T07:07:02Z,2022-03-06T07:17:57Z,655,Desktop,Chrome,Display Ads,CA,/about,/,15,9,Returning,False,False,False,0,0.0
b25d783f-371b-4525-93f3-b38caf568120,169,2024-06-07T03:19:16Z,2024-06-07T03:29:52Z,636,Desktop,Chrome,Organic Search,US,/about,/checkout/confirmation,14,1,Returning,False,False,False,0,0.0
86a5b4a2-cc0f-4dd5-971b-471f5a2c808b,70,2025-09-12T23:48:53Z,2025-09-12T23:49:01Z,8,Smart TV,Chrome,Direct,US,/products,/checkout/confirmation,2,0,Returning,False,False,False,0,0.0
54edd0a6-b807-4282-827f-b5a4f9bd80f4,157,2023-02-11T17:32:40Z,2023-02-11T17:32:54Z,14,Mobile,Safari,Organic Search,US,/new-arrivals,/new-arrivals,1,0,Returning,True,False,False,0,0.0
8d94def3-ecc1-409b-81d5-2a43e123129b,243,2018-10-01T00:50:37Z,2018-10-01T01:15:16Z,1479,Mobile,Chrome,Organic Search,US,/bestsellers,/checkout/confirmation,26,7,New,False,False,False,0,0.0
c22d01b9-9467-46ba-8331-cc048668f628,466,2022-12-05T05:01:13Z,2022-12-05T05:01:30Z,17,Wearable,Safari,Organic Search,US,/home,/products,2,1,New,False,False,False,0,0.0
6db555e4-ea73-4a72-8fb7-b46b04c3af05,190,2025-02-20T03:14:09Z,2025-02-20T03:20:33Z,384,Desktop,Chrome,Organic Search,CA,/products/category/clothing,/order/thank-you,7,0,New,False,False,False,0,0.0
bce5a8c7-821e-44a5-942f-9879c43bf6f7,171,2025-09-01T13:17:40Z,2025-09-01T13:28:48Z,668,Mobile,Chrome,Organic Search,US,/account/login,/account/orders,28,7,New,False,False,False,0,0.0
fb8ca690-8f8a-41f0-9e42-84705c76806d,38,2023-11-13T21:01:17Z,2023-11-13T21:09:39Z,502,Desktop,Firefox,Paid Search,US,/products/category/electronics,/cart,5,3,New,False,False,False,0,0.0
