order_item_id,order_id,product_id,discount_amount,product_cost,quantity
  4994  ,ORD_291,PROD_1857,0,73.19,30.75
117,  ORD_2145  ,PROD_1009,0,279.09,43.86
931,  ORD_1856  ,PROD_1079,0,113.47,37.85
174,ORD_431,PROD_1646,1648.75,193.72,
2360,ORD_2483,PROD_1671,46.79,261.07,
1088,ORD_1701,PROD_1016,0,45.19,
  1244  ,ORD_2342,PROD_1996,  0  ,80.32,15.85
2215,ORD_529,,Free shipping,-43.39,
3286,ORD_465,PROD_1056,0,209.44,218.67
2583,ORD_1253,  PROD_1012  ,765.86,171.16,
486,ord_1876,PROD_1231,171.24,116.48,156.03
1972,ORD_1032,PROD_1004,0,8.82,
3541,ORD_1982,PROD_1004,0,8.93,8.68
2673,ord_2334,PROD_1272,0,186.78,32.46
207,ORD_779,PROD_1143,7.23,18.08,
1019,ORD_2140,PROD_1871,39.76,153.03,12.77
1955,ORD_615,PROD_1791,,,0
2538,  ORD_1109  ,PROD_1748,0,170.96,
2702,ORD_654,PROD_1014,28.07,83.81,11.6
3939,ORD_1617,PROD_1366,18.93,96.88,  7.18  
3472,ORD_2595,PROD_1118,0,156.47,
1748,ORD_380,PROD_1961,0,123.08,55.59
4465,ORD_931,,SALE,-33.36,
483,ORD_186,  PROD_1906  ,0,144.66,
3658,ORD_2131,PROD_1006,0,174.4,
3327,ORD_1571,PROD_1386,30.29,62.93,18.26
4522,  ORD_259  ,PROD_1642,0,293.11,99.19
1052!,ORD_1527,PROD_1129,70.57,36.48,
2448,ORD_1593,PROD_1267,7.86,64.05,13.29
206,ORD_2050,PROD_1552,  0  ,142.69,16.49
1581,ORD_1833,PROD_1779,38.13,161.97,
1768,ORD_1610,PROD_1008,0,109.58,
444,ORD_112,PROD_1715,0,18.93,5.31
1331,  ORD_345  ,PROD_1016,0,44.79,15.17
4065,ORD_1055,PROD_1959,  0.001  ,9999.99,
2013,ORD_1136,PROD_1726,30.05,82.25,6.54
460,ORD_999999,,Free shipping,-42,
1053,ORD_1325,PROD_1192,0,197.33,
518,ORD_189,PROD_1734,0,242.06,71.41
3846,ORD_2503,  PROD_1000  ,0,37.85,14.53
263,ORD_260,PROD_1528,0,  217.09  ,99.46
563,ORD_1898,PROD_1631,812.86,264.15,
1456,ORD_1748,PROD_1525,93.57,265.84,
  1358  ,ORD_2019,PROD_1317,0,74.53,16.29
1152,ORD_1988,PROD_1012,0,171.58,35.42
3861,ORD_2034,PROD_1246,  245.39  ,122.77,
2604,ORD_2114&,PROD_1916,24.97,259.29,20.51
3665,ORD_1396,PROD_1014,0,87.14,
3030,ORD_1767,PROD_1519,0,58.56,17.95
  3925  ,,invalid,SALE,,
759,  ORD_1174  ,PROD_9999,10%,,Included
1199,ORD_2402,PROD_1297,0,79.41,14.75
5090,ORD_656,PROD_1019,16.82,85.99,
1889,ORD_2182,PROD_1009,0,286.19,44.23
  3059  ,  ORD_1921  ,PROD_1179,300.3,147.32,  361.16  
426&,ORD_1965,PROD_1482,0,177.52,
3942,ORD_2241,PROD_1157,0,  187.59  ,65.66
  4237  ,ord_2497,PROD_1004,0,9.2,
2867,ord_2040,PROD_1002,55.74,34.62,
4267,ORD_587,PROD_1215,0,180.48,
1603,ORD_1355,PROD_1029,  35.35  ,117.1,
451,ORD_1628,PROD_1018,0,210.36,26.88
2758,ORD_2529,  PROD_1724  ,4.3,11.19,3.89
3601,ORD_2209,PROD_1001,0,53.24,7.85
,,,,,
4575,ORD_2599,PROD_1977,430.84,,
,ORD_1460,PROD_1145,16993.99,,
4402,ORD_131,PROD_1361,0,254.09,
  428  ,ORD_919,PROD_1013,41.34,99.78,
  1183  ,ord_2120,PROD_1054,0,4.07,2.96
4141,ORD_874,PROD_1759,20.53,75.68,50.89
  365  ,  ORD_640  ,PROD_1001,0,56.34,
561,ORD_2366,PROD_1738,215.13,111.42,
3045,ORD_1767@,PROD_1059,0,55.09,43.7
585,ORD_2030,PROD_1439,0,71.35,8.92
3682,ORD_2492,PROD_1779,53.13,  156.2  ,
2264,ORD_867%,PROD_1534,  17.0  ,114.72,11.54
1023,ORD_519,PROD_1434,125880,,
2410,ORD_109,PROD_9999,,TBD,
1070,ORD_152#,PROD_1601,0,83.08,54.68
4796,ORD_836,PROD_1493,43.13,150.58,89.73
1952,ORD_362,PROD_1096,88.63,184.43,92.48
1478,ORD_320,PROD_1015&,0,14.43,
4482,ORD_2002,PROD_1784,47.34,132.1,31.84
2936,  ORD_835  ,PROD_1005,0,69.25,23.41
151,ORD_821,PROD_1010,0,46.1,34.07
3411,ORD_2191,PROD_1036,29.39,163.56,19.74
3579,ORD_1815,PROD_1763,0,247.52,22.79
2225,,PROD_1011,0,,25.89
3896,ORD_282,PROD_1584,21.23,74.57,11.05
5036,ORD_2456,PROD_1555,0,117.72,86.17
3402,ORD_881,PROD_1084,46.84,175.44,
997,ORD_1180,PROD_1017,7.42,21.47,2.51
2267,ORD_2389,PROD_1869,0,117.85,
3058,ORD_1726,PROD_1486,21.84,138.02,
  4617  ,ORD_1875,PROD_1742,0,137.03,39.21
3669,ORD_204,PROD_1073,88.17,230.92,
  3835  ,ORD_1060,,SALE,-35.26,
5076,ORD_656,PROD_1018,19.36,208.06,57.98
4168,ORD_824,PROD_1003,0,158.52,68.09
2774,ORD_1531,PROD_1248,0,230.46,
3213,ORD_2522,PROD_1237,0,  122.06  ,
3866,ORD_1316,PROD_1436,91.66,  54.4  ,
  1596  ,ORD_1835,PROD_1019,0,85.64,
1439,ORD_937,PROD_1017,0,22.03,4.3
2145,ORD_564,PROD_1004,20.73,9.17,
4715,ORD_1451,  PROD_1008  ,-999,9999.99,
4864,ORD_2139,PROD_1014,0,83.63,25.78
198,ORD_2303,PROD_1641,0,95.93,
4871,ORD_286,PROD_1757,0,97.82,21.16
1711,ORD_1591,PROD_1698,62.4,161.29,
558,ord_1069,PROD_1013,0,95.86,41.06
3348,ORD_881,PROD_1897,21.96,57.39,73.81
4372,ORD_1461,PROD_1029,0,108.49,12.46
1818,ord_794,PROD_1229,12.2,64.4,52.74
2424,ORD_1688,PROD_1026,0,214.65,81.24
4663,ORD_2534,PROD_1417,16.33,52.85,
746,ORD_2554,PROD_1587,0,135.48,14.81
1471,  ORD_2475  ,PROD_1016,0,45.33,5.78
1942,ORD_530,PROD_1015,4.96,13.67,
4042,ORD_475,PROD_1015,0,13.77,
3416,ORD_1669,PROD_1377,0.82,3.78,
901,ORD_1227,PROD_1128,0,156.48,
  4060  ,ORD_999999,  PROD_9999  ,SALE,-34.18,
181,ORD_2297,PROD_1011,0,64.7,
1014,ORD_1861,PROD_1012,34.1,168.8,
698,ORD_722%,PROD_1003,0,153.27,65.78
4591,ORD_2244,PROD_1749,0,157.98,
3554,  ORD_2049  ,PROD_1016,12.71,44.6,3.44
359,ORD_969,PROD_1725,  0  ,252.76,38.73
914,ORD_2161,PROD_1953,96.57,198,
  3218  ,  ORD_339  ,PROD_1073,0,227.09,91.38
1738,ORD_1865,  PROD_1639  ,34.97,  163.25  ,
540%,,PROD_9999,-2.89,0,
3915,ORD_1617,PROD_1326,,,0
  1545  ,,PROD_1858,0,99.18,61.41
4345,ORD_231,PROD_1937,0,68.18,
1510,ORD_1664,PROD_1460,0,152.23,49.46
3513,ORD_1031,PROD_1177,0,80.34,14.96
2453,ORD_184,  PROD_1427  ,0,69.19,
3086,ORD_1856!,PROD_1011#,0,63.62,  51.49  
3553,ORD_1849,PROD_1424&,0,242.76,  185.73  
3672,ORD_1735,PROD_1378,0,96.2,18.42
1855,ORD_591,DISCONTINUED,SALE,-22.4,95.73
1453,ORD_1795,PROD_1688,41.28,79.73,20.54
3345,ORD_1292,PROD_9999,-7.59,0,
845,ORD_2146,PROD_1174,257.16,148.69,334.67
2526,ORD_1274,PROD_1001,126.22,55.53,
1543,ORD_2475,PROD_1007,0,193.77,45.47
169,ORD_1165,PROD_1009,0,270.4,112.3
2515,ORD_2226,PROD_1365,,Unknown,0
2284,ORD_347,PROD_1225,6.22,54.56,
1962,ORD_1709,PROD_1355,  0  ,80.91,
2394,ORD_2560,PROD_1585,0,245.81,
871,ORD_2465,PROD_1553,0,14.54,3.74
2999,ORD_2095,PROD_1226,16.24,139.35,
4292,  ORD_2000  ,PROD_1844,26.27,271.43,
144,ORD_1388,PROD_1010,84.03,43.8,
,,,,,
1507,  ORD_292  ,PROD_1532,0,41.56,
3508,ORD_234,PROD_1999,  0  ,77.51,
4847,ORD_2139,PROD_1200!,0,181.98,
790,  ORD_2274  ,PROD_1510,0,188.35,
2241,ORD_1327,PROD_1257,98.31,240.88,
1616,  ORD_110  ,PROD_1370,0,25.08,
3914,ORD_1617,PROD_1010,0,43.66,11.97
873,ORD_2138,PROD_1219,0,37.64,5.32
1459,ORD_1506,PROD_1588,14.85,37.29,4.27
,,,,,
3194,  ORD_1298  ,PROD_1868,83.52,  153.47  ,
888,ORD_1533,PROD_1720,23.27,242.31,51.07
1405,ORD_782,,10%,-34.99,
4649,  ORD_2519  ,PROD_1976,0,189.18,
3776,ORD_244,PROD_1654,0,7.11,
4982,ORD_2579,PROD_1017,0,20.69,
911,ORD_1157,PROD_1896,24.6,81.3,
4161,ORD_1672,PROD_1096,88.88,178.85,
1445,ORD_1781,PROD_1006,0,181.92,
2735,,  PROD_1015  ,0,14.77,
853,ORD_610,PROD_1505,1099.9,62.09,903.72
603,ORD_1634,PROD_1032,385.32,  160.86  ,
3798,ORD_1945,PROD_1018,0,212.04,19.84
1130,ORD_1560,PROD_1629,23.91,175.42,
5092,ORD_643,PROD_1836,34.15,92.25,
679,ORD_862,PROD_1181,0,212.79,128.9
4773,ORD_1930,PROD_1926,0,6.02,
3614,ORD_241,PROD_1202,0,223.8,53.01
395,ORD_1950&,PROD_1014,350.52,85.02,
  5054  ,ORD_652#,PROD_1932,112.1,  268.3  ,122.45
3660,,PROD_1017,0,21.58,
1154,ORD_1339,PROD_1142,0,83.11,66.39
  1305  ,ORD_665,PROD_1530,0,144.79,16.3
  3192  ,  ORD_2470  ,PROD_1071,0,152.17,21.58
3325,ORD_1644,PROD_1019,0,,
1856,ORD_1189,PROD_1014,0,79.87,37.05
  1659  ,ORD_1822,PROD_1817,37.84,121.14,
672,ORD_2298,PROD_1877,0,  132.84  ,
334,ORD_171,PROD_1166,352.13,188.88,225.6
3745,ORD_1328,,Free shipping,-21.29,
3483,ORD_1082,PROD_1711,0,108.34,
514,ORD_189,  PROD_1012  ,0,161.2,129.39
1063,ORD_797,PROD_1956,0,55.4,
4178,ORD_701,PROD_1664,  78.92  ,212.85,190.58
4136,ORD_546,PROD_1292,24.87,140.45,37.73
,ORD_999999,,0,,
660,,,,  Unknown  ,
2931,ORD_1936,PROD_1000,0,39.25,9.52
4802,ORD_722,PROD_1000,9.4,36.56,3.1
1298,ORD_1546,  PROD_1013  ,26.84,100.89,
1474,ORD_2118,PROD_1500,0,243.52,
  3227  ,ORD_2387,PROD_1095,15.48,50.34,
3048,  ORD_1726  ,PROD_1647,0,42.77,9.68
  2775  ,ORD_1097,PROD_1677%,48.77,,21.19
2002,ORD_974,PROD_1494,0,244.16,19.27
2952,ORD_835,PROD_1008,46.35,108.73,  19.56  
4005,  ORD_2029  ,PROD_9999,-1.77,0,0
3657,ORD_588,PROD_1062,0,  161.12  ,46.66
1925,ORD_1417,PROD_1246,0,,
1790,ORD_542,PROD_1155,-999,-999,
2606,ORD_1964,prod_1044,0,  252.06  ,
2387,ORD_1439,  PROD_1205  ,0,227.11,
2680,ORD_999999,PROD_1005,  0  ,68.59,  -7.65  
2291,ORD_1316,PROD_1115,0,170.59,
3741,ORD_505,PROD_1828!,0,108.46,33.51
2277,ORD_1926,PROD_1505,0,65.43,38.04
1722,ORD_842,PROD_1012,0,163.8,269.99
1122,ORD_978,PROD_1005,0,68.05,16.02
3514,ORD_639,PROD_1000,12.09,38.83,
942,ORD_556,PROD_1445,  0  ,283.18,67.26
981,ORD_781,PROD_1523,0,109.77,
3035,ORD_1591*,PROD_1171,0,175.5,
843,ORD_703,  PROD_1224  ,69.29,246.38,104.97
3558,ORD_680,PROD_1496,48.23,218.8,22.59
3910,ORD_1584,  PROD_1632  ,0,199.48,
4790,ORD_696,PROD_1698,,Unknown,
1334,ORD_922,PROD_1025,0,113.26,11.51
1794,ORD_111,PROD_1749,0,168.87,
1092,ORD_2165,PROD_1009,0,262.47,
,,,,,
  1935  ,ORD_1375,PROD_1532,0,37.75,
149,ORD_819,PROD_1238,  473300.0  ,,
2942,ORD_2376,PROD_1429,0,230.24,22.78
4211,ORD_1243,PROD_1004,0,8.81,
3571,ORD_473,PROD_1001,0,57.85,12.76
5017!,ORD_1846,PROD_1376,0,281.39,38.49
4784,ORD_496,PROD_1312,117.23,285.82,
678,ORD_151,PROD_1012,0,166.03,
2920,ORD_999999,PROD_1408,0,103.96,
556,ORD_1521,PROD_1812,72.75,160.53,
  2446  ,ORD_184,PROD_1427@,0,67.01,
3311,ORD_1625,PROD_1380,0,128.93,54.58
3084,ORD_690,PROD_1001,  0  ,57.01,
3032,ORD_770,PROD_1813,0,  109.92  ,
  1566  ,  ORD_277  ,PROD_1229!,0,63.28,
779,ORD_1318,PROD_1819*,0,52.3,
,ORD_1197,PROD_1001,0,,Exempt
4788,ORD_1930,PROD_1006,0,179.92,22.1
594,ORD_1810,PROD_1102,,,
1913,ORD_2228,PROD_1625,24.9,108.52,
652,ORD_2298,PROD_1877,0,127.74,
4310,ORD_1131,PROD_1150,0,32.61,
1132,ORD_1732,PROD_1003,15.15,160.61,
3486,ORD_2022,PROD_1169,  0  ,115.53,74.09
4519,ORD_1113,PROD_1580,0,36.19,6.85
831,ORD_2230,PROD_1011,1425.5,66.77,1752.02
4733,ORD_2510,PROD_1054,  0  ,4.26,  0.61  
2996,ORD_2234,PROD_1599,920.6,94.41,
3038,ORD_1855,PROD_1084,0,170.91,58.66
3646,ORD_241%,PROD_1978,94.1,249.64,50.97
3634,ORD_1503,PROD_1690,0,33.65,
1343,ORD_230,PROD_1410,0,128.28,24.27
2607,ORD_863,PROD_1011,0,66.44,12.85
1127,ORD_1244,PROD_1018,316.18,212.24,204.92
2258,ORD_1316,PROD_1011,0,64.1,
  1708  ,ORD_1007,PROD_1019,45.74,85.09,11.68
673,ORD_2369,PROD_1229,0,62.73,
1771,ORD_1610,PROD_1518,0,115.26,32.07
1829,ORD_2347,prod_1001,30.99,57.06,34.0
2946,ORD_770,PROD_1182,0,196.73,
918,ORD_781,PROD_1031,0,56.77,9.89
2040,ORD_1110,PROD_1515,0,177.68,140.25
  2385  ,ORD_1064,PROD_1396,17.93,30.68,8.28
4037,ord_2276,PROD_1018,0,201.18,
1178,ORD_2026,PROD_1078,0,8.97,6.34
2809,ORD_548,PROD_1717,0,187.46,
163,ORD_807,PROD_1596,0,147.78,
3901,ORD_2241,PROD_1016,667.9,45.62,
1248,ORD_2597,PROD_1015,0,14.13,
  916  ,ORD_2162,PROD_1259,0,163.21,
4706,ORD_2519,prod_1013,0,100.17,
3938,ORD_847,PROD_9999,0,9,27.29
2522,ORD_2469,PROD_1897,0,60.43,
4491,ORD_1307,PROD_1002,10.17,35.47,
849,ORD_604,PROD_1332,0,121.61,27.11
299,ORD_250,PROD_1527,0,14.26,3.46
1075,ORD_2338,PROD_1416,  9999  ,,
1965,ORD_1123,PROD_1750,19.64,35.05,
5034,ORD_405,PROD_1403,0,128.19,32.15
4321,ORD_2067,PROD_1879,0,  268.41  ,
2911,ORD_2095,PROD_1702,0,23.59,
5087,ORD_895,PROD_1009,77.44,262.56,45.4
2966,ORD_1734,PROD_1011,14.62,64.02,
4291,ORD_1992,PROD_1644,0,26.11,
1580,MISSING,PROD_1012,0,156.84,
2928,ORD_1199,  PROD_1208  ,50.15,294.21,
1243,ORD_1561,PROD_1658,0,94.78,
309,ORD_2062,PROD_1231,0,111.18,55.06
  4145  ,ord_824,PROD_1039,741.2,48.29,1018.34
176,ORD_2253,PROD_1305,125.44,74.83,
3895,ORD_847,PROD_9999,-49.39,0,0
3897,ORD_1698,PROD_1004,4.31,8.94,
4573,ORD_2534,PROD_1564,1.47,9.48,
484&,ORD_1856,PROD_1044,0,243.78,20.16
3796,  ORD_505  ,PROD_1636,26.73,120.29,12.01
978,ORD_455,PROD_1168,103.79,68,
2425,ORD_1240,PROD_1879,0,,31.9
3415,,PROD_1013,-999,9999.99,
2630,ORD_2450,PROD_1917,0,,Included
4254,ORD_2076,PROD_1709,9.87,125.92,18.62
1689,ORD_962,PROD_1126,0.76,5.84,1.06
  3969  ,ORD_254,PROD_1001,631.1,55.85,
2270,ORD_1203,PROD_1002,,Unknown,
856,ORD_2445,PROD_1168,0,73.03,14.4
3781,ORD_1345,  PROD_1953  ,0,193.87,58.05
1720,ORD_999999,INVALID,10%,-48.96,  -4.63  
,MISSING,,0,,
822,ORD_1554,PROD_1016,0,46.14,
1233,ORD_2079,PROD_1365%,34.67,139.12,17.22
1395,ORD_1797,PROD_1012,,Unknown,0
3452,ORD_1093,PROD_1234,0,57.17,6.64
2129,ORD_1862,PROD_1092,0,223.1,99
3653,ORD_204,prod_1766,0,44.32,11.48
4243,  ORD_2003  ,PROD_1997,0,167.39,
990,  ORD_1198  ,PROD_1010,0,44.42,
719,ORD_2455,PROD_1094,0,117.63,
4717,ORD_1358,PROD_1014,12.88,86.53,
  1370  ,ORD_1854,PROD_1003,0,166.45,22.72
  939  ,ORD_454,PROD_1587,0,130.64,
4878,ORD_835,PROD_1089,0,137.88,32.3
  422  ,ORD_2302,PROD_1207,0,31.54,
4033,ORD_475,PROD_1012,0,163.23,
4477,ORD_1957,  PROD_1796  ,0,72.1,
663,ORD_1694,PROD_1926,0,5.95,
1513,ORD_2475,PROD_1524,0,188.62,
4991,ORD_816,PROD_1493,  31.52  ,158.97,
3205,ORD_2299,,,-49.67,54.76
4271,  ORD_2419  ,PROD_1599,0,94.4,16.57
2689,ORD_2057,PROD_1671,0,263.76,251.65
1178,ORD_2026,PROD_1078,0,8.97,6.34
2413,ORD_1021,PROD_1796,0,69.4,
2972,ORD_2205,PROD_1122,0,,
4571,ORD_1897,PROD_1012,0,171.52,26.83
278,ORD_2153,PROD_1009,48.87,283.93,
708,ORD_1127,PROD_1358,0,287.67,48.55
3985,ORD_249,prod_1379,,Unknown,0
4720,ORD_999999,PROD_9999,,tbd,-6.31
4620,!,PROD_1016,0,45.72,
4334,ORD_1808,PROD_1001,0,56.29,13.42
4928,ORD_836,prod_1013,15,99,
1346,ORD_864,  PROD_1102  ,29.32,152.86,
2686,ORD_2404,  PROD_1181  ,0,213.85,28.58
4368,ORD_148,PROD_1016,0,44.12,  9.06  
351,ORD_1237,PROD_1959,0,236.93,23.6
251,ORD_2345,PROD_1087,0,90.19,
3379,ORD_2032,PROD_1041,0,126.07,
1108,ORD_251*,  PROD_1017  ,0,22.13,
2990,,PROD_1874,0,  142.53  ,
1869,ORD_474,PROD_1964,21.85,54.81,
4923,ORD_1166,PROD_1425,35.57,164.61,69.48
4798,ORD_1545,PROD_1626,0,303.8,109.59
377,ORD_1852,PROD_1618,0,145.72,28.79
3292,ORD_120,  PROD_1316  ,0,318.69,
612,ORD_427,PROD_1956,13.23,57.39,
2088,ORD_2428,PROD_1103,0,211.67,
2799,ORD_127,PROD_1016,13.41,43.79,2.95
2827,ORD_409,PROD_1679,0,125.1,
3138,ORD_1805,PROD_1674,3858.7,252.76,  3000.65  
1932,ORD_1123,PROD_1823,41.48,307.33,
,,,0,,
1348,ord_1346,PROD_1773,0,51.86,
2236,ORD_1203,PROD_1004,2.78,9.24,3.79
4062,ORD_2067,PROD_1739,0,224.99,
4952,ORD_2104,  PROD_1015  ,5.34,14.84,2.41
1399,ORD_786,PROD_1472,0,221.7,39.56
1845,ORD_2408,PROD_1853,0,252.22,
  4420  ,ORD_999999,,Free shipping,-32.95,
256,ORD_2277,PROD_1006,0,181.29,44.89
4373,ORD_131,PROD_1011%,0,67.2,9.7
1684,ORD_1845,PROD_1087,0,85.74,  98.61  
296,ORD_2281,PROD_1921,0,170.83,
4653,ORD_1656,  PROD_1559  ,0,63.36,
234,ORD_1654,PROD_1815,0,212.02,
4096,ORD_757,PROD_1146,0,221.97,
649,ORD_164,  PROD_1010  ,0,42.84,
2738,ORD_2224,PROD_1444,0,  230.98  ,71.33
2572,ORD_242,PROD_1016,  0  ,47.4,
758,ORD_575,PROD_1241,0,79.81,
3783,ORD_244,PROD_1131,0,76.37,
3892,ORD_2587,PROD_1913,839.22,283.81,1127.28
4460,INVALID,PROD_1884,0,248.03,
3839,ORD_1945,PROD_1954,84.02,267.68,
1680#,ORD_541,PROD_1414,18.23,69.41,107.4
3603,ORD_1651,PROD_1842,0,130.85,43.57
2346,ORD_1399,PROD_1013,0,94.48,76.81
713,ORD_151,PROD_1010,0,46.05,
2345,ORD_109,PROD_1523,0,109.71,  31.1  
4552,ORD_2587,PROD_1778*,0,101.85,27.03
4236,ORD_1432,PROD_1256,0,219.58,33.22
1649,ORD_1733,PROD_1282,0,112.53,
2471,ORD_2469,PROD_1001,0,55.74,8.76
1978,ORD_1164,PROD_1398,0,115.07,26.74
877,ORD_2465,PROD_1117,16.43,134.95,21.9
1435,ORD_1466,PROD_1273,190.78,  134.43  ,
782,ORD_621,PROD_1735,5.8,56.71,13.63
  3368  ,ORD_574,PROD_1861,25,82.46,57.53
3285,ORD_667,PROD_1997,,,
2004,ORD_926,PROD_1032,0,156.59,79
1827,ORD_270,PROD_1292,29.23,146.83,
2945,ORD_2450,  prod_1710  ,  56.49  ,178.8,
2007,ORD_2402,PROD_1521,0,19.02,3.45
2898,ORD_2450,PROD_1856,  0  ,96.71,24.05
3153,ORD_2146,PROD_1082,0,97.82,
2669,ORD_1907,prod_1631,0,268.88,  31.89  
4301,ORD_1986,PROD_1970%,0,42.6,7.95
3265,ORD_1484,PROD_1006,0,166.26,34.38
1898,ORD_1189,PROD_1519,11.43,59.39,
4472,ORD_2014,PROD_1616,0,110.95,
3972,ORD_1003,PROD_1012,51.17,173.12,34.27
4828,ORD_1190,PROD_1003,0,159.02,30.07
1704,ORD_842,PROD_1012,0,167.91,
4908,ORD_1582,  PROD_1004  ,0,9.24,
4627,ORD_475,PROD_1564,0,9.73,2.22
4981,ORD_1846,PROD_1000,0,36.34,
3744,ORD_1259#,PROD_1109,6.42,45.79,
3808,ORD_2388,PROD_1508,1972.75,181.47,1375.94
3467,ORD_1093,PROD_1429,0,238.95,
4039,ORD_1672,  PROD_1819  ,0,55.67,9.47
3471,ORD_1410,PROD_1581,20.97,166.31,
630,ORD_1491,PROD_1003,0,158.04,77.06
3737,ORD_2189,  PROD_1014  ,0,85.51,
2759,ORD_2529,PROD_1004,0,8.77,
734,ORD_1731,PROD_1412,0,54.49,11.26
  4644  ,ORD_2541,PROD_1841,0,252.91,43.3
1558,ORD_1833,PROD_1016,0,45.59,13.6
2151,ORD_1723,PROD_1323,2.69,5.39,0.51
3586,ORD_1280,PROD_1379!,14.31,149.54,26.17
2128,ORD_1620,PROD_1849,0,121.45,
1763,ORD_961,PROD_1340,0,  21.04  ,
4958,ORD_2441,PROD_1983,29.92,86.03,13.91
1707,  ORD_1526  ,PROD_1019,0,84.14,
3146,ORD_1351,PROD_1006,0,169.16,
3297,ORD_1562,PROD_1549,0,278.07,
1187,ORD_2130,PROD_9999,-38.01,,Exempt
3891,ORD_2587,PROD_1529,0,34.82,
2792,ORD_689,PROD_1256,0,216.23,
3924,ORD_1996,PROD_1948,0,249.53,38.01
  4080  ,ORD_1558,PROD_1010,8.36,42.56,
2660,INVALID,,0,56.11,
4761,ORD_2341,PROD_1547,0,182.71,
1239,ORD_970,PROD_1588,0,39.4,
241,ORD_2286&,  PROD_1749  ,  0  ,163.45,25.47
3115,ORD_1702,,SALE,  -14.8  ,55.04
4414,ORD_1138,PROD_1069,  15.05  ,40.84,
945,ORD_1923,  PROD_1055  ,  9999  ,9999.99,0
909&,ORD_2444,PROD_1139,0,65.25,16.31
1871,ORD_1286,PROD_1295@,38.46,89.76,
3105,ORD_1477,PROD_1411,0,228.26,
263,ORD_260,PROD_1528,0,217.09,99.46
1044,ORD_1263,PROD_1377,0,3.52,1
543,ORD_569,  PROD_1004  ,1.44,8.61,
998,ORD_2509,PROD_1015,0,13.98,
1208,ORD_2249,PROD_1941,39.39,283,175.22
1861,ORD_2182,PROD_1000!,9.4,36.83,4.34
774,ORD_393,PROD_1291,  0  ,234.16,45
,ORD_999999,prod_1042,,,
2107,ORD_719,PROD_1018,0,211.53,
862,ORD_2490,PROD_1811,0,108.01,64.7
  968  ,ORD_1191,PROD_1225,0,53.72,11.68
  4869  ,ORD_2387,PROD_1734,0,249.56,
732#,ORD_2103,PROD_1011,  0  ,67.27,33.5
5032,ORD_695,PROD_1414,0,71.36,
172,ORD_298,PROD_1572,29.61,77.9,34.59
4339,ORD_1238,PROD_1306,  0  ,101.83,31.57
875,ORD_193,PROD_1012,0,,
1878,ORD_1081,PROD_1221,0,104.79,14.58
4095,,PROD_1002,0,  33.46  ,8.5
3158,ORD_1738,PROD_1819,10.01,52.41,16.78
3821,ORD_2213,PROD_1014,16.19,81.32,
1677,ORD_777,PROD_1014,22.76,80.38,
2294,  ORD_936  ,PROD_1385,0,242.03,55.08
3644,ORD_986,PROD_1016,13.27,47.36,7.95
3143,ORD_189,PROD_1782,0,195.89,25.79
3951,ORD_282,PROD_1119,0,10.61,
3510,ORD_2209,PROD_9999,-44.26,0,
2899,ORD_2450,PROD_1010,0,42.17,
  1724  ,ORD_1007,PROD_1865,20.27,227.26,
1124,ORD_2120,PROD_1002,0,35.8,
1444,ORD_2484,PROD_1856,0,95.3,
,ORD_999999,PROD_1983,0,,
1884,ORD_2381,PROD_1014,0,83.16,
4051,ORD_1427,PROD_1163,96.96,203.93,34.74
3414,  ORD_2378  ,PROD_1955,0,56.62,21.03
3865,ORD_1210,PROD_1813,0,  117.77  ,
1969,ORD_2464,PROD_1857,40.52,71.75,12.71
1792,ORD_502,PROD_1016,  4.71  ,44.76,4.75
1660,ORD_999999,PROD_1009,-999,-999,
3493,ORD_1093,PROD_1234,221.82,60.21,
4560,ORD_1464,PROD_1873,0,220.45,35.84
1244,ORD_2342,PROD_1996,0,80.32,15.85
118,ORD_1194,  PROD_1662  ,0,182.69,
3289,ORD_1562,PROD_1007,352.16,177.39,
2549,ORD_982,PROD_1585,769.68,246.75,711.88
4807,ORD_1190,PROD_1010,168.06,46.48,
2657,ORD_342,PROD_1000,0,39.04,  11.64  
4085,ORD_1967,PROD_1045,0,37.88,
1181,ORD_911,PROD_1559,18.47,  62.96  ,
3604,ORD_1503,PROD_1019,0,86.24,
4870,ORD_1650,DISCONTINUED,SALE,-9.28,16.62
4865,ORD_2261,PROD_1544,954.06,294.02,
1047,ORD_1616,PROD_1831,29.09,  13.48  ,
3126,ORD_1002,PROD_1012,56.06,167.85,
1896,ORD_828,PROD_1007,0,182.42,
3081,ORD_2499,PROD_1424#,0,247.95,
2323,ORD_755,PROD_1417,0,52.33,
2741,ORD_1746,PROD_1002,4.21,33.19,16.09
2987,ORD_1127,PROD_1406,57.46,231.97,
797,ORD_604,PROD_1332,422.02,120.66,  516.79  
2436,ORD_1810,PROD_1663,12.57,36.39,4.05
581,ORD_1491,PROD_1046,0,199.33,47.84
4073,ORD_1877,PROD_1617,21.99,87.18,
3040,ORD_999999,PROD_1010,,TBD,
3422,ORD_225,PROD_1010,0,43.71,
4909,ORD_836,PROD_1983,11.67,90.58,11.61
2746,ORD_645,PROD_1764,12.67,67.55,
1375,,PROD_1019,0,,50.18
2399,ORD_1674,PROD_1008,0,107.57,
4816,ORD_2382,PROD_1015,4.34,13.7,
3758,ORD_2189,PROD_1010,0,42.54,7.18
