product_id,product_name,sku,category_id,category,sub_category,brand,supplier_id,cost_price,sell_price,launch_date,weight,dimensions,color,size,material
1930,,XX-SP0930-BRO,,Sports,  N/A  ,JBL,SUPP_999,Free,643.81,,Varies,99x72x72,  Unknown  ,One Size,Unknown
1248,Nikon Backpack Premium,NI-EL0248-RED,CAT_636,Outdoor,Miscellaneous,Canon,SUPP_10625,459.84,1064.93,2022-09-21 00:00:00,3.416,39x17x37,Yellow,Extra Large,Synthetic
1019,Bose Case Air#,BO-AC0019-BRO,CAT_661,Fitness,General,Brooks,SUPP_10713,  198.15  ,340.73,2021-03-02 00:00:00,1.561,93x5x18,Brown,Medium,Composite
1284,Nike Headphones Home,  NI-EL0284-TUR  ,CAT_673,Electronics,Computers,Dell,SUPP_10391,306.25,497.67,2023-09-02 00:00:00,0.161,16x6x1.3,Gold,"32""""",Carbon Fiber
1451,Microsoft Case Home,MI-HM0451-RED,CAT_610,  Apparel  ,Shirts,Dell,SUPP_10145,411.09,844.67,2025-04-17 00:00:00,1.791,99x94x74,Gold,Extra Large,Metal
1909,Samsung Training Shoes Sport,SA-SP0909-GRA,CAT_625,Footwear,  Outdoor  ,Puma,SUPP_10806,  218.0  ,533.42,2025-08-11 00:00:00,0.616,28x19x12,Blue,7.5,Synthetic
  1488  ,Nikon Headphones,NI-AC0488-TUR,CAT_543,Electronics,Accessories,Bose,SUPP_10143,377.01,720.55,2021-10-11 00:00:00,0.18,14x6x0.9,White,large,Glass
1287,LG Smartphone Max,LG-CL0287-PIN,CAT_651,ELECTRONICS,COMPUTERS,BROOKS,  SUPP_10067  ,435.78,587.79,2021-02-25 00:00:00,0.134,16x8x0.5,space gray,Standard,Steel
1814,New Balance Keyboard Plus,NE-AC0814-BLA,CAT_682,Electronics,Computers,Sony,SUPP_10430,484.4,873.64,2025-03-26 00:00:00,3.131,74x90x60,Turquoise,Extra Large,Fabric
1479,Apple Mouse Max%,AP-CL0479-WHI,CAT_607,Travel,Miscellaneous,Under Armour,SUPP_10389,319.2,480.44,2021-11-14 00:00:00,3.552,72x89x28,Pink,Medium,Fabric
1077,New Balance Mouse,NE-EL0077-RED,  CAT_610  ,Apparel,Jackets,Saucony,SUPP_10374,384.29,643.96,2022-02-06 00:00:00,4.066,77x76x29,Orange,One Size,Fabric
1310,Nike Running Shoes,NI-EL0310-GOL,CAT_506,Footwear,Basketball,Bose,SUPP_10664,81.13,122.86,2023-03-19 00:00:00,1.295,33x16x10,Blue,38,Synthetic
1315,Samsung Case™ #315,AD-SP0058-BLU,CAT_643,Electronics,Accessories,  nike  ,SUPP_10171,  318.66  ,,2023-03-21 00:00:00,9.119,Small,  Pink  ,,WOOD
1320,,xx-ac0320-pin,CAT_9999,Fitness,,Saucony,,,25.11,22-04-2022,,35x100x79,,One Size,
1015,Canon Laptop,  CA-SP0015-BRO  ,CAT_671,Electronics,Mobile,Microsoft,SUPP_10163,395.81,530.59,2021-04-04 00:00:00,3.206,37x23x1,Space Gray,"24""""",Glass
1410,Sony Running Shoes Pro,  SO-CL0410-YEL  ,CAT_547,Footwear,Outdoor,Under Armour,SUPP_10861,47.83,100.45,2023-04-08 00:00:00,0.821,35x20x13,Navy/Red,12,Synthetic
1158,Microsoft Tablet Elite,MI-CL0158-RED,CAT_602,Electronics,Wearables,Nikon,SUPP_10278,419.5,879.64,2023-07-14 00:00:00,2.652,36x20x8,Silver,"13""""",Plastic
1553,Microsoft Mouse Professional,MI-AC0553-ORA,CAT_693,Apparel,Pants,Amazon,SUPP_10016,64.63,126.44,2025-07-03 00:00:00,9.097,94x87x76,Pink,One Size,Wood
1617,  HP JACKET MAX  ,HP-SP0617-COR,CAT_673,Apparel,Sportswear,Microsoft,SUPP_10270,302.9,627.18,2025-07-03 00:00:00,0.458,83x22x93,Pink,L,DENIM
1972,Nikon Laptop,NI-AC0972-COR,CAT_602,Electronics,Computers,Amazon,SUPP_10950,408.17,698.53,2022-06-06 00:00:00,1.296,36x23x2,BLACK,"24""""",Aluminum
1613,JBL Laptop,JB-SP0613-COR,CAT_502,Electronics,Tablets,Sony,SUPP_10327,461.16,1069.32,2023-05-30 00:00:00,3.043,33x30x2,space gray,"32""""",Plastic
1585,ASICS Training Shoes Édition Spéciale,SKU,CAT_693,APPAREL,Running,Addidas,SUPP_10505,178.67,89.33,  2021-07-19  ,1.153,84 x 60 x 15,Black,S,Canvas
1331,New Balance Training Shoes Advanced,NE-AC0331-NAV,CAT_562,Footwear,Casual,  Amazon  ,SUPP_10215,235.3,465.75,2022-04-04 00:00:00,0.221,27x20x10,Gray,39,Leather
1465,Puma Speaker,PU-AC0465-BEI,CAT_690,Equipment,General,  Sony  ,SUPP_10929,17.44,39.06,2025-09-18 00:00:00,9.515,15x36x74,Pink,Large,Wood
1761,Mizuno Laptop Professional,MI-AC0761-SIL,CAT_500,Electronics,Tablets,Microsoft,SUPP_10966,171.42,371.1,2020-12-16 00:00:00,2.072,31x25x1,Black,"""  27""""  """,Carbon Fiber
1309,Under Armour Training Shoes Air,UN-AC0309-MIN%,CAT_504,Footwear,Running,Panasonic,SUPP_10119,16.52,33.91,2025-01-11 00:00:00,0.798,31x20x15,Gray,39,Canvas
1216,Google Laptop Professional,GO-EL0216-PIN,CAT_615,Electronics,Wearables,Nike,SUPP_10339,112.41,  213.51  ,2024-10-22 00:00:00,1.669,38x24x3,  Space Gray  ,Standard,Magnesium Alloy
1033,Samsung Keyboard Advanced,SA-AC0033-NAV,CAT_628,Photography,Miscellaneous,  Nikon  ,SUPP_10082,303.04,714.04,2021-08-04 00:00:00,7.372,82x37x8,  Blue  ,Medium,Synthetic
1961,Under Armour Headphones Plus,UN-HM0961-YEL,CAT_532,Electronics,Accessories,Mizuno,SUPP_10558,461.4,1140.9,2025-06-12 00:00:00,0.107,18x8x0.9,Silver,"13""""",Aluminum
1745,Brooks Backpack Pro,BR-SP0745-RED,cat_518,Gaming,General,Canon,SUPP_10699,366.82,548.47,2023-05-24 00:00:00,6,76x55x31,Brown,  Large  ,Composite
1644#,Amazon Laptop Basic,AM-EL0644-TUR,CAT_606,Electronics,Wearables,Under Armour,SUPP_10585,123.16,  198.25  ,2022-01-20,2.559,37x24x2,Black,"17""""",Magnesium Alloy
  1240  ,,xx-cl0240-gra,,Gaming,,Reebok,,,305.67,,,83x78x62,,Medium,
1592,Brooks Laptop,BR-CL0592-GRA,CAT_575,Electronics,computers,Nike,SUPP_10667,325.55,569.01,2020-12-01 00:00:00,2.048,32x27x3,Space Gray,Compact,  Plastic  
1786,Amazon Charger Advanced,AM-HM0786-PUR,CAT_645,Travel,Miscellaneous,Brooks,SUPP_10996,240.52,508.74,  2022-02-23  ,1.033,76x71x10,White,Large,Composite
1987,HP Cable Essential,HP-AC0987-MIN,CAT_681,Sports,Nutrition,Apple,SUPP_10263,303.38,642.52,2024-02-12 00:00:00,  4.33  ,80x99x84,Purple,Large,Mixed Materials
1724,Sony Training Shoes,SO-SP0724-MIN,CAT_583,Footwear,Outdoor,LG,SUPP_10396,160.4,385.16,2022-05-15 00:00:00,0.476,25x17x10,black/white,8,Leather
1323,Samsung Jacket Pro,SA-HM0323-GRA,CAT_530,Apparel,Jackets,Google,SUPP_10383,158.6,290.51,2022-07-14 00:00:00,1.603,23x80x58,White,XL,Linen
1558,Canon Smartwatch Max,CA-AC0558-PIN,CAT_637,Electronics,Tablets,Amazon,  SUPP_10238  ,289.23,676.44,2024-03-16 00:00:00,4.758,19x44x26,GOLD,"24""""",Aluminum
1220,Sony Casual Shoes Advanced Coral Edition with Extra Features and Extended Warranty Limited Time Offer,SKU-220!@#,CAT_534,Other,,Unknown,,,  999999.99  ,2024-05-14 00:00:00,,30x14,,US 7 / EU 43,
1469,Google Smartwatch Pro,go-el0469-gol,CAT_580,Electronics,Accessories,Brooks,SUPP_10799,373.6,828.83,2025-10-09 00:00:00,3.708,23x34x23,Black,  Large  ,Magnesium Alloy
1373,Samsung Cable Home,SA-SP0373-YEL,CAT_647,Travel,General,Google,SUPP_10063,299.13,432.79,2024-03-21 00:00:00,3.943,59x45x51,Gray,One Size,Synthetic
1717,Amazon Basketball Shoes Essential,AM-AC0717-COR,CAT_627,Footwear,Running,HP,SUPP_10502,356.88,807.53,2025-07-05 00:00:00,0.38,33x19x11,White,8,Leather
1631,Adidas Jacket Sport,AD-AC0631-BLU,CAT_653,Apparel,Jackets,LG,SUPP_10840,261.16,475.37,2020-11-17 00:00:00,1.875,66x13x50,Purple,L,Linen
1887,Nikon Basketball Shoes Essential,NI-EL0887-BLA,CAT_632,Footwear,Outdoor,Puma,SUPP_10786,  391.29  ,977.85,2021-02-21 00:00:00,0.358,26x18x10,Black,42,Nylon
1860,Puma Backpack Air,pu-sp0860-gre,CAT_553,Fashion,,Panasonic,,,153.82,2024-06-12 00:00:00,,82x78x37,,Extra Large,
1752,Amazon Training Shoes Professional,  AM-SP0752-WHI  ,CAT_508,Footwear,Formal,Microsoft,SUPP_10312,329.88,518.17,2024-09-19 00:00:00,0.807,27x16x10,Black,8,Synthetic
1751,Samsung Camera,SA-HM0751-NAV,CAT_558,Travel,Miscellaneous,Amazon,SUPP_10233,220.74,  464.74  ,2024-07-06 00:00:00,7.322,73x11x64,Mint,  Large  ,Synthetic
1964,Nikon Casual Shoes Pro,NI-SP0964-TUR,CAT_610,Footwear,Running,Nikon,SUPP_10767,479.8,835.23,2025-06-17 00:00:00,0.367,  28x17x10  ,Black,46,Nylon
1929,Brooks Charger Essential,BR-CL0929-BLA,CAT_577,Technology,Other,Bose,SUPP_10504,30.31,55.79,2024-08-18 00:00:00,3.884,78x30x31,Green,medium,wood
1769,Bose Tablet,BO-SP0769-MIN,CAT_664,Electronics,Computers,Apple,SUPP_10118,291.44,719.02,2022-02-21 00:00:00,3.247,39x16x26,Black,"24""""",Plastic
1520,Nikon Camera Advanced,ni-ac0520-bei,CAT_9999,Aparrel,,Sony,,,746.29583,06/21/2025,,23cm x 82cm x 42cm,,one size,
1160@,,xx-ac0160-gra,CAT_9999,Fashion,,Reebok,,,  894.22  ,"Feb 24, 2021",,11x6x87,,Medium,
1394,Canon Basketball Shoes Pro,CA-CL0394-WHI,CAT_500,Footwear,Running,ASICS,SUPP_10762,167.6,263.28,2022-01-14 00:00:00,0.564,34x15x13,  White  ,10,Mesh
1478,Amazon Running Shoes Basic,AM-EL0478-BLA,CAT_562,Footwear,Basketball,Puma,SUPP_10385,437.34,650.01,2023-10-24 00:00:00,0.454,32x16x13,  Navy/Red  ,8.5,Suede
1075,BROOKS T-SHIRT HOME,,CAT_588,,Sportswear,,SUPP_10133,382.73,,2021-06-01 00:00:00,1.078,,Red,,DENIM
1311,Nike Keyboard Max,NI-SP0311-YEL,CAT_513,Home & Office,General,Samsung,SUPP_10645,425.34,749.16,2024-10-06 00:00:00,4.215,68x99x79,Mint,Large,Mixed Materials
1232,LG Tablet Plus,LG-EL0232-PUR,CAT_596,Electronics,Accessories,Dell,SUPP_10584,306.79,442.88,2024-12-05 00:00:00,1.026,29x30x27,Black,"21""""",Carbon Fiber
1467,Lenovo Screen Protector,LE-HM0467-WHI,CAT_559,Footwear,Running,Dell,SUPP_10700,258.29,457.79,2024-03-24 00:00:00,3.242,75x96x34,White,large,Fabric
1493,Brooks Training Shoes Premium,BR-AC0493-ORA,CAT_545,Footwear,Running,LG,SUPP_10875,238.38,493.7,  2024-07-04  ,1.147,28x19x14,white,12,Canvas
1726,Amazon T-Shirt,AM-CL0726-BLA,CAT_556,  Apparel  ,Jackets,Adidas,SUPP_10255,38.74,47.34,2024-09-24 00:00:00,0.79,56x68x77,Beige,XXL,NYLON
1633,Microsoft Smartwatch,MI-CL0633-BLU,CAT_657,Electronics,  Wearables  ,Microsoft,SUPP_10403,117.92,148.25,2024-12-08 00:00:00,0.555,18x22x18,Gold,"17""""",Carbon Fiber
1888,Reebok Cable Advanced,RE-HM0888-WHI,CAT_599,Electronics,Accessories,Saucony,  SUPP_10344  ,157.1,390.5,2024-08-06 00:00:00,9.514,75x59x66,Navy,EXTRA LARGE,Composite
1189,Google T-Shirt Professional,GO-HM0189-NAV,CAT_637,Apparel,Formal,Microsoft,SUPP_10710,226.96,383.61,2020-12-18 00:00:00,1.019,36x48x63,Beige,XS,Spandex
1071,Brooks Tablet Plus,BR-SP0071-SIL,CAT_682,Electronics,Mobile,LG,SUPP_10520,119.88,297.38,2021-12-21 00:00:00,4.064,25x41x5,White,Compact,  Steel  
1639,  Dell Screen Protector Premium  ,DE-EL0639-TUR,CAT_655,Accessories,Watches,Adidas,SUPP_10402,427.56,882.7,2021-02-26,6.98,62x50x70,Pink,Large,Synthetic
1603,,,,,,,SUPP_999,,,,,,Various,,Mixed
1989,Saucony Camera,SA-CL0989-COR,CAT_680,Equipment,Miscellaneous,Bose,SUPP_10307,94.59,222.89,2024-03-16 00:00:00,6.406,48x55x96,Beige,One Size,Synthetic
1525,Puma Screen Protector™ #525,,CAT_657,,Miscellaneous,,  SUPP_10000  ,133.36,,2023-07-01 00:00:00,4.131,,Navy,,Metal
1401,Bose Tablet Classic,BO-CL0401-SIL,CAT_548,Electronics,Accessories,Bose,SUPP_10965,367.45,750.27,2021-10-16 00:00:00,0.595,20x21x17,Gold,"17""""",Aluminum
1928,  HP Smartwatch  ,HP-EL0928-PIN,CAT_560,Electronics,Computers,JBL,SUPP_10871,226.39,541.64,2025-06-26 00:00:00,2.574,18x26x19,Gold,"15.6""""",Glass
1583,Saucony Tablet,  SA-EL0583-BLA  ,CAT_610,Electronics,Mobile,HP,SUPP_10051,361.32,615.32,2025-08-14 00:00:00,3.315,22x40x11,Space Gray,Standard,Magnesium Alloy
1202,Nike Basketball Shoes,NI-EL0202-TUR!,CAT_555,Footwear,Casual,Canon,SUPP_10319,395.01,729.94,2022-11-17,0.683,25x17x10,Navy/Red,  8  ,Leather
1105,HP Mouse™ #105,GO-SP0043-GRA,CAT_545,Audio,Miscellaneous,Nike Inc.,SUPP_10752,350.53,Contact for price,2023-02-02 00:00:00,9.681,Small,purple,,Fabric
1911,Nikon Smartwatch,  NI-EL0911-BEI  ,CAT_526,Electronics,Computers,Nikon,SUPP_10208,39.96,73.93,2021-08-17 00:00:00,1.051,34x26x29,Space Gray,Compact,Magnesium Alloy
1349,ASICS Jacket Sport,AS-AC0349-YEL,CAT_695,Apparel,Formal,Google,SUPP_10333,297.61,576.72,2024-08-27 00:00:00,0.161,22x24x47,Yellow,XXXL,Silk
1727,Dell Basketball Shoes,  DE-EL0727-GRA  ,CAT_564,Footwear,Formal,Canon,SUPP_10002,64.17,123.3,2020-12-18 00:00:00,1.2,33x15x10,White,6,Nylon
1235,Microsoft Headphones,MI-HM0235-MIN,CAT_631,Electronics,Computers,  HP  ,SUPP_10555,181.66,293.2,2024-12-22 00:00:00,0.128,17x8x1.1,Silver,"14""""",Glass
  1577  ,Apple T-Shirt Elite,AP-CL0577-GRA,CAT_554,Apparel,Jackets,Apple,SUPP_10371,315.38,507.81,2024-07-01 00:00:00,1.819,62x65x48,Silver,XL,Linen
1385,Panasonic Cable™ #385,NI-CL0152-BLU,CAT_513,Equipment,Other,Nike Inc.,SUPP_10724,390.99,TBD,2025-08-15 00:00:00,6.126,Compact,Silver,,Fabric
1304,Mizuno Mouse Office,MI-SP0304-BLA,CAT_572,Outdoor,Other,Samsung,SUPP_10403,193.04,464.82,2024-12-05 00:00:00,1.15,46x24x8,Blue,Extra Large,Synthetic
1063,Nikon Speaker,  NI-AC0063-BLU  ,CAT_556,Fashion,Miscellaneous,LG,SUPP_10952,23.07,29.28,2023-04-25 00:00:00,5.07,35x54x15,Orange,Medium,Mixed Materials
1457,Samsung Headphones Pro,SA-HM0457-MIN,CAT_584,Electronics,Computers,Lenovo,SUPP_10841,470.9,1129.67,2023-10-28 00:00:00,0.15,17x8x0.6,Silver,"21""""",Aluminum
1058,Adidas Keyboard,  AD-SP0058-BLU  ,CAT_629,Outdoor,  General  ,Adidas,SUPP_10253,356.73,887.64,2021-05-01 00:00:00,5.288,83x25x51,Orange,Large,  Metal  
 ,,,, , ,,, ,, ,,,,,
1647,Reebok Screen Protector,RE-CL0647-RED,CAT_500,  Accessories  ,Bags,Mizuno,SUPP_10788,399.27,969.3,2023-02-04 00:00:00,9.655,19x62x48,Red,One Size,Wood
1417,  Panasonic T-Shirt  ,PA-SP0417-TUR,  CAT_554  ,Apparel,Sportswear,Samsung,SUPP_10285,232.74,444.21,2024-08-21 00:00:00,1.902,23x86x32,Purple,XS,nylon
1659,ASICS Speaker Advanced,AS-AC0659-BLA,CAT_516,Fitness,General,Lenovo,supp_10920,148.58,334.69,2023-11-07 00:00:00,  7.602  ,90x76x83,Coral,Medium,Synthetic
1825,Nike Basketball Shoes Pro Green Edition with Extra Features and Extended Warranty Limited Time Offer&,,CAT_550,,Casual,,SUPP_10418,239.54,,2023-05-28 00:00:00,0.288,,Black/White,,Leather
1083,Microsoft Smartwatch,MI-HM0083-GRE,CAT_562,Electronics,Computers,ASICS,SUPP_10926,270.21,548.34,2021-02-03 00:00:00,0.736,36x31x27,Space Gray,"14""""",Magnesium Alloy
1569,Samsung Basketball Shoes,SA-AC0569-SIL,CAT_521,Footwear,Running,Lenovo,SUPP_10446,311.51,551.23,2022-11-05 00:00:00,0.386,34x15x15,Gray,9,  Nylon  
1681,  Apple Basketball Shoes Elite  ,AP-SP0681-BRO,CAT_519,Footwear,Running,Microsoft,SUPP_10956,27.88,  60.49  ,2022-04-28 00:00:00,1.15,  27x19x14  ,Red,6.5,  Nylon  
1103,Nikon Charger Sport,NI-EL0103-BLA,CAT_522,Home & Office,Other,Apple,SUPP_10611,303.04,  491.46  ,2023-06-16 00:00:00,3.914,42x57x54,  Blue  ,One Size,Composite
1480,,xx-sp0480-bro,,Gaming,,Amazon,,,262.45,,,59x19x27,,Extra Large,
1384,Google Cable Classic,GO-EL0384-COR,CAT_589,Travel,Other,Google,SUPP_10564,142.82,189.78,2023-12-13 00:00:00,0.575,45x54x28,Orange,One Size,Wood
1092,Puma T-Shirt Professional,PU-SP0092-GRE,CAT_577,Apparel,Pants,  ASICS  ,SUPP_10533,  118.31  ,  188.19  ,2023-06-22 00:00:00,0.216,80x99x27,Brown,3XL,Spandex
  1452  ,Canon Monitor,CA-SP0452-BEI,CAT_530,electronics,Accessories,panasonic,SUPP_10011,294.46,366.4,2022-05-25 00:00:00,3.427,  49x38x6  ,White,"15.6""""",CARBON FIBER
1906,LG Keyboard,LG-AC0906-BLA,CAT_599,Technology,Miscellaneous,ASICS,SUPP_10699,184.69,326.53,2025-09-04 00:00:00,6.932,36x78x51,Gray,Small,Fabric
1721,Samsung Keyboard Professional,  SA-CL0721-WHI  ,CAT_529,Fitness,  Other  ,ASICS,SUPP_10091,66.81,113.4,2021-01-15 00:00:00,1.135,28x10x20,White,Extra Large,Composite
1795,Nikon Camera Basic,NI-EL0795-ORA,  CAT_636  ,Accessories,Belts,Lenovo,SUPP_10266,475.13,1156.55,2025-07-09 00:00:00,  0.444  ,93x35x14,Blue,  Large  ,Synthetic
1211,Under Armour Laptop Office%,UN-SP0211-BLA,CAT_576,Electronics,Mobile,HP,SUPP_10876,  164.3  ,361.95,2024-09-29 00:00:00,3.37,34x28x3,Gold,Standard,Steel
1352,Panasonic Case Premium,  PA-SP0352-TUR  ,CAT_617,Gaming,Other,Adidas,SUPP_10754,54.64,111.48,2022-04-06 00:00:00,9.197,49x94x96,Pink,Extra Large,Wood
1206,  Under Armour Charger  ,UN-HM0206-GRA,CAT_615,Sports,Shoes,Reebok,supp_10375,232.5,  513.52  ,2022-04-18 00:00:00,5.109,98x28x7,Orange,One Size,Composite
1098,Microsoft Charger Pro,MI-HM0098-BRO,CAT_545,Footwear,Running,JBL,SUPP_10152,128.07,256.87,2024-02-22 00:00:00,2.599,50x39x55,Blue,Large,Metal
1489,LG Speaker Classic,LG-AC0489-GOL,CAT_584,Equipment,Other,Saucony,SUPP_10872,464.64,656.77,2023-06-06 00:00:00,  7.179  ,65x6x45,Brown,Medium,Composite
1336,Nike Cable Office,NI-SP0336-NAV,CAT_563,Footwear,Formal,Lenovo,SUPP_10981,176.99,224.91,2023-12-19 00:00:00,3.403,35x14x81,Beige,Small,Synthetic
1118,ASICS Keyboard,AS-SP0118-RED,CAT_608,Travel,General,Bose,SUPP_10072,122.18,  160.8  ,2024-07-07 00:00:00,8.079,18x45x52,Pink,Medium,Metal
1615,Canon Screen Protector Basic,CA-CL0615-GRE,CAT_653,Photography,Miscellaneous,Bose,SUPP_10791,46.78,92.61,2025-09-12 00:00:00,4.231,76x15x95,Gray,Small,Fabric
1443,LG Running Shoes Max,LG-AC0443-RED,CAT_570,Footwear,Outdoor,Nikon,SUPP_10981,439.29,627.06,2025-02-19 00:00:00,1.383,30x17x13,  Gray  ,13,Canvas
1756,MIZUNO T-SHIRT#,MI-HM0756-RED,CAT_537,Apparel,Formal,Nikon,SUPP_10983,256.15,527.51,2023-07-04 00:00:00,1.761,99X54X84,Brown,3xl,Wool
1763,Reebok Smartwatch Advanced,RE-HM0763-YEL,CAT_540,Electronics,Wearables,Under Armour,SUPP_10470,394.61,744.37,2025-03-16 00:00:00,2.93,45x45x21,Gold,"14""""",Carbon Fiber
1131,Adidas Camera Sport,AD-AC0131-TUR,CAT_507,  Audio  ,Other,Canon,SUPP_10176,183.43,436.71,2021-12-20 00:00:00,2.822,62x24x9,Green,Large,Metal
1854,Lenovo Charger,  LE-EL0854-TUR  ,  CAT_520  ,apparel,Jackets,Amazon,SUPP_10746,180.37,240.27,  2022-04-06  ,7.045,81x12x5,Green,Extra Large,Composite
1858,Brooks Running Shoes,BR-HM0858-SIL,CAT_609,Footwear,Running,JBL,SUPP_10485,257.95,607.86,2023-10-23 00:00:00,1.256,33x15x12,Navy/Red,8.5,Mesh
1626,Canon Training Shoes Ultra,CA-CL0626-BRO,CAT_579,Footwear,Basketball,JBL,SUPP_10068,123.59,163.13,2025-05-19 00:00:00,0.268,35x20x11,Blue,41,  Mesh  
1812,Apple Case Ultra,AP-CL0812-BEI,CAT_666,Audio,OTHER,Mizuno,SUPP_10028,235.59,386.57,2024-02-12 00:00:00,5.81,72x73x84,Turquoise,One Size,Metal
1871,HP Charger Ultra,HP-AC0871-GOL,CAT_502,Sports,Clothing,Bose,SUPP_10429,112.18,154.2,2021-09-21 00:00:00,8.586,18x38x86,Navy,Large,Metal
1901,Lenovo Mouse,LE-HM0901-YEL,CAT_513,Electronics,Mobile,Dell,SUPP_10063,499.76,730.72,2021-08-02 00:00:00,5.987,75x80x84,WHITE,Small,Mixed Materials
1533,Apple Charger Premium,  AP-CL0533-COR  ,CAT_522,Fitness,Miscellaneous,Under Armour,SUPP_10665,496.55,1081.23,2024-09-16 00:00:00,7.694,60x40x64,Beige,Medium,Synthetic
1116,Canon Running Shoes Elite,  CA-SP0116-PUR  ,CAT_640,Footwear,Outdoor,Sony,SUPP_10579,427.69,951.52,2021-11-11 00:00:00,1.362,25x15x10,Black/White,  38  ,Leather
1956,Bose Camera,BO-EL0956-NAV,CAT_547,Fitness,Other,Panasonic,SUPP_10188,  91.23  ,158.19,2024-01-14 00:00:00,6.237,6x54x58,Yellow,Small,Metal
1941!,Reebok Keyboard Home,RE-SP0941-BRO,CAT_565,Equipment,Miscellaneous,Nikon,SUPP_10134,342.92,584.34,2021-11-04 00:00:00,2.415,75x13x52,Pink,Small,Wood
,,,,,,,,,,,,,,,
1126,Nikon Casual Shoes Plus,NI-SP0126-BLU,CAT_641,Footwear,Formal,NIKE,SUPP_10377,108.33,209.4,2023-09-02 00:00:00,0.595,34x16x13,Blue,42,Mesh
  1333  ,Under Armour Screen Protector Advanced,UN-CL0333-GRE,CAT_626,Home & Office,General,Microsoft,SUPP_10504,453.21,960.38,2024-04-25 00:00:00,2.17,30x86x55,Red,Large,Wood
1359,Brooks Laptop,BR-HM0359-RED,CAT_579,Electronics,Mobile,Saucony,SUPP_10438,381.05,764.27,2021-07-22 00:00:00,1.338,35x27x2,SILVER,"15.6""""",Carbon Fiber
1653,Saucony Smartphone,SA-EL0653-BLA,  CAT_527  ,Electronics,Wearables,Adidas,SUPP_10480,406.66,702.62,2024-10-03 00:00:00,0.121,13x7x0.6,Silver,"15.6""""",Magnesium Alloy
,,,,,,,,,,,,,,,
1824,Dell Charger Plus,DE-AC0824-YEL,CAT_586,  Apparel  ,Sportswear,Mizuno,SUPP_10344,367.62,801.43,2025-10-10 00:00:00,7.612,30x30x22,Coral,Medium,wood
1283,HP Case Sport,HP-EL0283-GRE,CAT_608,Travel,Miscellaneous,Microsoft,SUPP_10783,359.61,703.57,2025-08-07 00:00:00,2.802,87x56x50,Turquoise,One Size,Metal
1489,LG Speaker Classic,  LG-AC0489-GOL  ,CAT_584,Equipment,Other,Saucony,SUPP_10872,464.64,656.77,2023-06-06 00:00:00,7.179,65x6x45,Brown,Medium,Composite
1571,Dell Smartwatch Elite,DE-EL0571-RED,CAT_675,Electronics,Computers,Canon,SUPP_10530,271.79,  544.71  ,2022-10-08 00:00:00,1.265,30x33x6,Silver,"14""""",Magnesium Alloy
1413,Nikon Tablet Air,NI-CL0413-GOL,CAT_674,Electronics,Mobile,Mizuno,SUPP_10735,88.91,218.08,2025-09-04 00:00:00,2.823,48x43x29,White,"32""""",Plastic
1225,Microsoft T-Shirt Édition Spéciale,,CAT_677,,Pants,,SUPP_10735,369.3,,2021-08-27 00:00:00,0.273,,Beige,,Denim
1598,ASICS Running Shoes Home,AS-SP0598-ORA,CAT_618,Footwear,Running,New Balance,SUPP_10641,122.61,289.02,2021-03-26 00:00:00,1.297,28x19x10,Blue,6,Synthetic
1954,Mizuno Casual Shoes,MI-SP0954-GRA,CAT_695,Footwear,Casual,Adidas,SUPP_10360,183.88,387.6,2022-05-19 00:00:00,0.752,33x15x15,Gray,38,Nylon
1402,Under Armour Headphones Pro,UN-EL0402-BLA,CAT_695,Electronics,COMPUTERS,Sony,SUPP_10254,387.36,599.62,2025-05-31 00:00:00,0.288,16x6x1.3,Black,"14""""",Steel
  1411  ,Mizuno T-Shirt,MI-SP0411-SIL,CAT_638,Apparel,Shirts,Apple,SUPP_10216,302.58,660.68,2023-04-27 00:00:00,0.687,75x30x86,White,L,Linen
1151,Amazon Jacket,am-sp0151-bei,CAT_530,Apparel,Sportswear,Adidas,supp_10887,320.85,627.07,2023-04-21 00:00:00,1.279,  65x29x69  ,Red,XXXL,Linen
1916,Adidas Camera,AD-CL0916-TUR,  CAT_526  ,Footwear,Running,Nikon,SUPP_10850,191.79,451.3,  2022-11-03  ,4.317,20x67x18,Brown,Medium,Mixed Materials
1474,Sony Laptop Elite,SO-AC0474-YEL,CAT_582,Electronics,Wearables,Dell,SUPP_10520,364.04,569.03,2022-02-23 00:00:00,2.978,33x24x2,White,"13""""",Steel
  1261  ,Under Armour Keyboard,UN-SP0261-GRA,CAT_617,Travel,General,New Balance,SUPP_10367,488.02,713.91,2021-03-12 00:00:00,1.359,93x77x12,Navy,Medium,Mixed Materials
1725,Bose Training Shoes,,CAT_653,,Outdoor,,SUPP_10062,227.13,,2024-12-21 00:00:00,1.138,,Black,,Mesh
,,,,,,,, ,, ,,     ,,    ,
1856,Bose Jacket Classic,bo-el0856-whi,CAT_586,Apparel,Shirts,JBL,SUPP_10872,322,538.47,2022-12-22 00:00:00,1.239,38x62x63,Pink,XL,Spandex
1708,Bose Laptop,BO-CL0708-GRE,CAT_631,Electronics,Accessories,Reebok,SUPP_10877,385.82,664.71,2025-08-10 00:00:00,3.247,35x28x2,Space Gray,"13""""",Glass
1264,Puma Cable,PU-AC0264-BEI,CAT_697,Apparel,Sportswear,Dell,SUPP_10808,437.06,880.61,2022-09-02 00:00:00,7.069,5x85x14,  Yellow  ,Large,Wood
