supplier_id,supplier_rating,supplier_status,is_preferred,is_verified,contract_start_date,contract_end_date,city,state,zip_code,country
SUP_10105,Fair,pending,N,False,2023-04-04 00:00:00,2023-02-22 00:00:00,欢县,IN,63177,PH
SUP_10911,3.91,  on hold  ,False,True,2022-11-15 00:00:00,2025-09-22 00:00:00,Wheelertown,New Mexico,927-1419,República Democrática Popular Lao
SUP_10349,3.42,suspended,False,True,2023-12-25 00:00:00,2024-09-19 00:00:00,Lake Rosemaryville,Guipúzcoa,068-9280,マーシャル諸島
SUP_10727,3.74,  inactive  ,False,False,2024-06-08 00:00:00,2026-01-08 00:00:00,武汉市,Burgos,63112,Bélgica
SUP_10235,3.72,active,False,False,2023-10-02 00:00:00,  2025-12-04  ,Cádiz,Córdoba,35812,Ouganda
  SUP_10577  ,4.31@,inactive,False,True,2023-05-28 00:00:00,2024-07-08 00:00:00,Murcia,Rheinland-Pfalz,42684,Sahara Occidental
SUP_10385,5 stars,suspended,true,True,2024-06-29 00:00:00,2023-11-19 00:00:00,Reynoldsbury,Massachusetts,47853,BZ
SUP_10304,3.31,inactive,False,True,2024-09-01 00:00:00,2027-05-06 00:00:00,Borna,León,18843,Congo
SUP_10063,3.04,  on hold  ,False,True,2024-10-09 00:00:00,2026-05-02 00:00:00,北区,Almería,614-5119,Bhutan
SUP_10457,3.01,active,True,True,2024-04-23 00:00:00,2027-02-24 00:00:00,Fullermouth,Sachsen,79617,Belarus
SUP_10058,3.85,  active  ,False,True,  2025-02-19  ,2027-11-26 00:00:00,Port Andreaborough,Castellón,43565,カメルーン
,,,,, ,,,,,
SUP_10647,3.93,on hold,False,  False  ,2023-11-12 00:00:00,2024-09-02 00:00:00,横浜市港北区,Madrid,431-0928,博茨瓦纳
SUP_10417,  4.99  ,under review,  False  ,False,2025-02-18 00:00:00,2027-09-09 00:00:00,葛飾区,Lleida,810-1406,Tonga
SUP_10659,2.5,active,True,True,2024-11-29 00:00:00,2027-07-11 00:00:00,Bernburg,Asturias,747-2641,古巴
SUP_10825,,pending,,True,2024-05-02 00:00:00,,Baudry,,752-8049,
SUP_10083,0.27!,on hold,True,True,2023-05-19 00:00:00,2025-11-04 00:00:00,香取郡東庄町,Massachusetts,527-6524,マヨット
SUP_10569,4.55,active,False,True,2024-03-26 00:00:00,2024-11-14 00:00:00,Heatherton,Schleswig-Holstein,226-9379,Mauritania
SUP_10681,  4.76  ,on hold,False,True,2025-06-28 00:00:00,2027-02-22 00:00:00,Maillot-les-Bains,Nordrhein-Westfalen,  74148  ,United Arab Emirates
SUP_10103,3.59,under review,True,True,2024-05-07 00:00:00,2027-01-22,Sharpeville,Hamburg,  663-4215  ,哥斯达黎加
10480,1.47,,False,,,2024-04-10 00:00:00,,Baden-Württemberg,,Sweden
SUP_10384,2.19,active,True,True,2022-10-16 00:00:00,2024-04-15 00:00:00,Wittstock,Ourense,46420,Guernsey
SUP_10092,4.55,active,False,True,2024-02-04 00:00:00,  2025-08-07  ,Martinsboeuf,  Burgos  ,  882-5231  ,维尔京群岛和圣罗克伊
  SUP_10452  ,3.26,pending,False,False,2024-12-14 00:00:00,2026-07-26 00:00:00,Soria,Missouri,695-2756,BHUTAN
SUP_10906,4.34,pending,False,False,2025-08-10 00:00:00,2026-11-27 00:00:00,Barcelona,New Jersey,343-8363,Äußeres Ozeanien
SUP_10721,1.66,  pending  ,False,True,  2025-01-08  ,2027-12-09,Hancockport,Vizcaya,221-6727,Algeria
SUP_10795,2.91,under review,  False  ,False,2023-11-20 00:00:00,2026-05-09 00:00:00,Kyleburgh,Jaén,72923,阿鲁巴岛
SUP_10211,4.39,suspended,False,True,2025-06-09 00:00:00,2027-11-23 00:00:00,横浜市港南区,  Segovia  ,980-0182,República de Corea
SUP_10352,4.65,  on hold  ,False,True,2024-06-15 00:00:00,2027-01-14 00:00:00,JourdanVille,Hawaii,139-0477,Sudan
SUP_10206,  3.8  ,active,True,False,2023-12-02 00:00:00,2026-09-05 00:00:00,川崎市中原区,Missouri,  553-4633  ,United States Minor Outlying Islands
SUP_10098,4.56,active,False,True,2024-01-12 00:00:00,2025-02-15 00:00:00,Bouchet,Vizcaya,893-1020,开曼群岛
SUP_10489,3.86,on hold,True,False,2025-03-30 00:00:00,2026-03-11 00:00:00,Tarragona,Thüringen,668-6637,ハンガリー
SUP_10336,3.48,pending,False,true,2023-03-02 00:00:00,2025-04-04 00:00:00,Vazquezville,Alaska,775-7065,Congo
SUP_10118,1.03,on hold,False,False,2023-11-03 00:00:00,2024-12-07 00:00:00,渋谷区,Mississippi,  470-9256  ,Qatar
SUP_10615,3.6,suspended,False,False,2024-08-06 00:00:00,2025-07-01 00:00:00,世田谷区,Mecklenburg-Vorpommern,28243,Hungría
SUP_10443,4.85,active,False,False,2023-12-23,2024-10-17 00:00:00,Huelva,Thüringen,96744,Gibraltar
SUP_10756,3.1,ACTIVE%,False,TRUE,2023-03-26 00:00:00,2025-03-07 00:00:00,south gregoryberg,Saarland,682-9371,Armenia
SUP_10763,3.42,suspended,True,True,2024-02-15 00:00:00,2026-02-01 00:00:00,Geithain,Palencia,404-4347,Marshall Islands
SUP_10131,4.3,active,FALSE,  True  ,2025-02-03 00:00:00,2028-01-22 00:00:00,Huelva,New Mexico,39223,Zaïre
SUP_10854,2.67,  under review  ,  False  ,True,2023-03-01 00:00:00,2024-03-18 00:00:00,North Marianton,Bremen,677-8669,  ケニア  
SUP_10858,3.84,pending,False,True,2023-10-03 00:00:00,2026-05-26 00:00:00,Havelberg,Indiana,34495,Tuvalu
SUP_10626,2.01,under review,False,True,2023-01-15 00:00:00,2024-09-24 00:00:00,Marionside,Córdoba,706-0358,Sierra Leone
SUP_10812,2.98,on hold,False,True,2023-06-24 00:00:00,2024-09-13 00:00:00,Bamberg,Texas,462-0295,Azerbaiyán
SUP_10871,2.82,suspended,False,False,2025-08-23 00:00:00,2026-11-07 00:00:00,South Mitchell,New York,584-4360,Djibouti
SUP_10901,3.76,under review,True,True,2023-12-08 00:00:00,2025-05-24 00:00:00,Port Kennethstad,Berlin,063-3854,Guyana
SUP_10533,1.13,  active  ,False,True,2023-08-03 00:00:00,2025-09-04 00:00:00,北镇市,Thüringen,885-0997,Saint Vincent and the Grenadines
SUP_10116,3.81,  suspended  ,False,True,2024-12-22 00:00:00,2027-11-18 00:00:00,Dieburg,Murcia,188-8882,巴林
SUP_10956,2.82,active,True,False,2025-05-07 00:00:00,2026-07-28 00:00:00,Stade,  Guadalajara  ,02277,白俄罗斯
SUP_10941,2,suspended,False,False,2024-06-10 00:00:00,2025-11-04 00:00:00,Strasburg,Connecticut,70467,马绍尔群岛
,,,,,,,,,,
SUP_10126,2.79,suspended,False,True,2024-04-24 00:00:00,2027-03-28 00:00:00,North Michaelland,Pontevedra,884-6311,French Guiana
  SUP_10333  ,4.34,active,False,True,2024-05-28 00:00:00,2026-10-15 00:00:00,港区,Zaragoza,277-5939,Martinique
SUP_10359,2.54,active,False,True,2025-05-06 00:00:00,2027-12-28 00:00:00,Girona,Soria,55332,Ireland
SUP_10653,4.94,active,  False  ,True,2025-03-21 00:00:00,2028-02-03 00:00:00,安房郡鋸南町,Ourense,42946,Kenya
,,,,,,,,,,
SUP_10824,4.65,pending,False,  True  ,2023-08-19 00:00:00,2024-10-12,South Jamie,Brandenburg,481-8752,Vanuatu
SUP_10283,4.25,active,False,True,2023-05-25 00:00:00,2024-05-02 00:00:00,Großenhain,Virginia,587-4011,Barbados
SUP_10489,3.86,  on hold  ,True,False,2025-03-30 00:00:00,2026-03-11 00:00:00,Tarragona,Thüringen,668-6637,ハンガリー
SUP_10571,3.99,inactive,False,False,2025-02-12 00:00:00,2026-09-19 00:00:00,Zeulenroda,Asturias,  68481  ,Guyana
SUP_10413,2.55,under review,True,False,2025-09-06 00:00:00,2027-09-06,Petitjean,New Mexico,22446,Liberia
SUP_10070,,under review,,False,2024-01-20 00:00:00,,Córdoba,,578-5990,
SUP_10598,2.86,on hold,False,True,2024-04-10 00:00:00,2024-12-09 00:00:00,West Ryan,Sachsen,56299,Finland
SUP_10954,3.99,active,False,True,2024-08-06 00:00:00,2027-03-18 00:00:00,Ilmenau,Sevilla,94526,パラグアイ
SUP_10402,4.68*,active,False,True,2025-07-13 00:00:00,2028-03-17 00:00:00,Guadalajara,Montana,44371,Turkmenistan
  SUP_10411  ,2.92,under review,False,True,2024-02-22 00:00:00,2026-12-14 00:00:00,Starnberg,North Dakota,899-1071,Cambodia
SUP_10151,3.1,under review,True,False,2022-12-13 00:00:00,2025-03-29 00:00:00,Wilsonton,hamburg,02161,开曼群岛
SUP_10916,1.25,under review,  True  ,True,2025-06-25 00:00:00,2027-06-16 00:00:00,Bad Langensalza,Nordrhein-Westfalen,87805,  Brunei Darussalam  
SUP_10474,3.99,active,False,True,2024-10-30 00:00:00,2026-07-26 00:00:00,青梅市,Hawaii,768-8344,Myanmar
  SUP_10261  ,4.08,inactive,False,False,2023-01-17 00:00:00,2024-05-12 00:00:00,玉华县,Hessen,352-9730,安圭拉岛英
SUP_10725,,inactive,,True,2023-05-03 00:00:00,,Knowlesside,,570-4309,
,nil,nil,,,nil, ,,,,
SUP_10856,4.36,active,False,False,2023-01-29 00:00:00,2025-10-04 00:00:00,Rathenow,LA CORUÑA,44692,アルジェリア
SUP_10708,2.28,active,False,True,2025-06-21 00:00:00,2026-01-08 00:00:00,Sainte CatherineVille,Sachsen,24727,Armenia
SUP_10264,3.8,active,False,True,2025-09-04 00:00:00,2026-07-30 00:00:00,Alicante,North Dakota,341-8027,Seychelles
SUP_10621,5,active,False,  true  ,2024-04-18 00:00:00,2027-02-13 00:00:00,Segovia,Niedersachsen,45215,Réunion
SUP_10372,4.73,active,False,True,2024-10-19 00:00:00,2026-05-18 00:00:00,千代田区,Florida,02319,Bouvet Island (Bouvetoya)
SUP_10710,0.51,suspended,False,True,2023-12-10 00:00:00,  2025-11-19  ,Königs Wusterhausen,Valladolid,64946,Myanmar
SUP_10388,3.9,suspended,True,True,2023-11-22 00:00:00,2025-09-26 00:00:00,Halberstadt,Baden-Württemberg,19131,ナミビア
SUP_10003,3.38,suspended,False,False,2024-12-18 00:00:00,2025-08-01 00:00:00,  Jaén  ,Oklahoma,  849-5925  ,Egipto
SUP_10879,2.71,active,False,True,2025-02-10 00:00:00,  2026-01-13  ,Peine,Málaga,80989,Turkmenistan
SUP_10904,2.28,under review,False,False,2023-05-20 00:00:00,  2025-11-09  ,Jaén,Toledo,163-6363,Montenegro
SUP_10348,2.24,pending,False,False,2023-11-13 00:00:00,2025-10-06 00:00:00,Mahe,Zamora,70733,France
SUP_10069,3.71*,pending,False,True,  2023-10-18  ,2024-12-11 00:00:00,Bischofswerda,Santa Cruz de Tenerife,70048,Egipto
SUP_10012,-0.73,suspended,Unknown,True,2022-11-11 00:00:00,2022-11-11 00:00:00,南京县,,  72885  ,DEU
 ,,,,,,, ,, ,nil
SUP_10207,3.54,active,False,False,2023-09-27 00:00:00,2024-12-31 00:00:00,East Teresaside,Álava,28128,波兰
SUP_10289,3.77,  pending  ,True,True,2023-12-12 00:00:00,2025-09-16 00:00:00,Cantabria,Utah,306-9343,アメリカ領ヴァージン諸島
SUP_10865,2.26,  active  ,False,False,2024-10-21 00:00:00,  2027-07-03  ,Fischernec,Córdoba,  030-3351  ,Monaco
SUP_10920,3.11,,True,true,,2023-10-28 00:00:00,,Nordrhein-Westfalen,,秘鲁
SUP_10047,3.68,inactive,False,  True  ,2024-07-15 00:00:00,2026-04-09 00:00:00,建国县,Lugo,340-9042,マヨット
,NIL,,,,,,,,,    
SUP_10141,4.97,on hold,False,false,2023-01-01 00:00:00,2024-03-09 00:00:00,横浜市緑区,Montana,711-6046,Malaisie
SUP_10938,3.74,pending,False,True,2022-12-16 00:00:00,2024-04-01 00:00:00,Vizcaya,Nordrhein-Westfalen,58300,Islande
SUP_10884,4.91,on hold,False,True,2024-12-10 00:00:00,2027-01-09 00:00:00,  呼和浩特县  ,Mecklenburg-Vorpommern,910-0728,Botsuana
SUP_10463,4.94,under review,False,True,2023-04-15 00:00:00,2026-01-17 00:00:00,Robinbury,Vizcaya,38520,Mali
SUP_10680,  2.29  ,,False,false,,2025-05-05 00:00:00,,Hessen,,南昌县
SUP_10416,3.7,under review,False,False,2022-11-21,2023-12-31 00:00:00,DOMINICMOUTH,Nordrhein-Westfalen,195-9896,Timor-Leste
SUP_10623,3.87,active,False,True,2024-12-15 00:00:00,2026-03-11 00:00:00,Meganport,Bremen,341-5798,サンマリノ
SUP_10204,1.42,pending,False,False,2022-12-31 00:00:00,2023-07-30 00:00:00,South Simonchester,Niedersachsen,21594,  Gambia  
SUP_10378,4.09,suspended,False,False,2025-05-08 00:00:00,2027-02-11 00:00:00,New Danielville,Mississippi,95967,Senegal
SUP_10190,4.97,  suspended  ,True,False,2025-04-08 00:00:00,2027-05-10 00:00:00,West Danielville,Hessen,34972,TBD
SUP_10406,4.37,active,False,True,2024-07-21 00:00:00,2025-02-05 00:00:00,香取郡多古町,Barcelona,363-6897,Saint-Marin (Rép. de)
SUP_10272,3.6,inactive,False,  True  ,2024-09-20 00:00:00,  2025-07-03  ,  济南市  ,Virginia,649-5946,Malta
SUP_10656,4.21,under review,False,True,2023-08-01 00:00:00,2024-11-16 00:00:00,浦安市,Schleswig-Holstein,605-7146,Zimbabwe
SUP_10387,4.9,under review,False,True,2023-03-31 00:00:00,2024-12-30 00:00:00,Baleares,La Rioja,16343,Niederländische Antillen
SUP_10329,4.49,on hold,True,True,2023-09-06 00:00:00,2026-04-27 00:00:00,Madrid,Valencia,229-0439,アフガニスタン
SUP_10245,Excellent,active,true,True,2024-02-19 00:00:00,  2023-12-17  ,坤县,  AR  ,24872,JM
SUP_10091,4.95,active,False,True,2025-06-25 00:00:00,2026-05-15 00:00:00,Augsburg,Arizona,666-3453,モントセラト
SUP_10012,4.31,under review,False,True,2025-09-24 00:00:00,  2027-05-13  ,Güstrow,Thüringen,25391,Fidschi
SUP_10808,2.14,suspended,False,True,2023-03-01 00:00:00,2023-08-28 00:00:00,横浜市港北区,Arizona,07760,Eritrea
sup_10573,4.3,active,False,True,2023-06-20 00:00:00,2024-11-13 00:00:00,西多摩郡日の出町,Arizona,767-2025,ソロモン諸島
,,,,  Y  ,,,,,,
SUP_10981,4.01,under review,False,True,2024-11-09 00:00:00,2027-04-25 00:00:00,東久留米市,RHODE ISLAND,46706,Namibia
SUP_10043,2.44,suspended,False,True,2023-06-18 00:00:00,2025-02-22 00:00:00,通辽市,New Mexico,938-4557,Myanmar
SUP_10266,1.58,pending,False,False,2024-05-26 00:00:00,2027-04-22,香取郡東庄町,MARYLAND,56870,  カメルーン  
SUP_10913,4.09,inactive,False,True,2022-11-18 00:00:00,2024-10-07 00:00:00,Döbeln,Sachsen,90233,Bangladesh
SUP_10713,4.37,active,False,True,2023-05-21 00:00:00,2026-02-05 00:00:00,Stollberg,Hessen,90898,Taiwan
SUP_10117@,  2.18  ,active,False,True,2022-12-16 00:00:00,2025-03-05 00:00:00,桂芝市,Ohio,012-0274,Uganda
SUP_10620,3.59,,False,True,,2023-10-28 00:00:00,,Brandenburg,,扎伊尔
SUP_10587,4.29,on hold,  True  ,True,2024-08-26 00:00:00,2027-02-12 00:00:00,Teruel,Schleswig-Holstein,177-7756,西撒哈拉
SUP_10364,3.04,active,False,True,2023-06-19 00:00:00,2026-03-02 00:00:00,Greenmouth,Brandenburg,041-7233,Senegal
SUP_10774,2.09,suspended,  False  ,False,2023-12-10 00:00:00,2025-08-16 00:00:00,昭島市,Saarland,53522,Malasia
SUP_10518,0,  under review  ,False,True,2023-01-19 00:00:00,2024-06-27 00:00:00,安房郡鋸南町,Ávila,571-3971,卡塔尔
SUP_10224,3.8,active,false,True,2025-02-22 00:00:00,2027-09-04 00:00:00,Melilla,Missouri,90647,ガーナ
SUP_10453,2.75,active,False,False,2022-10-23 00:00:00,2024-09-12 00:00:00,North Tracyhaven,Alaska,280-1549,ナウル
SUP_10193,3,active,False,False,2023-04-27 00:00:00,2024-04-08 00:00:00,RAYMOND,Utah,63819,Bosnie-Herzégovine
SUP_10967,3.9,inactive,False,  True  ,2025-02-24 00:00:00,  2025-08-24  ,Leipziger Land,Pontevedra,99195,Finlandia
SUP_10760,3.25,,True,true,,2028-01-15 00:00:00,,Sachsen,,TBD
SUP_10730,2.1,active,False,True,2024-11-06 00:00:00,2027-02-10 00:00:00,Grafenau,Cuenca,895-4734,Panamá
SUP_10536,3.21,on hold,False,False,2024-07-08 00:00:00,2025-07-24 00:00:00,Williamsstad,New Jersey,283-0149,Guinea-Bissau
SUP_10436,3.95,suspended#,True,False,2025-02-02 00:00:00,2027-09-14 00:00:00,利島村,Thüringen,713-0945,牙买加
S10780,1.51077,,False,,,03/13/2027,,,,Czechoslovakia
SUP_10940,4.55,,False,True,,2024-05-12 00:00:00,,Bremen,,Fidschi
,,,,,,,,,,
SUP_10667,3.02,active,False,True,2023-09-27 00:00:00,2026-04-22 00:00:00,汕尾市,Santa Cruz de Tenerife,06429,Croatie
SUP_10317,3.52,active,False,True,2024-03-02 00:00:00,2024-09-06 00:00:00,乌鲁木齐县,Guipúzcoa,39375,Singapour
SUP_10843,4.16,  active  %,  False  ,True,2024-11-20 00:00:00,2026-09-29 00:00:00,Freising,North Dakota,23159,莫桑比克
SUP_10851,  4.93  ,on hold,False,False,2024-10-20 00:00:00,2026-08-29 00:00:00,Port Michael,Zamora,72325,China
SUP_10244,4.57,on hold,False,True,2023-04-07 00:00:00,2025-04-03 00:00:00,淑珍市,Berlin,640-3924,Santa Lucía
SUP_10093,3.5,active,False,True,2023-01-25 00:00:00,2025-08-18 00:00:00,Schwabmünchen,Mecklenburg-Vorpommern,43418,Uganda
SUP_10130,3.40596,active,  True  ,True,2025-06-18 00:00:00,05/03/2028,Port Johnstad,Not Applicable,85304,East Germany
SUP_10715,8.34,active,True,True,2025-03-21 00:00:00,,横浜市瀬谷区,sachsen-anhalt,79426,U.S.
SUP_10544,4.54,suspended,False,True,2023-10-25 00:00:00,2024-10-05 00:00:00,Georgeland,Lugo,  35957  ,阿鲁巴岛
SUP_10572,4.08,active,False,True,2023-08-25 00:00:00,2025-11-20 00:00:00,  Mohamedchester  ,Oklahoma,02288,Tanzania
SUP_10255,3.46,on hold*,False,True,2024-09-29 00:00:00,2026-07-11 00:00:00,Navarra,Navarra,764-1728,武蔵村山市
SUP_10143,2.08,suspended,False,False,2023-01-28 00:00:00,2025-11-11 00:00:00,  横浜市金沢区  ,Baden-Württemberg,21208,Libye
SUP_10939,3.03,active,True,True,2024-10-30 00:00:00,  2027-05-18  ,Teruel,Oregon,352-0139,Polen
SUP_10643,4.59,active,False,False,2023-03-26 00:00:00,2026-01-06 00:00:00,Cantabria,Bayern,303-6386,Maldivas
SUP_10157,3.23,inactive,False,False,2023-09-20 00:00:00,2026-02-09 00:00:00,Tamiborough,Nordrhein-Westfalen,271-1964,Cayman Islands
SUP_10260,2.76613,,False,True,,05/07/2029,,Not Applicable,,Ceylon
SUP_10565,4.31,ACTIVE,false,False,2024-09-01 00:00:00,2025-10-08 00:00:00,Teruel,  Guadalajara  ,57304,Venezuela
SUP_10346,4.2,  ACTIVE  ,False,True,2025-07-04 00:00:00,2028-05-21 00:00:00,Dannyburgh,Ohio,038-7551,威克岛
SUP_10827,4.2,under review,True,False,2022-10-13 00:00:00,2024-05-24 00:00:00,Ávila,Cáceres,29849,冰岛
SUP_10830,4.05,active,False,False,2023-06-25 00:00:00,2024-07-13 00:00:00,León,Thüringen,  71184  ,  パナマ  
SUP_10740,3.84,,False,False,,2026-03-02 00:00:00,,Iowa,,ミャンマー
  SUP_10676  ,  4.54  ,on hold,False,True,2023-10-03 00:00:00,2024-10-12 00:00:00,Ramos,Castellón,28938,克罗地亚
SUP_10391,3.88,pending,False,True,2024-02-16 00:00:00,2024-12-06 00:00:00,Petitjean,Berlin,396-3814,Guyane française
SUP_10301,4.72,under review,False,True,2024-02-05 00:00:00,2026-09-30 00:00:00,Bourdon,Hamburg,111-2357,Marruecos
SUP_10428,3.18,under review,False,True,2025-09-22 00:00:00,2028-08-02 00:00:00,West Susan,Guadalajara,694-2177,Demokratische Volksrepublik Korea
SUP_10705,3.39,active,False,True,2023-06-15 00:00:00,  2025-04-30  ,East Katherineberg,North Carolina,330-6349,北マリアナ諸島
SUP_10449,1.52,suspended,False,True,2024-12-21 00:00:00,2026-09-29 00:00:00,山武郡横芝光町,Valencia,23965,リヒテンシュタイン
SUP_10109,4.66,inactive,False,True,2023-07-09 00:00:00,2025-05-21 00:00:00,Gunzenhausen,Washington,04723,パプアニューギニア
SUP_10691,4.73,active,False,true,2023-06-07 00:00:00,2025-01-26 00:00:00,Wetzlar,North Dakota,86332,法罗群岛
SUP_10096,4.77,pending,True,True,2025-09-30 00:00:00,2027-07-02 00:00:00,雪县,Ourense,486-0272,island
SUP_10813,  0.2  ,suspended,True,True,2024-01-15 00:00:00,2026-06-15 00:00:00,Vizcaya,Girona,091-8555,Burundi
SUP_10059,-0.99,under review,TBD,True,2025-05-03 00:00:00,2025-05-03 00:00:00,Cameronland,,477-7675,BRA
SUP_10651,4.14,on hold&,False,True,2024-05-22 00:00:00,2025-04-08 00:00:00,横浜市金沢区,Massachusetts,103-1481,肯尼亚
SUP_10666,4.16,active,False,True,2023-09-11 00:00:00,2025-03-16 00:00:00,青ヶ島村,Bayern,25152,Gambia
SUP_10036,2.27,under review,False,False,  2023-06-05  ,2024-12-24 00:00:00,Ramos,  Valladolid  ,102-3180,Französisch-Guayana
SUP_10449,-0.8,active,,False,2023-04-23 00:00:00,2023-04-23 00:00:00,上海县,,  43594  ,GBR
SUP_10881,4.04,under review,false,False,2023-05-03 00:00:00,2025-01-03 00:00:00,West Dannyside,Badajoz,  340-0359  ,Guyana
SUP_10179,3.07,active,False,False,2025-05-15 00:00:00,2028-02-13 00:00:00,西多摩郡瑞穂町,New Mexico,85353,Netherlands Antilles
SUP_10993,3.31,suspended,True,True,2022-10-13 00:00:00,2024-08-31 00:00:00,Sharonburgh,Guipúzcoa,71800,Cook (Îles)
SUP_10223,4.36,  active  ,True,False,2024-07-17 00:00:00,2025-07-09 00:00:00,  嘉禾市  ,Thüringen,11487,Nördliche Marianen
SUP_10340,2.08,,False,True,,2025-08-11 00:00:00,,Utah,,Sainte BrigitteBourg
SUP_10351,3.06,active,False,True,2024-05-05 00:00:00,2025-04-11 00:00:00,Donaueschingen,Georgia,864-7133,Guatemala
SUP_10949,0.19,under review,False,False,2025-03-20 00:00:00,2027-10-01 00:00:00,Albacete,Rheinland-Pfalz,05267,Uruguay
SUP_10142,1.87,active,False,True,2023-01-21 00:00:00,2025-12-29 00:00:00,Andre,La Coruña,56815,キューバ
SUP_10832,4.52,under review,False,  True  ,2024-02-23 00:00:00,2025-10-22 00:00:00,Lake Davidview,Cádiz,  872-6136  ,Ghana
SUP_10001,1.78,INACTIVE,False,True,2023-02-10 00:00:00,2025-03-05 00:00:00,丽市,West Virginia,89197,桑给巴尔
SUP_10564,3.77,on hold,false,False,2023-08-30 00:00:00,2024-08-31 00:00:00,South Pamelafort,Berlin,36998,西萨摩亚
SUP_10847,2.91,active,True,True,2022-12-19 00:00:00,2023-12-09 00:00:00,拉萨县,Toledo,74489,  尼日尔  
SUP_10161,3.63,suspended,False,True,  2024-04-06  ,2025-11-30 00:00:00,Giraudboeuf,Idaho,286-7307,  Antigua and Barbuda  
SUP_10258,4.28,active,False,True,2024-12-23 00:00:00,2027-10-10 00:00:00,秀华市,Brandenburg,038-9441,Bangladesh
SUP_10771,3.77,pending,False,  True  ,2023-01-01 00:00:00,2024-02-25 00:00:00,Luckenwalde,Alaska,335-3027,不丹
SUP_10187,3.16,active,True,True,2023-07-10 00:00:00,2025-09-21 00:00:00,婷市,Missouri,171-1069,アルバ
SUP_10999,3.96,on hold,False,True,2024-02-09 00:00:00,  2026-12-22  ,Roding,Albacete,274-7785,Serbia
SUP_10829,3.87@,under review,False,False,2022-10-28 00:00:00,2023-05-19 00:00:00,North Mohamed,Rhode Island,87311,モーリシャス
SUP_10737,  1.9  ,under review,False,True,2025-05-27 00:00:00,2026-01-04 00:00:00,Artern,Sachsen,621-3366,Burkina Faso
SUP_10021,2.07,pending,True,True,2023-04-24 00:00:00,2025-10-12 00:00:00,Bützow,Las Palmas,746-5139,Oman
SUP_10381,4.23,under review,False,True,2025-06-21 00:00:00,2027-03-18 00:00:00,府中市,Huesca,58510,Sierra Leone
SUP_10362,3.55,pending,False,True,2024-04-15 00:00:00,2025-01-31 00:00:00,Delaunay,  Huesca  ,73843,Mozambique
SUP_10590,2.78,under review,False,True,2023-10-20,2025-06-30 00:00:00,Ourense,Berlin,12371,  Saint Lucia  
SUP_10556,3.84,inactive,  False  ,True,2023-03-16 00:00:00,2025-11-24 00:00:00,Holzminden,Saarland,965-4817,Argelia
SUP_10156,3.91,pending,False,True,2023-06-27 00:00:00,  2024-01-26  ,Kötzting,Valencia,325-7417,Französisch-Polynesien
SUP_10846,4.89,active,True,True,2023-03-16 00:00:00,2024-05-06 00:00:00,Reyesside,Washington,51946,Mexico
SUP_10483,2.78,under review,False,True,2024-09-28 00:00:00,2027-08-17 00:00:00,Holmesville,Hamburg,29929,  Zimbabwe  
SUP_10271,4.06,under review,False,True,2023-04-11 00:00:00,2025-08-05 00:00:00,Tirschenreuth,Burgos,849-7400,Saint Helena
  SUP_10516  ,2.68,suspended,False,True,2025-07-30 00:00:00,2028-06-16 00:00:00,浦安市,Bayern,06792,Bangladesch
SUP_10124,4.07,inactive,True,False,2024-10-04 00:00:00,2025-07-23 00:00:00,Laurenland,Louisiana,50308,多哥
SUP_10963,3.87,active,False,True,2022-10-12 00:00:00,2025-09-03 00:00:00,Barthelemynec,Nordrhein-Westfalen,508-6568,Niederländische Antillen
SUP_10531,3.92,suspended,  True  ,False,2024-06-09 00:00:00,2026-09-07 00:00:00,Borna,Schleswig-Holstein,49779,  トルクメニスタン  
SUP_10834,4.69,suspended,False,True,2023-10-01 00:00:00,2024-12-02 00:00:00,Valladolid,Nordrhein-Westfalen,229-0124,Gambia
SUP_10097,2.35,active,False,True,2025-06-22 00:00:00,2027-12-20 00:00:00,西多摩郡日の出町,Albacete,271-9477,Etiopía
SUP_10867,4.16,active,False,True,2023-12-26 00:00:00,2025-03-13 00:00:00,Sainte VincentVille,Delaware,59081,Nigeria
SUP_10828,4.48,on hold,True,True,2025-02-08 00:00:00,2026-03-24 00:00:00,Badajoz,Córdoba,583-2463,白俄罗斯
SUP_10917,3.53,suspended,False,True,  2024-04-19  ,2025-01-30 00:00:00,Saint Guyboeuf,Schleswig-Holstein,055-2902,North Macedonia
SUP_10081,3.99,active,False,True,2024-07-02 00:00:00,2027-02-09 00:00:00,辛集县,South Carolina,246-9349,Comores
SUP_10746,4.91,suspended,False,False,2023-02-26 00:00:00,2025-12-01 00:00:00,North Carol,Nordrhein-Westfalen,79720,Irak
  SUP_10853  ,2.86,pending,False,  True  ,2024-07-03 00:00:00,2027-02-26 00:00:00,Saint Mariannedan,Rhode Island,19530,Argentine
  SUP_10392  ,3.55,active,False,False,2022-12-07 00:00:00,2025-10-09 00:00:00,Valladolid,Baden-Württemberg,86779,Djibouti
SUP_10438,-0.21,,,,,,,,,JPN
SUP_10470,4.52,active,False,False,2025-09-19 00:00:00,2028-07-06 00:00:00,RACHELFORT,North Carolina,659-0846,bosnien und herzegowina
SUP_10593,3.85,active,FALSE,False,2025-06-24 00:00:00,2027-04-22 00:00:00,Sebnitz,Baden-Württemberg,55735,Guyane
SUP_10934,2.16,active,False,True,2022-11-19 00:00:00,2023-08-15 00:00:00,West Bethanberg,Florida,  94471  ,Mali
