campaign_id,campaign_type,start_date,budget,end_date,impressions,clicks,campaign_status,campaign_name,conversions,spent_amount,target_audience
444,Spring Collection 2025 - Phase 1,2025-10-10 00:00:00,15226.4,7248.63,1380638,29362,Active,,4.87,,
311,Holiday Special 2023 - Phase 1,2025-10-10 00:00:00,6911.49,283.29,94099,3752,Paused,,,,
243,New Year Deal 2025 - Phase 1,2025-10-10 00:00:00,35292.49,2136.05,286928,13911,Active,,  7.74  ,,
473,Anniversary Sale 2025,  2025-10-10  ,7874.11,148.69,7187,217,Active,Penny Gomez MD,9.22,,
111,MEGA SALE,2025-10-10,4654.78,6715.26,475615,652076,Active,,,,
454,VIP Exclusive 2023,2025-10-10 00:00:00,2773.04,58.87,14397,615,Active,,  4.39  ,,
426,,2025-10-10 00:00:00,6335.03,,  99683  ,,Active,,,,
232,Lead Generation 2024,2025-10-10 00:00:00,9827.18,1671.53,108550,2083,Paused,,8.79,,
174,Lead Generation 2023 - Final,2025-10-10,9200.9,9692.82,4070645,120678,Active,,,,
23,Christmas Special 2025 - Final,2025-10-10 00:00:00,20905.83,3996.32,661268,31458,Active,MS DIANE BOND,1.17,,
  109  ,  Holiday Special 2025  ,2025-10-10 00:00:00,14049.42,4449.78,346462,10866,Paused,,4.42,,
305,Lead Generation 2025 - Final,2025-10-10 00:00:00,16378.03,16984.22,3168548,25182,Paused,,,,
267,Back to School 2024 - Phase 1,2025-10-10 00:00:00,16150.12,258.64,23654,572,  Active  ,James Barton,9.09,,
378,Summer Sale 2024 - Final,2025-10-10 00:00:00,139993.56,2090.61,113293,  640  ,Paused,,,,
  152  ,Holiday Special 2025 - Phase 1,2025-10-10 00:00:00,6042.94,342.72,20304,788,Paused,Kyle Ellis,,,
17,Summer Sale 2023 - Phase 1,2025-10-10 00:00:00,19446.5,6096.21,  770627  ,27417,Active,,,,
  363  ,VIP Exclusive 2024 v2,2025-10-10 00:00:00,177845.4,  52617.22  ,4698708,60344,Active,Patrick Parker,8.63,,
489,Anniversary Sale 2024 - Phase 1,2025-10-10 00:00:00,37626.31,43470.96,18139229,554374,Active,Jemma Phillips,,,
129,Christmas Special 2024 v2,2025-10-10 00:00:00,6935.71,292.62,10632,197,Active,  Denise Stanley  ,,,
225,Summer Sale 2023,2025-10-10 00:00:00,22312.95,3581.8,707975,10383,Paused,,,,
164%,Back to School 2023 - Phase 1,2025-10-10 00:00:00,16020.44,1540.14,300018,6675,Active,,,,
480,Anniversary Sale 2024,2025-10-10 00:00:00,14723.18,1089.02,160699,5555,Paused,,,,
81,Summer Sale 2025 v2,31-05-2025,,6454.88,Low,3966,,Julie Alexander,,,
205,Clearance 2024 - Phase 1,2025-10-10 00:00:00,3437.02,150.4,29082,790,Active,,1.01,,
448,Referral Program 2023 - Final,2025-10-10 00:00:00,10933.31,245.41,24632,1149,Paused,Amelia Ward,5.05,,
258,  Flash Sale 2023 - Phase 1  ,2025-10-10 00:00:00,23149.81,  1878.42  ,137387,6853,Active,,7.02,,
114,Product Launch 2023 - Phase 1,2025-10-10 00:00:00,319070.23,16478.34,2144740,99853,Active,Scott Patel,,,
459,Summer Sale 2023 - Test,2025-10-10 00:00:00,12399.79,394.17,84133,1223,Paused,,,,
386,Test,2025-10-10 00:00:00,2245.24,In Progress,17315,Low,Completed,,,,
423,Christmas Special 2024 - Final,2025-10-10 00:00:00,230382.03,10466.23,812283,  9909  ,Paused,,,,
310,Anniversary Sale 2025,2025-10-10 00:00:00,39693.82,18082.69,  5791568  ,196874,Active,,1.38,,
286,CUSTOMER RETENTION 2023 - TEST,2025-10-10 00:00:00,13937.48,472.53,63833,2899,Active,Michael Miles,,,
486,Product Launch 2025 - Test,2025-10-10 00:00:00,14596.22,2379.76,1124968,30938,Paused,,,,
  252  ,  Customer Retention 2023 - Final  ,2025-10-10 00:00:00,599.51,9.37,125,2,Active,Chad Smith,0,,
390,Flash Sale 2024 - Phase 1,2025-10-10 00:00:00,442227,9186.02,1717287,17024,Active,Brandon Rodriguez,,,
369,  Summer Sale 2025 v2  ,2025-10-10 00:00:00,387111.68,191576.79,24401864,985075,Active,,7.82,,
213,Anniversary Sale 2023 v2,2025-10-10 00:00:00,2694.07,829.01,92708,1113,Active,Grace Morgan-Graham,,,
342,VIP Exclusive 2024 - Test,  2025-10-10  ,19581.21,1124.75,154816,  5208  ,Active,Craig Bell-Watts,,,
169,VIP Exclusive 2024,2025-10-10 00:00:00,20139.1,9315.17,1497702,13891,Active,John Harris,,,
127,Christmas Special 2024 v2,2025-10-10,35084.26,7906.89,3915981,93999,Active,Joseph Bennett,,,
328,  Back to School 2025  ,2025-10-10 00:00:00,18240.32,670.6,187754,7764,Active,,,,
371,Holiday Special 2025 - Phase 1,2025-10-10 00:00:00,3161.64,3249.55,382570,17316,Active,,1.84,,
334,Brand Awareness 2024 - Phase 1,2025-10-10 00:00:00,9247.57,150.66,26243,1187,Active,Marie Hill,,,
69,Spring Collection 2024,2025-10-10 00:00:00,19091.61,251.41,35776,1637,PAUSED,,,,
255,Anniversary Sale 2025 v2,2025-10-10 00:00:00,348175.52,96462.93,18292216,564104,Active,Christopher Sanders,,,
177,Holiday Special 2025 - Test,2025-10-10 00:00:00,17650.35,1617.02,153353,5607,Paused,,8.74,,
76,,2025-10-10 00:00:00,10251.83,,86139,,Active,,,,
283,Lead Generation 2024,2025-10-10 00:00:00,9477.61,3346.45,521146,15756,Active,Eric Dixon,7.96,,
408,Anniversary Sale 2024 - Test,2025-10-10 00:00:00,161373.96,4579.24,594021,  21253  ,Active,Julia Gardiner,,,
99,Customer Retention 2024 - Test,2025-10-10 00:00:00,14482.54,617.13,85626,3261,Active,,,,
,,,,,,,,,,,
206,Product Launch 2025 - Phase 1,2025-10-10 00:00:00,240429.14,23559.29,1293037,26672,Active,,,,
6,PRODUCT LAUNCH 2023,2025-10-10 00:00:00,18896.51,282.79,28569,520,Paused,,2.31,,
185,Anniversary Sale 2023,2025-10-10 00:00:00,199271.92,13866.14,806180,32843,Active,Julie Ball,6.02,,
284,Lead Generation 2025 v2,2025-10-10 00:00:00,8958.05,2227.17,287310,3023,Active,,,,
325,New Year Deal 2025 - Final,  2025-10-10  ,109079,6841.23,1195901,33568,Paused,Terry Hill,,,
200,Christmas Special 2024 - Final,2025-10-10 00:00:00,3771.27,983.94,38353,1798,active,James Jacobs,,,
335,Spring Collection 2023 v2,2025-10-10 00:00:00,9468.05,1766.73,85696,3342,  Active  ,Robert Stark,,,
  303  ,Black Friday 2025,2025-10-10 00:00:00,11761.58,531.33,70932,3100,Active,,,,
  319  ,Holiday Special 2023 - Final,2025-10-10 00:00:00,76438.54,14265.65,1215807,55769,Paused,,,,
9,Christmas Special 2023 - Phase 1,2025-10-10 00:00:00,18222.14,913.45,124623,1985,Active,  Jamie Arnold  ,5.24,,
237,Anniversary Sale 2024 - Phase 1,2025-10-10 00:00:00,493532.44,13476.39,1664218,32652,Active,,,,
  445  ,Brand Awareness 2023 - Final,2025-10-10 00:00:00,6856.46,323.46,20658,941,Active,,4.04,,
394,Anniversary Sale 2025,2025-10-10 00:00:00,114422.65,28835.13,3915346,170537,  Active  ,,,,
53,Christmas Special 2025 v2,2025-10-10 00:00:00,29682.87,2683.48,287496,9166,Paused,Catherine Green,3.64,,
220,  Back to School 2024 v2  ,2025-10-10 00:00:00,18988.52,3799.07,553539,12209,Paused,,,,
120,Anniversary Sale 2023 - Final,2025-10-10 00:00:00,14352.25,2675.15,  222249  ,1438,Active,,,,
, ,,,,,,,,,,
368,Christmas Special 2025 - Phase 1,2025-10-10 00:00:00,5407.51,4751.35,1100871,20500,Paused,,8.34,,
160,Lead Generation 2023 v2,2025-10-10 00:00:00,731.99,291.66,10390,454,Paused,Julia Dawson,3.3,,
281,Campaign,10/16/2024,,In Progress,Low,Low,,,,,
365,Flash Sale 2023 - Test,2025-10-10 00:00:00,  408025.36  ,234439.25,  41665808  ,2024012,Active,,8.97,,
353,Summer Sale 2024 - Final,2025-10-10 00:00:00,984.65,449.22,84547,1784,Active,Chelsea Hughes,,,
132,Brand Awareness 2023 - Final,2025-10-10 00:00:00,466082.49,56355.67,  7993742  ,59763,Paused,Eric Clark,,,
396,Christmas Special 2023 - Test,2025-10-10 00:00:00,14266.55,814.95,139574,2101,  Active  ,,,,
270,Black Friday 2023,2025-10-10 00:00:00,19131.1,486.77,39169,1173,Active,,  9.63  ,,
188,  Black Friday 2023 - Final  ,2025-10-10 00:00:00,6641.85,583.8,80032,3827,Paused,Matthew Mendez,,,
77,VIP Exclusive 2024 v2!,2025-10-10 00:00:00,  21394.24  ,3497.31,646309,  16177  ,Paused,Elizabeth Atkinson,1.79,,
229,Flash Sale 2025 - Final,2025-10-10 00:00:00,18523.86,1188.83,72217,2885,  Active  ,,,,
  224  ,Customer Retention 2023 - Phase 1,2025-10-10 00:00:00,8221.3,447.16,44133,958,Active,JARED CUNNINGHAM,7.83,,
187,Lead Generation 2024 v2,2025-10-10 00:00:00,14531.61,2783.19,367739,3247,Paused,,2.86,,
196,Summer Sale 2025,2025-10-10 00:00:00,  4164.25  ,0,13622,100.5,Completed,,4.98,,
295,New Year Deal 2025 - Final,2025-10-10 00:00:00,9031.14,9721.3,1512688,37646,Active,,,,
314,VIP Exclusive 2023 - Test,2025-10-10 00:00:00,173316.44,5150.21,859665,23319,Active,John Phelps,7.63,,
,,, ,,, ,  null  ,,,,
227,Brand Awareness 2024 v2,2025-10-10 00:00:00,9024.29,1129.9,127089,5598,  Paused  ,,,,
249,Christmas Special 2025 v2,2025-10-10 00:00:00,1983.1,100.83,3962,  113  ,Paused,,,,
,,,, ,,     ,,,,,
38,Anniversary Sale 2024 - Phase 1,2025-10-10 00:00:00,11330,344.37,31013,337,Paused,,,,
,,08/25/2025,,,High,,,,,,
208,Anniversary Sale 2025 - Phase 1,2025-10-10 00:00:00,9653.76,158.23,31540,1363,Active,,,,
82,Customer Retention 2023 - Test,2025-10-10 00:00:00,8318.34,431.94,38926,628,Paused,,1.75,,
219,Referral Program 2024 - Test,2025-10-10 00:00:00,22349,872.63,46426,1021,Paused,,,,
218,Back to School 2025 v2,2025-10-10 00:00:00,14736.39,511.64,192050,2299,Active,Jonathan Brooks,7.92,,
  427  ,Back to School 2024 v2,2025-10-10 00:00:00,8098.93,1557.83,268920,9662,Active,Daniel Barton,,,
40,Referral Program 2024 - Final,2025-10-10 00:00:00,13814.04,714.07,70169,  946  ,Active,Alex Spencer,,,
32,Brand Awareness 2023 - Phase 1,2025-10-10 00:00:00,14564.57,388.82,45130,600,Active,,,,
349,Spring Collection 2025 v2,2025-10-10 00:00:00,5484.69,651.12,69015,3405,Active,,8.02,,
167,New Year Deal 2023 - Test,2025-10-10 00:00:00,15942.63,1222.86,182511,6353,Active,  Stanley Holland  ,,,
370,Lead Generation 2024 v2,2025-10-10 00:00:00,  20354.83  ,11538.33,1165063,27800,Paused,Chloe Allen,7.17,,
435,  Spring Collection 2023 v2  ,2025-10-10 00:00:00,  249788.14  ,  11489.59  ,597245,5976,Active,,1.54,,
18,New Year Deal 2025 v2,2025-10-10 00:00:00,26476.1,3302.46,1237573,58551,Active,,7.63,,
176,,2025-10-10 00:00:00,416859.87,,14573,,Completed,  Holly Wood  ,,,
89,Referral Program 2024 - Phase 1,2025-10-10 00:00:00,7154.73,377.27,60790,958,Active,Juan Moore,1.36,,
420,Lead Generation 2023 - Test,2025-10-10 00:00:00,157213.5,5504.76,757725,6763,Paused,Annette Hope,,,
265,Black Friday 2024 v2,  2025-10-10  ,21529.71,287.26,25871,243,  Paused  ,,,,
226,,2025-10-10 00:00:00,13555.95,,40361,,Completed,Team,Poor,,
443,Christmas Special 2025 - Final,  2025-10-10  ,3173.42,31.45,2083,100,Active,,,,
411,Clearance 2025,2025-10-10 00:00:00,2447.13,668.05,128085,1592,  Active  ,,1.51,,
106,,2025-10-10 00:00:00,20472.75,Calculating,53022,Good CTR,Completed,,,,
399,Referral Program 2023 - Final,2025-10-10 00:00:00,24781.05,283.78,28551,1013,Paused,,  9.87  ,,
484,Referral Program 2025 - Test,2025-10-10 00:00:00,40624.94,614.22,  204438  ,  6809  ,active,,,,
247,Referral Program 2024 - Final,2025-10-10 00:00:00,10641.85,648.58,  113673  ,2099,Paused,,7.48,,
65,Anniversary Sale 2023 - Test,2025-10-10 00:00:00,  3483.15  ,91.76,1622,81,  Paused  ,,1.23,,
145,Back to School 2025,  2025-10-10  ,13397.99,10722.05,5008896,70454,Active,,,,
316,Test,2025-10-10 00:00:00,21310.32,In Progress,52576,Low,Completed,,,,
457,Flash Sale 2025 - Phase 1,  2025-10-10  ,6041.84,140.63,47115,586,Active,,,,
238,Black Friday 2023,2025-10-10 00:00:00,13208.21,145.48,23316,701,Active,Ms Bethan Grant,,,
421,Campaign,,,In Progress,,,,Dr Norman Fisher,,,
  266  ,Summer Sale 2024,2025-10-10 00:00:00,9112.15,413.88,36332,237,Paused,Rebecca Gibson,,,
359,Customer Retention 2023 - Phase 1,2025-10-10 00:00:00,15025.72,2134.24,985481,10514,Paused,,,,
190,Flash Sale 2025,2025-10-10 00:00:00,64037.4,8266.88,915723,28892,Active,Patty Taylor,9.15,,
96,Flash Sale 2023,2025-10-10 00:00:00,  9941.82  ,2917.51,37229,1750,Active,Melissa Williams,1.26,,
302,Black Friday 2024 - Final,2025-10-10 00:00:00,8510.42,  603.0  ,86521,3392,Active,,,,
382,Spring Collection 2025 - Test,2025-10-10 00:00:00,10664.89,1333.21,  216756  ,  3317  ,Paused,Martha Smith,7.57,,
31,Back to School 2024 - Phase 1,,  Variable  ,7273.39,,4307,ACTIVE,,,,
130,Summer Sale 2025 - Test,2025-10-10 00:00:00,34464.16,1464.85,282962,11224,  Active  ,Gillian Mitchell-Clark,,,
278,Flash Sale 2023 - Test,2025-10-10 00:00:00,12618.8,1739.66,313108,14124,Active,,,,
446,Holiday Special 2024 v2,2025-10-10 00:00:00,310320.21,19014.8,2844793,119645,Active,,7.61,,
338,Brand Awareness 2025 - Final,2025-10-10 00:00:00,  18696.09  ,870.26,44544,  783  ,Active,Stephen Campbell,,,
,,20250729,,,High,,,Michael Brown,,,
4,Christmas Special 2023 - Phase 1,  2025-10-10  ,7113.72,554.94,85030,1265,Active,Michelle Miles,3.87,,
86,Brand Awareness 2023,2025-10-10 00:00:00,7784,501.61,19490,609,Paused,Ross Jordan,,,
282,VIP Exclusive 2024 - Final,2025-10-10 00:00:00,32036.71,1929.21,116919,5285,Active,Gareth Johnson,,,
,,0000-00-00,,,-8808,,,Charles Lester,,,
  36  ,,2025-10-10 00:00:00,6755.59,Calculating,76529,Good CTR,Completed,Shane Henderson,,,
440,Christmas Special 2024 v2,2025-10-10 00:00:00,19274.77,4451.59,801865,32782,Active,,,,
125,Referral Program 2025,2025-10-10 00:00:00,261.19,3.78,61,1,Active,,0,,
49,Anniversary Sale 2023 - Phase 1,2025-10-10 00:00:00,10498.84,1126.82,61870,1340,Active,,4.93,,
28,Lead Generation 2024 v2,2025-10-10 00:00:00,12509.94,1522.16,158804,7165,Active,,,,
39,New Year Deal 2023 - Phase 1,2025-10-10 00:00:00,10679.51,623.81,75376,1926,Active,,,,
138,Brand Awareness 2025 - Test,2025-10-10 00:00:00,193125.97,5850.32,358057,5056,Active,,,,
60,New Year Deal 2024 - Final,2025-10-10 00:00:00,3171.72,123.67,2884,36,Active,,,,
362,Anniversary Sale 2025 - Phase 1,2025-10-10 00:00:00,590.58,131.29,25222,834,Active,,,,
383,Back to School 2025,2025-10-10 00:00:00,1776.62,60.75,28875,307,Active,Bruce Gould,,,
463,VIP Exclusive 2024 - Phase 1,2025-10-10 00:00:00,21328.77,2058.57,299595,10506,  Paused  ,Sheila Moore,,,
192,Lead Generation 2025 - Final,2025-10-10 00:00:00,17741.54,1988.14,346825,14764,  Active  ,,,,
110,Christmas Special 2024 - Test,2025-10-10 00:00:00,5091.1,1662.31,221437,  5173  ,Paused,,1.22,,
360,Brand Awareness 2023 v2,2025-10-10,204305.14,  16132.14  ,826163,25933,paused,,7.1,,
56,50% OFF,2025-10-10 00:00:00,1886.12,3267.57,73060,102710,Paused,,1.05,,
236,Product Launch 2023 v2,2025-10-10 00:00:00,358.24,148.99,6137,67,Active,,,,
393,New Year Deal 2023 - Test,2025-10-10 00:00:00,358783.2,27457.47,3493608,121264,Active,Sarah Ward,,,
72,Customer Retention 2024,2025-10-10 00:00:00,20844.4,1243.57,245136,6504,Paused,,,,
462,Customer Retention 2023 - Final,2025-10-10 00:00:00,40801.82,4596.16,1447897,7561,Active,,7.18,,
126,,2025-10-10 00:00:00,22643.11,,22695,,Paused,,,,
459,Summer Sale 2023 - Test,2025-10-10 00:00:00,12399.79,  394.17  ,84133,1223,Paused,,,,
84,Flash Sale 2025 v2,2025-10-10 00:00:00,13971.5,789.48,113279,3681,Active,,2.15,,
271,Maxime expedita atque quam iste. Error repellat beatae sed. Perspiciatis cum voluptates doloribus.,,,,,,,,,,
Cum nam vero doloremque illo delectus odit. Hic qui sunt ipsum inventore a.,,,,,,,,,,,
"Eius provident recusandae neque reiciendis. Deleniti eveniet itaque ea similique""",EM,,-2558.73,,-936,,,,,,
Molestias voluptatibus aut rerum quibusdam error.,,,,,,,,,,,
Ea similique assumenda sint blanditiis repellat distinctio.,,,,,,,,,,,
Similique nostrum incidunt nulla quos repellendus. Necessitatibus minus nisi cumque. Enim eaque similique voluptates perspiciatis. Consequatur quibusdam illum animi.,,,,,,,,,,,
Praesentium consequatur corporis eum. Quis perspiciatis laudantium neque eaque.,,,,,,,,,,,
Iste odio sunt at maiores eius. Iste laborum neque sit sed at. Odio possimus sed recusandae id voluptas repudiandae.,,,,,,,,,,,
Eum eligendi molestias consectetur sequi. Tempora quis aliquid numquam saepe accusamus. Ipsam a vero dicta.,,,,,,,,,,,
Culpa ut earum omnis dolorum. Optio officiis amet numquam quas quidem.,,,,,,,,,,,
"Provident a labore consequatur. Maxime ipsum ab exercitationem blanditiis. Possimus labore dolorem at rem aut.""",1,,,,,,,,,,
52,New Year Deal 2023,2025-10-10 00:00:00,11574.13,541.32,77011,2905,Active,Leslie Alvarado,9.16,,
216&,Referral Program 2025 - Final,2025-10-10 00:00:00,387756.31,47551.95,4278512,96946,Active,,,,
358,New Year Deal 2023,2025-10-10 00:00:00,2847.84,184.4,15667,501,Active,Kimberly Villanueva,,,
458,VIP Exclusive 2024,2025-10-10 00:00:00,20753.82,7319.45,1425622,29726,Active,Rachel Lane,1.27,,
392,  Referral Program 2025 - Test  ,2025-10-10 00:00:00,3496.47,179.89,3522,74,Active,Maria Bryant,,,
134,,2025-13-45,0,,-1112,,Complted,,,,
290*,Holiday Special 2025,2025-10-10 00:00:00,21920.39,366.09,58273,1456,  Paused  ,,,,
58,Brand Awareness 2023 v2,2025-10-10 00:00:00,10183.95,2117.71,108327,2010,Active,Tracey Higgins,,,
465,Flash Sale 2025 - Phase 1,2025-10-10 00:00:00,23811.62,1168.92,164614,4237,Active,,1.96,,
71,,2029-03-28 00:00:00,12018.31,,0.5,Low,Draft,Dr Ronald White,,,
98,Black Friday 2023 - Final,2025-10-10 00:00:00,1098.88,127.69,4330,158,Active,Helen Wells,1.27,,
11,referral program 2024 - final,  2025-10-10  ,2725.51,97.91,2761,66,Active,,,,
350,Product Launch 2023 - Final,2025-10-10 00:00:00,13003.05,379.96,61126,1854,Active,Meagan Daniel,,,
298,Referral Program 2025 v2,2025-10-10 00:00:00,  18386.29  ,4375.23,359386,5477,Active,,,,
475,New Year Deal 2024 v2,2025-10-10 00:00:00,17958.66,281.45,32127,768,Active,,4.69,,
273,Summer Sale 2024,2025-10-10 00:00:00,20966.13,1573.57,271630,2753,Active,,,,
89,,,,,,,ACTIVE,,,,
400,Black Friday 2023 - Test,2025-10-10 00:00:00,  17550.91  ,2680.7,192269,2848,Paused,,7.72,,
309,Spring Collection 2023 - Test,2025-10-10 00:00:00,22822.88,471.48,83402,1418,Paused,Christian Hale-Morris,,,
231#,Product Launch 2023 - Final,2025-10-10 00:00:00,282.05,24.28,887,6,paused,,,,
380,Back to School 2025,  2025-10-10  ,9253.08,366.34,5611,72,Active,Bonnie Gross,,,
 ,  null  ,,, ,,,,,,,
366,Back to School 2025 - Test,2025-10-10 00:00:00,12107.07,164.48,23967,972,Active,,,,
447,Spring Collection 2023 - Final,2025-10-10 00:00:00,24486.28,4740.89,625384,7801,Paused,,,,
373,Flash Sale 2023 - Final,2025-10-10 00:00:00,20702.27,2696.31,234649,4646,Paused,Nicole Schmidt,6.11,,
95,Flash Sale 2023 v2,2025-10-10 00:00:00,6695.76,328.15,45111,410,Active,Mary Bass,,,
452,Holiday Special 2023 - Phase 1,2025-10-10 00:00:00,2939.66,137.24,17242,576,Active,,,,
264,Lead Generation 2024 - Test,2025-10-10 00:00:00,229435.16,30172.26,4885570,189849,Active,  David Ortega  ,,,
313,  BLACK FRIDAY 2023 - PHASE 1  ,2025-10-10 00:00:00,17665.11,1025.69,156712,4555,Active,Christopher Owens,3.12,,
119,Spring Collection 2023 - Final,2025-10-10 00:00:00,23019.44,1173.27,89151,1115,Active,,,,
223,Christmas Special 2025,2025-10-10 00:00:00,27051.39,2153.74,668686,10828,Paused,,  6.62  ,,
413,Referral Program 2025 - Phase 1,2025-10-10 00:00:00,20877.3,1322.59,236308,4266,Paused,,5.34,,
234,Clearance 2025 - Phase 1,2025-10-10 00:00:00,3359.92,68.33,1248,  14  ,Active,Melissa Miller,0,,
438,Customer Retention 2024 - Test,2025-10-10 00:00:00,3213.28,180.75,4380,  47  ,Paused,Lance Montoya,6.38,,
212,Spring Collection 2024 - Final,2025-10-10 00:00:00,15848.78,6755.63,1187488,7464,Paused,,,,
179,Product Launch 2024,2025-10-10 00:00:00,64537.87,4273.21,279348,  12308  ,Active,,,,
73,Holiday Special 2023 - Final,2025-10-10 00:00:00,21622.39,17711.37,2627653,45444,Active,John Green,,,
256,Customer Retention 2025,2025-10-10 00:00:00,18997.22,  1779.3  ,716757,24899,Paused,Douglas Hartman,,,
88,Clearance 2025 - Test,2025-10-10 00:00:00,265911.54,9078.18,1726422,64697,Active,,3.59,,
  215  ,New Year Deal 2023 - Final,2025-10-10 00:00:00,1959.12,98.91,  1185  ,34,Active,,,,
181,Nobis illo aliquam aliquam quae. Maxime corrupti tempora consequuntur ut et hic.,,,,,,,,,,
Nisi magni magni laudantium natus. Repellendus fuga perferendis voluptatem nesciunt reiciendis quas. Ad labore voluptas quos quod neque quam nesciunt. Minima quam quo fugit.,,,,,,,,,,,
""",,,,,-197.25,,-248,,""  Veritatis rem enim enim quae expedita. Omnis quibusdam distinctio repudiandae earum natus. Consequatur nulla nesciunt doloribus pariatur.",,,,,,,,,,,
Odit amet impedit quaerat aut. A mollitia ut illum. Labore dicta vitae eum officia tenetur at.,,,,,,,,,,,
Modi quam vel totam cupiditate. Ut alias saepe ratione. Vel vitae unde soluta.,,,,,,,,,,,
Necessitatibus autem voluptatem eligendi voluptatibus.,,,,,,,,,,,
Laudantium vel sed iusto deserunt beatae cum. Officia quaerat accusamus excepturi eos perferendis deserunt. Sequi tempore repudiandae maiores assumenda pariatur delectus consequuntur.,,,,,,,,,,,
Ab fugit ipsum eaque eveniet. Quam accusamus officiis possimus aperiam blanditiis esse illo. Unde suscipit quo porro odit velit facilis.,,,,,,,,,,,
Vero laboriosam iste voluptates fuga. Totam quidem reiciendis repudiandae quis perspiciatis nisi.,,,,,,,,,,,
"Ipsum provident aspernatur natus aperiam molestias magnam. Modi cum sequi ipsam perspiciatis quaerat laborum.  """,,,,,,,,,,,
494,Brand Awareness 2023 - Final,2025-10-10 00:00:00,4482.45,164.22,26578,1238,Paused,,,,
239,Spring Collection 2025 - Final,2025-10-10 00:00:00,14843.47,2864.12,912402,20700,Active,CHRISTIAN DAWSON,,,
45,Black Friday 2023 - Final,2025-10-10 00:00:00,5865.61,74.47,6523,254,Paused,,,,
7,Back to School 2023 v2,  2025-10-10  ,9298.08,2141.33,92648,1745,Active,,1.49,,
235,Back to School 2025,2025-10-10 00:00:00,22051.13,2186.73,360406,16076,Paused,,4.72,,
318&,Flash Sale 2023 - Phase 1,2025-10-10 00:00:00,10508.84,311.05,29092,488,Paused,JARED CHAVEZ,,,
144,Black Friday 2024 v2,2025-10-10 00:00:00,24792.78,406.73,34768,671,paused,Miss Melissa Miller,  7.6  ,,
116,Spring Collection 2025 - Test,2025-10-10 00:00:00,12165.98,847.51,130952,2534,Active,,,,
340,New Year Deal 2023,2025-10-10 00:00:00,3533.42,243.5,46557,1172,  Active  ,,6.14,,
128,Christmas Special 2023 v2,2025-10-10 00:00:00,7252.08,272.27,4371,102,Active,Maureen O'Donnell-Swift,,,
464,Clearance 2023 - Phase 1,2025-10-10 00:00:00,55907.65,49559.57,8562739,115222,Active,,,,
414,Referral Program 2024 - Test,2025-10-10 00:00:00,1160.92,218.23,8488,  196  ,Active,,,,
450,Anniversary Sale 2023 - Final,2025-10-10 00:00:00,8808.11,2659.46,115791,4722,Active,MICHELLE BROWN,4.72,,
29,Customer Retention 2024,2025-10-10 00:00:00,15453.13,980.34,  53237  ,2304,Active,,,,
8,Anniversary Sale 2024 v2,2025-10-10 00:00:00,229546.53,8177.02,866871,39427,Active,,,,
148,Customer Retention 2025,2025-10-10,6788.12,2861.92,143645,3212,Active,,7.57,,
150,New Year Deal 2025 - Phase 1,2025-10-10 00:00:00,36768.73,1110.55,236113,3704,Active,,1.43,,
299,Brand Awareness 2025 v2,  2025-10-10  ,299262.15,9454.99,1685870,22751,Active,,,,
424,Black Friday 2023 - Phase 1,2025-10-10 00:00:00,7305.03,155.81,28202,206,Active,,  9.71  ,,
364,Flash Sale 2025 - Final,2025-10-10 00:00:00,26819.41,10009.09,3495990,85712,  Active  ,Sean Silva,,,
488,Brand Awareness 2024,2025-10-10 00:00:00,3855.95,295.65,3170,84,Paused,,3.57,,
26,,  2025-10-10  ,3302.54,,29569,,Completed,Malcolm Coates,,,
292,Clearance 2024,2025-10-10 00:00:00,24154.52,361.14,66414,1578,Active,,,,
439,Back to School 2024 - Final,2025-10-10 00:00:00,5783.36,1033.86,161638,6034,Active,Shane Jones,,,
230,  VIP Exclusive 2023 - Phase 1  ,2025-10-10 00:00:00,4321.78,314.45,19770,756,Active,,,,
433,Clearance 2023,2025-10-10 00:00:00,1840.58,42.81,20679,960,Active,,1.46,,
293,  Lead Generation 2023 v2  ,2025-10-10 00:00:00,1546.76,95.17,3590,75,Active,Suzanne Yang,,,
322,VIP Exclusive 2025 v2*,2025-10-10 00:00:00,21738.54,485.95,  31118  ,1371,Paused,,,,
13,VIP Exclusive 2025,2025-10-10 00:00:00,825.28,10.9,224,10,Active,,0,,
94,New Year Deal 2023 - Test,2025-10-10 00:00:00,12215.46,266.57,52867,1153,Active,Stephen Taylor,,,
90!,Anniversary Sale 2023 - Final,2025-10-10 00:00:00,8368.61,112.11,20873,188,Active,,5.85,,
184,Product Launch 2023 - Test,2025-10-10 00:00:00,4511.01,58.54,2688,36,Paused,Louise Turner,,,
156,Product Launch 2025,2025-10-10 00:00:00,11356.21,256.73,23211,551,Active,,,,
131,Summer Sale 2025,2025-10-10 00:00:00,16193.16,0,71471,1000.25,Active,,2.3,,
461,Brand Awareness 2025 - Test,2025-10-10 00:00:00,,  7768.67  ,963880,6861,,Sara Davison-Owen,,,
222!,Holiday Special 2023 - Final,2025-10-10 00:00:00,9475.67,1975.45,119773,5612,Paused,Brent Hernandez,,,
20,Christmas Special 2025 v2,2025-10-10 00:00:00,23823.99,3549.57,342756,14154,Active,,,,
118,New Year Deal 2025 - Final,2025-10-10,10117.33,475.34,48863,1251,Paused,Benjamin Ali,,,
296,Anniversary Sale 2023,2025-10-10 00:00:00,5310.6,187.75,68325,2165,Active,,,,
