inventory_id,product_id,supplier_id,stock_quantity,minimum_stock_level,last_restocked_date,storage_cost,reserved_quantity
10532,PROD_1253,SUPP_10956,68,68,2025-10-05 15:30:12.023000,0.98,
11472,PROD_1711,SUPP_10536,125,73,2025-09-17 11:38:15.928000,0.82,
10551,PROD_1335,SUPP_10085,55,64,2025-10-04 20:59:05.631000,3.57,
11380,PROD_9999,SUPP_10379,,,2025-10-04 11:46:35.801000,1.47,
10346,PROD_1436,SUPP_10808,50,26,2025-09-16 00:15:19.375000,0.83,
10266,PROD_2373,SUPP_10301,0,0,2025-01-24 13:39:10.402000,2.88,
  10470  ,PROD_2159,SUPP_10715,373,  7  ,  2025-08-24 04:48:12.057475  ,3.89,
11406,PROD_2480,SUPP_10616,0,0,2024-03-14 16:37:49.728000,1.53,
10752,PROD_1368,SUPP_10725,16,95,2025-10-03 08:22:18.332000,4.34,
10040,,SUPP_10565,-91,Medium,2025-09-25 06:52:34.891000,0.11,
10618,  PROD_1803  ,SUPP_10302,158,56,2025-10-03 04:59:38.132000,2.16,
10517,PROD_1718,SUPP_10158,28,35,2025-09-27 23:03:51.827000,0.2,
11466,PROD_1096,SUPP_10026,934,136,2025-10-11 18:27:05.637000,2.02,
10469,PROD_2246,SUPP_10258,713,17,2025-08-15 11:51:07.318000,2.97,
10168,  PROD_1496  ,SUPP_10133,72,30,2025-09-23 13:47:56.126000,2.95,
11343,PROD_2257,SUPP_10628,739,17,  2025-08-10 01:44:26.266864  ,3.06,
  10011  ,PROD_1227,SUPP_10254,4,168,2025-10-07 15:41:00.341000,1.32,
10791,PROD_1029,SUPP_10115,0,85,2025-10-08 18:03:49.559000,1.67,
10648,PROD_1337,SUPP_10904,6,46,2025-09-18 01:12:14.774000,2.24,
10268,PROD_2001,SUPP_10656,79,9,2025-10-07 14:20:52.583000,0.98,
10963,PROD_1960,SUPP_10252,45,20,2025-08-15 00:02:19.138000,0.49,
11395,PROD_1637,,334,48,2025-10-25 13:57:35.799000,-3.44,
10833,PROD_2438,SUPP_10052,0,0,2025-06-07 06:16:10.365000,3.34,
11025,PROD_1689,,31,68,,,
11104,PROD_2164,SUPP_10312,344,17,2025-09-16 21:54:53.871000,0.67,
11495,PROD_2255,  SUPP_10752  ,116,9,2025-10-08 12:20:34.002000,0,
11311,PROD_2300,SUPP_10567,158,8,2025-08-01 03:37:15.082000,2.42,
10043,PROD_2125,,1000000,-30,,,
10684,PROD_1110,SUPP_10891*,966,169,2025-10-07 01:10:40.595000,  1.22  ,
10589,PROD_1098,SUPP_10893,70,178,2025-10-11 18:30:48.323000,1.63,
10545,PROD_1964,SUPP_10659,64,17,2025-08-05 07:51:46.803000,4.89,
10439,PROD_1668,SUPP_10182,  191  ,22,2025-09-16 02:48:58.047000,4.17,
11006,PROD_1413,SUPP_10046,12,82,2025-10-02 14:44:03.478000,2.89,
10924,PROD_1509,SUPP_10758,152,94,2025-09-26 04:15:23.813000,0.47,
11274,PROD_2132,SUPP_10904,17,13,2025-10-09 14:45:17.333000,1.64,
10288,PROD_2141,SUPP_10908,615,17,2025-09-05 16:46:42.797000,3.63,
11112,PROD_1675,SUPP_10283,87,98,2025-09-30 09:12:37.383000,3.65,
10946,PROD_2275,SUPP_10951,705,11,2025-08-01 04:18:46.527000,2.37,
10559,PROD_2404,SUPP_10803,0,0,2024-10-09 03:07:33.009000,1.59,
  11425  ,PROD_1444,,5,32,,,
10501,PROD_1469,SUPP_10143,76,45,2025-09-29 05:40:57.268000,0.64,
10739,PROD_1293,SUPP_10376,0,155,2025-10-08 21:55:39.231000,  3.58  ,
11412,PROD_1687,SUPP_10804,70,93,2025-10-07 06:07:36.528000,2.31,
10562,PROD_2362@,SUPP_10320,  5  ,0,2024-04-28 04:30:29.755000,0.62,
11060,PROD_1490,SUPP_10406,13,90,  2025-09-29 02:55:44.413877  ,1.92,
11247,  PROD_2461  ,SUPP_10682,0,0,2025-08-04 21:40:28.613000,2.51,
10608,PROD_1949,SUPP_10506,385,8,2025-08-14 22:12:00.838000,2.15,
10754,PROD_1112,SUPP_10063,2,160,2025-10-11 20:41:11.708000,0.49,
11266,PROD_1017,SUPP_10825,0,142,  2025-10-06 08:48:33.080282  ,2.22,
  10415  ,PROD_2449,SUPP_10156,0,0,2024-01-22 21:04:40.247000,1.93,
11439,PROD_1753,SUPP_10703,69,68,2025-10-04 20:26:12.476000,0.96,
10574,PROD_2025,SUPP_10395,301,24,2025-09-17 21:56:34.906000,1.62,
10499,PROD_2376,SUPP_10336,0,0,2025-02-14 11:20:46.864000,1.81,
10293,PROD_1015*,SUPP_10622,106,163,2025-10-05 22:14:06.120000,0.49,
10673,PROD_1021,SUPP_10860,102,75,2025-10-07 23:01:18.353000,4.76,
10813,PROD_1460,SUPP_10925,53,  67  ,2025-09-25 09:06:03.390000,4.42,
11194,PROD_1991,SUPP_10350,40,7,2025-08-21 07:19:44.876000,3.54,
11156,PROD_2011,SUPP_10401,560,9,2025-09-24 15:09:58.416000,4.29,
10338,PROD_1037,SUPP_10747,26,88,2025-10-10 07:36:50.189000,4.58,
10932,PROD_1342,SUPP_10054,495,34,2025-09-14 17:37:52.824000,1.97,
11078,PROD_2075,SUPP_10684,137,12,2025-09-07 11:03:48.066000,3.31,
10945,PROD_1052,SUPP_999,111,194,11-10-2025,Free,
11273,PROD_2343,SUPP_10171,28,5,2025-10-08 18:37:55.300000,4.23,
10609,PROD_1626,SUPP_10925,66,57,2025-10-03 02:18:29.873000,0.68,
10863,PROD_1722,SUPP_10471,0,21,2025-10-02 10:34:13.393000,3.92,
11237,PROD_1494,SUPP_10999,180,23,2025-10-06 02:28:32.827702,0.12,
11097,PROD_1762,SUPP_10807,0,25,2025-09-30 08:05:44.040000,3.43,
10074,PROD_1990,SUPP_10594,661,11,2025-08-17 15:50:39.690000,1.68,
11246,PROD_1666,SUPP_10037,386,64,2025-10-10 16:09:40.937000,1.8,
10421,PROD_1818,SUPP_10399,61,68,2025-09-21 00:21:08.798000,4.71,
10591,PROD_1996,SUPP_10951,691,6,2025-07-22 12:25:43.754000,0.61,
11026,PROD_2091,SUPP_10682,144,11,2025-09-09 01:25:07.124000,4.75,
10623,PROD_2270,SUPP_10126,335,7,2025-08-04 09:53:36.314000,  0.47  ,
10785,PROD_1756,SUPP_10039,32,51,2025-09-28 00:54:10.687000,3.65,
11215,PROD_1136,,93,  182  ,2025-10-21 10:43:04.487000,-3.49,
10054,PROD_2010,,-9999,-2,,,
10082,PROD_2403,SUPP_10343,0,0,2025-02-17 01:00:25.239000,4.6,
10333,PROD_1766,SUPP_10356,21,87,2025-10-01 12:38:08.902000,4.89,
10194,PROD_2102,SUPP_10928,142,26,  2025-09-19 20:47:22.010045  ,  4.39  ,
10999,PROD_1773,SUPP_10721,71,30,2025-09-29 10:09:51.576000,1.88,
  10874  ,PROD_1322,SUPP_10825,32,79,2025-09-23 22:17:43.658000,3.63,
10096,PROD_2082,SUPP_10910,497,12,2025-08-11 18:23:41.604000,4.04,
10544,PROD_2409,SUPP_10930,0,0,2024-06-25 07:13:16.243000,0.85,
10104,PROD_2028,SUPP_10893,48,15,2025-07-21 13:08:55.466000,4.99,
10639,PROD_2224,SUPP_10173,0,26,  2025-09-22 15:09:20.232168  ,2.08,
10381,PROD_1680,SUPP_10518,66,61,  2025-10-09 20:18:34.960876  ,2.32,
11032,PROD_1849,SUPP_10325,286,42,2025-09-30 05:34:14.349000,2.22,
10080,,SUPP_10820,  -23  ,Medium,2025-09-30 10:59:34.662000,4.38,
10624,PROD_1503,SUPP_10803,363,78,2025-09-25 09:23:44.789000,1.09,
11166,PROD_1236,SUPP_10797,333,  200  ,2025-10-06 21:50:10.703000,3.21,
10718,PROD_1887,SUPP_10548,11,90,2025-10-01 21:26:16.231000,4.12,
11083,PROD_1173,  SUPP_10092  ,165,121,2025-10-06 06:37:31.938000,2.92,
11418,PROD_1407,SUPP_10864,61,100,2025-10-11 09:03:10.143000,4.85,
10725,PROD_1835,,120,35,,,
11098,PROD_1151,SUPP_10571,649,125,2025-10-04 23:57:50.036000,2.22,
10873,PROD_1129,SUPP_10689,125,124,2025-10-11 06:42:23.702000,1.27,
10679,PROD_1564,SUPP_10160,188,40,2025-10-01 16:13:42.017000,1.7,
10453*,PROD_1478,SUPP_10425,417,43,2025-10-09 20:36:43.845000,3.52,
10358,PROD_2384,SUPP_10781,6,0,2024-02-14 01:37:14.850000,4.09,
10978,PROD_2299,SUPP_10592,45,26,2025-09-13 14:51:22.473000,0.77,
10910,PROD_2152,SUPP_999,93,286,10/11/2025,,
10204,PROD_1395,SUPP_10336,77,67,2025-09-12 23:22:40.616000,4.09,
11465,PROD_1865,SUPP_10440,96,22,2025-10-06 16:58:00.264000,2.1,
10232,PROD_1191,,-9999,-25,,,
10906,PROD_2462,SUPP_10544,0,0,2025-07-01 23:47:21.535000,4.3,
  11188  ,PROD_1397,SUPP_10566,66,100,2025-09-24 12:56:36.166000,2.97,
10170,,SUPP_10563,28,45,2025-09-12 10:52:20.974000,3.25,
  10111  ,PROD_1539,SUPP_10006,70,62,2025-09-30 04:03:53.859000,1.58,
10756,PROD_1609,SUPP_10945,80,69,2025-09-12 18:01:05.390000,2.16,
10355,PROD_1349,SUPP_10365,27,65,2025-09-26 05:44:41.619000,0.34,
11476,PROD_1050,SUPP_10985,41,56,2025-10-07 08:46:25.919000,1.4,
10787,PROD_1073,SUPP_10297,160,  69  ,2025-10-07 15:53:58.930000,1.08,
10573,PROD_2415,SUPP_10290,  96  ,0,2024-09-15 09:35:45.182000,4.77,
11471,PROD_2394,  SUPP_10144  !,  0  ,0,2023-11-17 01:13:26.952000,3.05,
10180,PROD_9999,,,,2025-10-27 10:11:55.068000,-4.53,
11369,  PROD_2363  ,SUPP_10714,0,0,2025-02-13 20:28:43.122000,2.24,
10670,PROD_1636,SUPP_10577,258,59,2025-10-02 07:45:46.078000,2.43,
10795,PROD_2424,SUPP_10603,9,0,2024-04-12 15:12:43.511000,2.91,
10075,PROD_1938,,736,16,,,
  10820  ,PROD_1853,SUPP_10052,19,48,2025-10-06 12:13:57.695000,4.24,
10191,PROD_1701,SUPP_10729,293,47,2025-09-18 00:23:40.108000,2.39,
10321,PROD_1448,supp_10320,0,28,2025-09-26 00:21:15.935000,0.16,
10090,PROD_2245,,,,  2025-10-26 05:31:10.749898  ,-3.2,
10164,PROD_1528,SUPP_10429,  28  ,49,2025-09-22 04:31:56.630000,4.5,
11376,PROD_2145,SUPP_10137,125,9,2025-07-17 05:17:04.842000,3.89,
  10774  ,PROD_2485,SUPP_10897,0,0,2024-07-17 02:18:20.098000,  3.3  ,
11267,PROD_1514,SUPP_10889,38,70,2025-10-05 18:49:19.031000,4.68,
10399,PROD_2475,SUPP_10195,2,0,2025-03-19 04:53:31.894000,2.17,
11173,PROD_1676,SUPP_10762,380,83,2025-09-22 10:16:36.445000,1.71,
10392,PROD_1874,SUPP_10970,209,56,2025-09-23 00:27:13.797000,1.68,
10367,PROD_2146,SUPP_10901,149,19,2025-09-14 02:44:25.552000,0.28,
  10628  ,PROD_1166,SUPP_10435,  0  ,183,2025-10-05 16:51:43.993000,3.77,
10360,PROD_9999,,,,2025-10-24 23:14:32.851000,-1.71,
10474,PROD_1390,  SUPP_10026  ,36,  51  ,2025-09-21 18:27:37.127000,1.91,
10263,PROD_1493,SUPP_10484,13,90,2025-10-05 16:03:56.207000,2.65,
10524,PROD_1908,SUPP_10891,58,7,2025-08-23 21:57:53.367000,0.16,
11329,PROD_1311,SUPP_10303,81,89,2025-09-21 09:50:01.175000,3.96,
10391,PROD_1888,SUPP_10026,36,33,2025-10-02 13:47:42.823000,  4.2  ,
11138,PROD_1588,SUPP_10096,37,97,2025-10-05 01:45:38.865000,4.11,
11020,,SUPP_10885,Unknown,,2025-09-14 16:56:22.573000,0.3,
11304,PROD_2018,SUPP_10491,719,16,2025-08-17 05:51:38.585295,2.95,
10292,PROD_1369,SUPP_10166,43,59,2025-09-19 05:25:58.396008,3.68,
10962,PROD_2151,SUPP_10319,148,7,  2025-07-15 22:41:49.864454  ,1.7,
10511,PROD_1234,SUPP_10585,53,  184  ,  2025-10-10 10:02:28.359252  ,1.37,
10248,PROD_2166,SUPP_10380,705,23,2025-09-26 20:59:53.500000,  4.36  ,
11187,PROD_2168,SUPP_10881,6,16,2025-08-08 05:55:37.908000,3.3,
10336,prod_2130,  SUPP_10148  ,167,28,2025-08-24 19:01:02.219000,1.05,
10845,PROD_1900,SUPP_10932,124,27,2025-07-30 01:51:23.593000,0,
10309,PROD_2024,SUPP_10071,902,17,2025-10-07 17:50:50.345000,1.7,
10793,PROD_1379,SUPP_10687,71,36,2025-09-30 11:58:45.721000,2.45,
10970,PROD_1422,SUPP_10653,176,26,2025-10-01 00:13:15.371000,1.1,
10940,PROD_2302,SUPP_10125,228,18,2025-07-14 01:22:37.388000,2.81,
10337,PROD_1884,SUPP_10225,181,98,2025-10-07 20:05:29.319000,4.54,
10994,  PROD_1540  ,SUPP_10044,137,21,2025-09-19 01:53:22.753000,0.12,
10601,PROD_1945,SUPP_10961,121,19,2025-09-10 05:56:36.842087,0.98,
10691,PROD_1206,  SUPP_10963  ,968,103,2025-10-07 09:23:26.746000,4.93,
10110,PROD_1557,SUPP_10735,22,44,2022-06-21 17:53:17.627000,999.99,
10436,PROD_1022,SUPP_10530,65,63,2025-10-11 18:11:44.200000,2.17,
10305,PROD_2121,SUPP_10631,541,26,2025-09-01 02:02:48.914000,4.07,
10619,PROD_2354,SUPP_10884,0,0,2024-07-14 21:54:46.597000,1.25,
10915,PROD_1558,SUPP_10864,386,  40  ,2025-09-17 11:09:19.408000,4.46,
10582,PROD_2469,SUPP_10928,0,0,2024-08-25 06:10:11.125000,  3.64  ,
11314,  PROD_1569  ,SUPP_10002,6,46,2025-09-24 19:20:18.468000,4.18,
  10169  ,  PROD_2053  ,SUPP_10051,644,5,2025-07-25 08:30:50.994000,1.98,
11460,PROD_2406,SUPP_10636,0,0,2023-12-28 09:04:46.482000,3.3,
11082,PROD_2308,SUPP_10148,70,7,2025-10-04 03:36:11.885000,0.32,
11294,PROD_2285,SUPP_10056,  488  ,23,2025-08-31 19:29:18.780000,  1.68  ,
11135,PROD_1725,  SUPP_10579  ,342,83,2025-10-10 12:10:27.382000,0.8,
11018,PROD_2064,SUPP_10870,77,29,  2025-09-21 14:57:52.449434  ,3.82,
11233,PROD_1988,SUPP_10420,101,17,2025-07-31 11:50:03.506000,4.05,
11454,PROD_1866,SUPP_10196,78,81,2025-09-27 15:11:02.562000,3.32,
11189*,PROD_1399,SUPP_10045,  22  ,41,2025-09-29 08:04:10.788000,3.02,
10371,PROD_1534,SUPP_10344,85,  58  ,2025-09-22 09:12:14.229000,  1.88  ,
10209,PROD_2458,SUPP_10652,0,  0  ,2025-05-09 09:08:44.965000,3.31,
10728,PROD_1690,SUPP_10084,16,98,2025-09-12 08:43:17.672000,2.01,
11310,PROD_2027,SUPP_10764,112,6,2025-07-28 23:44:13.247000,0.76,
10646,PROD_1421,SUPP_10740,97,25,2025-09-27 01:20:07.011000,4.86,
11177,PROD_1962,SUPP_10190,508,18,2025-07-18 20:31:18.729000,1.33,
,,,,,,,
  10171  ,PROD_2153,SUPP_10329,  25  ,5,2025-08-13 11:06:52.156000,  4.49  ,
10896,PROD_1748,SUPP_10135,84,35,2025-10-04 10:18:25.132000,1.03,
10615,PROD_1843,SUPP_10343,423,29,2025-10-03 03:05:22.521000,3.56,
11298,  PROD_1175  ,SUPP_10465,107,86,2025-10-08 09:42:52.740000,2,
11467,PROD_2017,SUPP_10678,777,11,2025-10-06 23:00:44.907000,1.49,
10318,PROD_1364,SUPP_10609,486,50,2025-10-03 08:19:29.198000,3.34,
10580,PROD_1409,SUPP_10841,77,22,2025-10-03 00:25:55.190000,1.01,
10806,PROD_2231,SUPP_10660,401,16,2025-09-17 11:03:39.655000,0.34,
11475,PROD_2074,,708,16,,,
10631,PROD_2183,SUPP_10096,35,24,  2025-10-01 21:45:13.537902  ,0.87,
10494,  PROD_1362  ,SUPP_10146,93,67,2025-09-23 15:47:02.343000,3.57,
10584,PROD_2261,SUPP_10674,333,23,2025-07-26 05:49:25.718000,1.81,
  10428  ,PROD_2383,SUPP_10926,0,0,2025-08-10 11:45:23.981000,4.92,
10894,PROD_1906,SUPP_10945,779,29,2025-08-03 12:46:22.697000,3.91,
11072,PROD_2233,SUPP_10112,77,17,2025-10-08 05:44:45.672000,3.77,
11103,PROD_1141!,SUPP_10952,111,168,2025-10-05 22:22:51.001000,2.52,
11093,PROD_2149,SUPP_10509,561,14,2025-09-13 16:31:15.511000,2.09,
10247,PROD_1449,  SUPP_10510  ,51,49,2025-09-12 14:50:20.201000,1.09,
10599,PROD_1604,  SUPP_10478  ,37,55,2025-10-08 11:53:14.487000,0.52,
10956,PROD_1883,SUPP_10104,182,  51  ,2025-10-05 18:23:40.461000,4.15,
10772@,PROD_1482,SUPP_10222,0,43,2025-09-21 22:11:24.463000,4.32,
,,,,,,,
10314,PROD_1092,SUPP_10581,79,86,2025-10-08 11:39:41.787000,3.68,
10841,PROD_1287,SUPP_10953,9,135,2025-10-06 19:08:00.450000,1.66,
11106,PROD_2347,SUPP_10864,565,23,2025-08-17 14:48:21.646000,  2.35  ,
10997,PROD_2023,SUPP_10448,983,9,2025-08-29 20:34:21.956000,2.16,
10153,PROD_1273,SUPP_10880,19,76,2025-10-10 16:30:04.738000,0.61,
10513,PROD_1943,SUPP_10835,425,13,2025-08-23 11:14:38.698000,4.86,
10412,PROD_1624,SUPP_10358,442,37,2025-09-12 23:01:07.280000,3.6,
11089,  PROD_1063  ,SUPP_10432,93,183,2025-10-10 11:35:13.093000,0.59,
11268,PROD_1617&,SUPP_10738,18,43,2025-10-02 00:29:04.010000,0.21,
10817,PROD_1565,SUPP_10403,26,44,2025-10-11 09:50:48.715000,2.15,
11426,PROD_1294,SUPP_10673,20,152,2025-10-10 01:17:07.378000,1.56,
,, , , ,  N/A  ,,
10521,PROD_1184,SUPP_10186,33,155,2025-10-10 19:00:25.794000,3.05,
10361,PROD_1174,SUPP_10101,186,93,2025-10-07 20:45:56.257000,4.52,
10234,PROD_1272,SUPP_10493,41,55,2025-10-07 15:01:22.377000,1.29,
10465,PROD_2464,SUPP_10624,7,0,2024-05-12 16:48:02.569000,0.2,
10491,PROD_1788,SUPP_10648,68,97,2025-10-09 21:21:58.981000,0.9,
11249,PROD_1752,SUPP_10643,77,61,2025-10-08 01:01:52.620000,0.87,
10004,PROD_2405,SUPP_10332,1,0,2024-11-25 11:43:30.517000,  2.07  ,
10610,  PROD_1714  ,SUPP_10296,16,85,2025-10-07 02:14:38.211000,0.51,
10576,PROD_1655,SUPP_10984,115,73,2025-10-04 18:15:04.365000,0.53,
10519,PROD_1805,SUPP_10342,44,58,2025-09-16 01:26:46.445000,3.16,
10751,PROD_2303#,SUPP_10108,258,28,2025-08-20 03:21:08.797000,4.64,
11171,PROD_1235,SUPP_10756,49,87,2025-10-08 15:42:02.935000,0.59,
11048,PROD_1574,SUPP_10691,  79  ,88,2025-09-24 09:55:54.634000,3.15,
10120,PROD_9999,SUPP_10542,Many,,2025-10-07 12:30:29.752000,2,
11115,PROD_2136,SUPP_10030,186,22,2025-09-11 01:28:23.436000,0.66,
10832,PROD_1007,SUPP_10543,13,62,2025-10-05 22:02:02.542000,4.8,
10446,PROD_1842,SUPP_10288,308,21,2025-10-01 14:30:42.985000,2.41,
10872,PROD_1183,SUPP_10481,487,185,2025-10-09 06:56:42.555000,2.58,
11101*,PROD_1202,SUPP_10623,421,125,2025-10-08 07:36:02.231000,  2.25  ,
10089,PROD_1783,SUPP_10525,174,76,2025-09-13 11:58:46.054000,0.27,
10403,PROD_2295,SUPP_10818,490,  20  ,  2025-09-19 02:45:35.658500  ,0.73,
10148,PROD_1648,SUPP_10296,364,32,2025-10-09 11:23:40.666000,0.76,
10115,PROD_2196,SUPP_10061,171,9,2025-08-28 12:41:51.101000,  3.85  ,
10285,PROD_1296,SUPP_10188,20,155,2025-10-11 08:00:22.609000,1.59,
10709,PROD_2051,SUPP_10384,183,23,2025-09-11 14:47:07.543000,4.21,
  10782  ,PROD_2410,SUPP_10916,4,  0  ,2023-10-29 20:43:30.348000,4.02,
11047,PROD_1639,SUPP_10927,72,71,2025-09-25 22:32:23.564000,0.28,
  11455  ,PROD_2408,SUPP_10810,0,0,2025-03-26 05:02:27.437000,4.57,
11430,PROD_2248,SUPP_10796,31,21,2022-06-13 22:09:00.283000,-99,
11255,PROD_1038,SUPP_10141,0,145,2025-10-08 19:09:57.220000,2.48,
11110,prod_2042,SUPP_10619,Unknown,,2025-08-24 20:05:04.881000,1.36,
11130,PROD_1259,SUPP_10007,5,119,2025-10-10 03:11:12.778000,0.59,
10402,PROD_2284,SUPP_10352,110,15,2025-09-02 06:49:27.019000,4.62,
10959,PROD_1953,SUPP_10928,18,8,2025-08-16 17:57:30.470000,2.2,
10442,PROD_2443,SUPP_10383,0,0,2023-12-29 16:27:07.850000,  1.68  ,
10893,PROD_2175,SUPP_10451,29,19,2025-08-20 22:56:45.009000,4.44,
11272%,PROD_1477,SUPP_10638,59,24,2025-09-14 23:10:41.934000,3.24,
11325,PROD_1180,,  22  ,135,,,
11198,PROD_2478,SUPP_10954,0,0,2025-04-28 07:39:57.293000,3.71,
  11399  ,PROD_1513,SUPP_10831,1,26,2025-10-07 05:43:46.377000,2.68,
11261,PROD_2100,SUPP_10105,86,5,  2025-08-14 07:57:20.278948  ,1.55,
11205,PROD_1381,SUPP_10305,145,  20  ,2025-09-28 19:34:05.277000,3.5,
10804,PROD_2453,SUPP_10699,7,0,2024-10-02 05:36:07.401000,1.64,
10859,PROD_1581,SUPP_10730,92,95,2025-09-29 05:45:18.223000,4.5,
10833,PROD_2438,SUPP_10052,0,0,2025-06-07 06:16:10.365000,3.34,
11118,PROD_1126,SUPP_10010,788,130,2025-10-06 18:10:00.429000,1.81,
10393,PROD_1549,SUPP_10166,72,39,2025-09-18 13:35:41.334000,0.69,
  10459  ,PROD_1905,SUPP_10012,105,13,2025-08-21 20:36:49.630000,3.28,
11004,PROD_1632,SUPP_10682,105,99,2025-09-25 06:47:07.630000,1.16,
10526,PROD_1760,SUPP_10313,75,68,2025-10-07 11:53:55.374000,4.89,
10538,PROD_1014,SUPP_10574,70,132,2025-10-09 20:25:09.949000,3.35,
  11254  ,PROD_2179,,-9999,-39,,,
10274,PROD_1728,SUPP_10094,392,61,2025-10-04 13:32:37.900000,3.99,
,,,-58,High,,,
,,,, ,,,
11436,PROD_2493,SUPP_10858,0,0,2025-05-18 03:40:36.783000,1.16,
10363,PROD_1819,SUPP_10703,49,74,2025-09-27 18:09:56.776000,1.03,
10385,PROD_1567,SUPP_999,10,23,11-10-2025,,
10607,PROD_1739,SUPP_10805,392,88,2025-09-19 10:16:45.484000,1.3,
11344,  PROD_2194  ,SUPP_10939,104,9,2025-10-01 03:28:17.317000,4.27,
11407,PROD_2222,  SUPP_10389  ,763,16,2025-07-14 12:27:06.813000,4.8,
11162,PROD_2271,SUPP_10893,255,6,2025-08-24 01:10:51.395000,5,
10835,PROD_1157,SUPP_10159,112,119,2025-10-11 03:17:04.795000,4.83,
11444,PROD_1863,SUPP_10852,82,96,2025-10-03 10:45:57.737000,0.38,
11484,PROD_1423,SUPP_10002,62,41,2025-09-23 10:52:12.469000,4.59,
11499,PROD_1499,SUPP_10863,146,44,2025-10-02 22:41:28.770867,2.82,
10193,prod_1131,SUPP_10824,10,177,2025-10-10 14:55:59.839000,4.99,
10047,PROD_1872,SUPP_10348,55,95,2025-09-29 20:14:50.996000,2.94,
10416,prod_2358,SUPP_10002,0,0,2024-03-31 13:29:10.057000,4.37,
10390,  PROD_2382  ,SUPP_10842,Few,,2024-05-23 15:03:11.025000,0,
11127,PROD_1365,SUPP_10021,387,69,2025-09-23 10:51:54.613000,4.21,
10217,PROD_1726,SUPP_10989,107,76,2025-09-13 19:36:59.456000,4.17,
11457,  PROD_1826  ,  SUPP_10673  ,314,93,2025-09-15 16:58:03.344000,1.5,
10855,PROD_1256,INVALID,188,111,2025-10-23 10:12:04.540000,-4.78,
11044,PROD_2429,SUPP_10672,0,0,2025-08-19 17:46:32.936000,3.68,
11064,PROD_1197,SUPP_10532,3,152,  2025-10-10 11:41:34.121062  ,2.91,
,,, ,,na,,
10175,PROD_1312,,428,60,,,
10160,DISCONTINUED,SUPP_10642,-91,  Auto  ,2025-10-01 10:10:23.513000,2.33,
11328,PROD_1138,SUPP_10160,101,132,2025-10-10 11:14:14.969000,1.43,
10549,PROD_2398,SUPP_10321,0,0,2024-01-16 22:08:58.334000,0.15,
  10825  ,PROD_1531,,86,48,,,
10614,prod_1861,SUPP_10129,58,35,2025-10-05 05:21:57.965000,2.28,
10308,PROD_1510,SUPP_10833,76,50,2025-09-20 05:30:07.493000,0.95,
10735,PROD_2466,SUPP_999,4,0,2025-10-11 23:46:00,Included,
10843,PROD_1009,SUPP_10109,13,90,2025-10-06 01:49:30.086000,3.0,
10167,PROD_1336,SUPP_10093,66,53,2025-09-13 07:14:53.799000,4.12,
11243,PROD_2388,SUPP_10780,0,0,2025-03-14 07:56:26.886000,1.73,
10091,PROD_1963,SUPP_10219,911,8,2025-09-12 01:47:24.449000,0.77,
10294,PROD_1077,SUPP_10683,540,156,2025-10-10 19:19:36.036000,4.97,
10161,PROD_1005,SUPP_10045,26,95,2025-10-08 13:18:45.795000,4.66,
10184,PROD_1095,SUPP_10433,2,131,2025-10-11 23:43:01.132000,4.56,
10887@,PROD_1758,SUPP_10686,67,37,2025-09-13 19:02:54.291000,3.32,
10677,PROD_1489,SUPP_10974,54,91,2025-09-26 10:40:25.982000,2.57,
10196,  PROD_1880  ,SUPP_10542,128,  45  ,2025-09-14 16:50:25.053000,1.78,
11411,PROD_1049,SUPP_10411,33,154,2025-10-09 20:45:20.421000,3.06,
10279,PROD_1204,SUPP_10115,0,78,2025-10-08 20:59:06.243000,1.6,
11377,PROD_1986,SUPP_10012,617,30,2025-08-22 06:30:38.642000,4.9,
10397,PROD_1707,SUPP_10349,6,53,2025-09-29 04:10:02.740000,4.37,
10714,PROD_1535,SUPP_10774,89,45,2025-09-16 11:12:22.525000,0.56,
11481#,PROD_2470,SUPP_10597#,7,0,2025-09-14 12:08:00.622000,4.19,
11356,PROD_2095,SUPP_10059,426,11,2025-10-03 14:36:25.013000,2.45,
10335,PROD_1590,SUPP_10738,96,61,2025-09-25 04:20:17.456000,1.23,
11258,PROD_2047,SUPP_10042,4,  19  ,2025-07-23 05:02:41.264000,  1.81  ,
11262,PROD_2013,SUPP_10977,52,25,2025-10-02 01:37:52.373000,4.76,
11143,PROD_1303,SUPP_10731,134,82,2025-09-16 07:24:37.780000,3.46,
11033,PROD_1065,SUPP_10708,138,163,2025-10-05 13:09:44.094000,2.37,
10221,PROD_1269,SUPP_10395,226,145,2025-10-08 04:02:47.085000,2.62,
10440,DISCONTINUED,SUPP_10902,-45,Low,2021-11-24 17:11:07.202000,999.99,
10564,PROD_1230,SUPP_10406,  9  ,75,2025-10-05 09:08:09.574000,0.34,
10935,,SUPP_10990,134,20,2022-11-06 00:25:18.997000,999.99,
10655,PROD_1776,SUPP_10332,10,88,2025-09-13 02:47:51.018000,3.72,
11428,PROD_1501,SUPP_10680,19,61,2025-10-02 00:06:10.325000,  0.18  ,
10084,PROD_2329,SUPP_10361,197,21,2025-09-12 13:03:39.134000,4.88,
10964,PROD_1318,SUPP_10102,95,68,2025-09-14 17:59:38.074000,2.48,
10105,PROD_2338,SUPP_999!,100,12,11-10-2025,,
10324,PROD_1279,SUPP_10147,106,116,2025-10-09 11:44:06.379000,0.61,
