inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost
172,102,17,0,0,26,2025-10-12,13.57
288,175,25,0,0,29,2025-08-22,27.28
737,444,42,1,0,0,2025-07-23,1.79
263,159,21,472,33,30,2025-07-31,1.61
270,165,26,0,0,12,2025-02-24,2.43
344,210,41,0,0,7,2025-10-13,10.34
435,268,24,455,25,12,2025-08-24,3.44
537,324,3,377,29,25,2025-09-23,0.55
317,192,1,3,2,26,2025-12-06,0.66
322,196,50,428,9,5,2025-08-16,5.65
485,297,46,311,46,24,2025-12-16,1.8
678,408,2,13,6,0,2025-08-05,4.65
417,259,14,10,0,21,2025-11-23,1.74
418,260,50,10,2,0,2025-10-12,8.32
436,269,29,10,5,12,2025-10-04,4.79
35,24,30,246,47,17,2025-09-14,0.48
87,54,35,28,11,29,2025-11-02,26.01
339,208,48,0,0,30,2025-09-11,0.08
538,324,35,4,0,24,2025-08-12,1.82
644,388,23,12,2,0,2025-07-17,2.24
745,449,18,134,46,13,2025-08-27,10.88
534,323,45,309,39,17,2025-09-29,1.77
267,162,19,0,0,5,2025-09-08,25.21
760,457,38,18,3,0,2025-12-10,3.77
788,476,39,366,23,16,2025-08-23,36.47
385,236,22,249,27,22,2025-11-05,30.74
733,442,6,10,5,0,2025-07-14,2.86
22,15,15,0,0,22,2025-03-16,1.11
584,351,42,146,28,24,2025-12-09,1.72
724,434,32,0,0,21,2025-09-22,17.36
33,22,5,8,3,0,2025-11-15,1.2
105,64,28,333,32,20,2025-11-19,0.32
354,217,39,55,6,26,2025-12-03,24.07
401,246,22,138,15,13,2025-09-18,13.31
646,390,2,231,16,26,2025-08-01,2.41
168,100,47,254,10,19,2025-08-05,1.81
365,224,37,413,3,25,2025-10-27,4.89
409,253,23,37,12,5,2025-10-22,3.24
557,336,21,3,1,12,2025-12-15,14.23
569,343,32,288,27,9,2025-12-03,1.98
49,33,12,91,3,24,2025-11-04,2.11
238,143,28,62,15,30,2025-11-24,18.94
287,174,19,0,0,30,2025-05-06,0.85
384,235,9,10,4,0,2025-08-14,17.09
674,405,33,349,44,16,2025-08-07,36.74
780,471,18,1,1,10,2025-11-03,5.49
2,2,36,286,41,14,2025-09-11,15.98
224,134,47,0,0,19,2025-01-29,0.7
262,158,13,139,15,8,2025-07-02,1.33
642,387,45,51,3,8,2025-11-30,2.48
789,477,11,109,45,28,2025-08-06,2.77
29,19,20,463,33,24,2025-07-25,3.56
100,62,14,3,2,0,2025-12-15,16.42
560,338,36,0,0,22,2025-06-05,0.18
582,349,8,178,46,9,2025-09-23,5.95
675,406,41,14,2,20,2025-08-01,9.41
786,476,35,291,30,21,2025-10-11,8.54
116,69,25,412,22,18,2025-07-21,1.51
117,70,27,0,0,21,2025-06-10,0.62
282,172,26,13,1,0,2025-09-06,0.54
504,307,13,0,0,10,2025-01-08,4.25
751,453,19,289,42,30,2025-09-05,15.24
781,472,16,3,3,0,2025-07-09,1.56
275,168,8,0,0,13,2025-01-21,9.4
511,311,27,73,21,13,2025-10-14,3.96
575,345,11,0,0,7,2025-02-05,6.03
342,209,11,365,18,5,2025-08-20,5.45
549,330,26,264,16,11,2025-10-08,1.52
605,362,44,476,41,30,2025-11-29,6.17
659,398,42,13,1,0,2025-10-25,14.38
703,423,4,296,0,13,2025-11-21,2.51
150,89,37,350,26,28,2025-11-28,16.2
370,227,32,235,28,12,2025-09-21,5.22
597,358,29,18,7,0,2025-10-12,26.06
257,156,34,0,0,18,2024-12-26,0.68
302,183,28,336,35,30,2025-11-02,3.95
461,282,18,227,44,27,2025-08-16,0.32
60,38,47,205,24,22,2025-09-22,4.18
186,110,18,431,44,27,2025-09-28,9.07
319,194,39,79,79,8,2025-09-25,11.32
415,257,19,0,0,7,2025-02-28,1.85
618,369,38,448,26,15,2025-12-19,5.3
753,453,45,72,20,27,2025-09-12,5.28
191,114,26,202,27,26,2025-08-24,9.58
236,142,4,294,6,14,2025-07-15,3.63
281,172,8,6,0,0,2025-08-18,1.3
340,208,44,231,31,18,2025-10-25,0.14
482,295,11,0,0,27,2025-11-18,7.76
717,432,12,356,0,20,2025-08-02,1.13
1,1,36,276,21,5,2025-11-13,8.33
115,69,17,302,11,29,2025-08-10,2.38
151,90,1,4,0,15,2025-11-12,2.93
676,407,8,87,43,22,2025-11-27,2.46
683,411,45,390,41,10,2025-09-20,1.16
766,461,12,0,0,12,2025-08-12,17.82
6,4,24,0,0,16,2025-10-20,6.74
24,17,45,0,0,15,2025-09-09,1.18
162,96,31,378,9,5,2025-09-18,14.68
218,129,16,0,0,21,2025-07-30,21.68
411,254,7,252,11,11,2025-12-16,10.54
721,433,9,188,32,23,2025-07-24,1.36
380,233,43,418,18,30,2025-12-14,2.14
451,276,17,0,0,24,2025-09-18,3.71
631,378,39,5,1,16,2025-07-09,2.6
639,384,10,343,3,18,2025-09-16,1.09
734,442,35,6,3,0,2025-09-19,4.77
759,457,42,2,2,0,2025-12-08,5.6
102,63,37,43,17,20,2025-10-05,7.09
234,140,44,1,0,25,2025-07-14,20.65
341,208,15,423,6,27,2025-08-18,0.09
359,220,42,452,46,8,2025-11-25,4.8
515,313,3,0,0,25,2025-08-02,29.44
672,405,30,291,25,12,2025-10-07,12.66
691,417,23,158,32,24,2025-09-14,1.95
719,432,26,312,41,7,2025-09-25,1.1
453,277,38,5,4,15,2025-11-06,0.76
479,294,13,0,0,27,2025-02-26,19.72
596,357,42,313,10,17,2025-10-27,36.04
636,382,15,289,25,7,2025-10-04,2.86
692,417,25,195,1,16,2025-12-08,1.12
195,115,28,234,34,6,2025-08-23,0.06
266,162,45,0,0,29,2025-04-22,22.19
399,244,48,0,0,12,2025-04-24,10.38
463,283,38,0,0,28,2025-09-08,26.48
629,377,37,141,6,25,2025-10-22,29.76
248,150,15,297,9,16,2025-09-18,1.74
378,232,11,0,0,28,2025-03-29,16.14
647,390,8,280,50,11,2025-12-14,1.97
93,58,18,93,28,8,2025-09-26,1.92
206,121,46,32,13,5,2025-10-23,8.72
439,271,46,0,0,13,2025-01-08,3.2
673,405,50,478,15,18,2025-09-24,49.23
748,451,50,0,0,16,2025-01-28,2.0
476,291,15,0,0,24,2025-07-06,1.36
578,347,21,20,6,0,2025-06-30,3.02
700,421,16,379,42,22,2025-07-29,11.1
764,460,33,264,44,5,2025-09-21,1.38
52,34,36,118,17,8,2025-11-24,26.39
71,46,15,17,2,0,2025-10-28,8.15
513,312,50,0,0,21,2025-11-08,0.5
568,342,33,366,9,8,2025-09-04,3.02
782,473,2,0,0,30,2025-09-16,13.47
170,101,4,0,0,30,2025-05-01,3.89
283,173,30,20,0,0,2025-08-01,4.11
420,260,4,4,1,0,2025-10-08,9.7
565,340,6,2,2,12,2025-07-26,29.06
755,455,9,5,4,0,2025-07-22,39.8
324,198,34,0,0,18,2025-06-15,3.01
338,207,39,0,0,27,2025-07-11,1.26
466,286,7,16,6,0,2025-09-28,2.73
475,291,11,0,0,13,2025-05-14,0.8
687,413,10,353,43,26,2025-08-31,0.46
740,446,12,315,4,11,2025-12-07,18.52
742,447,45,451,45,13,2025-07-01,4.7
653,394,7,117,41,12,2025-12-01,4.0
26,18,39,0,0,16,2025-02-01,13.66
305,184,35,168,3,23,2025-11-12,3.34
544,326,23,14,1,0,2025-12-08,13.99
667,401,38,132,13,25,2025-07-05,1.79
784,474,46,5,3,0,2025-11-25,1.37
540,325,22,282,24,7,2025-07-15,7.78
606,362,31,154,31,28,2025-10-21,1.41
634,380,17,0,0,26,2025-11-04,32.67
706,425,39,469,14,21,2025-10-21,1.1
713,429,49,273,9,15,2025-09-06,1.05
132,81,20,0,0,20,2025-02-23,3.35
259,157,19,212,36,17,2025-09-09,1.35
607,362,9,497,39,13,2025-08-07,7.14
113,68,28,241,48,14,2025-08-25,3.9
228,136,40,40,17,30,2025-08-14,7.2
307,186,20,1,1,0,2025-07-02,8.51
599,359,11,0,0,11,2025-11-18,25.77
770,462,18,3,3,0,2025-08-11,9.08
268,163,27,8,2,6,2025-07-08,3.13
356,219,12,0,0,10,2025-06-10,2.31
705,424,27,11,0,28,2025-10-20,1.23
14,10,39,0,0,7,2025-06-28,17.96
212,125,18,201,38,26,2025-12-01,7.81
392,239,9,13,5,16,2025-09-07,8.65
669,403,24,290,46,19,2025-09-11,4.15
11,7,25,485,42,27,2025-07-13,33.15
78,50,6,368,21,10,2025-07-03,2.99
494,301,1,351,22,29,2025-11-13,0.23
500,305,26,0,0,27,2025-07-16,3.46
539,325,20,3,3,5,2025-09-07,1.35
190,113,26,289,25,16,2025-12-17,1.92
353,217,37,227,49,12,2025-10-02,10.85
51,34,31,300,29,6,2025-11-21,23.74
196,116,22,468,5,20,2025-11-07,15.27
264,160,39,0,0,27,2025-11-05,2.21
714,429,32,28,1,14,2025-07-05,1.01
416,258,17,0,0,30,2025-10-05,14.21
427,264,28,11,2,23,2025-10-03,7.38
506,308,40,0,0,15,2025-10-11,24.66
219,129,23,0,0,12,2025-04-25,38.92
484,297,39,287,287,18,2025-07-19,1.85
