payment_ref,order_ref,payment_type,gateway_provider,payment_status,gateway_transaction_id,transaction_fee,refund_total,transaction_date,refund_processed_date,payment_amount,currency_code,record_created,customer_ip,billing_country,card_last_four,card_brand,authorization_code,risk_score,retry_attempt
1052,1052,Credit Card,Stripe,Completed,pi_95927655485837,65.62,0.0,2018-09-11T05:59:43Z,,3435.46,USD,2018-09-11T06:00:33Z,105.190.218.69,US,5532,Visa,AUTH-596340,12,0
1053,1053,Cash on Delivery,COD,Pending,,0.0,0.0,2020-05-09T13:27:08Z,,3636.54,USD,2020-05-09T13:27:30Z,80.97.216.86,US,,,,16,0
1054,1054,Gift Card,Stripe,Pending,,0.0,0.0,2025-07-14T16:05:59Z,,1006.46,USD,2025-07-14T16:06:55Z,41.52.72.127,US,,,,20,0
1055,1055,Credit Card,Stripe,Completed,pi_16228966863796,153.52,0.0,2024-02-08T14:08:52Z,,5413.86,USD,2024-02-08T14:09:47Z,185.72.21.219,US,5837,Visa,AUTH-891992,42,0
1056,1056,Gift Card,Square,Completed,sq_94882562534400,0.0,0.0,2021-10-19T00:53:03Z,,1066.28,USD,2021-10-19T00:53:51Z,181.23.127.13,CA,,,,7,0
1057,1057,Credit Card,Stripe,Completed,pi_26155774835113,67.33,0.0,2024-12-24T23:48:13Z,,3336.59,USD,2024-12-24T23:48:48Z,81.57.43.226,US,7305,Visa,AUTH-528157,14,0
1058,1058,Credit Card,Square,Completed,sq_58498159607266,82.74,0.0,2022-11-24T07:05:47Z,,4040.21,USD,2022-11-24T07:06:17Z,196.63.41.212,US,6596,MasterCard,AUTH-367253,50,0
1059,1059,Credit Card,Braintree,Completed,bt_19366369082,158.48,0.0,2019-10-18T13:44:33Z,,4894.84,USD,2019-10-18T13:45:27Z,202.201.153.171,US,3228,Visa,AUTH-929154,17,0
1060,1060,PayPal,PayPal,Completed,PAY-88408166956,198.08,0.0,2025-12-20T06:54:06Z,,6493.43,USD,2025-12-20T06:54:44Z,96.52.87.217,US,,,,12,0
1061,1061,Cash on Delivery,COD,Completed,COD001061,0.0,0.0,2025-11-29T02:28:48Z,,764.62,USD,2025-11-29T02:29:38Z,19.219.145.2,CA,,,,2,0
1062,1062,Credit Card,Stripe,Completed,pi_15294263667371,104.8,0.0,2025-11-29T03:12:11Z,,6904.13,USD,2025-11-29T03:12:12Z,155.185.209.57,CA,7526,MasterCard,AUTH-124730,34,0
1063,1063,Gift Card,Stripe,Pending,,0.0,0.0,2024-02-04T16:29:44Z,,3842.56,USD,2024-02-04T16:30:06Z,152.31.8.222,US,,,,26,0
1064,1064,Credit Card,Stripe,Completed,pi_37062935125942,44.13,0.0,2024-04-01T18:33:24Z,,2153.62,USD,2024-04-01T18:33:27Z,118.1.55.122,US,6634,MasterCard,AUTH-669921,33,0
1065,1065,Credit Card,Stripe,Completed,pi_10343651367093,151.55,0.0,2025-07-28T23:50:24Z,,5484.03,USD,2025-07-28T23:50:56Z,218.57.111.43,US,4981,Visa,AUTH-492798,20,0
1066,1066,Credit Card,Authorize.net,Completed,AUTH937510116,71.92,0.0,2025-07-03T13:24:38Z,,4550.82,USD,2025-07-03T13:24:59Z,154.175.60.175,US,1157,MasterCard,AUTH-903353,58,0
1067,1067,PayPal,Braintree,Completed,bt_77474867247,119.69,0.0,2025-10-22T22:22:42Z,,3632.2,USD,2025-10-22T22:23:16Z,36.232.112.228,US,,,,37,1
1068,1068,PayPal,Braintree,Completed,bt_52267071388,79.57,0.0,2022-04-26T12:29:21Z,,2268.24,USD,2022-04-26T12:29:32Z,131.212.88.142,US,,,,65,0
1069,1069,Credit Card,Square,Completed,sq_28538547124238,200.45,0.0,2019-06-24T10:52:19Z,,6597.17,USD,2019-06-24T10:52:35Z,185.22.183.85,CA,4092,MasterCard,AUTH-696684,1,0
1070,1070,PayPal,PayPal,Completed,PAY-74335971345,161.29,0.0,2024-01-13T16:23:20Z,,8649.19,USD,2024-01-13T16:24:11Z,113.44.40.15,US,,,,5,0
1071,1071,Credit Card,Adyen,Completed,ADY9917699392458,18.53,0.0,2025-12-16T20:40:44Z,,1121.29,USD,2025-12-16T20:41:43Z,45.68.128.3,US,9389,MasterCard,AUTH-619913,43,0
1072,1072,PayPal,PayPal,Completed,PAY-91859474625,44.61,0.0,2023-12-29T06:45:46Z,,1524.76,USD,2023-12-29T06:46:30Z,37.213.47.81,US,,,,36,0
1073,1073,PayPal,PayPal,Completed,PAY-66608249007,60.01,0.0,2019-12-07T15:32:57Z,,3924.87,USD,2019-12-07T15:33:08Z,204.49.226.69,US,,,,46,0
1074,1074,Credit Card,Square,Completed,sq_65469275728649,12.52,0.0,2023-09-10T02:37:06Z,,516.41,USD,2023-09-10T02:38:04Z,40.182.192.250,US,3326,Visa,AUTH-149701,61,0
1075,1075,Credit Card,Adyen,Completed,ADY8602298730556,45.2,0.0,2023-08-13T18:01:01Z,,1886.44,USD,2023-08-13T18:01:07Z,165.45.20.106,US,5707,MasterCard,AUTH-986302,22,0
1076,1076,Credit Card,Adyen,Completed,ADY7433993100918,167.46,0.0,2024-07-11T08:41:51Z,,5013.31,USD,2024-07-11T08:42:15Z,123.200.175.160,US,7949,Visa,AUTH-314441,39,1
1077,1077,Credit Card,Adyen,Completed,ADY9691971101911,32.65,0.0,2023-11-29T11:19:01Z,,1912.16,USD,2023-11-29T11:19:26Z,28.172.135.233,US,6432,MasterCard,AUTH-505410,21,0
1078,1078,PayPal,PayPal,Refunded,PAY-95240201207,193.23,5780.96,2024-05-28T20:53:05Z,2024-06-05T20:53:05Z,5780.96,USD,2024-05-28T20:53:43Z,109.100.169.39,US,,,,31,0
1079,1079,Credit Card,Stripe,Completed,pi_27520829944136,160.22,0.0,2025-03-09T04:17:06Z,,6766.55,USD,2025-03-09T04:17:58Z,166.99.191.122,US,8977,Visa,AUTH-583141,8,0
1080,1080,Credit Card,Square,Completed,sq_55377577706249,150.62,0.0,2025-08-01T19:50:23Z,,5321.27,USD,2025-08-01T19:51:10Z,163.100.179.84,US,7842,Visa,AUTH-759626,4,0
1081,1081,Credit Card,Square,Completed,sq_66924628236340,125.37,0.0,2025-10-27T08:48:31Z,,5956.55,USD,2025-10-27T08:48:52Z,190.254.91.23,US,6340,American Express,AUTH-709516,27,0
1082,1082,Credit Card,Adyen,Completed,ADY4386731848329,35.11,0.0,2025-01-30T01:43:08Z,,1389.29,USD,2025-01-30T01:43:52Z,12.23.204.148,US,5971,Visa,AUTH-223232,6,0
1083,1083,PayPal,Braintree,Completed,bt_17402266895,139.33,0.0,2020-03-10T03:41:17Z,,6465.43,USD,2020-03-10T03:41:51Z,49.221.231.124,US,,,,22,0
1084,1084,Credit Card,Stripe,Completed,pi_28698650528352,30.41,0.0,2024-01-26T03:36:30Z,,1980.38,USD,2024-01-26T03:36:54Z,54.97.144.1,US,7747,JCB,AUTH-887267,2,2
1085,1085,Apple Pay,Square,Partially Refunded,sq_35058130916397,47.6,2927.0,2024-01-26T04:38:32Z,2024-01-29T04:38:32Z,3106.97,USD,2024-01-26T04:39:21Z,135.102.235.198,US,,,,47,0
1086,1086,Credit Card,Authorize.net,Completed,AUTH151085743,88.74,0.0,2024-01-26T03:36:10Z,,2822.92,USD,2024-01-26T03:36:38Z,104.226.127.66,US,3002,Visa,AUTH-681496,10,0
1087,1087,PayPal,PayPal,Completed,PAY-20499938113,44.78,0.0,2024-01-26T02:42:12Z,,1629.01,USD,2024-01-26T02:42:59Z,146.202.44.44,US,,,,57,0
1088,1088,Cash on Delivery,COD,Completed,COD001088,0.0,0.0,2023-05-14T23:04:41Z,,1956.4,USD,2023-05-14T23:05:29Z,155.59.112.173,CA,,,,0,0
1089,1089,Credit Card,Braintree,Refunded,bt_12958179082,27.0,845.99,2022-05-07T22:46:33Z,2022-05-19T22:46:33Z,845.99,USD,2022-05-07T22:47:33Z,142.8.106.143,US,1979,Visa,,47,0
1090,1090,Credit Card,Authorize.net,Completed,AUTH824448097,279.87,0.0,2025-08-09T20:26:43Z,,8038.67,USD,2025-08-09T20:27:25Z,150.68.121.187,US,2207,Visa,AUTH-577821,35,0
1091,1091,Credit Card,Square,Completed,sq_87253772306450,89.37,0.0,2025-09-29T16:33:05Z,,2714.96,USD,2025-09-29T16:33:27Z,147.61.228.114,US,2419,MasterCard,AUTH-663387,23,0
1092,1092,Credit Card,Braintree,Refunded,bt_35390675171,43.29,1407.94,2024-12-08T13:14:20Z,2024-12-21T13:14:20Z,1407.94,USD,2024-12-08T13:14:26Z,197.87.21.36,CA,9193,Visa,,1,0
1093,1093,PayPal,Braintree,Refunded,bt_18181354370,26.99,1455.64,2016-09-08T09:04:24Z,2016-09-20T09:04:24Z,1455.64,USD,2016-09-08T09:04:44Z,53.217.2.88,US,,,,11,0
1094,1094,PayPal,PayPal,Partially Refunded,PAY-76614201425,11.25,492.19,2021-10-03T02:49:51Z,2021-10-05T02:49:51Z,511.4,USD,2021-10-03T02:50:50Z,114.206.249.139,US,,,,14,0
1095,1095,Credit Card,Stripe,Pending,,0.0,0.0,2020-03-02T23:30:51Z,,4034.66,USD,2020-03-02T23:30:59Z,197.102.173.123,US,3571,Discover,,1,0
1096,1096,Credit Card,Braintree,Completed,bt_68615814594,55.0,0.0,2023-12-02T19:04:01Z,,3562.0,USD,2023-12-02T19:04:12Z,117.27.175.157,US,2778,Visa,AUTH-417627,7,0
1097,1097,Credit Card,Stripe,Completed,pi_77430040381105,187.57,0.0,2025-05-28T16:54:11Z,,6814.68,USD,2025-05-28T16:54:52Z,50.168.100.8,US,6723,MasterCard,AUTH-630767,3,0
1098,1098,Credit Card,Adyen,Completed,ADY7506745692015,63.06,0.0,2025-05-28T14:48:16Z,,2007.65,USD,2025-05-28T14:48:39Z,148.27.17.48,US,8804,Visa,AUTH-984021,5,0
1099,1099,Credit Card,Authorize.net,Refunded,AUTH828047255,47.22,2904.55,2025-05-28T17:12:24Z,2025-06-03T17:12:24Z,2904.55,USD,2025-05-28T17:12:57Z,128.192.105.148,US,7004,Discover,,8,0
1100,1100,PayPal,Braintree,Completed,bt_31209847007,39.07,0.0,2025-05-28T16:53:12Z,,1344.88,USD,2025-05-28T16:54:06Z,153.51.34.89,US,,,,18,0
1101,1101,Apple Pay,Adyen,Pending,,0.0,0.0,2025-09-27T01:36:00Z,,5294.07,USD,2025-09-27T01:36:24Z,121.116.119.130,US,,,,14,0
1102,1102,Credit Card,Adyen,Completed,ADY6298729316952,30.73,0.0,2020-06-18T00:19:27Z,,1821.58,USD,2020-06-18T00:20:15Z,11.138.156.72,US,8716,Visa,AUTH-950561,0,0
1103,1103,Cash on Delivery,COD,Completed,COD001103,0.0,0.0,2022-04-05T12:42:03Z,,670.86,USD,2022-04-05T12:42:36Z,53.242.141.129,CA,,,,3,0
1104,1104,Gift Card,Square,Completed,sq_80563000622975,0.0,0.0,2022-04-05T13:24:50Z,,5427.07,USD,2022-04-05T13:25:08Z,103.131.237.89,CA,,,,26,0
1105,1105,Gift Card,Square,Refunded,sq_98049554200451,0.0,6257.58,2022-11-16T18:20:50Z,2022-11-27T18:20:50Z,6257.58,USD,2022-11-16T18:20:53Z,174.10.85.117,CA,,,,46,0
1106,1106,Credit Card,Square,Refunded,sq_82631917883811,269.11,9642.84,2025-06-01T09:52:41Z,2025-06-06T09:52:41Z,9642.84,USD,2025-06-01T09:53:39Z,201.103.137.224,CA,9861,MasterCard,,67,0
1107,1107,Apple Pay,Square,Pending,,0.0,0.0,2025-06-01T08:46:42Z,,5406.82,USD,2025-06-01T08:47:26Z,189.193.112.129,CA,,,,9,0
1108,1108,Cash on Delivery,COD,Completed,COD001108,0.0,0.0,2024-05-03T21:22:56Z,,2668.14,USD,2024-05-03T21:23:44Z,175.200.198.47,US,,,,1,0
1109,1109,PayPal,Braintree,Pending,,0.0,0.0,2023-06-05T14:47:45Z,,2056.29,USD,2023-06-05T14:48:29Z,198.138.130.34,US,,,,8,0
1110,1110,Credit Card,Stripe,Completed,pi_27546479167805,146.83,0.0,2025-12-17T20:27:52Z,,7285.78,USD,2025-12-17T20:28:11Z,206.173.183.2,US,1431,Visa,AUTH-629369,31,0
1111,1111,PayPal,PayPal,Completed,PAY-34710877268,169.36,0.0,2025-12-17T22:46:46Z,,5395.32,USD,2025-12-17T22:46:52Z,205.123.60.190,US,,,,40,1
1112,1112,Credit Card,Adyen,Refunded,ADY2906576995723,39.46,1497.78,2024-10-26T20:31:09Z,2024-10-31T20:31:09Z,1497.78,USD,2024-10-26T20:31:45Z,184.64.229.203,CA,5446,Visa,,19,0
1113,1113,Gift Card,Stripe,Completed,pi_20773130664972,0.0,0.0,2020-02-13T23:14:14Z,,6670.17,USD,2020-02-13T23:14:30Z,211.168.102.95,CA,,,,5,2
1114,1114,Apple Pay,Adyen,Completed,ADY4654295644094,144.57,0.0,2020-06-03T19:18:53Z,,6584.23,USD,2020-06-03T19:19:24Z,188.122.136.185,US,,,,34,0
1115,1115,Credit Card,Square,Pending,,0.0,0.0,2025-11-02T13:28:58Z,,3122.79,USD,2025-11-02T13:29:34Z,94.42.58.251,US,7206,JCB,,16,0
1116,1116,Apple Pay,Stripe,Completed,pi_62906206293637,85.88,0.0,2023-03-15T09:56:53Z,,4591.4,USD,2023-03-15T09:57:48Z,69.44.118.126,US,,,,10,0
1117,1117,Apple Pay,Adyen,Pending,,0.0,0.0,2025-10-17T20:03:17Z,,8244.08,USD,2025-10-17T20:03:52Z,80.191.176.63,US,,,,40,0
1118,1118,Cash on Delivery,COD,Completed,COD001118,0.0,0.0,2024-10-09T19:32:10Z,,3115.24,USD,2024-10-09T19:32:20Z,42.192.26.20,US,,,,18,0
1119,1119,Credit Card,Authorize.net,Partially Refunded,AUTH261511249,58.16,1609.89,2024-03-30T02:13:23Z,2024-04-08T02:13:23Z,1834.71,USD,2024-03-30T02:14:14Z,12.194.187.124,US,4311,American Express,,39,0
1120,1120,Credit Card,Braintree,Completed,bt_59618584880,160.12,0.0,2024-05-07T19:38:00Z,,5096.61,USD,2024-05-07T19:38:49Z,100.53.106.78,US,8695,American Express,AUTH-329479,31,0
1121,1121,PayPal,Braintree,Completed,bt_86739153559,151.79,0.0,2024-05-12T07:16:02Z,,5141.85,USD,2024-05-12T07:16:41Z,22.173.21.80,US,,,,5,0
1122,1122,PayPal,Braintree,Completed,bt_46497559928,540.32,0.0,2025-06-01T21:59:52Z,,22797.19,USD,2025-06-01T22:00:22Z,125.20.137.237,US,,,,1,0
1123,1123,Gift Card,Stripe,Completed,pi_70742166909091,0.0,0.0,2024-02-08T05:57:17Z,,1124.83,USD,2024-02-08T05:58:15Z,121.142.99.94,US,,,,1,1
1124,1124,Credit Card,Authorize.net,Completed,AUTH235027694,20.94,0.0,2025-06-28T04:01:49Z,,1093.05,USD,2025-06-28T04:02:00Z,162.174.28.135,US,9245,American Express,AUTH-234322,16,0
1125,1125,PayPal,Braintree,Completed,bt_75049028045,54.1,0.0,2024-12-27T14:27:34Z,,2060.36,USD,2024-12-27T14:27:37Z,56.126.239.86,US,,,,23,0
1126,1126,Credit Card,Adyen,Completed,ADY2491426206874,29.26,0.0,2024-08-26T13:05:20Z,,1359.57,USD,2024-08-26T13:05:53Z,182.90.232.56,CA,9869,Visa,AUTH-940908,35,0
1127,1127,Credit Card,Square,Completed,sq_89251738990883,105.81,0.0,2024-08-26T10:44:48Z,,3121.11,USD,2024-08-26T10:45:38Z,7.155.124.251,CA,5932,American Express,AUTH-106479,3,0
1128,1128,Apple Pay,Adyen,Refunded,ADY4592805711207,183.12,5768.53,2025-12-23T15:45:26Z,2025-12-25T00:00:00Z,5768.53,USD,2025-12-23T15:45:59Z,128.193.17.195,US,,,,12,0
1129,1129,Apple Pay,Stripe,Completed,pi_71333698382296,106.99,0.0,2025-11-21T06:18:03Z,,3354.5,USD,2025-11-21T06:18:17Z,15.77.71.209,US,,,,68,1
1130,1130,PayPal,PayPal,Completed,PAY-73652974421,71.8,0.0,2025-11-10T09:09:55Z,,2827.43,USD,2025-11-10T09:10:54Z,198.158.109.205,US,,,,38,0
1131,1131,PayPal,PayPal,Completed,PAY-84176272280,316.89,0.0,2024-10-28T03:14:30Z,,10682.95,USD,2024-10-28T03:14:52Z,71.104.74.160,US,,,,9,0
1132,1132,PayPal,Braintree,Completed,bt_27531119478,4.56,0.0,2025-04-27T09:39:38Z,,218.6,USD,2025-04-27T09:40:22Z,87.95.230.211,US,,,,37,1
1133,1133,Credit Card,Square,Completed,sq_84286595889279,85.89,0.0,2018-02-03T20:44:21Z,,4609.91,USD,2018-02-03T20:44:22Z,12.123.141.168,CA,7616,American Express,AUTH-853677,3,0
1134,1134,Credit Card,Braintree,Completed,bt_25263222917,14.44,0.0,2024-06-16T01:35:35Z,,821.11,USD,2024-06-16T01:36:27Z,117.236.193.49,CA,4210,JCB,AUTH-923989,3,2
1135,1135,PayPal,PayPal,Completed,PAY-47864497098,59.18,0.0,2024-12-29T16:36:38Z,,2458.52,USD,2024-12-29T16:36:47Z,202.21.86.2,CA,,,,22,0
1136,1136,PayPal,Braintree,Completed,bt_62818904605,124.34,0.0,2025-09-24T01:29:19Z,,5240.24,USD,2025-09-24T01:29:54Z,92.119.158.164,US,,,,71,0
1137,1137,PayPal,Braintree,Completed,bt_37527056946,65.76,0.0,2025-08-26T03:15:04Z,,2676.11,USD,2025-08-26T03:15:22Z,137.78.251.69,US,,,,8,2
1138,1138,Credit Card,Braintree,Completed,bt_10968845744,241.05,0.0,2025-06-02T12:53:39Z,,8122.77,USD,2025-06-02T12:54:34Z,5.48.236.100,US,7300,JCB,AUTH-906154,16,0
1139,1139,Credit Card,Stripe,Completed,pi_53587140537390,180.88,0.0,2019-06-13T20:08:59Z,,9092.5,USD,2019-06-13T20:09:19Z,99.72.144.173,CA,9235,Visa,AUTH-293748,26,0
1140,1140,Credit Card,Authorize.net,Completed,AUTH865763208,119.38,0.0,2022-07-31T13:31:27Z,,6778.53,USD,2022-07-31T13:32:27Z,136.121.68.74,US,9180,Discover,AUTH-105735,57,0
1141,1141,PayPal,PayPal,Completed,PAY-26519455140,59.54,0.0,2017-05-23T21:01:55Z,,2826.74,USD,2017-05-23T21:02:06Z,77.174.19.30,US,,,,1,0
1142,1142,Credit Card,Stripe,Refunded,pi_78022341497520,260.19,9125.68,2021-09-22T09:24:53Z,2021-09-30T09:24:53Z,9125.68,USD,2021-09-22T09:24:58Z,55.13.235.27,US,5308,American Express,,8,0
1143,1143,PayPal,PayPal,Completed,PAY-29270362672,106.34,0.0,2020-05-16T14:21:08Z,,4026.41,USD,2020-05-16T14:21:23Z,86.31.220.198,US,,,,27,0
1144,1144,Credit Card,Square,Completed,sq_13546843667530,84.48,0.0,2020-11-08T19:43:20Z,,2924.06,USD,2020-11-08T19:44:17Z,51.144.106.232,US,4469,American Express,AUTH-644558,16,0
1145,1145,Credit Card,Square,Completed,sq_45349324232394,177.77,0.0,2021-05-25T07:51:47Z,,5077.91,USD,2021-05-25T07:51:48Z,55.251.186.32,US,3444,Visa,AUTH-718546,40,1
1146,1146,PayPal,Braintree,Refunded,bt_73799313511,15.25,673.89,2019-04-21T22:27:28Z,2019-04-24T22:27:28Z,673.89,USD,2019-04-21T22:28:00Z,161.227.217.254,CA,,,,10,0
1147,1147,Credit Card,Square,Completed,sq_14266584685901,87.47,0.0,2023-11-24T13:26:55Z,,2538.83,USD,2023-11-24T13:27:41Z,71.68.76.170,CA,3815,American Express,AUTH-946887,1,0
1148,1148,PayPal,PayPal,Refunded,PAY-31366606263,43.93,1851.48,2025-04-08T02:40:38Z,2025-04-18T02:40:38Z,1851.48,USD,2025-04-08T02:41:03Z,215.13.188.11,US,,,,13,0
1149,1149,PayPal,Braintree,Completed,bt_75955730148,15.88,0.0,2025-10-20T21:36:10Z,,1017.88,USD,2025-10-20T21:36:26Z,32.203.11.30,US,,,,0,0
1150,1150,Apple Pay,Adyen,Completed,ADY7994885304671,205.57,0.0,2024-01-05T04:13:07Z,,6220.2,USD,2024-01-05T04:13:49Z,111.207.72.92,US,,,,25,1
1151,1151,Cash on Delivery,COD,Completed,COD001151,0.0,0.0,2023-03-08T08:01:37Z,,3206.68,USD,2023-03-08T08:02:15Z,80.36.179.249,CA,,,,10,0
1152,1152,Apple Pay,Adyen,Completed,ADY9093154264794,64.82,0.0,2022-01-28T14:49:35Z,,3792.76,USD,2022-01-28T14:50:27Z,16.110.62.56,CA,,,,41,0
1153,1153,Cash on Delivery,COD,Completed,COD001153,0.0,0.0,2024-06-25T11:55:04Z,,2663.21,USD,2024-06-25T11:55:15Z,150.171.19.206,US,,,,1,0
1154,1154,PayPal,Braintree,Refunded,bt_72441892118,141.81,8083.4,2024-10-30T20:10:39Z,2024-11-10T20:10:39Z,8083.4,USD,2024-10-30T20:10:41Z,135.233.242.96,US,,,,38,0
1155,1155,Credit Card,Adyen,Pending,,0.0,0.0,2017-09-27T14:00:47Z,,4187.36,USD,2017-09-27T14:00:55Z,150.88.70.112,US,4345,MasterCard,,12,0
1156,1156,Cash on Delivery,COD,Completed,COD001156,0.0,0.0,2021-11-21T02:08:30Z,,11315.16,USD,2021-11-21T02:08:36Z,60.15.200.176,CA,,,,2,0
1157,1157,Credit Card,Stripe,Completed,pi_74789717895055,163.05,0.0,2024-10-18T15:54:11Z,,4834.36,USD,2024-10-18T15:54:21Z,94.69.238.254,US,8574,MasterCard,AUTH-656843,2,0
1158,1158,PayPal,Braintree,Completed,bt_14442222920,24.19,0.0,2019-05-07T00:54:30Z,,1423.6,USD,2019-05-07T00:55:25Z,205.170.67.8,US,,,,10,0
1159,1159,PayPal,Braintree,Completed,bt_36774646339,81.17,0.0,2019-05-10T08:03:52Z,,3368.5,USD,2019-05-10T08:04:30Z,156.90.13.118,US,,,,6,0
1160,1160,Cash on Delivery,COD,Completed,COD001160,0.0,0.0,2024-10-30T20:06:49Z,,8921.7,USD,2024-10-30T20:07:04Z,175.84.0.100,US,,,,16,0
1161,1161,Gift Card,Stripe,Refunded,pi_63160063139317,0.0,3215.58,2025-11-17T06:13:58Z,2025-11-25T06:13:58Z,3215.58,USD,2025-11-17T06:14:17Z,212.139.171.113,US,,,,0,0
1162,1162,PayPal,Braintree,Refunded,bt_49016600009,93.88,3047.73,2022-08-28T10:05:58Z,2022-09-03T10:05:58Z,3047.73,USD,2022-08-28T10:06:44Z,141.45.28.206,US,,,,20,0
1163,1163,Apple Pay,Adyen,Completed,ADY3111305233191,86.03,0.0,2023-06-25T08:19:32Z,,4701.5,USD,2023-06-25T08:19:51Z,84.23.114.125,US,,,,10,0
1164,1164,PayPal,Braintree,Refunded,bt_83564771390,21.69,948.28,2024-10-09T03:18:07Z,2024-10-21T03:18:07Z,948.28,USD,2024-10-09T03:18:56Z,184.129.43.82,US,,,,65,0
1165,1165,Credit Card,Authorize.net,Partially Refunded,AUTH520610475,135.82,4346.58,2022-07-04T07:06:26Z,2022-07-11T07:06:26Z,4742.41,USD,2022-07-04T07:07:13Z,103.206.122.250,US,4946,American Express,,6,0
1166,1166,Credit Card,Stripe,Completed,pi_40413655012882,48.4,0.0,2025-11-11T00:14:26Z,,2009.32,USD,2025-11-11T00:14:36Z,184.106.125.211,US,1319,Discover,AUTH-854994,5,0
1167,1167,PayPal,PayPal,Completed,PAY-60708865541,123.95,0.0,2023-08-06T02:36:44Z,,5196.51,USD,2023-08-06T02:37:28Z,43.221.1.162,US,,,,15,0
1168,1168,Credit Card,Square,Completed,sq_99759172230195,347.83,0.0,2025-04-28T10:03:24Z,,19097.73,USD,2025-04-28T10:03:27Z,208.220.25.190,US,8728,Visa,AUTH-949664,33,0
1169,1169,Credit Card,Square,Refunded,sq_13782106428226,81.43,4069.56,2025-12-21T13:49:34Z,2025-12-25T00:00:00Z,4069.56,USD,2025-12-21T13:49:40Z,160.123.172.249,CA,7414,Visa,,21,0
1170,1170,Credit Card,Adyen,Completed,ADY3579096862691,31.87,0.0,2022-05-28T09:29:10Z,,1995.99,USD,2022-05-28T09:29:44Z,66.125.11.137,US,2298,MasterCard,AUTH-694869,0,0
1171,1171,PayPal,PayPal,Completed,PAY-73635852971,212.01,0.0,2020-07-08T14:36:21Z,,6895.27,USD,2020-07-08T14:37:16Z,135.168.10.49,US,,,,16,1
1172,1172,PayPal,PayPal,Completed,PAY-21912236114,208.66,0.0,2024-09-19T04:26:15Z,,7617.07,USD,2024-09-19T04:26:33Z,203.19.219.118,US,,,,14,0
1173,1173,PayPal,Braintree,Completed,bt_36240595096,21.32,0.0,2024-06-11T16:20:14Z,,1079.24,USD,2024-06-11T16:20:53Z,136.90.38.97,US,,,,13,0
1174,1174,Credit Card,Authorize.net,Refunded,AUTH741438349,181.6,5706.16,2025-08-26T19:19:06Z,2025-08-30T19:19:06Z,5706.16,USD,2025-08-26T19:19:54Z,7.41.35.194,US,1298,MasterCard,,38,0
1175,1175,Credit Card,Square,Pending,,0.0,0.0,2017-08-11T19:05:22Z,,3192.18,USD,2017-08-11T19:06:09Z,48.27.96.221,US,6937,Visa,,35,0
1176,1176,Credit Card,Stripe,Completed,pi_33987118577071,53.52,0.0,2015-11-24T15:32:06Z,,3021.45,USD,2015-11-24T15:32:07Z,184.188.147.130,US,2230,Visa,AUTH-808179,8,0
1177,1177,Credit Card,Braintree,Completed,bt_10550927827,235.1,0.0,2017-08-05T13:57:08Z,,7083.27,USD,2017-08-05T13:57:29Z,129.1.189.157,US,1392,Visa,AUTH-189244,9,1
1178,1178,Credit Card,Adyen,Completed,ADY9862764718019,51.18,0.0,2023-08-12T23:18:21Z,,1897.13,USD,2023-08-12T23:18:50Z,213.223.239.210,US,4073,Visa,AUTH-259504,59,0
1179,1179,Gift Card,Stripe,Completed,pi_92272914746219,0.0,0.0,2025-08-25T19:03:34Z,,1300.65,USD,2025-08-25T19:04:19Z,149.26.226.114,US,,,,5,0
1180,1180,Credit Card,Authorize.net,Completed,AUTH249992782,18.5,0.0,2025-09-08T18:56:08Z,,585.42,USD,2025-09-08T18:56:20Z,140.202.19.159,US,1895,Visa,AUTH-742003,16,0
1181,1181,Credit Card,Adyen,Completed,ADY3069493503093,57.2,0.0,2025-11-16T09:45:45Z,,2941.51,USD,2025-11-16T09:45:52Z,55.237.23.98,US,9341,American Express,AUTH-409368,5,0
1182,1182,PayPal,PayPal,Completed,PAY-88605960906,174.7,0.0,2025-11-16T11:38:44Z,,5461.24,USD,2025-11-16T11:39:23Z,103.234.50.204,US,,,,46,0
1183,1183,Apple Pay,Braintree,Completed,bt_74083031182,56.55,0.0,2025-11-16T10:35:06Z,,2499.34,USD,2025-11-16T10:35:22Z,179.230.193.108,US,,,,18,0
1184,1184,Cash on Delivery,COD,Completed,COD001184,0.0,0.0,2023-03-05T07:23:53Z,,4582.21,USD,2023-03-05T07:24:05Z,29.55.61.12,US,,,,20,1
1185,1185,PayPal,PayPal,Completed,PAY-36639448176,29.88,0.0,2021-03-28T11:59:50Z,,887.14,USD,2021-03-28T12:00:05Z,199.29.171.133,US,,,,36,1
1186,1186,PayPal,PayPal,Completed,PAY-43115432739,42.46,0.0,2023-08-10T05:29:54Z,,2055.28,USD,2023-08-10T05:30:25Z,123.60.49.188,US,,,,28,0
1187,1187,Apple Pay,Stripe,Completed,pi_52560693128473,83.68,0.0,2025-11-27T10:51:52Z,,3842.92,USD,2025-11-27T10:52:03Z,30.200.186.20,US,,,,21,0
1188,1188,Credit Card,Braintree,Completed,bt_10773163117,62.73,0.0,2021-07-28T15:30:22Z,,1971.1,USD,2021-07-28T15:30:51Z,198.187.77.199,US,4046,MasterCard,AUTH-412756,22,1
1189,1189,Credit Card,Authorize.net,Completed,AUTH776238741,64.74,0.0,2024-02-26T22:12:40Z,,2788.63,USD,2024-02-26T22:13:02Z,133.140.232.6,US,5366,JCB,AUTH-315186,58,0
