prod_id,product_name,stock_code,category_ref,cat_name,sub_cat,brand,unit_cost,retail_price,release_date,weight,dimensions,color,size,material,availability_status,inventory_qty,digital_product,avg_customer_rating,review_count,discount_pct
763,LG iPhone 6 Pro Max 256GB,LG-IPHO-00763,57,iPhone,,LG,626.2,1310.83,2026-05-06,1.37,28.1x54.7x42.3,Silver,,Stainless Steel,Pre-order,0,False,0.0,0,0
764,Williams-Sonoma Modern Pants,WIL-FURN-00764,22,Furniture,,Williams-Sonoma,429.59,831.34,2018-05-07,22.51,42.6x14.5x51.2,Black,,Wood,Active,72,False,3.2,272,0
765,Cuisinart Coffee Table Leather,CUI-LIVI-00765,70,Living Room Furniture,Bestseller,Cuisinart,232.14,616.46,2018-11-06,26.1,17.0x50.9x49.4,,,Leather,Discontinued,15,False,3.0,1702,65
766,Nintendo Fashion Doll,NIN-DOLL-00766,43,Dolls,Bestseller,Nintendo,22.49,40.23,2021-11-05,0.57,92.0x16.7x40.7,Blue,,,Active,461,False,4.0,184,0
767,Scotts Bookshelf Metal,SCO-OFFI-00767,72,Office Furniture,,Scotts,218.42,340.48,2024-06-12,11.56,33.8x67.5x13.7,,,,Active,437,False,3.2,817,0
768,Zara Mens Casual Shirt Yellow,ZAR-MENS-00768,64,Mens Shirts,Seasonal,Zara,138.62,291.76,2026-03-26,0.85,5.6x60.2x18.6,Yellow,S,Polyester,Pre-order,0,False,0.0,0,0
769,Coleman Yoga Mat Yellow,COL-YOGA-00769,75,Yoga & Pilates,Bestseller,Coleman,183.97,525.1,2018-12-01,8.74,90.5x11.8x54.4,,,,Discontinued,11,False,3.7,721,35
770,Sony iPhone 2 Pro Max 512GB,SON-IPHO-00770,57,iPhone,,Sony,193.03,370.09,2021-10-01,1.71,7.0x17.5x19.9,Gold,64GB,Glass,Active,465,False,4.2,772,0
771,Under Armour Classic Table Black,UND-MENS-00771,17,Mens Clothing,New Arrivals,Under Armour,73.58,107.17,2022-08-27,0.46,44.9x36.5x3.0,Red,S,Denim,Active,101,False,4.1,1121,0
772,Fitbit OnePlus 8 64GB,FIT-ANDR-00772,58,Android Phones,,Fitbit,245.78,572.73,2019-03-10,3.84,46.5x27.9x52.3,Silver,256GB,Carbon Fiber,Archive,3,False,4.1,5,30
773,Pottery Barn Lawn Mower,POT-GARD-00773,25,Garden Supplies,,Pottery Barn,114.77,278.28,2022-05-13,42.58,8.2x75.6x6.6,Yellow,,Plastic,Out of Stock,0,False,3.3,39,0
774,Nike Designer Cabinet Green,NIK-WOME-00774,18,Womens Clothing,Clearance,Nike,12.75,22.67,2026-03-20,1.09,29.7x19.1x19.0,Beige,XS,Denim,Pre-order,0,False,0.0,0,0
775,Under Armour Mens Winter Coat Pink,UND-MENS-00775,66,Mens Outerwear,Seasonal,Under Armour,149.4,270.27,2024-06-19,0.58,29.4x10.2x56.0,Pink,S,Polyester,Out of Stock,0,False,2.7,1979,0
776,Gap Summer Dress Red,GAP-DRES-00776,67,Dresses,Bestseller,Gap,149.22,333.22,2016-08-08,1.35,74.9x33.6x54.9,Navy,XS,Wool,Active,230,False,4.1,776,40
777,Dove Cologne 40,DOV-FRAG-00777,35,Fragrances,New Arrivals,Dove,108.22,269.23,2025-09-06,4.73,85.7x9.3x18.2,,,,Active,261,False,4.2,684,0
778,The Great Adventure DVD Collection Edition,WAR-MOVI-00778,39,Movies,,Warner Bros,51.45,121.29,2016-05-16,0.0,,,,,Discontinued,12,True,4.0,884,54
779,H&M Mens Chinos Purple,HM-MENS-00779,65,Mens Pants,,H&M,118.29,245.64,2017-08-15,1.59,46.6x56.2x48.0,Black,XL,Linen,Discontinued,8,False,4.2,1476,21
780,Maybelline Eyeshadow Palette,MAY-MAKE-00780,33,Makeup,Featured,Maybelline,127.97,174.0,2024-08-25,3.63,18.1x24.3x5.5,,,,Active,431,False,4.0,1861,0
781,New Balance Mens Chinos Black,NEW-MENS-00781,65,Mens Pants,,New Balance,24.51,53.85,2020-10-16,0.34,94.2x6.1x11.0,Blue,L,Denim,Active,459,False,3.3,1009,0
782,PepsiCo Natural Table,PEP-ORGA-00782,48,Organic Foods,Seasonal,PepsiCo,39.33,100.86,2023-06-01,0.37,77.8x37.5x41.6,,,,Active,130,False,4.2,1044,0
783,Ralph Lauren Classic Pants Silver,RAL-MENS-00783,17,Mens Clothing,New Arrivals,Ralph Lauren,137.23,187.09,2024-11-30,1.33,18.9x61.7x19.9,Gold,XS,Nylon,Active,280,False,3.4,664,15
784,The Great Adventure by Jane Doe,PEN-NONF-00784,37,Non-Fiction,Featured,Penguin,47.23,64.23,2025-07-27,0.0,,Green,,,Active,322,True,3.6,304,0
785,Adidas Camping Tent,ADI-OUTD-00785,28,Outdoor Recreation,,Adidas,76.98,140.73,2020-07-15,0.79,30.5x9.4x32.0,,,,Active,181,False,3.8,1,0
786,The Band CD Collection,UNI-MUSI-00786,38,Music,Featured,Universal,63.71,91.07,2024-06-18,0.0,,Brown,,,Active,460,True,4.4,977,0
787,WeatherTech Phone Mount V2,WEA-CARA-00787,50,Car Accessories,New Arrivals,WeatherTech,120.22,178.17,2022-04-28,7.77,93.6x20.4x50.0,,,,Active,500,False,3.8,1568,30
788,Thule Floor Mats,THU-CARA-00788,50,Car Accessories,New Arrivals,Thule,171.88,230.56,2018-06-05,5.08,78.3x36.3x17.2,,,,Active,177,False,4.3,2,0
789,Nintendo Doll House Set Plus,NIN-DOLL-00789,43,Dolls,Bestseller,Nintendo,67.3,170.71,2019-05-22,0.27,78.6x27.1x7.9,,,,Active,475,False,4.2,1091,15
790,iRobot Kitchen Pants Set,IRO-KITC-00790,23,Kitchen,Bestseller,iRobot,346.26,609.91,2018-06-09,26.06,76.8x65.6x45.4,,,Wood,Active,54,False,4.0,358,30
791,Under Armour Womens Leggings Green,UND-WOME-00791,69,Womens Pants,Featured,Under Armour,83.83,219.68,2023-08-01,0.29,50.9x70.4x15.9,White,S,Linen,Active,455,False,3.8,1256,15
792,Williams-Sonoma Coffee Table Leather,WIL-LIVI-00792,70,Living Room Furniture,Bestseller,Williams-Sonoma,289.55,558.24,2017-12-07,29.81,97.1x72.7x35.6,Red,,,Active,263,False,4.2,423,30
793,Journey Home by Jane Doe Paperback,RAN-FICT-00793,36,Fiction,Featured,Random House,63.21,79.09,2017-06-20,0.0,,Red,,,Active,146,True,4.8,676,20
794,Dell Home Theater System,DEL-AUDI-00794,13,Audio Equipment,,Dell,90.49,193.5,2019-10-24,4.88,7.8x65.5x58.1,Silver,,Plastic,Active,272,False,4.4,752,0
795,Gap Designer Chair White,GAP-WOME-00795,18,Womens Clothing,Clearance,Gap,116.67,293.71,2017-11-08,1.6,44.0x27.6x41.1,Gold,XS,Denim,Active,130,False,3.7,1515,0
796,Bose Gaming Headset,BOS-GAMI-00796,16,Gaming,Bestseller,Bose,366.77,1094.35,2020-10-02,2.0,44.2x53.9x55.6,Space Gray,1TB,Glass,Out of Stock,0,False,4.0,1206,0
797,Journey Home Guide Book 88,HAC-NONF-00797,37,Non-Fiction,Featured,Hachette,37.18,110.56,2026-04-18,0.0,,,,,Pre-order,0,True,0.0,0,0
798,Nintendo Strategy Game V2,NIN-BOAR-00798,41,Board Games,Clearance,Nintendo,37.0,86.78,2018-10-31,4.64,94.9x52.2x36.8,Space Gray,,,Active,88,False,4.8,124,0
799,LG Galaxy S11 64GB Gold,LG-ANDR-00799,58,Android Phones,,LG,170.07,379.43,2021-02-11,4.11,86.5x63.4x31.4,Gold,256GB,Stainless Steel,Active,386,False,3.7,192,10
800,Under Armour Mens Casual Shirt Yellow,UND-MENS-00800,64,Mens Shirts,Seasonal,Under Armour,144.55,195.0,2021-09-25,0.45,42.8x13.6x8.1,Red,S,Leather,Active,327,False,4.5,970,30
801,PepsiCo Green Tea V2,PEP-BEVE-00801,46,Beverages,Bestseller,PepsiCo,44.15,87.0,2026-06-15,3.3,37.3x31.6x55.9,White,,,Pre-order,0,False,0.0,0,0
802,Williams-Sonoma Decorative Vase Rose Gold,WIL-HOME-00802,26,Home Decor,,Williams-Sonoma,125.53,187.5,2021-02-10,49.09,97.1x79.9x38.7,,,Leather,Active,429,False,4.3,1999,0
803,Craftsman Phone Mount,CRA-CARA-00803,50,Car Accessories,New Arrivals,Craftsman,160.4,293.06,2026-01-21,5.53,48.4x55.4x17.1,Blue,,,Pre-order,0,False,0.0,0,0
804,Estee Lauder Eau de Parfum V2,EST-FRAG-00804,35,Fragrances,New Arrivals,Estee Lauder,118.43,207.12,2020-12-24,8.47,26.2x9.1x44.2,,,,Active,187,False,4.4,1173,0
805,Patagonia Dumbbell Set,PAT-STRE-00805,74,Strength Training,Seasonal,Patagonia,92.89,120.02,2022-04-29,8.99,64.9x50.4x51.3,Brown,,,Active,338,False,4.2,129,0
806,Calvin Klein Kids Jacket Brown,CAL-KIDS-00806,19,Kids Clothing,Bestseller,Calvin Klein,148.26,298.15,2018-01-27,0.28,98.6x31.1x34.2,Navy,XS,Cotton,Active,217,False,4.1,719,30
807,Cuisinart Ergonomic Office Chair,CUI-OFFI-00807,72,Office Furniture,,Cuisinart,349.08,568.61,2021-04-14,23.76,25.5x64.2x54.4,Silver,,,Active,180,False,4.2,625,0
808,Hot Wheels Fashion Doll 75,HOT-DOLL-00808,43,Dolls,Bestseller,Hot Wheels,71.49,134.22,2016-09-15,5.39,42.4x44.4x59.9,,,,Out of Stock,0,False,3.1,2,0
809,Cuisinart Sectional Sofa Beige,CUI-LIVI-00809,70,Living Room Furniture,Bestseller,Cuisinart,102.66,253.61,2022-02-08,46.57,81.9x77.8x52.4,Gray,,Bamboo,Active,145,False,4.2,801,0
810,IKEA Comforter Set Gray,IKE-BEDD-00810,24,Bedding,Clearance,IKEA,99.84,187.54,2018-04-15,23.74,23.1x74.6x47.8,Orange,,Wood,Discontinued,9,False,0.0,0,49
811,Calvin Klein Casual Sneakers White,CAL-FOOT-00811,20,Footwear,Seasonal,Calvin Klein,48.78,85.9,2019-02-14,0.62,64.0x44.3x27.9,Blue,L,Linen,Active,17,False,4.9,143,0
812,Bose Smart Watch Gold,BOS-WEAR-00812,15,Wearable Technology,,Bose,635.99,1596.73,2025-04-20,0.4,11.5x56.9x28.8,Silver,,Carbon Fiber,Active,340,False,3.6,472,25
813,Under Armour Mens Jacket Pink S,UND-MENS-00813,66,Mens Outerwear,Seasonal,Under Armour,21.8,38.82,2023-01-29,0.96,65.4x75.0x21.0,Green,M,Leather,Active,123,False,3.5,1483,0
814,Williams-Sonoma Queen Bed Frame Fabric,WIL-BEDR-00814,71,Bedroom Furniture,New Arrivals,Williams-Sonoma,44.33,130.15,2017-12-20,25.19,6.8x15.1x5.7,Brown,,,Discontinued,12,False,0.0,0,48
815,Fitbit Thermometer,FIT-MEDI-00815,55,Medical Supplies,Seasonal,Fitbit,155.46,189.32,2018-03-14,9.87,76.7x68.8x7.3,White,,,Active,48,False,3.8,966,15
816,Bose Studio Monitor Speakers,BOS-AUDI-00816,13,Audio Equipment,,Bose,381.43,744.27,2021-02-02,1.55,22.6x25.2x44.6,Blue,128GB,Glass,Active,438,False,3.1,1294,0
817,"LG EliteBook 7000 27""",LG-BUSI-00817,60,Business Laptops,,LG,544.09,1316.08,2016-06-02,1.58,33.4x32.9x23.4,Blue,32GB,Carbon Fiber,Archive,0,False,3.8,1,0
818,Samsung Fitness Tracker Black,SAM-WEAR-00818,15,Wearable Technology,,Samsung,113.31,174.38,2020-08-08,4.27,27.9x79.7x6.5,White,256GB,Aluminum,Active,34,False,4.3,1281,0
819,Hasbro STEM Learning Kit,HAS-EDUC-00819,44,Educational Toys,Seasonal,Hasbro,28.92,49.41,2020-04-23,9.0,77.4x64.9x56.7,Green,,,Active,264,False,4.1,1812,0
820,GNC Massage Gun Gen2,GNC-WELL-00820,56,Wellness Devices,,GNC,174.54,308.06,2020-07-24,1.3,79.2x23.9x55.3,Space Gray,,,Active,115,False,4.0,559,0
821,Silent Waters by Robert Brown,WAR-NONF-00821,37,Non-Fiction,Featured,Warner Bros,19.59,42.07,2025-09-29,0.0,,,,,Out of Stock,0,True,4.5,1159,0
822,Omron Blood Pressure Monitor,OMR-MEDI-00822,55,Medical Supplies,Seasonal,Omron,118.02,319.03,2026-06-02,7.48,46.1x75.4x31.2,,,,Pre-order,0,False,0.0,0,0
823,Weber Dresser Fabric,WEB-BEDR-00823,71,Bedroom Furniture,New Arrivals,Weber,154.37,246.78,2024-12-10,8.9,16.0x48.0x19.3,Rose Gold,,,Active,419,False,4.0,556,0
824,Fitbit Fitness Tracker Green 36,FIT-WEAR-00824,15,Wearable Technology,,Fitbit,168.41,389.76,2019-03-16,0.2,69.0x51.6x57.0,Blue,512GB,Glass,Active,312,False,4.6,1088,0
825,Barbie Fashion Doll V2,BAR-DOLL-00825,43,Dolls,Bestseller,Barbie,19.78,54.15,2016-10-23,3.2,49.6x50.7x50.3,Orange,,,Active,199,False,3.4,5,0
826,Adidas Summer Dress Gold,ADI-DRES-00826,67,Dresses,Bestseller,Adidas,81.67,146.1,2016-12-18,0.99,79.1x13.0x38.1,Beige,S,Linen,Active,209,False,0.0,0,40
827,H&M Womens Blouse White S,HM-TOPS-00827,68,Tops,,H&M,98.42,211.27,2021-10-14,0.82,60.0x78.1x54.1,Orange,XL,Polyester,Out of Stock,0,False,4.3,1132,0
828,New Balance Athletic Shoes Beige,NEW-FOOT-00828,20,Footwear,Seasonal,New Balance,59.76,86.89,2020-11-26,1.74,41.4x67.3x39.5,Rose Gold,S,Silk,Active,493,False,4.3,1,0
829,Under Armour Womens T-Shirt Gray,UND-TOPS-00829,68,Tops,,Under Armour,57.73,115.97,2024-05-03,1.05,34.1x12.7x15.8,Yellow,XS,Leather,Discontinued,4,False,4.3,1484,35
830,Neutrogena Face Moisturizer,NEU-SKIN-00830,32,Skincare,,Neutrogena,112.85,334.29,2024-09-30,8.7,50.7x54.6x51.6,Gold,,,Active,175,False,4.3,942,0
831,Meguiars Tire Shine,MEG-CARC-00831,52,Car Care,Featured,Meguiars,140.24,323.45,2022-04-03,1.86,11.3x16.8x33.1,Gray,,,Active,333,False,3.9,1178,20
832,GNC Whey Protein,GNC-FITN-00832,54,Fitness Supplements,Bestseller,GNC,147.57,440.53,2022-08-11,4.94,70.6x14.2x39.8,Gold,,,Active,242,False,2.9,133,0
833,New Balance Womens Shirt Blue L,NEW-WOME-00833,18,Womens Clothing,Clearance,New Balance,29.85,41.77,2016-02-12,0.81,22.0x17.6x24.4,Silver,XXL,Silk,Active,310,False,3.8,3,30
834,LOreal Shampoo,LOR-HAIR-00834,34,Hair Care,Bestseller,LOreal,123.19,212.64,2020-08-13,4.1,95.0x25.3x5.3,Space Gray,,,Active,499,False,5.0,1234,30
835,HP Elite Pro 512GB,HP-SMAR-00835,11,Smartphones,,HP,391.34,770.26,2019-12-31,1.55,61.7x16.8x34.0,Space Gray,1TB,Aluminum,Active,40,False,3.5,661,25
836,Calvin Klein Womens Trousers Silver,CAL-WOME-00836,69,Womens Pants,Featured,Calvin Klein,86.65,150.22,2017-05-21,0.86,43.9x72.6x45.3,Purple,XL,Silk,Discontinued,1,False,3.0,4,62
837,Optimum Nutrition Thermometer,OPT-MEDI-00837,55,Medical Supplies,Seasonal,Optimum Nutrition,144.46,305.83,2024-11-14,3.46,85.7x38.7x32.7,,,,Out of Stock,0,False,3.7,5,0
838,Nike Mens Polo Shirt Gray,NIK-MENS-00838,64,Mens Shirts,Seasonal,Nike,21.29,38.56,2023-08-03,0.96,42.1x12.6x9.7,Yellow,XL,Wool,Active,291,False,4.5,1122,0
839,LOreal Face Moisturizer Plus,LOR-SKIN-00839,32,Skincare,,LOreal,34.6,94.91,2020-07-31,4.06,8.9x29.2x4.8,,,,Active,284,False,4.7,1638,0
840,Nestle Sea Salt Chips Plus,NES-SNAC-00840,45,Snacks,,Nestle,42.09,121.57,2021-01-06,5.55,77.7x68.6x45.2,Orange,,,Active,128,False,4.1,1923,0
841,Nature Made Multivitamin,NAT-VITA-00841,53,Vitamins,Bestseller,Nature Made,197.28,264.71,2016-01-18,6.84,81.9x61.6x26.1,Blue,,,Active,122,False,3.7,1921,0
842,H&M Mens Polo Shirt White,HM-MENS-00842,64,Mens Shirts,Seasonal,H&M,58.11,110.43,2022-08-03,0.44,50.7x67.4x56.2,Beige,M,Linen,Active,499,False,4.1,380,20
843,Zara Kids T-Shirt Navy S,ZAR-KIDS-00843,19,Kids Clothing,Bestseller,Zara,143.9,413.78,2021-10-31,1.79,31.3x78.5x58.1,Rose Gold,S,Nylon,Active,148,False,4.2,1490,10
844,MAC Shampoo Plus,MAC-HAIR-00844,34,Hair Care,Bestseller,MAC,136.59,402.54,2026-05-11,5.04,90.4x39.5x53.2,Red,,,Pre-order,0,False,0.0,0,0
845,Kelloggs Organic Pasta,KEL-PANT-00845,47,Pantry Staples,Seasonal,Kelloggs,35.24,56.42,2020-08-21,2.88,69.8x12.4x55.1,Space Gray,,,Active,479,False,4.1,853,0
846,Under Armour Pool Float,UND-WATE-00846,30,Water Sports,,Under Armour,145.37,344.05,2024-11-04,6.77,94.3x72.8x5.0,Silver,,,Active,26,False,3.9,1101,15
847,Gap Kids Jacket Silver,GAP-KIDS-00847,19,Kids Clothing,Bestseller,Gap,106.11,310.71,2026-04-25,0.85,22.8x67.0x46.2,Purple,XXL,Leather,Pre-order,0,False,0.0,0,0
848,Kelloggs Sparkling Water 74,KEL-BEVE-00848,46,Beverages,Bestseller,Kelloggs,35.61,76.51,2026-06-10,5.33,20.8x38.5x19.9,,,,Pre-order,0,False,0.0,0,0
849,IKEA Comforter Set White Gen2,IKE-BEDD-00849,24,Bedding,Clearance,IKEA,194.96,297.27,2017-11-18,37.87,56.0x26.1x26.5,,,Fabric,Discontinued,3,False,4.3,1626,59
850,"LG EliteBook 7000 15.6""",LG-BUSI-00850,60,Business Laptops,,LG,686.8,1638.13,2022-07-04,4.46,62.9x73.3x54.0,Blue,512GB,Stainless Steel,Active,411,False,4.7,1297,30
851,New Balance Leather Belt Purple,NEW-ACCE-00851,21,Accessories,,New Balance,26.44,52.54,2019-03-06,1.83,26.1x78.1x46.4,Brown,S,Leather,Active,49,False,4.3,2,0
852,REI Bike Helmet Space Gray,REI-CYCL-00852,31,Cycling,,REI,104.59,231.81,2023-10-12,2.9,63.7x24.1x12.4,,,,Active,407,False,4.6,215,0
853,Garmin iPhone 13 128GB Gold,GAR-IPHO-00853,57,iPhone,,Garmin,549.0,688.8,2020-01-24,1.95,9.8x72.3x51.4,Black,1TB,Plastic,Out of Stock,0,False,3.4,1874,0
854,New Balance Baseball Cap Purple,NEW-ACCE-00854,21,Accessories,,New Balance,38.51,69.39,2021-03-28,0.84,67.8x57.7x40.3,Yellow,XS,Polyester,Active,183,False,4.1,242,0
855,Levis Mens Jeans Brown XL,LEV-MENS-00855,65,Mens Pants,,Levis,122.52,325.07,2019-03-18,0.27,20.5x74.8x16.4,Yellow,XXL,Cotton,Active,223,False,4.3,1322,0
856,Zara Mens Dress Pants Red,ZAR-MENS-00856,65,Mens Pants,,Zara,86.25,255.09,2023-01-05,1.64,18.7x46.4x53.3,Silver,XL,Wool,Out of Stock,0,False,3.5,1582,0
857,HP Studio Monitor Speakers,HP-AUDI-00857,13,Audio Equipment,,HP,766.48,1004.12,2024-03-18,1.77,6.3x28.1x52.8,Silver,128GB,Glass,Active,439,False,4.4,498,0
858,IKEA Kitchen Table Set,IKE-KITC-00858,23,Kitchen,Bestseller,IKEA,386.49,472.0,2024-09-04,3.01,23.9x28.8x19.4,,,Wood,Out of Stock,0,False,3.4,1467,0
859,Scotts Sectional Sofa Space Gray,SCO-LIVI-00859,70,Living Room Furniture,Bestseller,Scotts,246.41,446.89,2023-11-15,43.88,78.1x41.8x37.9,,,Metal,Active,217,False,3.5,1732,0
860,Fisher-Price STEM Learning Kit,FIS-EDUC-00860,44,Educational Toys,Seasonal,Fisher-Price,19.67,52.57,2018-06-10,5.28,58.6x50.7x10.3,Silver,,,Active,213,False,4.0,110,0
861,Ralph Lauren Mens Casual Shirt Red,RAL-MENS-00861,64,Mens Shirts,Seasonal,Ralph Lauren,142.89,278.59,2020-05-19,0.84,63.5x48.7x23.5,Blue,M,Nylon,Active,471,False,4.8,1835,50
862,Lenovo Max Ultra 128GB Red,LEN-SMAR-00862,11,Smartphones,,Lenovo,197.56,271.31,2026-05-28,0.77,8.4x23.4x56.1,Silver,,Glass,Pre-order,0,False,0.0,0,0
863,Braun First Aid Kit V2,BRA-MEDI-00863,55,Medical Supplies,Seasonal,Braun,30.49,87.81,2020-09-29,7.06,85.8x76.9x55.6,,,,Active,261,False,4.6,1652,0
864,Coleman Basketball,COL-TEAM-00864,29,Team Sports,Featured,Coleman,77.95,116.01,2022-05-23,5.94,11.6x32.9x51.7,,,,Active,356,False,4.4,1473,25
865,Omron Massage Gun,OMR-WELL-00865,56,Wellness Devices,,Omron,162.32,448.12,2023-06-19,6.5,65.6x18.5x52.1,,,,Out of Stock,0,False,4.7,2,0
866,Pantene Foundation,PAN-MAKE-00866,33,Makeup,Featured,Pantene,63.5,100.94,2018-05-18,2.22,63.0x29.1x32.2,,,,Discontinued,8,False,4.5,10,26
867,The Great Adventure Hardcover Edition 41,WAR-FICT-00867,36,Fiction,Featured,Warner Bros,79.81,179.41,2021-02-07,0.0,,,,,Active,17,True,3.9,1705,0
868,Jazz Ensemble Album Vinyl Record 69,RAN-MUSI-00868,38,Music,Featured,Random House,48.29,96.69,2017-06-13,0.0,,,,,Active,474,True,3.6,697,40
869,Patagonia Cycling Jersey Blue,PAT-CYCL-00869,31,Cycling,,Patagonia,59.11,164.39,2024-12-08,7.16,8.9x41.8x32.2,Beige,,,Out of Stock,0,False,4.0,1920,0
870,Garmin Smart Watch Gold,GAR-WEAR-00870,15,Wearable Technology,,Garmin,325.44,838.57,2022-11-20,1.05,12.4x32.1x23.7,Blue,256GB,Plastic,Active,42,False,3.9,1509,30
871,Hot Wheels Explorer Action Figure,HOT-ACTI-00871,40,Action Figures,New Arrivals,Hot Wheels,40.29,69.76,2018-02-12,4.89,16.2x28.4x31.8,Space Gray,,,Active,496,False,2.9,1672,0
872,Adidas Soccer Ball,ADI-TEAM-00872,29,Team Sports,Featured,Adidas,197.8,519.48,2023-11-17,7.9,92.3x13.6x18.8,,,,Discontinued,13,False,4.2,5,35
873,Fitbit Portable Speaker Rose Gold,FIT-SPEA-00873,63,Speakers,,Fitbit,613.06,1828.22,2019-10-20,4.67,29.0x25.7x56.5,Space Gray,128GB,Glass,Active,147,False,0.0,0,0
874,Nike Womens Blouse Black M,NIK-TOPS-00874,68,Tops,,Nike,117.38,209.35,2024-03-05,0.14,89.2x18.6x49.0,Beige,XXL,Polyester,Active,28,False,4.3,1673,0
875,PepsiCo Natural Shelf,PEP-ORGA-00875,48,Organic Foods,Seasonal,PepsiCo,23.56,48.12,2022-04-29,9.87,89.3x75.3x4.6,White,,,Active,267,False,3.8,1667,0
876,Nature Made Whey Protein,NAT-FITN-00876,54,Fitness Supplements,Bestseller,Nature Made,36.09,54.55,2021-06-26,9.92,28.7x53.8x56.1,Green,,,Active,263,False,3.7,1904,25
877,Fitbit Multivitamin Plus,FIT-VITA-00877,53,Vitamins,Bestseller,Fitbit,68.25,178.62,2016-03-02,7.06,87.1x23.8x4.4,,,,Active,211,False,3.8,1605,0
878,LG Gaming Controller Purple V2,LG-GAMI-00878,16,Gaming,Bestseller,LG,265.11,701.29,2016-11-04,0.82,34.8x33.8x52.8,Black,1TB,Stainless Steel,Active,174,False,4.6,1388,0
879,Dove Styling Gel,DOV-HAIR-00879,34,Hair Care,Bestseller,Dove,115.58,201.4,2017-02-09,6.91,5.3x5.2x30.3,Red,,,Archive,18,False,4.9,1,0
880,Organic Valley Organic Pasta,ORG-PANT-00880,47,Pantry Staples,Seasonal,Organic Valley,31.51,45.37,2022-06-07,9.9,10.0x46.1x7.5,,,,Active,15,False,3.8,1846,0
881,Craftsman Interior Cleaner,CRA-CARC-00881,52,Car Care,Featured,Craftsman,295.96,713.23,2024-02-13,1.08,61.6x17.4x12.9,,,,Active,365,False,4.0,155,0
882,Funko STEM Learning Kit,FUN-EDUC-00882,44,Educational Toys,Seasonal,Funko,71.16,143.59,2024-09-04,2.61,92.9x55.4x19.3,Red,,,Active,407,False,4.1,264,5
883,"Garmin XPS 27"" Ultrabook",GAR-ULTR-00883,61,Ultrabooks,,Garmin,645.79,1038.27,2021-01-06,4.97,81.1x37.9x52.0,Space Gray,,Stainless Steel,Active,478,False,3.8,1695,0
884,Gap Womens Shelf Purple S,GAP-WOME-00884,18,Womens Clothing,Clearance,Gap,100.51,284.86,2021-08-02,0.17,9.4x70.8x7.1,Silver,XXL,Cotton,Active,47,False,4.5,4,0
885,Goodyear Tool Box,GOO-TOOL-00885,51,Tools,,Goodyear,173.01,388.36,2016-12-31,6.5,63.1x8.1x26.5,Space Gray,,,Active,49,False,3.3,979,10
886,Organic Valley Sea Salt Chips,ORG-SNAC-00886,45,Snacks,,Organic Valley,44.5,103.81,2023-04-11,1.27,95.7x24.6x30.3,Purple,,,Archive,0,False,4.2,4,0
887,Maybelline Foundation Plus,MAY-MAKE-00887,33,Makeup,Featured,Maybelline,62.06,109.02,2026-01-15,1.07,48.5x58.7x40.0,Space Gray,,,Pre-order,0,False,0.0,0,0
888,The Band Album Vinyl Record 44,WAR-MUSI-00888,38,Music,Featured,Warner Bros,27.58,43.37,2017-04-14,0.0,,Black,,,Active,469,True,2.5,507,10
889,Patagonia Sleeping Bag,PAT-OUTD-00889,28,Outdoor Recreation,,Patagonia,109.45,224.13,2016-10-05,9.28,49.4x42.5x17.1,Blue,,,Active,346,False,4.6,1835,5
890,Bose iPhone 9 64GB Black,BOS-IPHO-00890,57,iPhone,,Bose,581.1,837.63,2021-12-29,2.15,8.0x20.9x28.6,Black,,Stainless Steel,Active,439,False,4.2,1722,0
891,"LG E14 Notebook 13""",LG-LAPT-00891,12,Laptops,Bestseller,LG,345.3,594.82,2023-08-14,3.52,73.2x43.8x3.9,Gold,,Carbon Fiber,Active,44,False,3.8,1542,0
892,LG Standard Pro 128GB,LG-SMAR-00892,11,Smartphones,,LG,140.42,211.27,2019-01-14,3.27,46.6x58.4x37.1,Black,,Glass,Active,13,False,3.9,1608,0
893,Schwinn Yoga Mat Pink,SCH-YOGA-00893,75,Yoga & Pilates,Bestseller,Schwinn,171.28,243.38,2023-01-05,9.5,84.6x60.1x38.6,,,,Active,431,False,3.7,1,0
894,Unilever Granola Bars,UNI-SNAC-00894,45,Snacks,,Unilever,3.66,7.81,2018-03-13,0.35,56.9x65.5x26.8,,,,Active,476,False,4.5,1866,0
895,Weber Comforter Set Space Gray,WEB-BEDD-00895,24,Bedding,Clearance,Weber,391.53,620.88,2017-04-21,11.5,93.0x40.6x39.7,Orange,,Glass,Active,315,False,4.9,1945,50
896,PepsiCo Granola Bars,PEP-SNAC-00896,45,Snacks,,PepsiCo,36.02,66.15,2023-01-19,6.48,92.9x28.8x23.6,Purple,,,Active,153,False,3.7,1609,0
897,Zara Womens Cabinet Silver XL,ZAR-WOME-00897,18,Womens Clothing,Clearance,Zara,126.75,173.59,2025-07-21,1.56,40.2x78.3x5.3,Orange,XXL,Nylon,Active,38,False,3.9,627,0
898,"Bose 7000 Laptop 13"" 128GB",BOS-LAPT-00898,12,Laptops,Bestseller,Bose,549.12,1283.35,2026-01-25,1.22,45.6x11.5x40.1,Silver,32GB,Carbon Fiber,Pre-order,0,False,0.0,0,0
899,Crate & Barrel Table Lamp Pink,CRA-HOME-00899,26,Home Decor,,Crate & Barrel,71.77,181.11,2019-05-08,37.19,30.4x76.6x41.8,Pink,,,Active,224,False,3.1,1659,0
