order_id,customer_id,order_status,subtotal,tax_amount,shipping_cost,total_discount,total_amount,currency,order_placed_at,order_shipped_at,order_delivered_at,total_product_price,total_quantity,avg_product_price,max_item_discount,unique_products_ordered,total_discount_from_items,order_placed_year,order_placed_month,order_placed_quarter,order_placed_day_of_week,order_placed_week_of_year,order_placed_day_of_month,order_shipped_year,order_shipped_month,order_shipped_quarter,order_shipped_day_of_week,order_shipped_week_of_year,order_shipped_day_of_month,order_delivered_year,order_delivered_month,order_delivered_quarter,order_delivered_day_of_week,order_delivered_week_of_year,order_delivered_day_of_month,order_processing_seconds_diff,order_processing_minutes_diff,order_processing_hours_diff,order_processing_days_diff,order_processing_weeks_diff,order_processing_months_diff,order_processing_years_diff,delivery_seconds_diff,delivery_minutes_diff,delivery_hours_diff,delivery_days_diff,delivery_weeks_diff,delivery_months_diff,delivery_years_diff,total_order_fulfillment_time_seconds,total_order_fulfillment_time_minutes,total_order_fulfillment_time_hours,total_order_fulfillment_time_days,total_order_fulfillment_time_weeks,total_order_fulfillment_time_months,total_order_fulfillment_time_years,order_profit,net_revenue,net_profit,discount_percentage,average_item_value,cost_per_item,order_size_category,season
143,204,Delivered,709.66,58.68,20.6,0.0,788.94,USD,2024-11-13 11:36:43,2024-11-16,2024-11-23,491.76,4,122.94,0.0,1,0.0,2024,11,4,4,46,13,2024.0,11.0,4.0,7.0,46.0,16.0,2024.0,11.0,4.0,7.0,47.0,23.0,217397,3623,60,3,0.42857142857142855,0.1,0.00821917808219178,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,822197,13703,228,10,1.4285714285714286,0.33333333333333337,0.0273972602739726,491.76,471.15999999999997,471.15999999999997,0.0,122.94,0.0,Medium,Fall
53,206,Delivered,3071.36,318.81,0.0,0.0,3390.17,USD,2024-10-05 08:48:26,2024-10-06,2024-10-10,3071.36,8,383.92,0.0,4,0.0,2024,10,4,7,40,5,2024.0,10.0,4.0,1.0,40.0,6.0,2024.0,10.0,4.0,5.0,41.0,10.0,54694,911,15,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,400294,6671,111,5,0.7142857142857142,0.16666666666666666,0.0136986301369863,3071.36,3071.36,3071.36,0.0,383.92,0.0,Large,Fall
21,209,Delivered,969.57,58.42,8.64,0.0,1036.63,USD,2019-04-18 15:31:56,2019-04-20,2019-04-25,969.5699999999999,8,156.64333333333335,0.0,3,0.0,2019,4,2,5,16,18,2019.0,4.0,2.0,7.0,16.0,20.0,2019.0,4.0,2.0,5.0,17.0,25.0,116884,1948,32,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,548884,9148,152,7,1.0,0.23333333333333334,0.01917808219178082,969.5699999999999,960.93,960.93,0.0,121.19624999999999,0.0,Large,Spring
37,223,Delivered,1090.01,87.12,7.17,0.0,1184.3,USD,2021-08-21 03:10:34,2021-08-24,2021-08-29,1090.01,4,275.635,0.0,2,0.0,2021,8,3,7,33,21,2021.0,8.0,3.0,3.0,34.0,24.0,2021.0,8.0,3.0,1.0,34.0,29.0,247766,4129,68,3,0.42857142857142855,0.1,0.00821917808219178,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,679766,11329,188,8,1.1428571428571428,0.26666666666666666,0.021917808219178082,1090.01,1082.84,1082.84,0.0,272.5025,0.0,Medium,Summer
64,223,Processing,281.41,25.79,22.42,49.66,329.62,USD,2025-03-30 04:26:52,,,281.40999999999997,5,76.34,38.09,2,49.660000000000004,2025,3,1,1,13,30,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,281.40999999999997,258.98999999999995,258.98999999999995,14.999848974537109,56.282,0.0,Medium,Spring
87,223,Pending,862.57,54.53,29.14,188.42,946.24,USD,2021-08-23 11:10:20,,,840.4299999999998,7,120.70333333333333,147.34,3,188.42000000000002,2021,8,3,2,34,23,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,840.4299999999998,811.2899999999998,811.2899999999998,18.313651163920884,120.06142857142855,0.0,Large,Summer
118,224,Returned,2831.36,197.97,16.18,192.4,3045.51,USD,2023-03-18 22:25:30,2023-03-21,2023-03-28,2831.3599999999997,5,790.395,192.4,2,192.4,2023,3,1,7,11,18,2023.0,3.0,1.0,3.0,12.0,21.0,2023.0,3.0,1.0,3.0,13.0,28.0,178470,2974,49,3,0.42857142857142855,0.1,0.00821917808219178,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,783270,13054,217,10,1.4285714285714286,0.33333333333333337,0.0273972602739726,2831.3599999999997,2815.18,2815.18,6.362938857581289,566.2719999999999,0.0,Medium,Spring
121,235,Delivered,386.49,31.71,8.41,50.71,426.61,USD,2024-11-13 11:22:46,2024-11-15,2024-11-18,386.49,2,218.6,50.71,2,50.71,2024,11,4,4,46,13,2024.0,11.0,4.0,6.0,46.0,15.0,2024.0,11.0,4.0,2.0,47.0,18.0,131834,2197,36,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,391034,6517,108,5,0.7142857142857142,0.16666666666666669,0.0136986301369863,386.49,378.08,378.08,11.598810612991766,193.245,0.0,Small,Fall
48,240,Shipped,1478.45,149.45,8.04,0.0,1635.94,USD,2022-12-04 00:04:49,2022-12-07,,1478.45,10,145.748,0.0,5,0.0,2022,12,4,1,48,4,2022.0,12.0,4.0,4.0,49.0,7.0,,,,,,,258911,4315,71,3,0.42857142857142855,0.1,0.00821917808219178,0,0,0,0,0.0,0.0,0.0,258911,4315,71,3,0.42857142857142855,0.1,0.00821917808219178,1478.45,1470.41,1470.41,0.0,147.845,0.0,Large,Winter
2,243,Delivered,5623.06,424.43,0.0,409.94,6047.49,USD,2018-10-02 12:59:40,2018-10-02,2018-10-09,2779.16,13,222.63,252.5,4,409.94,2018,10,4,3,40,2,2018.0,10.0,4.0,3.0,40.0,2.0,2018.0,10.0,4.0,3.0,41.0,9.0,0,0,0,0,0.0,0.0,0.0,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,2779.16,2779.16,2779.16,12.854410335204289,213.78153846153845,0.0,Large,Fall
81,247,Cancelled,3094.82,218.96,8.09,0.0,3321.87,USD,2021-05-09 13:27:29,,,3094.8199999999997,6,515.8033333333333,0.0,3,0.0,2021,5,2,1,18,9,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3094.8199999999997,3086.7299999999996,3086.7299999999996,0.0,515.8033333333333,0.0,Medium,Spring
19,251,Delivered,543.25,45.78,0.0,150.57,589.03,USD,2021-06-24 21:17:34,2021-06-26,2021-07-01,543.25,5,135.47,126.77,3,150.57,2021,6,2,5,25,24,2021.0,6.0,2.0,7.0,25.0,26.0,2021.0,7.0,3.0,5.0,26.0,1.0,96146,1602,26,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,528146,8802,146,7,1.0,0.23333333333333334,0.01917808219178082,543.25,543.25,543.25,21.701594073390794,108.65,0.0,Medium,Summer
144,253,Delivered,2451.68,150.74,22.71,0.0,2625.13,USD,2015-08-10 22:03:48,2015-08-11,2015-08-15,2451.6800000000003,3,684.375,0.0,2,0.0,2015,8,3,2,33,10,2015.0,8.0,3.0,3.0,33.0,11.0,2015.0,8.0,3.0,7.0,33.0,15.0,6972,116,1,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,352572,5876,97,5,0.7142857142857142,0.16666666666666666,0.0136986301369863,2451.6800000000003,2428.9700000000003,2428.9700000000003,0.0,817.2266666666668,0.0,Medium,Summer
25,257,Cancelled,201.15,11.78,15.43,0.0,228.36,USD,2022-02-18 08:48:29,,,201.14999999999998,3,67.05,0.0,1,0.0,2022,2,1,6,7,18,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,201.14999999999998,185.71999999999997,185.71999999999997,0.0,67.05,0.0,Medium,Winter
98,257,Delivered,1764.16,173.48,7.7,217.29,1945.34,USD,2022-02-18 23:48:17,2022-02-19,2022-02-24,1764.1599999999999,7,258.065,217.29,4,217.29,2022,2,1,6,7,18,2022.0,2.0,1.0,7.0,7.0,19.0,2022.0,2.0,1.0,5.0,8.0,24.0,703,11,0,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,432703,7211,120,6,0.8571428571428572,0.19999999999999998,0.01643835616438356,1764.1599999999999,1756.4599999999998,1756.4599999999998,10.966211612707866,252.02285714285713,0.0,Large,Winter
56,269,Cancelled,780.13,70.45,15.17,80.96,865.75,USD,2024-10-04 22:44:56,,,780.13,2,430.54499999999996,80.96,2,80.96,2024,10,4,6,40,4,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,780.13,764.96,764.96,9.402036953164012,390.065,0.0,Small,Fall
80,271,Cancelled,2352.05,169.7,18.97,194.24,2540.72,USD,2025-04-19 08:43:05,,,2352.05,6,479.22333333333336,109.19,3,194.24,2025,4,2,7,16,19,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2352.05,2333.0800000000004,2333.0800000000004,7.628353408292064,392.0083333333334,0.0,Medium,Spring
124,272,Shipped,637.18,78.41,7.0,287.28,722.59,USD,2023-10-19 01:58:16,2023-10-20,,637.18,2,318.59,0.0,2,0.0,2023,10,4,5,42,19,2023.0,10.0,4.0,6.0,42.0,20.0,,,,,,,79304,1321,22,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,0,0,0,0,0.0,0.0,0.0,79304,1321,22,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,637.18,630.18,630.18,0.0,318.59,0.0,Small,Fall
137,282,Delivered,2169.25,168.38,0.0,0.0,2337.63,USD,2025-10-14 20:49:43,2025-10-15,2025-10-20,2169.25,6,367.64750000000004,0.0,4,0.0,2025,10,4,3,42,14,2025.0,10.0,4.0,4.0,42.0,15.0,2025.0,10.0,4.0,2.0,43.0,20.0,11417,190,3,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,443417,7390,123,6,0.8571428571428572,0.19999999999999998,0.01643835616438356,2169.25,2169.25,2169.25,0.0,361.5416666666667,0.0,Medium,Fall
145,283,Returned,3385.42,326.29,24.4,685.35,3736.11,USD,2024-11-15 15:08:08,2024-11-15,2024-11-19,243.06,2,121.53,0.0,1,0.0,2024,11,4,6,46,15,2024.0,11.0,4.0,6.0,46.0,15.0,2024.0,11.0,4.0,3.0,47.0,19.0,0,0,0,0,0.0,0.0,0.0,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,243.06,218.66,218.66,0.0,121.53,0.0,Small,Fall
29,286,Pending,117.11,12.84,19.77,39.03,149.72,USD,2019-12-01 06:43:44,,,117.10999999999999,2,78.07,39.03,1,39.03,2019,12,4,1,48,1,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,117.10999999999999,97.33999999999999,97.33999999999999,24.996797745612913,58.55499999999999,0.0,Small,Winter
132,291,Delivered,492.47,39.96,6.06,0.0,538.49,USD,2021-09-28 11:36:02,2021-09-28,2021-10-01,492.47,3,177.44,0.0,2,0.0,2021,9,3,3,39,28,2021.0,9.0,3.0,3.0,39.0,28.0,2021.0,10.0,4.0,6.0,39.0,1.0,0,0,0,0,0.0,0.0,0.0,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,492.47,486.41,486.41,0.0,164.15666666666667,0.0,Medium,Fall
58,295,Processing,4662.1,324.31,0.0,0.0,4986.41,USD,2018-11-21 07:42:43,,,4662.099999999999,5,932.42,0.0,1,0.0,2018,11,4,4,47,21,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4662.099999999999,4662.099999999999,4662.099999999999,0.0,932.4199999999998,0.0,Medium,Fall
9,296,Delivered,1566.14,106.16,15.51,20.81,1687.81,USD,2025-04-25 23:07:26,2025-04-26,2025-05-03,1566.14,6,197.772,16.88,5,20.81,2025,4,2,6,17,25,2025.0,4.0,2.0,7.0,17.0,26.0,2025.0,5.0,2.0,7.0,18.0,3.0,3154,52,0,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,607954,10132,168,8,1.1428571428571428,0.26666666666666666,0.021917808219178082,1566.14,1550.63,1550.63,1.311320457481332,261.02333333333337,0.0,Medium,Spring
106,299,Delivered,261.46,16.28,20.58,0.0,298.32,USD,2025-09-16 02:47:05,2025-09-16,2025-09-21,261.46,4,56.68,0.0,2,0.0,2025,9,3,3,38,16,2025.0,9.0,3.0,3.0,38.0,16.0,2025.0,9.0,3.0,1.0,38.0,21.0,0,0,0,0,0.0,0.0,0.0,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,261.46,240.88,240.88,0.0,65.365,0.0,Medium,Fall
107,299,Delivered,3134.98,227.51,0.0,0.0,3362.49,USD,2025-12-03 07:09:37,2025-12-03,2025-12-07,3134.98,7,562.15,0.0,3,0.0,2025,12,4,4,49,3,2025.0,12.0,4.0,4.0,49.0,3.0,2025.0,12.0,4.0,1.0,49.0,7.0,0,0,0,0,0.0,0.0,0.0,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,3134.98,3134.98,3134.98,0.0,447.8542857142857,0.0,Large,Winter
88,300,Cancelled,808.29,83.44,0.0,0.0,891.73,USD,2018-10-16 03:20:57,,,808.29,3,276.655,0.0,2,0.0,2018,10,4,3,42,16,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,808.29,808.29,808.29,0.0,269.43,0.0,Medium,Fall
131,302,Processing,327.61,34.69,8.37,48.78,370.67,USD,2024-09-07 17:55:08,,,327.60999999999996,3,125.46333333333332,39.15,3,48.78,2024,9,3,7,36,7,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,327.60999999999996,319.23999999999995,319.23999999999995,12.959961741810359,109.20333333333332,0.0,Medium,Fall
65,303,Delivered,2704.15,174.85,25.73,218.98,2904.73,USD,2025-07-10 21:21:18,2025-07-11,2025-07-17,1505.64,6,359.2866666666667,127.07,3,218.98,2025,7,3,5,28,10,2025.0,7.0,3.0,6.0,28.0,11.0,2025.0,7.0,3.0,5.0,29.0,17.0,9522,158,2,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,527922,8798,146,7,1.0,0.23333333333333334,0.01917808219178082,1505.64,1479.91,1479.91,12.69728983776136,250.94000000000003,0.0,Medium,Summer
129,304,Returned,1189.31,131.54,23.31,0.0,1344.16,USD,2024-01-18 00:17:28,2024-01-18,2024-01-24,1189.31,3,475.17,0.0,2,0.0,2024,1,1,5,3,18,2024.0,1.0,1.0,5.0,3.0,18.0,2024.0,1.0,1.0,4.0,4.0,24.0,0,0,0,0,0.0,0.0,0.0,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,1189.31,1166.0,1166.0,0.0,396.43666666666667,0.0,Medium,Winter
42,311,Delivered,378.25,34.86,25.51,84.02,438.62,USD,2024-12-08 10:58:29,2024-12-09,2024-12-13,378.25,4,147.065,84.02,2,84.02,2024,12,4,1,49,8,2024.0,12.0,4.0,2.0,50.0,9.0,2024.0,12.0,4.0,6.0,50.0,13.0,46891,781,13,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,392491,6541,109,5,0.7142857142857142,0.16666666666666666,0.0136986301369863,378.25,352.74,352.74,18.17552512600861,94.5625,0.0,Medium,Winter
116,317,Delivered,1630.58,121.82,9.73,0.0,1762.13,USD,2025-05-24 06:12:07,2025-05-25,2025-05-30,312.5,5,62.5,0.0,1,0.0,2025,5,2,7,21,24,2025.0,5.0,2.0,1.0,21.0,25.0,2025.0,5.0,2.0,6.0,22.0,30.0,64073,1067,17,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,496073,8267,137,6,0.8571428571428572,0.19999999999999998,0.01643835616438356,312.5,302.77,302.77,0.0,62.5,0.0,Medium,Spring
45,326,Processing,1295.64,139.54,0.0,0.0,1435.18,USD,2022-08-01 04:39:20,,,1295.6399999999999,4,323.90999999999997,0.0,2,0.0,2022,8,3,2,31,1,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1295.6399999999999,1295.6399999999999,1295.6399999999999,0.0,323.90999999999997,0.0,Medium,Summer
43,329,Shipped,2323.06,142.69,0.0,0.0,2465.75,USD,2024-03-29 06:12:11,2024-03-31,,2323.06,5,481.905,0.0,2,0.0,2024,3,1,6,13,29,2024.0,3.0,1.0,1.0,13.0,31.0,,,,,,,150469,2507,41,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,0,0,0,0,0.0,0.0,0.0,150469,2507,41,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,2323.06,2323.06,2323.06,0.0,464.61199999999997,0.0,Medium,Spring
57,332,Processing,2019.41,228.45,22.8,131.46,2270.66,USD,2024-08-13 03:08:47,,,1992.8400000000001,5,368.52333333333337,113.75,3,113.75,2024,8,3,3,33,13,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1992.8400000000001,1970.0400000000002,1970.0400000000002,5.399721825319592,398.56800000000004,0.0,Medium,Summer
44,333,Delivered,4293.11,407.55,9.86,0.0,4710.52,USD,2025-11-05 01:48:09,2025-11-05,2025-11-10,1870.47,3,566.0,0.0,2,0.0,2025,11,4,4,45,5,2025.0,11.0,4.0,4.0,45.0,5.0,2025.0,11.0,4.0,2.0,46.0,10.0,0,0,0,0,0.0,0.0,0.0,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,1870.47,1860.6100000000001,1860.6100000000001,0.0,623.49,0.0,Medium,Fall
69,338,Delivered,312.39,32.53,8.67,0.0,353.59,USD,2023-12-29 10:26:14,2024-01-01,2024-01-08,312.39,3,104.13,0.0,1,0.0,2023,12,4,6,52,29,2024.0,1.0,1.0,2.0,1.0,1.0,2024.0,1.0,1.0,2.0,2.0,8.0,221626,3693,61,3,0.42857142857142855,0.1,0.00821917808219178,604800,10080,168,7,1.0,0.23333333333333334,0.019178082191780823,826426,13773,229,10,1.4285714285714286,0.33333333333333337,0.0273972602739726,312.39,303.71999999999997,303.71999999999997,0.0,104.13,0.0,Medium,Winter
36,339,Shipped,462.01,24.97,19.79,0.0,506.77,USD,2023-03-25 16:35:55,2023-03-28,,462.01,1,462.01,0.0,1,0.0,2023,3,1,7,12,25,2023.0,3.0,1.0,3.0,13.0,28.0,,,,,,,199445,3324,55,3,0.42857142857142855,0.1,0.00821917808219178,0,0,0,0,0.0,0.0,0.0,199445,3324,55,3,0.42857142857142855,0.1,0.00821917808219178,462.01,442.21999999999997,442.21999999999997,0.0,462.01,0.0,Small,Spring
135,342,Delivered,978.66,85.03,7.55,0.0,1071.24,USD,2018-04-09 09:41:23,2018-04-09,2018-04-11,978.66,3,370.2,0.0,2,0.0,2018,4,2,2,15,9,2018.0,4.0,2.0,2.0,15.0,9.0,2018.0,4.0,2.0,4.0,15.0,11.0,0,0,0,0,0.0,0.0,0.0,172800,2880,48,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,172800,2880,48,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,978.66,971.11,971.11,0.0,326.21999999999997,0.0,Medium,Spring
140,344,Returned,1096.77,122.55,0.0,118.23,1219.32,USD,2025-06-07 12:36:57,2025-06-10,2025-06-13,32.71,1,32.71,0.0,1,0.0,2025,6,2,7,23,7,2025.0,6.0,2.0,3.0,24.0,10.0,2025.0,6.0,2.0,6.0,24.0,13.0,213783,3563,59,3,0.42857142857142855,0.1,0.00821917808219178,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,472983,7883,131,6,0.8571428571428571,0.2,0.01643835616438356,32.71,32.71,32.71,0.0,32.71,0.0,Small,Summer
47,345,Delivered,681.53,47.21,9.28,0.0,738.02,USD,2023-10-29 08:28:49,2023-10-31,2023-11-05,681.53,3,202.785,0.0,2,0.0,2023,10,4,1,43,29,2023.0,10.0,4.0,3.0,44.0,31.0,2023.0,11.0,4.0,1.0,44.0,5.0,142271,2371,39,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,432000,7200,120,5,0.7142857142857143,0.16666666666666666,0.0136986301369863,574271,9571,159,7,1.0,0.23333333333333334,0.01917808219178082,681.53,672.25,672.25,0.0,227.17666666666665,0.0,Medium,Fall
63,347,Cancelled,1314.73,119.96,8.45,0.0,1443.14,USD,2023-06-27 11:42:42,,,1314.73,5,322.125,0.0,2,0.0,2023,6,2,3,26,27,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1314.73,1306.28,1306.28,0.0,262.946,0.0,Medium,Summer
93,349,Delivered,978.07,59.13,8.09,9.08,1045.29,USD,2024-07-18 18:30:28,2024-07-19,2024-07-21,978.0699999999999,6,274.56333333333333,9.08,3,9.08,2024,7,3,5,29,18,2024.0,7.0,3.0,6.0,29.0,19.0,2024.0,7.0,3.0,1.0,29.0,21.0,19772,329,5,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,172800,2880,48,2,0.2857142857142857,0.06666666666666667,0.005479452054794521,192572,3209,53,3,0.42857142857142855,0.1,0.008219178082191782,978.0699999999999,969.9799999999999,969.9799999999999,0.9198196829255939,163.01166666666666,0.0,Medium,Summer
82,351,Delivered,273.83,32.71,24.09,68.46,330.63,USD,2025-10-07 13:56:14,2025-10-08,2025-10-14,273.83000000000004,1,342.29,68.46,1,68.46,2025,10,4,3,41,7,2025.0,10.0,4.0,4.0,41.0,8.0,2025.0,10.0,4.0,3.0,42.0,14.0,36226,603,10,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,518400,8640,144,6,0.8571428571428571,0.2,0.01643835616438356,554626,9243,154,7,1.0,0.23333333333333334,0.01917808219178082,273.83000000000004,249.74000000000004,249.74000000000004,20.000584299862687,273.83000000000004,0.0,Small,Fall
86,354,Delivered,3153.71,231.96,29.49,0.0,3415.16,USD,2024-12-12 20:30:35,2024-12-13,2024-12-16,1799.88,2,899.94,0.0,1,0.0,2024,12,4,5,50,12,2024.0,12.0,4.0,6.0,50.0,13.0,2024.0,12.0,4.0,2.0,51.0,16.0,12565,209,3,1,0.14285714285714285,0.03333333333333333,0.0027397260273972603,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,271765,4529,75,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,1799.88,1770.39,1770.39,0.0,899.94,0.0,Small,Winter
111,355,Delivered,186.24,20.78,21.31,20.69,228.33,USD,2025-02-03 20:49:39,2025-02-06,2025-02-09,186.24,1,206.93,20.69,1,20.69,2025,2,1,2,6,3,2025.0,2.0,1.0,5.0,6.0,6.0,2025.0,2.0,1.0,1.0,6.0,9.0,184221,3070,51,3,0.42857142857142855,0.1,0.00821917808219178,259200,4320,72,3,0.42857142857142855,0.1,0.00821917808219178,443421,7390,123,6,0.8571428571428571,0.2,0.01643835616438356,186.24,164.93,164.93,9.998550234378776,186.24,0.0,Small,Winter
14,367,Cancelled,2156.75,161.84,6.73,0.0,2325.32,USD,2025-09-30 02:44:54,,,2156.75,5,515.6800000000001,0.0,2,0.0,2025,9,3,3,40,30,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2156.75,2150.02,2150.02,0.0,431.35,0.0,Medium,Fall
39,369,Cancelled,3128.6,285.18,15.51,0.0,3429.29,USD,2023-06-29 13:56:29,,,3128.6,10,308.9675,0.0,4,0.0,2023,6,2,5,26,29,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3128.6,3113.0899999999997,3113.0899999999997,0.0,312.86,0.0,Large,Summer
62,374,Delivered,464.06,27.88,15.33,0.0,507.27,USD,2023-01-15 14:55:27,2023-01-18,2023-01-22,464.06,2,232.03,0.0,1,0.0,2023,1,1,1,2,15,2023.0,1.0,1.0,4.0,3.0,18.0,2023.0,1.0,1.0,1.0,3.0,22.0,205473,3424,57,3,0.42857142857142855,0.1,0.00821917808219178,345600,5760,96,4,0.5714285714285714,0.13333333333333333,0.010958904109589041,551073,9184,153,7,1.0,0.23333333333333334,0.01917808219178082,464.06,448.73,448.73,0.0,232.03,0.0,Small,Winter
35,378,Pending,220.29,14.69,0.0,0.0,234.98,USD,2025-09-05 19:03:52,,,205.09,2,102.545,0.0,2,0.0,2025,9,3,6,36,5,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,205.09,205.09,205.09,0.0,102.545,0.0,Small,Fall
28,389,Cancelled,239.26,21.0,13.46,59.82,273.72,USD,2023-08-21 12:22:03,,,239.26,1,299.08,59.82,1,59.82,2023,8,3,2,34,21,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,239.26,225.79999999999998,225.79999999999998,20.001337434800053,239.26,0.0,Small,Summer
139,389,Shipped,1161.25,108.66,13.44,171.11,1283.35,USD,2024-06-22 10:32:31,2024-06-22,,1161.25,9,160.464,171.11,5,171.11,2024,6,2,7,25,22,2024.0,6.0,2.0,7.0,25.0,22.0,,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1161.25,1147.81,1147.81,12.842625116334927,129.02777777777777,0.0,Large,Summer
