product_id,current_stock,available_stock,avg_stock_quantity,reorder_point_breach_count,stockout_frequency,storage_cost_per_unit,last_restock_date,reserved_quantity,minimum_stock_level,storage_cost,supplier_id,cost_price,avg_daily_sales,total_cogs,stock_status,days_of_supply,inventory_turnover_ratio,days_since_restock,stock_health_score,reorder_urgency
243,377,341,377.0,0,0,0.016923076923076923,2025-09-28,36,6,6.38,37,0.0,3.0,4995.45,Overstock,125.66666666666667,13.25053050397878,115,75,Low
244,0,0,3.0,1,1,0.0,2025-09-09,0,12,10.38,48,0.0,2.0,1476.94,Out of Stock,0.0,492.31333333333333,134,0,Critical
246,138,123,69.0,1,1,0.09644927536231884,2025-11-04,15,13,13.31,22,0.0,5.0,3549.7000000000003,Overstock,27.6,51.44492753623189,78,75,Low
247,15,10,15.0,0,0,0.20533333333333334,2025-09-29,5,0,3.08,5,0.0,,,Overstock,,,114,75,Low
248,14,12,14.0,1,0,0.3907142857142857,2025-10-25,2,22,5.47,43,0.0,,826.45,Low Stock,,59.03214285714286,88,50,Low
249,333,307,333.0,0,0,0.01024024024024024,2025-10-27,26,21,3.41,12,0.0,1.0,144.56,Overstock,333.0,0.4341141141141141,86,75,Low
252,421,408,421.0,0,0,0.010166270783847981,2025-12-11,13,10,4.28,8,0.0,1.0,647.68,Overstock,421.0,1.5384323040380046,41,75,Low
253,0,0,18.5,1,1,0.0,2025-10-22,0,27,2.7,26,0.0,,,Out of Stock,,,91,0,Critical
254,252,241,334.0,0,0,0.04182539682539682,2025-12-16,11,11,10.54,7,0.0,3.0,1186.32,Overstock,84.0,3.5518562874251494,36,75,Low
255,5,5,5.0,1,0,1.54,2025-11-13,0,8,7.7,4,0.0,,,Low Stock,,,69,50,Low
256,148,148,148.0,0,0,0.011216216216216216,2025-10-12,0,27,1.66,41,0.0,,,Overstock,,,101,75,Low
257,0,0,0.0,1,1,0.0,2025-02-28,0,7,1.85,19,0.0,1.6666666666666667,2983.2999999999997,Out of Stock,0.0,,327,0,Critical
259,10,10,10.0,1,0,0.174,2025-11-23,0,21,1.74,14,0.0,1.5,438.36,Low Stock,6.666666666666667,43.836,59,50,High
260,4,3,7.0,0,0,2.425,2025-11-15,1,0,9.7,4,0.0,,,Overstock,,,67,75,Low
261,397,360,225.33333333333334,1,1,0.019370277078085644,2025-09-28,37,19,7.69,23,0.0,2.5,1975.12,Overstock,158.8,8.765325443786981,115,75,Low
262,312,293,158.0,1,0,0.04897435897435897,2025-08-08,19,28,15.28,28,0.0,,,Overstock,,,166,75,Low
264,11,9,11.0,1,0,0.6709090909090909,2025-10-03,2,23,7.38,28,0.0,,,Low Stock,,,110,50,Low
266,14,8,13.666666666666666,0,0,0.05285714285714286,2025-12-06,6,0,0.74,45,0.0,,,Overstock,,,46,75,Low
267,0,0,0.0,1,1,0.0,2025-08-11,0,15,1.39,19,0.0,1.0,46.21,Out of Stock,0.0,,163,0,Critical
268,64,60,223.66666666666666,0,0,0.0475,2025-12-05,4,25,3.04,25,0.0,1.0,254.98,Adequate,64.0,1.14,47,100,Low
269,10,5,10.0,1,0,0.479,2025-10-04,5,12,4.79,29,0.0,,,Low Stock,,,109,50,Low
270,1,1,1.0,0,0,19.01,2025-07-07,0,0,19.01,34,0.0,,,Overstock,,,198,75,Low
271,0,0,0.0,3,3,0.0,2025-10-23,0,13,3.2,46,0.0,,,Out of Stock,,,90,0,Critical
272,9,8,42.0,1,0,0.6722222222222222,2025-12-15,1,13,6.05,1,0.0,1.5,399.24,Low Stock,6.0,9.505714285714285,37,50,High
273,301,298,237.0,0,0,0.004651162790697674,2025-10-16,3,28,1.4,28,0.0,,,Overstock,,,97,75,Low
274,11,11,6.0,0,0,0.2127272727272727,2025-08-22,0,0,2.34,27,0.0,,,Overstock,,,152,75,Low
275,0,0,15.0,1,1,0.0,2025-07-02,0,15,1.51,1,0.0,,,Out of Stock,,,203,0,Critical
276,0,0,0.0,2,2,0.0,2025-09-18,0,17,5.18,8,0.0,3.5,1258.67,Out of Stock,0.0,,125,0,Critical
277,2,1,3.5,2,0,0.455,2025-11-06,1,9,0.91,43,0.0,1.0,117.93,Low Stock,2.0,33.69428571428572,76,50,High
278,32,31,32.0,0,0,0.0725,2025-10-07,1,7,2.32,21,0.0,,215.76,Overstock,,6.7425,106,75,Low
279,11,7,11.0,1,0,0.05454545454545454,2025-12-15,4,27,0.6,32,0.0,,,Low Stock,,,37,50,Low
281,440,432,440.0,0,0,0.00584090909090909,2025-11-28,8,16,2.57,10,0.0,1.0,178.07999999999998,Overstock,440.0,0.4047272727272727,54,75,Low
283,0,0,0.0,2,2,0.0,2025-09-08,0,27,17.86,31,0.0,,,Out of Stock,,,135,0,Critical
284,25,13,25.0,0,0,0.38520000000000004,2025-07-26,12,11,9.63,11,0.0,2.0,608.88,Adequate,12.5,24.3552,179,100,Low
286,2,0,9.0,0,0,1.0,2025-10-15,2,0,2.0,27,0.0,,,Overstock,,,98,75,Low
287,188,151,214.0,1,1,0.06829787234042553,2025-07-25,37,24,12.84,15,0.0,,,Overstock,,,180,75,Low
288,0,0,0.0,1,1,0.0,2025-11-19,0,17,0.92,3,0.0,4.0,125.92,Out of Stock,0.0,,63,0,Critical
289,101,86,101.0,0,0,0.038316831683168316,2025-11-04,15,16,3.87,14,0.0,,,Overstock,,,78,75,Low
291,0,0,0.0,2,2,0.0,2025-07-06,0,13,0.8,11,0.0,,,Out of Stock,,,199,0,Critical
292,388,385,388.0,0,0,0.009896907216494845,2025-06-29,3,24,3.84,47,0.0,,,Overstock,,,206,75,Low
293,68,46,68.0,0,0,0.009117647058823529,2025-12-07,22,25,0.62,1,0.0,1.5,700.14,Adequate,45.333333333333336,10.296176470588236,45,100,Low
294,0,0,0.0,2,2,0.0,2025-02-26,0,16,15.47,50,0.0,,,Out of Stock,,,329,0,Critical
295,0,0,0.0,2,2,0.0,2025-11-18,0,27,7.76,11,0.0,2.0,953.04,Out of Stock,0.0,,64,0,Critical
296,426,389,426.0,0,0,0.03908450704225352,2025-07-04,37,23,16.65,29,0.0,,,Overstock,,,201,75,Low
297,311,265,311.0,0,0,0.005787781350482316,2025-12-16,46,24,1.8,46,0.0,,346.9,Overstock,,1.1154340836012862,36,75,Low
298,424,378,216.5,1,0,0.026179245283018866,2025-11-05,46,24,11.1,11,0.0,,,Overstock,,,77,75,Low
299,373,372,190.0,0,0,0.012520107238605898,2025-12-03,1,22,4.67,16,0.0,1.5,1774.78,Overstock,248.66666666666666,9.340947368421052,49,75,Low
300,233,233,181.5,0,0,0.04721030042918455,2025-11-25,0,26,11.0,7,0.0,1.0,1127.6,Overstock,233.0,6.21267217630854,57,75,Low
302,291,276,291.0,0,0,0.011821305841924399,2025-11-19,15,13,3.44,19,0.0,3.0,427.77,Overstock,97.0,1.47,63,75,Low
305,0,0,0.0,1,1,0.0,2025-07-16,0,27,3.46,26,0.0,1.5,1134.84,Out of Stock,0.0,,189,0,Critical
306,8,5,4.0,2,1,0.26625,2025-10-01,3,16,2.13,40,0.0,2.5,501.06000000000006,Low Stock,3.2,125.26500000000001,112,50,High
307,0,0,0.0,2,2,0.0,2025-02-04,0,15,5.47,47,0.0,1.5,380.90999999999997,Out of Stock,0.0,,351,0,Critical
308,0,0,0.0,1,1,0.0,2025-10-11,0,15,24.66,40,0.0,,,Out of Stock,,,102,0,Critical
309,19,17,14.333333333333334,0,0,0.07263157894736842,2025-09-11,2,0,1.38,33,0.0,,,Overstock,,,132,75,Low
310,0,0,0.0,1,1,0.0,2024-12-25,0,20,5.64,47,0.0,,,Out of Stock,,,392,0,Critical
311,73,52,73.0,0,0,0.054246575342465755,2025-10-14,21,13,3.96,27,0.0,1.0,209.1,Overstock,73.0,2.8643835616438356,99,75,Low
312,0,0,0.0,1,1,0.0,2025-08-02,0,5,1.82,21,0.0,,,Out of Stock,,,172,0,Critical
313,0,0,0.0,3,3,0.0,2025-09-05,0,18,17.28,21,0.0,,,Out of Stock,,,138,0,Critical
314,8,6,8.0,0,0,1.0025,2025-11-16,2,0,8.02,35,0.0,,,Overstock,,,66,75,Low
315,3,2,3.5,0,0,1.4466666666666665,2025-08-27,1,0,4.34,28,0.0,,,Overstock,,,147,75,Low
316,0,0,0.0,1,1,0.0,2025-06-26,0,29,2.07,43,0.0,,,Out of Stock,,,209,0,Critical
317,67,62,186.5,0,0,0.024328358208955222,2025-11-03,5,17,1.63,25,0.0,,,Overstock,,,79,75,Low
318,0,0,0.0,2,2,0.0,2025-06-11,0,11,4.54,7,0.0,2.0,3978.59,Out of Stock,0.0,,224,0,Critical
319,148,118,225.0,0,0,0.04398648648648649,2025-12-12,30,26,6.51,34,0.0,,,Overstock,,,40,75,Low
320,255,236,220.0,0,0,0.027450980392156862,2025-12-20,19,5,7.0,49,0.0,,,Overstock,,,32,75,Low
321,304,274,304.0,0,0,0.004177631578947369,2025-09-13,30,27,1.27,47,0.0,2.0,592.4,Overstock,152.0,1.9486842105263158,130,75,Low
322,0,0,0.0,1,1,0.0,2025-04-15,0,20,0.79,19,0.0,,,Out of Stock,,,281,0,Critical
323,0,0,154.5,1,1,0.0,2025-09-29,0,22,1.04,28,0.0,1.0,283.09,Out of Stock,0.0,1.8322977346278315,114,0,Critical
324,377,348,190.5,1,0,0.0014588859416445625,2025-09-23,29,25,0.55,3,0.0,,,Overstock,,,120,75,Low
325,0,0,95.0,2,1,0.0,2025-09-07,0,9,8.1,49,0.0,,,Out of Stock,,,136,0,Critical
326,9,5,9.666666666666666,0,0,0.5966666666666667,2025-12-13,4,0,5.37,35,0.0,,,Overstock,,,39,75,Low
327,0,0,0.0,1,1,0.0,2025-07-01,0,24,0.72,13,0.0,1.0,160.21,Out of Stock,0.0,,204,0,Critical
328,59,53,141.5,0,0,0.040169491525423734,2025-08-05,6,21,2.37,5,0.0,,,Adequate,,,169,100,Low
330,264,248,264.0,0,0,0.005757575757575757,2025-10-08,16,11,1.52,26,0.0,,117.61,Overstock,,0.44549242424242425,105,75,Low
333,249,203,249.0,0,0,0.06578313253012048,2025-08-03,46,12,16.38,39,0.0,,,Overstock,,,171,75,Low
334,0,0,0.0,1,1,0.0,2025-03-27,0,26,0.95,39,0.0,1.0,256.03,Out of Stock,0.0,,300,0,Critical
335,5,2,5.666666666666667,3,0,4.756,2025-08-16,3,26,23.78,3,0.0,,,Low Stock,,,158,50,Low
336,3,2,3.0,1,0,4.743333333333333,2025-12-15,1,12,14.23,21,0.0,,,Low Stock,,,37,50,Low
337,19,15,19.0,0,0,0.458421052631579,2025-10-13,4,0,8.71,5,0.0,,,Overstock,,,100,75,Low
339,17,9,13.333333333333334,0,0,0.15705882352941175,2025-12-18,8,0,2.67,28,0.0,,,Overstock,,,34,75,Low
340,2,0,226.0,1,0,14.53,2025-11-14,2,12,29.06,6,0.0,,4201.56,Low Stock,,18.590973451327436,68,50,Low
341,0,0,0.0,2,2,0.0,2025-11-04,0,27,1.21,4,0.0,,,Out of Stock,,,78,0,Critical
342,366,357,366.0,0,0,0.00825136612021858,2025-09-04,9,8,3.02,33,0.0,1.0,64.55,Overstock,366.0,0.17636612021857923,139,75,Low
343,26,16,122.66666666666667,0,0,0.09346153846153847,2025-12-09,10,20,2.43,47,0.0,,738.64,Adequate,,6.021521739130434,43,100,Low
344,0,0,0.0,1,1,0.0,2025-03-23,0,21,14.71,3,0.0,,,Out of Stock,,,304,0,Critical
345,0,0,0.0,2,2,0.0,2025-09-04,0,7,6.03,11,0.0,,,Out of Stock,,,139,0,Critical
346,0,0,4.0,1,1,0.0,2025-10-21,0,21,5.17,1,0.0,1.0,166.63,Out of Stock,0.0,41.6575,92,0,Critical
347,3,0,8.333333333333334,0,0,0.9066666666666667,2025-12-13,3,0,2.72,4,0.0,,,Overstock,,,39,75,Low
348,15,12,15.0,0,0,0.9193333333333332,2025-12-09,3,14,13.79,1,0.0,1.0,502.14,Adequate,15.0,33.476,43,100,Low
349,178,132,178.0,0,0,0.03342696629213483,2025-09-23,46,9,5.95,8,0.0,1.0,1906.0500000000002,Overstock,178.0,10.708146067415731,120,75,Low
350,0,0,0.0,1,1,0.0,2025-02-09,0,28,9.06,48,0.0,,,Out of Stock,,,346,0,Critical
351,146,118,117.0,0,0,0.011780821917808219,2025-12-09,28,24,1.72,42,0.0,,,Overstock,,,43,75,Low
352,0,0,0.0,1,1,0.0,2025-08-31,0,15,3.29,5,0.0,,,Out of Stock,,,143,0,Critical
353,80,70,169.5,0,0,0.0635,2025-11-08,10,8,5.08,6,0.0,,,Overstock,,,74,75,Low
354,12,10,180.0,1,0,0.395,2025-12-17,2,14,4.74,13,0.0,1.0,156.7,Low Stock,12.0,0.8705555555555555,35,50,Medium
355,7,5,12.0,0,0,1.082857142857143,2025-12-13,2,0,7.58,38,0.0,,,Overstock,,,39,75,Low
356,205,178,205.0,0,0,0.054585365853658536,2025-10-12,27,20,11.19,19,0.0,,,Overstock,,,101,75,Low
357,136,136,136.0,0,0,0.1511029411764706,2025-12-15,0,5,20.55,46,0.0,,,Overstock,,,37,75,Low
358,16,8,17.0,0,0,1.276875,2025-10-12,8,0,20.43,30,0.0,,,Overstock,,,101,75,Low
359,0,0,0.0,2,2,0.0,2025-11-18,0,25,29.31,21,0.0,,,Out of Stock,,,64,0,Critical
360,0,0,0.0,1,1,0.0,2025-09-09,0,16,2.65,41,0.0,,,Out of Stock,,,134,0,Critical
361,0,0,0.0,1,1,0.0,2025-11-25,0,22,7.21,7,0.0,2.5,1018.75,Out of Stock,0.0,,57,0,Critical
362,154,123,154.0,0,0,0.009155844155844155,2025-10-21,31,28,1.41,31,0.0,,,Overstock,,,92,75,Low
363,311,293,311.0,0,0,0.0028617363344051448,2025-07-04,18,7,0.89,4,0.0,,,Overstock,,,201,75,Low
364,16,11,16.0,0,0,0.751875,2025-10-08,5,0,12.03,29,0.0,,,Overstock,,,105,75,Low
365,20,14,8.0,0,1,0.1755,2025-07-14,6,0,3.51,36,0.0,,,Overstock,,,191,75,Low
366,0,0,0.0,1,1,0.0,2025-11-04,0,10,2.38,24,0.0,,,Out of Stock,,,78,0,Critical
367,43,38,21.5,1,1,0.16069767441860466,2025-09-15,5,29,6.91,24,0.0,,,Adequate,,,128,100,Low
369,448,422,448.0,0,0,0.011830357142857142,2025-12-19,26,15,5.3,38,0.0,,,Overstock,,,33,75,Low
370,158,149,158.0,0,0,0.009683544303797469,2025-07-14,9,10,1.53,11,0.0,,,Overstock,,,191,75,Low
371,219,216,219.0,0,0,0.021780821917808217,2025-10-26,3,10,4.77,19,0.0,,,Overstock,,,87,75,Low
372,0,0,0.0,1,1,0.0,2025-04-13,0,24,4.33,38,0.0,,,Out of Stock,,,283,0,Critical
375,289,255,147.0,1,0,0.002422145328719723,2025-11-23,34,20,0.7,3,0.0,,,Overstock,,,59,75,Low
376,433,399,433.0,0,0,0.02120092378752887,2025-09-06,34,23,9.18,30,0.0,,,Overstock,,,137,75,Low
377,278,264,278.0,0,0,0.03866906474820144,2025-09-27,14,7,10.75,24,0.0,,,Overstock,,,116,75,Low
378,5,4,5.0,1,0,0.52,2025-07-09,1,16,2.6,39,0.0,6.0,603.36,Low Stock,0.8333333333333334,120.672,196,50,High
379,417,389,308.0,0,0,0.003141486810551559,2025-11-22,28,25,1.31,7,0.0,,,Overstock,,,60,75,Low
381,343,340,343.0,0,0,0.05341107871720117,2025-12-15,3,5,18.32,35,0.0,,,Overstock,,,37,75,Low
382,35,27,162.0,0,0,0.09428571428571428,2025-10-22,8,22,3.3,13,0.0,,,Adequate,,,91,100,Low
383,260,259,260.0,0,0,0.0498076923076923,2025-12-11,1,12,12.95,2,0.0,,,Overstock,,,41,75,Low
384,343,340,343.0,0,0,0.003177842565597668,2025-09-16,3,18,1.09,10,0.0,2.0,79.9,Overstock,171.5,0.2329446064139942,127,75,Low
386,0,0,0.0,1,1,0.0,2025-11-07,0,6,9.98,42,0.0,,,Out of Stock,,,75,0,Critical
387,51,48,51.0,0,0,0.04862745098039216,2025-11-30,3,8,2.48,45,0.0,,,Overstock,,,52,75,Low
388,7,6,9.5,0,0,0.7285714285714285,2025-07-17,1,0,5.1,11,0.0,,,Overstock,,,188,75,Low
389,453,415,453.0,0,0,0.005320088300220751,2025-12-08,38,9,2.41,10,0.0,2.0,1639.1499999999999,Overstock,226.5,3.618432671081677,44,75,Low
390,231,215,231.0,0,0,0.010432900432900433,2025-08-01,16,26,2.41,2,0.0,1.0,98.86,Overstock,231.0,0.42796536796536794,173,75,Low
391,176,133,88.0,1,1,0.006590909090909091,2025-09-09,43,25,1.16,47,0.0,,,Overstock,,,134,75,Low
392,351,315,351.0,0,0,0.021823361823361823,2025-11-29,36,27,7.66,28,0.0,1.5,2392.36,Overstock,234.0,6.815840455840457,53,75,Low
393,0,0,0.0,2,2,0.0,2025-07-16,0,5,6.96,43,0.0,2.0,508.58,Out of Stock,0.0,,189,0,Critical
394,117,76,117.0,0,0,0.03418803418803419,2025-12-01,41,12,4.0,7,0.0,1.6666666666666667,1194.85,Overstock,70.2,10.21239316239316,51,75,Low
395,358,319,322.5,0,0,0.0494413407821229,2025-09-21,39,24,17.7,7,0.0,1.5,1067.94,Overstock,238.66666666666666,3.3114418604651163,122,75,Low
396,0,0,0.0,1,1,0.0,2025-07-27,0,29,0.64,21,0.0,,,Out of Stock,,,178,0,Critical
397,319,282,319.0,0,0,0.024921630094043887,2025-10-15,37,15,7.95,23,0.0,,,Overstock,,,98,75,Low
398,16,14,14.5,0,0,0.7625,2025-10-25,2,0,12.2,42,0.0,,,Overstock,,,88,75,Low
399,351,320,179.0,1,0,0.0554985754985755,2025-10-12,31,5,19.48,17,0.0,1.0,537.25,Overstock,351.0,3.0013966480446927,101,75,Low
400,0,0,0.0,2,2,0.0,2025-10-20,0,23,2.45,45,0.0,3.0,282.09000000000003,Out of Stock,0.0,,93,0,Critical
401,55,54,164.33333333333334,0,0,0.013454545454545455,2025-11-27,1,16,0.74,37,0.0,,,Overstock,,,55,75,Low
402,354,330,354.0,0,0,0.012401129943502825,2025-08-18,24,9,4.39,25,0.0,5.0,1121.0,Overstock,70.8,3.1666666666666665,156,75,Low
403,374,345,332.0,0,0,0.013796791443850268,2025-09-30,29,14,5.16,2,0.0,,,Overstock,,,113,75,Low
405,291,266,291.0,0,0,0.04350515463917526,2025-10-07,25,12,12.66,30,0.0,,,Overstock,,,106,75,Low
406,14,12,14.0,1,0,0.6721428571428572,2025-08-01,2,20,9.41,41,0.0,,,Low Stock,,,173,50,Low
407,87,44,87.0,0,0,0.028275862068965516,2025-11-27,43,22,2.46,8,0.0,1.0,522.04,Overstock,87.0,6.000459770114942,55,75,Low
408,13,7,9.333333333333334,0,0,0.3576923076923077,2025-11-05,6,0,4.65,2,0.0,,,Overstock,,,77,75,Low
410,383,339,383.0,0,0,0.009242819843342036,2025-08-31,44,14,3.54,36,0.0,,429.59999999999997,Overstock,,1.1216710182767624,143,75,Low
411,353,345,371.5,0,0,0.0018413597733711049,2025-09-20,8,27,0.65,34,0.0,5.0,509.28,Overstock,70.6,1.3708748317631223,123,75,Low
412,0,0,0.0,1,1,0.0,2025-07-05,0,26,6.21,38,0.0,,,Out of Stock,,,200,0,Critical
414,167,126,167.0,0,0,0.03125748502994012,2025-11-25,41,26,5.22,45,0.0,1.0,340.19,Overstock,167.0,2.0370658682634732,57,75,Low
415,99,53,99.0,0,0,0.0703030303030303,2025-11-10,46,12,6.96,44,0.0,1.0,158.1,Overstock,99.0,1.596969696969697,72,75,Low
416,396,353,396.0,0,0,0.010404040404040405,2025-11-03,43,5,4.12,33,0.0,2.0,1723.6799999999998,Overstock,198.0,4.352727272727273,79,75,Low
417,158,126,176.5,0,0,0.012341772151898734,2025-12-08,32,24,1.95,23,0.0,6.0,199.56,Overstock,26.333333333333332,1.1306515580736545,44,75,Low
418,6,6,6.0,1,0,0.15666666666666665,2025-12-08,0,22,0.94,33,0.0,5.0,670.5,Low Stock,1.2,111.75,44,50,High
419,0,0,0.0,2,2,0.0,2025-11-21,0,11,0.63,24,0.0,,,Out of Stock,,,61,0,Critical
420,0,0,1.5,2,1,0.0,2025-07-12,0,15,8.2,36,0.0,2.0,697.64,Out of Stock,0.0,465.0933333333333,193,0,Critical
421,379,337,379.0,0,0,0.02928759894459103,2025-07-29,42,22,11.1,16,0.0,,,Overstock,,,176,75,Low
422,0,0,3.0,1,1,0.0,2025-09-02,0,21,10.63,11,0.0,1.0,1543.48,Out of Stock,0.0,514.4933333333333,141,0,Critical
423,296,296,296.0,0,0,0.00847972972972973,2025-11-21,0,13,2.51,4,0.0,,255.42,Overstock,,0.8629054054054054,61,75,Low
424,11,11,11.0,1,0,0.11181818181818182,2025-10-20,0,28,1.23,27,0.0,2.0,104.92,Low Stock,5.5,9.538181818181819,93,50,High
426,17,13,17.0,0,0,1.08,2025-10-01,4,0,18.36,18,0.0,,,Overstock,,,112,75,Low
427,355,349,355.0,0,0,0.016535211267605633,2025-12-22,6,19,5.87,37,0.0,2.0,275.18,Overstock,177.5,0.7751549295774648,30,75,Low
428,0,0,0.0,3,3,0.0,2025-10-19,0,12,5.71,31,0.0,2.0,758.32,Out of Stock,0.0,,94,0,Critical
429,120,104,140.33333333333334,0,0,0.005,2025-09-06,16,16,0.6,21,0.0,,,Overstock,,,137,75,Low
430,379,349,379.0,0,0,0.015197889182058047,2025-12-13,30,17,5.76,46,0.0,,,Overstock,,,39,75,Low
431,437,415,437.0,0,0,0.028375286041189933,2025-10-02,22,14,12.4,44,0.0,,,Overstock,,,111,75,Low
432,116,80,261.3333333333333,0,0,0.01913793103448276,2025-10-17,36,20,2.22,33,0.0,3.0,138.66,Overstock,38.666666666666664,0.5305867346938776,96,75,Low
433,349,303,268.5,0,0,0.017793696275071633,2025-10-20,46,23,6.21,17,0.0,1.0,210.06,Overstock,349.0,0.7823463687150838,93,75,Low
434,114,113,134.0,1,1,0.046052631578947366,2025-12-09,1,13,5.25,14,0.0,1.0,521.01,Overstock,114.0,3.888134328358209,43,75,Low
435,0,0,9.0,0,1,0.0,2025-08-13,0,0,2.13,32,0.0,,,Out of Stock,,,161,0,Critical
436,0,0,0.0,1,1,0.0,2025-09-24,0,19,1.37,24,0.0,,644.08,Out of Stock,,,119,0,Critical
438,13,9,13.0,1,0,0.5207692307692308,2025-09-10,4,21,6.77,35,0.0,,,Low Stock,,,133,50,Low
439,126,126,126.0,0,0,0.06634920634920634,2025-10-05,0,6,8.36,36,0.0,1.0,248.98,Overstock,126.0,1.976031746031746,108,75,Low
440,316,273,316.0,0,0,0.029145569620253168,2025-11-16,43,20,9.21,39,0.0,3.0,864.44,Overstock,105.33333333333333,2.7355696202531647,66,75,Low
441,11,6,11.0,0,0,0.2318181818181818,2025-08-07,5,11,2.55,48,0.0,5.0,271.4,Adequate,2.2,24.672727272727272,167,100,Low
442,10,5,8.0,0,0,0.286,2025-09-19,5,0,2.86,6,0.0,,,Overstock,,,124,75,Low
444,6,5,3.5,0,0,0.33166666666666667,2025-08-04,1,0,1.99,5,0.0,,,Overstock,,,170,75,Low
445,7,6,7.0,1,0,1.19,2025-09-11,1,27,8.33,23,0.0,,,Low Stock,,,132,50,Low
446,315,311,351.5,0,0,0.058793650793650794,2025-12-07,4,11,18.52,12,0.0,,,Overstock,,,45,75,Low
447,213,182,332.0,0,0,0.03103286384976526,2025-12-13,31,11,6.61,23,0.0,,,Overstock,,,39,75,Low
448,0,0,0.0,2,2,0.0,2025-09-11,0,13,4.74,29,0.0,1.0,125.72,Out of Stock,0.0,,132,0,Critical
449,134,88,79.5,0,0,0.08119402985074628,2025-12-05,46,13,10.88,18,0.0,,1372.1,Overstock,,17.259119496855345,47,75,Low
450,0,0,0.0,1,1,0.0,2025-07-23,0,22,6.67,27,0.0,,,Out of Stock,,,182,0,Critical
451,0,0,0.0,2,2,0.0,2025-01-28,0,9,7.4,4,0.0,,,Out of Stock,,,358,0,Critical
452,0,0,0.0,1,1,0.0,2025-09-05,0,13,5.59,24,0.0,2.0,385.12,Out of Stock,0.0,,138,0,Critical
453,72,52,36.0,1,1,0.07333333333333333,2025-09-12,20,27,5.28,45,0.0,,,Adequate,,,131,100,Low
454,14,9,14.0,0,0,0.08499999999999999,2025-09-28,5,0,1.19,3,0.0,,,Overstock,,,115,75,Low
456,0,0,0.0,2,2,0.0,2025-10-25,0,18,2.02,16,0.0,,,Out of Stock,,,88,0,Critical
457,2,0,10.0,0,0,2.8,2025-12-10,2,0,5.6,42,0.0,,,Overstock,,,42,75,Low
458,8,6,8.0,1,0,0.065,2025-07-11,2,9,0.52,17,0.0,,,Low Stock,,,194,50,Low
459,0,0,0.0,1,1,0.0,2025-05-05,0,19,4.69,43,0.0,,,Out of Stock,,,261,0,Critical
460,264,220,264.0,0,0,0.005227272727272727,2025-09-21,44,5,1.38,33,0.0,5.0,1326.15,Overstock,52.8,5.023295454545455,122,75,Low
461,147,132,73.5,1,1,0.0745578231292517,2025-11-25,15,13,10.96,49,0.0,1.0,711.37,Overstock,147.0,9.678503401360544,57,75,Low
462,10,9,6.333333333333333,0,0,0.217,2025-12-22,1,0,2.17,35,0.0,,,Overstock,,,30,75,Low
463,148,119,148.0,0,0,0.006756756756756757,2025-12-03,29,27,1.0,33,0.0,1.0,43.99,Overstock,148.0,0.2972297297297297,49,75,Low
464,43,22,43.0,0,0,0.04348837209302326,2025-07-15,21,22,1.87,18,0.0,,712.5600000000001,Adequate,,16.571162790697677,190,100,Low
465,129,93,64.5,1,1,0.02186046511627907,2025-08-21,36,21,2.82,48,0.0,,,Overstock,,,153,75,Low
467,0,0,0.0,1,1,0.0,2025-08-27,0,12,1.73,34,0.0,,,Out of Stock,,,147,0,Critical
468,175,154,175.0,0,0,0.004514285714285715,2025-08-04,21,19,0.79,50,0.0,,,Overstock,,,170,75,Low
470,118,73,118.0,0,0,0.06084745762711864,2025-09-30,45,25,7.18,14,0.0,,,Overstock,,,113,75,Low
471,1,0,1.0,1,0,5.49,2025-11-03,1,10,5.49,18,0.0,1.0,403.72,Low Stock,1.0,403.72,79,50,High
472,3,0,3.0,0,0,0.52,2025-07-09,3,0,1.56,16,0.0,,,Overstock,,,196,75,Low
474,11,11,8.0,0,0,0.11181818181818182,2025-12-24,0,0,1.23,38,0.0,,,Overstock,,,28,75,Low
475,450,445,450.0,0,0,0.022955555555555555,2025-12-12,5,8,10.33,14,0.0,,,Overstock,,,40,75,Low
476,291,261,291.0,0,0,0.029347079037800684,2025-10-11,30,21,8.54,35,0.0,1.5,11619.4,Overstock,194.0,39.929209621993124,102,75,Low
477,109,64,109.0,0,0,0.025412844036697246,2025-08-06,45,28,2.77,11,0.0,4.0,303.44,Overstock,27.25,2.7838532110091743,168,75,Low
478,188,169,188.0,0,0,0.0575,2025-10-31,19,13,10.81,34,0.0,2.0,430.1,Overstock,94.0,2.2877659574468088,82,75,Low
479,156,147,156.0,0,0,0.03775641025641025,2025-07-20,9,10,5.89,39,0.0,3.0,589.3499999999999,Overstock,52.0,3.7778846153846146,185,75,Low
480,0,0,0.0,1,1,0.0,2025-09-09,0,7,0.95,3,0.0,,53.57,Out of Stock,,,134,0,Critical
481,7,7,7.0,0,0,0.2885714285714286,2025-07-20,0,0,2.02,17,0.0,,,Overstock,,,185,75,Low
482,3,2,4.0,0,0,0.93,2025-11-09,1,0,2.79,36,0.0,,,Overstock,,,73,75,Low
483,395,380,395.0,0,0,0.05911392405063291,2025-12-22,15,23,23.35,43,0.0,,,Overstock,,,30,75,Low
484,115,91,147.0,1,0,0.01365217391304348,2025-11-29,24,8,1.57,9,0.0,,,Overstock,,,53,75,Low
