campaign_id,campaign_name,campaign_type,start_date,end_date,budget,spent_amount,impressions,clicks,conversions,target_audience,campaign_status,campaign_duration_days,campaign_roi,click_through_rate,conversion_rate,cost_per_conversion,cost_per_click,campaign_efficiency_score,revenue_generated,orders_from_campaign,total_impressions,total_clicks,total_conversions,total_budget,total_spent,budget_utilization_rate,ctr,roi,roas,avg_order_value,days_active,revenue_per_impression,revenue_per_click,campaign_profit,cost_efficiency_ratio,engagement_rate,campaign_status_derived,days_until_end,performance_tier,budget_status
88,Q2 Social Push 2023,Social Media,2025-09-04,2025-12-01,16286.3,15641.68,917175,6021,257,"Newsletter Subscribers, Desktop Users, Parents",Completed,88,-51.02917333687941,0.6564723198953307,4.268393954492609,60.862568093385214,2.5978541770470023,-2.531436096238332,7659.860000000001,3,917175,6021,257,16286.3,15641.68,96.04194936848764,0.6564723198953307,-51.02917333687941,0.48970826663120587,29.80490272373541,89,0.008351579578597324,1.2721906660023252,-7981.82,204.20320998033907,0.6844931447106605,Completed,,Poor,Near Budget
89,Winter Newsletter Campaign 2023,Email,2025-11-09,2026-01-21,5344.13,2890.6,265897,5121,389,"Email Engaged, Budget Conscious, First-Time Buyers",Active,73,38.34671002560023,1.9259337262172949,7.596172622534661,7.4308483290488425,0.5644600663932825,61.96905244101666,3999.05,1,265897,5121,389,5344.13,2890.6,54.08925306831982,1.9259337262172949,38.34671002560023,1.3834671002560024,10.280334190231363,74,0.015039846256257122,0.7809119312634252,1108.4500000000003,72.28216701466597,2.0722309766563742,Active,0.0,Break-even,On Track
90,New Arrivals Newsletter 2023,Email,2025-11-23,2026-01-17,9109.5,5547.67,685032,24195,728,Tech Enthusiasts,Active,55,-27.91478224191417,3.531951792033073,3.008886133498657,7.6204258241758245,0.22928993593717711,9.916919026618883,3999.05,1,685032,24195,728,9109.5,5547.67,60.899829847960916,3.531951792033073,-27.91478224191417,0.7208521775808583,5.49320054945055,56,0.005837756484368613,0.1652841496176896,-1548.62,138.72469711556494,3.6382241997454137,Completed,,Poor,On Track
91,Fall Social Push 2023,Social Media,2025-01-20,2025-02-22,63547.52,63708.32,3838307,21498,940,"Parents, Mobile Users",Completed,33,-100.0,0.5600906858153868,4.3724997674202255,67.7748085106383,2.9634533444971627,,0.0,0,3838307,21498,940,63547.52,63708.32,100.25303898562841,0.5600906858153868,,,,34,,,-63708.32,,0.584580649750007,Completed,,,Over Budget
92,Customer Win-Back Email 2025,Email,2025-03-25,2025-04-06,5255.53,464.95,80425,4844,177,"Parents, Homeowners",Cancelled,12,-100.0,6.023002797637551,3.654004954582989,2.6268361581920905,0.09598472336911643,,0.0,0,80425,4844,177,5255.53,464.95,8.846871771258085,6.023002797637551,,,,13,,,-464.95,,6.243083618277899,Completed,,,Under Budget
93,Dynamic Search Ads 2024,Search,2025-07-13,2025-10-04,4018.77,3882.98,268346,17770,887,VIP Customers,Completed,83,-92.31724088200299,6.62204765489331,4.991558806978054,4.377655016910936,0.21851322453573438,-4.645707268877953,298.32,1,268346,17770,887,4018.77,3882.98,96.62110546261667,6.62204765489331,-92.31724088200299,0.07682759117997003,0.33632468996617815,84,0.001111699075074717,0.016787844682048397,-3584.66,1301.6157146688122,6.952591057813421,Completed,,Poor,Near Budget
94,Brand Keywords Campaign 2024,Search,2025-12-04,2026-01-21,94034.85,20898.96,1248897,71616,4530,First-Time Buyers,Active,48,-100.0,5.7343399815997635,6.325402144772117,4.613456953642384,0.29181970509383376,,0.0,0,1248897,71616,4530,94034.85,20898.96,22.224696482208454,5.7343399815997635,,,,49,,,-20898.96,,6.0970600457844,Active,0.0,,Under Budget
95,Spring Catalog Mailing 2023,Direct Mail,2025-11-02,2025-12-29,31312.97,24472.46,0,0,0,Homeowners,Paused,57,-83.65897829641973,,,,,,3999.05,1,0,0,0,31312.97,24472.46,78.15438778244285,,-83.65897829641973,0.16341021703580272,,58,,,-20473.41,611.9568397494404,,Completed,,Poor,On Track
97,Contextual Targeting 2023,Display,2025-07-13,2025-09-22,17517.02,14088.5,1844287,9614,440,Holiday Shoppers,Completed,71,-100.0,0.5212854615360841,4.576659038901601,32.01931818181818,1.465415019762846,,0.0,0,1844287,9614,440,17517.02,14088.5,80.42749280414134,0.5212854615360841,,,,72,,,-14088.5,,0.5451429197299552,Completed,,,Near Budget
98,Black Friday Video Push 2023,Video,2025-06-17,2025-06-30,79701.32,10151.47,947386,11865,155,"Mobile Users, Budget Conscious, First-Time Buyers",Cancelled,13,-100.0,1.2523934278108395,1.3063632532659082,65.49335483870968,0.8555811209439528,,0.0,0,947386,11865,155,79701.32,10151.47,12.736890681358851,1.2523934278108395,,,,14,,,-10151.47,,1.2687542353380776,Completed,,,Under Budget
99,Q4 Social Push 2025,Social Media,2026-01-21,2026-01-21,83305.84,0.0,0,0,0,Desktop Users,Planned,0,,,,,,,0.0,0,0,0,0,83305.84,0.0,0.0,,,,,1,,,0.0,,,Active,0.0,,Under Budget
100,User Generated Content 2025,Social Media,2025-11-12,2026-01-21,43026.04,20152.85,2710633,14956,569,"New Customers, Returning Customers",Active,70,-80.15640467725409,0.5517530407104171,3.804493179994651,35.41801405975395,1.3474759293928857,-19.676353836877748,3999.05,1,2710633,14956,569,43026.04,20152.85,46.838728360778724,0.5517530407104171,-80.15640467725409,0.19843595322745916,7.028207381370827,71,0.0014753196024692389,0.26738767050013373,-16153.8,503.94093597229335,0.572744447514658,Active,0.0,Poor,Under Budget
