cart_id,cart_status,cart_added_date,cart_total_value,cart_items_count,cart_avg_item_price,device_used,abandoned_cart_category,session_converted,first_added_date,last_added_date,customer_id,session_id,time_in_cart_days,time_in_cart_hours,cart_status_derived,cart_abandonment_reason,cart_value_tier,cart_size_category,abandonment_risk_score,recovery_potential_score
101,Abandoned,2024-07-22 16:15:36,805.6200000000001,1,268.54,Desktop,,0.0,2024-07-22 16:20:28,2024-07-22 16:20:28,57,1e02e630-b9f7-489e-b04a-bce258bdf215,548.0,13152.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,757.8352666666666,25
102,Active,2023-08-19 19:23:35,275.13,2,137.565,Smart TV,,0.0,2023-08-20 02:50:58,2023-08-20 09:47:58,180,9c1985c4-5c9a-442f-806c-d8d093b6fc42,885.0,21240.0,Active,N/A - Active,Low Value,Small,1194.2539000000002,0
103,Active,2023-04-05 17:35:51,0.0,0,0.0,,,,,,204,45b26b1e-4848-42c9-884b-93a117b2b8b3,,,Active,N/A - Active,Very Low Value,Single Item,,0
104,Active,2023-07-13 22:20:11,1085.5700000000002,3,146.80666666666667,Mobile,,0.0,2023-07-16 16:40:54,2023-07-18 21:39:39,255,6666e78d-d1dd-4aab-a911-d71a6813421e,920.0,22080.0,Active,N/A - Active,High Value,Small,1268.2337666666667,0
105,Converted,2022-02-18 00:48:29,201.14999999999998,1,67.05,Desktop,,0.0,2022-02-18 06:48:34,2022-02-18 06:48:34,257,4b078022-1255-41cd-9eda-6b4c07138668,1433.0,34392.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1919.7011666666667,25
106,Abandoned,2025-03-09 05:15:04,1619.28,2,320.79999999999995,Tablet,,0.0,2025-03-09 05:30:28,2025-03-09 08:27:45,68,514dbfed-ee1f-482b-b906-15c04cdfc1f8,318.0,7632.0,Abandoned,High Value - Price Concern,High Value,Small,478.5784,25
107,Active,2022-03-04 02:14:51,739.08,1,369.54,Mobile,,1.0,2022-03-08 10:46:42,2022-03-08 10:46:42,448,4386a0fe-f07b-406c-b192-892b7e869ab5,1415.0,33960.0,Active,N/A - Active,Medium Value,Single Item,1911.8390666666667,0
108,Abandoned,2025-03-29 23:26:48,1195.0100000000002,2,213.18,Desktop,,0.0,2025-03-29 23:30:57,2025-03-30 02:14:56,223,4e15c1c6-4e6d-4adc-abec-724f9a7cc81a,298.0,7152.0,Abandoned,High Value - Price Concern,High Value,Small,439.1836333333333,25
109,Converted,2024-07-31 21:13:27,1341.3200000000002,3,293.8233333333333,Mobile,,0.0,2024-08-01 00:24:26,2024-08-03 18:08:16,89,9109ed70-4994-4f4e-9500-3c2a3077fce4,538.0,12912.0,Abandoned,High Value - Price Concern,High Value,Small,766.5729333333334,25
110,Active,2021-10-05 20:26:18,935.3499999999999,2,134.285,Tablet,,0.0,2021-10-07 18:12:26,2021-10-08 22:56:57,320,978bc95e-789e-4d3e-8e1d-94e6af7bb0af,1567.0,37608.0,Active,N/A - Active,Medium Value,Small,2123.3938333333335,0
111,Active,2025-09-19 20:06:28,1572.85,3,141.53,Desktop,,0.0,2025-09-23 09:36:32,2025-09-25 13:52:33,230,cec59e94-1963-4514-870f-cf09a49aa847,120.0,2880.0,Active,N/A - Active,High Value,Small,216.18550000000002,0
112,Converted,2023-02-27 08:31:29,1186.42,2,128.45499999999998,Desktop,,0.0,2023-02-27 15:13:18,2023-02-28 21:20:40,169,47af4126-5c55-4af1-adcc-dcba46e33cea,1059.0,25416.0,Abandoned,High Value - Price Concern,High Value,Small,1453.5926,25
113,Abandoned,2023-05-04 16:04:57,300.47,2,150.235,Desktop,,0.0,2023-05-04 19:47:27,2023-05-05 01:07:04,150,2e5cc9d5-f447-4a4a-bd66-a40ba2b62398,993.0,23832.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1339.0141,25
114,Deleted,2025-11-06 12:33:46,1584.8400000000001,2,644.89,Desktop,,0.0,2025-11-09 00:54:55,2025-11-13 02:46:55,19,904f3d8b-6e1a-4188-a77a-3c9799074f11,73.0,1752.0,Abandoned,High Value - Price Concern,High Value,Small,150.87853333333334,25
115,Active,2025-09-13 12:15:10,1527.9399999999998,3,509.3133333333333,Mobile,,0.0,2025-09-15 01:29:03,2025-09-15 20:46:26,19,522ac0d2-7457-4298-8c54-995767300cf4,128.0,3072.0,Active,N/A - Active,High Value,Small,225.50486666666666,0
116,Active,2025-11-07 15:07:17,1329.87,2,510.31,Mobile,,0.0,2025-11-08 04:01:47,2025-11-09 02:14:36,299,d538561a-38e5-4821-a994-9f055129c4d7,74.0,1776.0,Active,N/A - Active,High Value,Small,144.56276666666668,0
117,Converted,2023-08-19 19:22:03,299.08,1,299.08,Smart TV,,0.0,2023-08-20 16:22:18,2023-08-20 16:22:18,389,9c1985c4-5c9a-442f-806c-d8d093b6fc42,885.0,21240.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1191.9724,25
118,Abandoned,2023-06-21 20:44:44,493.47999999999996,2,219.95499999999998,Desktop,,0.0,2023-06-21 20:49:26,2023-06-21 23:36:11,318,2540bd83-a6d7-4789-ab24-e655a144bbb3,945.0,22680.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1280.8044000000002,25
119,Abandoned,2022-08-09 15:31:55,2633.46,2,346.45500000000004,Tablet,,0.0,2022-08-09 16:09:00,2022-08-09 18:25:55,212,658f58d4-90d3-42cc-bfb6-e640c701cc30,1261.0,30264.0,Abandoned,High Value - Price Concern,High Value,Small,1766.337133333333,25
120,Abandoned,2020-12-29 17:53:59,3632.2400000000002,2,916.1800000000001,Desktop,,0.0,2020-12-29 20:44:11,2020-12-29 21:36:07,94,c1149a81-79ad-4fc6-a971-4ce96cdf72f3,1849.0,44376.0,Abandoned,High Value - Price Concern,High Value,Small,2580.3005333333335,25
121,Active,2024-09-13 04:29:35,1223.29,2,499.42999999999995,Desktop,,0.0,2024-09-13 04:29:35,2024-09-13 04:29:35,128,867aef95-3fcc-4396-9858-fd13d6dae310,495.0,11880.0,Active,N/A - Active,High Value,Small,702.6987,0
122,Abandoned,2023-08-12 08:23:08,2098.31,4,243.685,Tablet,,0.0,2023-08-12 09:06:49,2023-08-12 15:30:37,89,2e2038a8-dcc8-47d8-92bf-15154df69faa,893.0,21432.0,Abandoned,High Value - Price Concern,High Value,Small,1265.6159666666665,25
123,Abandoned,2020-06-02 08:53:54,535.68,3,178.55999999999997,Desktop,,0.0,2020-06-02 09:38:10,2020-06-02 12:03:27,464,2df2203f-8ebb-4c7a-ade6-9233c8cfddd2,2059.0,49416.0,Abandoned,High Value - Price Concern,Medium Value,Small,2770.4037333333335,25
124,Converted,2019-11-29 14:43:44,156.14,1,78.07,Mobile,,0.0,2019-11-29 23:01:31,2019-11-29 23:01:31,286,20bf334b-57d1-4a42-8f2c-669a56c1406d,2245.0,53880.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,3001.0175333333336,25
125,Abandoned,2023-11-18 13:55:10,774.43,1,774.43,Mobile,,0.0,2023-11-18 15:38:41,2023-11-18 15:38:41,58,625c8726-f9b7-4f44-8915-9385cdb669b2,795.0,19080.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,1086.2329,25
126,Abandoned,2023-01-14 14:01:46,40.65,1,40.65,Mobile,,0.0,2023-01-14 16:51:05,2023-01-14 16:51:05,263,62b501e2-df3f-474f-8bf5-e3a883499727,1103.0,26472.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,1474.8861666666667,25
127,Deleted,2020-07-11 03:54:34,2383.88,4,442.99,Desktop,,1.0,2020-07-18 02:57:00,2020-07-25 17:59:56,386,a50e3515-719e-498a-b97a-057eb05059f0,2013.0,48312.0,Abandoned,High Value - Price Concern,High Value,Small,2767.5164000000004,25
128,Abandoned,2025-11-01 12:04:54,469.52,2,234.76,,,,2025-11-01 14:34:19,2025-11-01 20:26:43,23,2458d913-f369-43c4-bc86-a12f1cd5cff9,81.0,1944.0,Abandoned,Long Time - Lost Interest,Low Value,Small,128.0856,25
129,Abandoned,2025-12-23 10:47:38,496.19,1,496.19,Desktop,,0.0,2025-12-23 16:09:21,2025-12-23 16:09:21,85,4669dbff-b259-4c1b-bc06-11a3fbaec7d2,29.0,696.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,56.55236666666668,25
130,Abandoned,2025-08-06 11:10:14,1068.1599999999999,2,113.84,Desktop,,0.0,2025-08-06 11:43:18,2025-08-06 11:45:00,188,dc400cb0-b7ae-4ec1-9bbe-9c1e07758089,168.0,4032.0,Abandoned,High Value - Price Concern,High Value,Small,262.04479999999995,25
131,Abandoned,2022-05-22 20:36:13,1458.62,1,729.31,Desktop,,0.0,2022-05-22 21:44:17,2022-05-22 21:44:17,203,16257a43-81a9-486c-95e3-d1b834ed0fc9,1340.0,32160.0,Abandoned,High Value - Price Concern,High Value,Single Item,1833.4252666666669,25
132,Abandoned,2025-05-18 12:33:07,1905.64,4,314.1725,Smart TV,,0.0,2025-05-18 13:33:14,2025-05-18 17:16:42,57,cbc160eb-a523-4d01-b32f-8772dc819eba,248.0,5952.0,Abandoned,High Value - Price Concern,High Value,Small,399.83586666666673,25
133,Active,2024-11-01 01:31:43,2699.82,1,899.94,Desktop,,1.0,2024-11-03 23:44:00,2024-11-03 23:44:00,461,7e5ff3fa-a4f6-4823-8fdd-e4f14e885ad7,444.0,10656.0,Active,N/A - Active,High Value,Single Item,675.9946000000001,0
134,Abandoned,2024-05-09 13:45:07,1344.45,4,118.4975,Desktop,,0.0,2024-05-09 13:45:07,2024-05-09 13:45:07,493,c08baf64-eec4-4b5e-8bee-e406683f7f4f,622.0,14928.0,Abandoned,High Value - Price Concern,High Value,Small,881.6668333333334,25
135,Converted,2025-12-03 17:28:11,3685.88,5,284.994,Tablet,,0.0,2025-12-03 23:15:30,2025-12-05 05:29:38,408,c5d76669-6af7-4868-8cd4-b8b0fef48bde,49.0,1176.0,Abandoned,High Value - Price Concern,High Value,Medium,190.90973333333332,25
136,Active,2015-11-11 16:06:31,514.24,3,73.98,,,,2015-11-11 21:06:45,2015-11-16 08:00:11,342,19c2bca9-16d6-472b-a0d6-3f392ff6cd28,3724.0,89376.0,Active,N/A - Active,Medium Value,Small,4989.760533333334,0
137,Converted,2021-08-29 22:09:52,1022.4200000000001,3,196.75333333333333,Smart TV,,0.0,2021-08-30 12:52:29,2021-08-31 05:42:41,63,bd260936-f37c-4999-886b-62ebc3505cbd,1605.0,38520.0,Abandoned,High Value - Price Concern,High Value,Small,2179.6726000000003,25
138,Active,2021-04-06 19:21:56,1386.69,3,462.23,Mobile,,0.0,2021-04-08 03:30:16,2021-04-08 19:50:21,427,91f9fe89-19a5-4307-915b-e3b9590c39a0,1749.0,41976.0,Active,N/A - Active,High Value,Small,2382.6007,0
139,Converted,2025-07-03 03:24:53,399.52,1,199.76,,,,2025-07-03 12:28:18,2025-07-03 12:28:18,2,06be573d-c083-431b-9b59-525915dc94a1,202.0,4848.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,284.3189333333333,25
140,Abandoned,2024-11-19 17:06:28,0.0,0,0.0,,,,,,386,1b59516c-3396-48f0-b135-fe0721265e86,,,Abandoned,Unknown,Very Low Value,Single Item,,25
141,Abandoned,2023-05-10 13:21:12,390.7,1,390.7,Desktop,,0.0,2023-05-10 16:57:12,2023-05-10 16:57:12,118,f0c72a09-00ed-4538-9821-049d28c7dda4,987.0,23688.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1330.721,25
142,Active,2023-04-29 20:34:13,1841.0400000000002,4,355.675,Tablet,,0.0,2023-04-30 01:09:40,2023-05-01 23:45:18,137,a4283b08-ffae-4d6f-b2ec-d621aceb0b00,997.0,23928.0,Active,N/A - Active,High Value,Small,1396.5645333333334,0
143,Converted,2023-09-06 10:41:57,416.61,2,113.98,Mobile,,0.0,2023-09-06 13:05:29,2023-09-06 14:39:02,180,f83eabd2-d1d4-49e9-aa40-91a452202192,868.0,20832.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1175.8316333333335,25
144,Deleted,2024-05-18 19:20:35,432.84,1,432.84,Tablet,,0.0,2024-05-21 22:31:59,2024-05-21 22:31:59,363,4edea98e-f2ac-4e07-82ca-df2987e31b73,610.0,14640.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,829.3185333333332,25
145,Abandoned,2019-08-05 14:03:58,2260.89,2,435.28499999999997,Desktop,,0.0,2019-08-05 16:10:50,2019-08-05 19:24:53,323,2dbd5719-b8fa-4570-bacd-900043c2f2cf,2361.0,56664.0,Abandoned,High Value - Price Concern,High Value,Small,3221.8267000000005,25
146,Abandoned,2025-02-22 15:43:08,2505.7,3,291.3766666666666,Mobile,,0.0,2025-02-22 16:24:07,2025-02-22 17:00:36,78,184af158-bb05-4932-a8cf-f635f0054d77,333.0,7992.0,Abandoned,High Value - Price Concern,High Value,Small,528.171,25
147,Active,2019-01-24 19:13:28,214.28,1,53.57,Mobile,,0.0,2019-01-27 03:30:31,2019-01-27 03:30:31,142,03f9d88d-0206-4341-9bd8-1be50b53e61b,2551.0,61224.0,Active,N/A - Active,Low Value,Single Item,3410.7617333333337,0
148,Deleted,2024-01-20 19:38:58,363.71999999999997,2,90.92999999999999,Mobile,,0.0,2024-01-31 23:31:40,2024-02-02 12:44:44,87,be53aa2b-6e72-409a-85d9-b4e2d4034ab5,721.0,17304.0,Abandoned,Long Time - Lost Interest,Low Value,Small,978.2449333333336,25
149,Abandoned,2024-02-19 21:14:58,234.29999999999998,1,78.1,Tablet,,0.0,2024-02-19 22:17:54,2024-02-19 22:17:54,250,5ec53c58-3155-405d-9731-53c79dd3753f,702.0,16848.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,946.0289999999999,25
150,Active,2023-05-20 23:19:52,328.38,2,82.095,Mobile,,1.0,2023-05-21 00:37:33,2023-05-21 06:16:52,145,7741e337-84d4-4689-9f7d-f3345d32621c,976.0,23424.0,Active,N/A - Active,Low Value,Small,1317.1847333333335,0
151,Abandoned,2021-09-01 16:41:18,0.0,0,0.0,Desktop,,0.0,,,191,c9a311e6-30b7-42fa-a2b3-60f67d6e5e31,,,Abandoned,Unknown,Very Low Value,Single Item,,25
152,Converted,2024-08-20 23:22:26,210.24,1,105.12,Mobile,,0.0,2024-08-21 07:41:50,2024-08-21 07:41:50,443,6995bb85-d58c-41dd-a2c7-8288019406bc,518.0,12432.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,699.9738666666667,25
153,Abandoned,2021-12-15 13:30:57,1191.53,4,172.1825,Mobile,,0.0,2021-12-15 13:30:57,2021-12-15 13:30:57,10,4fcb4222-7076-4ebe-a6cf-927144d560cd,1498.0,35952.0,Abandoned,High Value - Price Concern,High Value,Small,2045.0792333333331,25
154,Abandoned,2024-09-11 21:15:59,1087.8000000000002,3,326.36,Desktop,,0.0,2024-09-11 21:34:04,2024-09-11 21:49:02,140,c5baf7ad-d22d-4639-b529-654ad0ba54aa,497.0,11928.0,Abandoned,High Value - Price Concern,High Value,Small,704.3006666666666,25
155,Active,2023-01-20 00:17:24,1097.68,1,274.42,Mobile,,0.0,2023-01-20 01:46:08,2023-01-20 01:46:08,21,e18a5f7e-e754-45a1-b11c-705f5ee7702a,1097.0,26328.0,Active,N/A - Active,High Value,Single Item,1498.597066666667,0
156,Active,2024-09-11 21:16:05,125.84,1,125.84,Desktop,,0.0,2024-09-15 16:35:57,2024-09-15 16:35:57,140,c5baf7ad-d22d-4639-b529-654ad0ba54aa,493.0,11832.0,Active,N/A - Active,Low Value,Single Item,664.1085333333334,0
157,Abandoned,2023-05-29 12:27:16,2184.94,3,728.3133333333334,Mobile,,0.0,2023-05-29 12:38:07,2023-05-29 13:08:29,29,fc813695-8966-4c99-9565-681f4d68f397,968.0,23232.0,Abandoned,High Value - Price Concern,High Value,Small,1365.2148666666665,25
158,Active,2022-05-19 00:16:23,455.42999999999995,2,227.71499999999997,Smart TV,,0.0,2022-05-19 18:48:58,2022-05-23 04:47:36,258,da3c34c3-035a-4a16-97ca-29894caca9a0,1343.0,32232.0,Active,N/A - Active,Low Value,Small,1810.3295666666663,0
159,Abandoned,2023-02-12 17:05:13,197.72,1,98.86,Mobile,,0.0,2023-02-12 17:05:13,2023-02-12 17:05:13,398,7dff3cc1-1ccc-4eb1-a69f-aef5feb5a5e6,1074.0,25776.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1440.9316000000001,25
160,Deleted,2019-08-04 16:40:19,2228.8599999999997,3,276.18333333333334,Mobile,,1.0,2019-08-09 01:54:09,2019-08-22 06:31:28,413,fc71878b-636b-4ffe-8c4f-4621591a7abb,2357.0,56568.0,Abandoned,High Value - Price Concern,High Value,Small,3218.5324666666666,25
161,Converted,2025-09-05 14:03:52,205.09,2,102.545,Mobile,,0.0,2025-09-05 16:46:43,2025-09-05 16:55:30,378,2bda6bc9-1f90-4a26-a7f4-294343da288e,138.0,3312.0,Abandoned,Long Time - Lost Interest,Low Value,Small,196.15269999999998,25
162,Active,2025-01-26 09:11:18,210.76,2,74.12,Smart TV,,0.0,2025-01-26 20:42:06,2025-01-26 22:11:17,147,ee1d045f-5302-47a3-96f1-803c928ff615,360.0,8640.0,Active,N/A - Active,Low Value,Small,492.3228,0
163,Abandoned,2025-12-09 14:10:19,3655.5,3,269.96,,,,2025-12-09 14:42:04,2025-12-09 16:41:04,84,519baf28-ae9c-41cf-b0f4-fba2ce2620b8,43.0,1032.0,Abandoned,High Value - Price Concern,High Value,Small,175.99833333333333,25
164,Active,2024-03-03 17:16:14,2168.11,2,569.465,Wearable,,0.0,2024-03-04 02:15:39,2024-03-07 13:59:03,43,a81e5729-11d5-4ad1-abcf-fb8f32b88b22,688.0,16512.0,Active,N/A - Active,High Value,Small,988.3766333333334,0
165,Converted,2023-03-23 10:35:55,462.01,1,462.01,Wearable,,0.0,2023-03-24 14:52:29,2023-03-24 14:52:29,339,3d82b5aa-07b5-469a-b30e-6d0d6aa1a3d5,1034.0,24816.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1395.5269666666668,25
166,Abandoned,2022-11-08 22:58:34,781.15,2,205.375,Mobile,,0.0,2022-11-08 23:00:25,2022-11-08 23:15:37,298,cadb816c-8ecd-4dae-8d81-4e51d36646ab,1170.0,28080.0,Abandoned,High Value - Price Concern,Medium Value,Small,1589.4345,25
167,Abandoned,2025-12-05 06:40:59,3571.5200000000004,3,503.30333333333334,,,,2025-12-05 07:42:37,2025-12-05 14:35:18,196,eea3e5c3-1796-4e19-820b-351caa4d14f0,47.0,1128.0,Abandoned,High Value - Price Concern,High Value,Small,178.8122666666667,25
168,Abandoned,2019-10-02 23:57:31,3849.23,5,486.884,Tablet,,0.0,2019-10-03 00:22:50,2019-10-03 10:19:22,96,d5bc95ff-761f-4f4b-9bb2-44583dbf6f2b,2302.0,55248.0,Abandoned,High Value - Price Concern,High Value,Medium,3199.8102333333336,25
169,Active,2018-03-07 11:04:24,1543.48,1,771.74,Desktop,,0.0,2018-03-08 06:15:18,2018-03-08 06:15:18,78,b0cdc3d2-a0d2-402c-9df0-d99c4ba4669f,2876.0,69024.0,Active,N/A - Active,High Value,Single Item,3883.971066666666,0
170,Converted,2021-08-21 02:10:34,1090.01,2,275.635,Mobile,,0.0,2021-08-21 02:30:56,2021-08-21 02:48:11,223,112ce441-3234-4b30-b56d-e1e46cb3b080,1614.0,38736.0,Abandoned,High Value - Price Concern,High Value,Small,2190.7003,25
171,Abandoned,2025-03-27 09:38:27,1022.87,4,195.885,Mobile,,1.0,2025-03-27 09:44:25,2025-03-27 10:31:23,194,10a2a7ba-6861-4ad4-bb6a-488616e28f14,300.0,7200.0,Abandoned,High Value - Price Concern,High Value,Small,442.68609999999995,25
172,Active,2024-05-28 20:25:34,157.52,1,78.76,Wearable,,0.0,2024-05-29 08:23:39,2024-05-29 08:23:39,216,4e00f5ce-a4c1-4245-b132-42bf1dff76a8,602.0,14448.0,Active,N/A - Active,Low Value,Single Item,810.3922666666667,0
173,Converted,2024-12-26 01:21:45,148.1,1,74.05,Mobile,,0.0,2024-12-26 13:04:54,2024-12-26 13:04:54,472,1fc26c73-2617-4497-9382-ea6c48ad78f2,391.0,9384.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,528.7763333333335,25
174,Converted,2023-06-28 03:56:29,3128.6,4,308.9675,Mobile,,0.0,2023-06-28 06:11:00,2023-06-29 13:43:59,369,2f509821-498f-4ea3-b030-c44586dfbeaa,938.0,22512.0,Abandoned,High Value - Price Concern,High Value,Small,1356.5246666666667,25
175,Abandoned,2025-09-12 23:48:53,771.6999999999999,3,236.4433333333333,Smart TV,,0.0,2025-09-13 00:27:50,2025-09-13 02:08:45,70,86a5b4a2-cc0f-4dd5-971b-471f5a2c808b,130.0,3120.0,Abandoned,High Value - Price Concern,Medium Value,Small,205.48433333333332,25
176,Active,2020-12-31 12:17:59,2357.24,2,589.31,Desktop,,0.0,2020-12-31 20:53:18,2021-01-01 02:02:37,338,532424fc-6c6c-4f80-a110-4a706098ba1b,1847.0,44328.0,Active,N/A - Active,High Value,Small,2539.3838666666666,0
177,Abandoned,2025-09-06 01:28:55,2264.1800000000003,3,527.3533333333334,Desktop,,0.0,2025-09-06 03:29:03,2025-09-06 04:06:04,45,911ab687-f6fc-41f1-84cf-7a4f5e37b6ad,137.0,3288.0,Abandoned,High Value - Price Concern,High Value,Small,259.59206666666665,25
178,Abandoned,2025-09-30 21:17:53,1462.6399999999999,2,365.65999999999997,Desktop,,0.0,2025-09-30 21:17:53,2025-09-30 21:17:53,9,ad7c8447-04b9-47c9-b57b-f7b80b1d20a6,113.0,2712.0,Abandoned,High Value - Price Concern,High Value,Small,200.54586666666668,25
179,Abandoned,2024-06-08 16:55:23,490.91,2,245.455,Mobile,,0.0,2024-06-08 16:55:23,2024-06-08 16:55:23,415,629f61e6-a4a4-413e-ad41-b14e8d986233,592.0,14208.0,Abandoned,Long Time - Lost Interest,Low Value,Small,810.0606333333335,25
180,Active,2025-03-19 14:42:51,0.0,0,0.0,Mobile,,0.0,,,93,ade6fa9e-51fe-4cae-9b25-84bc367804b0,,,Active,N/A - Active,Very Low Value,Single Item,,0
181,Active,2022-01-09 15:04:49,2068.84,4,281.815,Desktop,,0.0,2022-01-10 00:19:46,2022-01-12 20:32:59,270,47ca8293-ac8e-47cb-bfda-a8e8ae20b237,1472.0,35328.0,Active,N/A - Active,High Value,Small,2036.731866666667,0
182,Active,2024-04-18 02:27:34,0.0,0,0.0,Mobile,,0.0,,,280,ecda999a-2934-4af4-a637-5142f91e4a06,,,Active,N/A - Active,Very Low Value,Single Item,,0
183,Abandoned,2023-08-14 18:21:51,2812.8,2,276.83,Desktop,,0.0,2023-08-14 19:24:00,2023-08-14 20:40:54,141,004ebff0-5f88-470c-b915-b1522acf8242,891.0,21384.0,Abandoned,High Value - Price Concern,High Value,Small,1278.3840000000002,25
184,Abandoned,2025-04-29 04:51:52,66.35,1,66.35,Desktop,,0.0,2025-04-29 08:20:42,2025-04-29 08:20:42,260,a84b4350-2205-4ca6-9ce7-10ba864caff0,267.0,6408.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,360.99050000000005,25
185,Converted,2025-01-28 22:37:44,1271.04,2,366.34000000000003,Tablet,,0.0,2025-01-29 21:57:23,2025-01-30 10:43:16,127,a606ea4e-6a47-4c12-b219-442880fd2145,357.0,8568.0,Abandoned,High Value - Price Concern,High Value,Small,520.1312,25
186,Abandoned,2023-03-04 19:16:36,468.84,3,102.23333333333333,Tablet,,0.0,2023-03-04 19:16:36,2023-03-04 19:16:36,354,f8eacbb6-30db-4fcd-a4d2-d208bf804a46,1054.0,25296.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1428.3985333333335,25
187,Converted,2025-05-25 15:37:51,0.0,0,0.0,,,,,,15,f40262c4-661f-4416-8014-2822d8b52ee9,,,Abandoned,Unknown,Very Low Value,Single Item,,25
188,Deleted,2020-09-26 17:31:53,704.48,1,352.24,Mobile,,0.0,2020-09-26 23:56:24,2020-09-26 23:56:24,34,719cf709-62af-4657-b43a-586e859cd033,1943.0,46632.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,2614.801066666667,25
189,Converted,2024-12-05 18:58:29,462.27,2,147.065,Mobile,,0.0,2024-12-06 00:48:47,2024-12-08 06:13:17,311,167ccd12-a38a-4bb1-808f-f1d35c9e3a36,411.0,9864.0,Abandoned,Long Time - Lost Interest,Low Value,Small,567.8681,25
190,Converted,2024-03-27 05:12:11,2323.06,2,481.905,Smart TV,,0.0,2024-03-28 00:49:19,2024-03-28 01:14:08,329,6a21e086-e9ee-44ed-86a0-8023858fa9ed,664.0,15936.0,Abandoned,High Value - Price Concern,High Value,Small,961.0251333333334,25
191,Converted,2025-11-04 15:48:09,4293.11,3,781.1066666666666,,,,2025-11-04 16:49:20,2025-11-05 00:38:01,333,e33634eb-51ca-4e04-b658-5e298865801a,78.0,1872.0,Abandoned,High Value - Price Concern,High Value,Small,241.79329999999996,25
192,Deleted,2025-07-18 19:01:59,2318.25,3,259.8233333333333,Desktop,,0.0,2025-07-18 21:10:46,2025-07-19 09:55:29,424,5ff1dd08-10aa-4e1b-8923-0fda178f815b,187.0,4488.0,Abandoned,High Value - Price Concern,High Value,Small,327.8808333333333,25
193,Active,2025-05-08 16:33:33,2723.45,3,339.44666666666666,Tablet,,0.0,2025-05-10 23:21:34,2025-05-13 21:47:37,101,2780c1c5-4677-4f58-972c-2cca27ccb141,256.0,6144.0,Active,N/A - Active,High Value,Small,432.03683333333333,0
194,Converted,2022-07-31 23:39:20,1295.6399999999999,2,323.90999999999997,Mobile,,0.0,2022-08-01 01:31:06,2022-08-01 04:18:04,326,fc2115d2-d35b-4999-a642-f7600d195230,1269.0,30456.0,Abandoned,High Value - Price Concern,High Value,Small,1736.8691999999996,25
195,Abandoned,2018-11-12 15:48:39,2530.66,5,372.77599999999995,Desktop,,0.0,2018-11-12 16:19:17,2018-11-12 22:14:40,440,3a52e1de-1f5c-40e8-ada7-3d0d2753f22e,2627.0,63048.0,Abandoned,High Value - Price Concern,High Value,Medium,3593.586466666666,25
196,Converted,2025-01-28 15:10:38,1753.61,4,301.1925,Desktop,,0.0,2025-01-28 20:46:03,2025-01-30 05:29:47,412,a04ca49a-ba12-49e5-a7d2-4450c2a0f8f6,358.0,8592.0,Abandoned,High Value - Price Concern,High Value,Small,541.9416333333334,25
197,Converted,2023-10-26 12:28:49,681.53,2,202.785,Tablet,,0.0,2023-10-26 13:17:37,2023-10-29 05:23:29,345,375b1cad-5f6e-474e-8f4e-84831ef2ece3,818.0,19632.0,Abandoned,High Value - Price Concern,Medium Value,Small,1117.1125666666667,25
198,Abandoned,2025-05-21 19:12:12,105.52,1,105.52,Desktop,,0.0,2025-05-21 20:20:19,2025-05-21 20:20:19,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,245.0,5880.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,332.8322666666666,25
199,Active,2025-01-18 17:42:30,2057.12,3,465.93333333333334,Mobile,,0.0,2025-01-20 16:07:38,2025-01-22 06:09:15,62,acf4efa7-52e4-4171-92d8-f7613a0d1296,366.0,8784.0,Active,N/A - Active,High Value,Small,558.7135999999999,0
200,Deleted,2022-03-03 16:02:15,1226.81,3,274.8766666666666,Tablet,,0.0,2022-03-11 12:05:09,2022-03-12 10:32:07,34,4df0ce1d-ac22-4a07-a7bb-27cd985c88c1,1412.0,33888.0,Abandoned,High Value - Price Concern,High Value,Small,1928.4709666666668,25
201,Abandoned,2025-10-16 07:01:09,235.24,1,235.24,Mobile,,0.0,2025-10-16 07:56:15,2025-10-16 07:56:15,5,ab15b59d-b182-4b3b-99cf-c2961ba54695,97.0,2328.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,139.39053333333337,25
