wishlist_id,customer_id,product_id,added_date,purchased_date,removed_date,wishlist_to_purchase_time
270,248,130,2024-10-19,,2025-08-11,
199,266,443,2024-01-28,,2024-10-07,
284,172,7,2024-01-16,2024-06-17,,13219200.0
242,258,396,2024-05-12,,,
158,67,414,2025-02-05,,,
522,179,327,2024-08-29,,,
248,355,5,2024-04-24,2024-10-18,,15292800.0
135,24,143,2024-08-09,,,
499,257,176,2024-01-09,,,
42,401,92,2025-09-08,,,
566,281,387,2025-08-08,,,
337,16,313,2025-10-24,,,
466,327,422,2024-06-11,,,
119,85,303,2025-12-10,,,
506,235,306,2024-02-03,,,
79,320,242,2025-07-09,,,
2,90,433,2024-03-21,,,
765,40,152,2024-01-31,,,
201,454,487,2024-01-13,,,
778,199,255,2024-10-18,,,
276,298,310,2024-05-29,,,
131,409,401,2024-05-30,2024-06-22,,1987200.0
149,341,34,2024-03-17,,,
773,171,488,2025-08-25,,,
365,369,278,2025-11-13,,2025-11-24,
529,409,349,2025-03-12,,,
357,66,178,2025-11-22,,,
294,481,135,2025-02-24,,,
118,298,264,2024-03-20,,2024-08-14,
573,447,338,2024-03-06,,,
722,342,407,2023-12-29,,,
124,353,182,2024-11-12,,,
571,296,69,2024-08-29,,2024-11-06,
281,280,136,2024-06-20,,,
30,491,448,2024-04-15,,,
99,339,221,2025-03-22,,,
302,379,464,2025-08-12,,2025-11-30,
184,39,97,2025-11-17,,2025-11-18,
313,261,65,2025-08-31,,2025-09-24,
652,29,472,2025-08-25,2025-09-30,,3110400.0
682,308,207,2025-08-28,,,
66,135,36,2025-06-08,,2025-10-05,
700,214,79,2025-07-17,,,
405,116,208,2024-11-08,,2025-10-14,
557,272,373,2025-08-06,,,
186,224,493,2025-07-25,,,
282,219,325,2025-05-06,,,
46,293,376,2025-10-10,,,
275,111,490,2024-08-26,,2025-02-19,
67,288,43,2025-05-06,,,
605,56,288,2025-08-19,,,
311,165,370,2025-12-22,,,
535,223,168,2025-01-22,,,
616,187,287,2024-12-25,,,
628,238,460,2024-05-14,,,
632,29,57,2025-05-08,,,
681,296,7,2024-07-30,,,
174,266,419,2025-02-26,2025-06-26,,10368000.0
410,470,368,2025-09-15,2025-12-11,,7516800.0
215,231,9,2025-12-07,,,
562,54,191,2024-11-06,,2025-02-19,
716,151,425,2025-08-24,,,
172,78,324,2024-05-18,,,
399,476,298,2024-02-12,,,
551,37,359,2024-04-17,,,
252,300,37,2025-05-04,,,
705,13,4,2025-10-10,,,
785,204,97,2024-07-01,2024-07-12,,950400.0
144,341,256,2024-03-16,,,
420,271,381,2024-12-25,,,
153,140,153,2025-08-22,,,
670,475,464,2025-07-27,2025-11-01,,8380800.0
745,127,1,2025-12-15,,2025-12-24,
18,347,200,2025-12-22,,2025-12-25,
475,491,143,2024-03-24,2024-08-30,,13737600.0
138,457,11,2024-12-11,,,
74,431,288,2024-07-30,,,
755,56,24,2024-02-21,,,
483,279,77,2025-03-14,,,
656,361,468,2025-11-29,,,
643,316,23,2024-03-26,,,
180,329,475,2025-04-15,2025-07-07,,7171200.0
468,218,321,2024-08-16,,,
104,49,479,2025-06-24,,,
134,180,190,2024-01-30,,,
584,159,233,2025-07-21,,,
788,27,134,2024-01-23,2024-02-01,,777600.0
521,116,119,2024-05-24,,,
407,27,199,2024-08-23,,2025-05-19,
701,251,104,2024-09-10,,2024-11-22,
617,279,209,2025-08-12,,2025-12-24,
187,178,377,2024-12-07,,,
36,435,60,2025-05-07,,,
315,221,273,2024-11-04,,,
208,302,29,2025-10-10,2025-11-30,,4406400.0
393,233,196,2024-11-18,,,
89,32,483,2025-06-14,,,
517,67,73,2025-09-11,,,
422,452,252,2024-06-18,2024-07-16,,2419200.0
401,238,268,2025-06-04,2025-09-03,,7862400.0
