customer_id,gender,date_of_birth,account_status,city,state_province,postal_code,country,account_created_at,last_login_date,is_active,order_recency_days,order_frequency,order_total_spent,customer_age,customer_tenure_days,days_since_last_login,customer_age_group,customer_activity_status,customer_segment,customer_lifetime_value,total_orders,total_revenue,avg_order_value,total_items_purchased,avg_items_per_order,total_discount_received,avg_discount_per_order,first_order_date,last_order_date,avg_days_between_orders,total_cancelled_orders,total_reviews_written,avg_review_rating,total_sessions,avg_session_duration,total_pages_viewed,total_products_viewed,session_conversion_rate,cart_abandonment_rate,preferred_device_type,preferred_referrer_source,wishlist_items_count,wishlist_conversion_rate,preferred_payment_method,days_since_last_purchase,is_repeat_customer,cancellation_rate,customer_activity_score,total_carts_created,total_abandoned_carts,total_purchased_carts,total_abandoned_value,avg_time_in_cart_days,customer_abandonment_rate,customer_purchase_rate,recency_score,frequency_score,monetary_score,rfm_segment,customer_segment_label,rfm_overall_score,rfm_category,churn_risk
68,Male,2004-04-05,Inactive,Bristol,MT,82869.0,US,2025-01-24 19:02:13,2025-07-10,False,,,,21,362,195,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,2,4.0,18.0,1.0,0.0,0.5,Tablet,Organic Search,1,1.0,,,0,,,3,1,0.0,1619.28,316.3333333333333,33.33333333333333,0.0,,,,,,,,
69,Prefer Not To Say,1980-10-27,Active,Madison,ID,46681.0,US,2024-01-28 04:05:57,2025-07-08,True,,,,45,724,197,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,2,39.5,60.0,22.0,0.0,0.0,Desktop,Organic Search,0,,,,0,,,1,1,0.0,0.0,,100.0,0.0,,,,,,,,
70,Female,2010-11-20,Active,Dallas,TX,44934.0,US,2024-08-30 01:51:30,2025-03-28,True,,,,15,509,299,Under 18,Dormant,,0.0,0,0.0,,0,,,,,,,,1,2.0,3,7.5,20.0,13.0,0.0,0.0,Mobile,Direct,5,0.2,,,0,,,3,3,0.0,2312.2799999999997,244.33333333333334,100.0,0.0,,,,,,,,
71,Female,1941-02-06,Active,Franklin,AK,86888.0,US,2018-09-20 19:12:51,2025-10-20,True,,,,85,2680,93,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,13.0,60.0,3.0,0.25,0.0,Mobile,Direct,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
72,Prefer Not To Say,1948-12-31,Active,Salem,HI,74629.0,US,2024-03-19 22:42:40,2025-07-07,True,,,,77,673,198,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,8.5,15.0,5.0,0.5,0.0,Desktop,Paid Search,2,0.5,,,0,,,2,2,0.0,0.0,,100.0,0.0,,,,,,,,
73,Male,2006-07-12,Active,Bristol,RI,36171.0,US,2025-07-29 08:42:18,2025-10-09,True,95.0,1.0,171.77,19,176,104,18-24,Dormant,At Risk,171.77,1,171.77,171.77,6,6.0,,,2025-10-18 08:40:45,2025-10-18 08:40:45,,0.0,0,,1,8.0,6.0,3.0,0.0,0.0,Mobile,Email,1,0.0,Credit Card,95.0,0,0.0,1.1602066666666666,5,4,0.0,1719.88,93.75,80.0,0.0,5.0,5.0,1.0,551,New Customers,3.6666666666666665,Medium Value,Low Risk
74,Male,1956-01-14,Inactive,Quebec City,QC,,CA,2025-11-25 06:51:12,2025-11-29,False,41.0,2.0,6231.42,70,57,53,65 and over,Inactive,Low Value,18694.260000000002,2,18694.260000000002,3115.7100000000005,11,1.8333333333333333,784.23,130.705,2025-12-05 23:57:59,2025-12-11 17:48:35,6.0,0.0,7,3.5714285714285716,9,17.0,113.0,63.0,0.0,0.1111111111111111,Mobile,Organic Search,1,0.0,Apple Pay,41.0,1,0.0,39.14090095238096,3,3,0.0,2841.06,44.0,100.0,0.0,5.0,5.0,5.0,555,Champions,5.0,High Value,Low Risk
75,Female,1984-08-08,Active,Springfield,NS,,CA,2021-06-01 19:30:02,2025-09-28,True,,,,41,1695,115,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,1,3.0,4,18.333333333333332,56.0,32.0,0.0,0.25,Desktop,Direct,2,0.0,,,0,,,2,2,0.0,1853.27,1570.0,100.0,0.0,,,,,,,,
76,Male,1992-01-22,Pending,Springfield,KS,69827.0,US,2015-04-29 05:12:56,1900-01-01,False,,,,34,3920,46041,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,0,,,,,,,,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
77,Male,1992-05-18,Active,Fairview,ID,11109.0,US,2023-09-30 06:54:14,2025-01-27,True,581.0,1.0,3235.67,33,844,359,25-34,Dormant,Lost,9707.01,1,9707.01,3235.67,6,2.0,14.669999999999998,4.89,2024-06-19 02:32:24,2024-06-19 02:32:24,,0.0,14,3.9285714285714284,2,16.0,27.0,9.0,0.5,0.0,Mobile,Social Media,1,1.0,Credit Card,581.0,0,0.0,19.882748522336772,1,1,0.0,1533.0299999999997,583.0,100.0,0.0,3.0,5.0,5.0,355,Loyal Customers,4.333333333333333,High Value,Low Risk
78,Male,1971-03-18,Active,Clinton,ND,17441.0,US,2018-02-06 20:20:55,2025-08-06,True,,,,54,2906,168,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,31.0,61.0,4.0,0.0,0.0,Mobile,Organic Search,1,0.0,,,0,,,2,1,0.0,2505.7,1604.5,50.0,0.0,,,,,,,,
79,Female,1957-06-18,Active,Springfield,NU,,CA,2025-08-14 21:57:21,2025-12-03,True,34.0,1.0,2664.32,68,160,49,65 and over,Inactive,Uncategorized,10657.28,1,10657.28,2664.32,7,1.75,,,2025-12-18 20:47:53,2025-12-18 20:47:53,,0.0,1,4.0,7,20.0,96.0,45.0,0.14285714285714285,0.0,Desktop,Paid Search,1,1.0,Credit Card,34.0,0,0.0,22.857417142857145,1,1,0.0,2440.85,35.0,100.0,0.0,5.0,5.0,4.0,554,Champions,4.666666666666667,High Value,Low Risk
80,Female,1955-04-03,Active,Chester,YT,,CA,2020-06-28 02:08:39,2025-05-16,True,,,,70,2033,250,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,3.0,3,2.5,22.0,4.0,0.0,0.3333333333333333,Desktop,Social Media,2,1.0,,,0,,,0,0,,0.0,,,,,,,,,,,
81,Other,1942-10-03,Closed,Springfield,SC,87846.0,US,2017-07-24 07:46:08,2019-12-07,False,,,,83,3103,2237,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,33.0,37.0,21.0,0.5,0.0,Mobile,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
82,Female,1950-06-14,Inactive,Springfield,HI,81845.0,US,2020-09-26 23:39:07,2022-04-28,False,45.0,1.0,3277.97,75,1943,1364,65 and over,Dormant,Uncategorized,9833.91,1,9833.91,3277.97,8,2.6666666666666665,,,2025-12-07 02:38:34,2025-12-07 02:38:34,,0.0,13,4.384615384615385,3,6.0,30.0,22.0,0.3333333333333333,0.0,Wearable,Email,3,0.3333333333333333,Gift Card,45.0,0,0.0,20.93738521739131,2,2,0.0,3325.46,46.5,100.0,0.0,5.0,5.0,5.0,555,Champions,5.0,High Value,Low Risk
83,Female,1982-09-10,Closed,Springfield,WI,11267.0,US,2015-07-25 03:52:11,2016-01-02,False,,,,43,3833,3672,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,5,20.5,125.0,40.0,0.2,0.0,Mobile,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
84,Male,2001-11-10,Active,Salem,UT,29484.0,US,2020-11-19 23:36:46,2025-03-11,True,,,,24,1889,316,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,40.0,29.0,7.0,0.0,0.0,Mobile,Social Media,0,,,,0,,,2,1,0.0,3655.5,38.5,50.0,0.0,,,,,,,,
85,Female,1995-03-31,Active,Bristol,RI,96136.0,US,2025-10-20 19:40:19,2025-10-21,True,,,,30,93,92,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,2,5.0,2,12.0,26.0,22.0,0.0,0.0,Desktop,Paid Search,1,0.0,,,0,,,2,2,0.0,1379.49,34.0,100.0,0.0,,,,,,,,
86,Male,1971-05-11,Blocked,Raleigh,NC,75382.0,US,2016-03-17 13:02:59,2023-04-24,False,,,,54,3597,1003,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,13.0,19.0,6.0,0.0,0.0,Tablet,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
87,Male,1969-03-15,Inactive,Franklin,MB,,CA,2022-12-25 23:59:35,2024-03-15,False,,,,56,1123,677,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,2,5.0,7,11.0,87.0,48.0,0.14285714285714285,0.2857142857142857,Desktop,Social Media,3,0.0,,,0,,,2,1,0.0,363.71999999999997,845.0,50.0,0.0,,,,,,,,
88,Male,2003-06-29,Inactive,Madison,AL,36619.0,US,2019-09-16 22:42:03,2023-12-27,False,,,,22,2319,756,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,2,3.5,2,2.0,11.0,7.0,0.0,0.0,Mobile,Direct,2,0.0,,,0,,,1,1,0.0,81.3,145.0,100.0,0.0,,,,,,,,
89,Female,1969-07-22,Active,Fairview,WI,79533.0,US,2020-11-22 07:11:33,2025-11-20,True,,,,56,1886,62,55-64,Inactive,,0.0,0,0.0,,0,,,,,,,,13,4.0,5,68.33333333333333,104.0,49.0,0.0,0.4,Tablet,Organic Search,2,1.0,,,0,,,3,3,0.0,3439.63,715.5,100.0,0.0,,,,,,,,
90,Female,1959-06-26,Active,San Jose,CA,39837.0,US,2021-01-11 22:56:47,2025-05-17,True,,,,66,1836,249,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,2,29.5,58.0,19.0,0.5,0.0,Tablet,Display Ads,2,0.0,,,0,,,1,0,0.0,0.0,,0.0,0.0,,,,,,,,
91,Male,1948-10-19,Inactive,Tacoma,WA,11461.0,US,2018-02-27 14:24:25,2025-07-26,False,453.0,1.0,1126.05,77,2885,179,65 and over,Dormant,Lost,5630.25,1,5630.25,1126.05,8,1.6,507.70000000000005,101.54,2024-10-25 18:27:07,2024-10-25 18:27:07,,0.0,17,3.764705882352941,4,11.333333333333334,33.0,20.0,0.0,0.5,Desktop,Social Media,2,0.0,Credit Card,453.0,0,0.0,11.748605726872247,3,3,0.0,2159.0699999999997,450.0,100.0,0.0,3.0,5.0,2.0,352,Others,3.3333333333333335,Medium Value,Low Risk
92,Male,1945-12-02,Inactive,Fairview,ME,19149.0,US,2024-07-19 17:29:41,2024-10-02,False,,,,80,551,476,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,3,24.333333333333332,81.0,7.0,0.0,0.0,Tablet,Referral,2,0.0,,,0,,,1,0,0.0,0.0,382.0,0.0,0.0,,,,,,,,
93,Female,1997-04-04,Active,Franklin,NU,,CA,2015-11-10 23:04:57,2025-12-16,True,408.0,1.0,2835.46,28,3725,36,25-34,Inactive,Lost,8506.380000000001,1,8506.380000000001,2835.4600000000005,5,1.6666666666666667,,,2024-12-09 18:09:42,2024-12-09 18:09:42,,0.0,0,,3,2.5,24.0,5.0,0.0,1.0,Wearable,Organic Search,1,0.0,PayPal,408.0,0,0.0,17.510559511002448,3,1,0.0,2649.4399999999996,1483.5,33.33333333333333,0.0,4.0,5.0,4.0,454,Champions,4.333333333333333,High Value,Low Risk
94,Male,1964-10-03,Active,Madison,ND,44513.0,US,2019-02-22 07:02:42,2025-09-11,True,,,,61,2525,132,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,2,5.0,5,35.4,50.0,22.0,0.0,0.0,Smart TV,Paid Search,2,0.0,,,0,,,3,2,0.0,4244.99,902.3333333333334,66.66666666666666,0.0,,,,,,,,
95,Male,1966-03-26,Active,Salem,HI,12942.0,US,2017-05-16 04:11:10,2025-06-22,True,,,,59,3172,213,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,2,4.0,6,20.6,57.0,23.0,0.0,0.16666666666666666,Mobile,Organic Search,2,1.0,,,0,,,1,1,0.0,447.33,206.0,100.0,0.0,,,,,,,,
96,Male,1984-04-02,Active,Philadelphia,PA,40122.0,US,2016-11-29 07:53:26,2025-02-20,True,,,,41,3340,335,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,4,39.333333333333336,91.0,37.0,0.0,0.0,Mobile,Social Media,1,0.0,,,0,,,1,1,0.0,3849.23,2302.0,100.0,0.0,,,,,,,,
97,Male,2009-05-12,Blocked,Madison,NT,,CA,2025-07-31 03:27:08,2025-10-04,False,,,,16,174,109,Under 18,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,5,9.5,39.0,28.0,0.0,0.2,Desktop,Email,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
98,Male,1963-10-22,Active,Franklin,NH,23143.0,US,2018-06-10 18:22:49,2024-12-29,True,,,,62,2782,388,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,4,3.75,3,12.0,34.0,28.0,0.0,0.6666666666666666,Tablet,Social Media,2,0.5,,,0,,,0,0,,0.0,,,,,,,,,,,
99,Male,1987-04-26,Inactive,Springfield,ND,18993.0,US,2022-10-31 07:39:10,2023-01-12,False,,,,38,1178,1105,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,9,13.0,136.0,55.0,0.1111111111111111,0.0,Mobile,Display Ads,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
100,Female,1978-01-15,Active,Clinton,MN,85197.0,US,2025-09-18 11:33:34,2025-12-24,True,,,,48,125,28,45-54,Active,,0.0,0,0.0,,0,,,,,,,,0,,3,6.5,21.0,7.0,0.0,0.3333333333333333,Desktop,Paid Search,0,,,,0,,,1,1,0.0,410.0,80.0,100.0,0.0,,,,,,,,
101,Male,1945-11-24,Inactive,Chester,DE,70302.0,US,2020-11-23 13:30:34,2021-01-29,False,,,,80,1885,1818,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,9.0,17.0,7.0,0.0,0.0,Mobile,Organic Search,4,0.5,,,0,,,1,0,0.0,0.0,256.0,0.0,0.0,,,,,,,,
102,Male,1957-03-06,Active,Franklin,AL,65249.0,US,2021-05-29 04:36:43,2025-08-29,True,,,,68,1698,145,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,16.333333333333332,57.0,25.0,0.0,0.0,Mobile,Organic Search,2,0.5,,,0,,,1,0,0.0,0.0,,0.0,0.0,,,,,,,,
103,Female,1975-03-24,Active,Riverside,MT,20369.0,US,2021-11-18 09:29:40,2025-10-11,True,,,,50,1525,102,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,1,,5.0,,0.0,0.0,Desktop,Paid Search,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
104,Female,1964-08-02,Closed,Franklin,ND,13744.0,US,2021-12-06 04:05:41,2024-02-12,False,,,,61,1507,709,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,8.0,15.0,1.0,0.0,0.0,Desktop,Referral,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
105,Other,1949-01-27,Active,Bristol,WI,49270.0,US,2019-12-15 09:23:26,2025-08-13,True,,,,77,2229,161,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,5,4.0,3,30.0,63.0,12.0,0.3333333333333333,0.0,Tablet,Organic Search,1,0.0,,,0,,,1,1,0.0,1747.5,409.0,100.0,0.0,,,,,,,,
106,Female,2003-04-18,Inactive,Fairview,NJ,69345.0,US,2023-12-18 08:18:41,2025-06-14,False,409.0,1.0,1395.85,22,765,221,18-24,Dormant,Lost,5583.4,1,5583.4,1395.85,5,1.25,18.48,4.62,2024-12-08 22:04:17,2024-12-08 22:04:17,,0.0,1,4.0,3,30.666666666666668,83.0,26.0,0.0,0.0,Tablet,Social Media,2,0.5,Credit Card,409.0,0,0.0,11.664360975609755,5,3,0.0,1918.9899999999998,456.25,60.0,0.0,4.0,5.0,3.0,453,Loyal Customers,4.0,High Value,Low Risk
107,Male,1985-10-02,Active,Springfield,MO,25985.0,US,2019-03-02 14:44:50,2025-12-09,True,,,,40,2517,43,35-44,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,2,17.5,29.0,,0.0,0.0,Tablet,Organic Search,4,0.75,,,0,,,1,0,0.0,0.0,808.0,0.0,0.0,,,,,,,,
108,Male,1973-05-17,Active,Bristol,PE,,CA,2024-12-14 01:55:42,2025-09-04,True,,,,52,403,139,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,2,9.0,18.0,8.0,0.0,0.0,Desktop,Organic Search,3,0.0,,,0,,,1,1,0.0,2267.19,269.0,100.0,0.0,,,,,,,,
109,Female,1984-07-30,Active,Riverside,MB,,CA,2022-12-04 14:35:18,2025-03-23,True,,,,41,1144,304,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,1,5.0,3,12.0,17.0,7.0,0.0,0.0,Mobile,Direct,0,,,,0,,,1,0,0.0,0.0,1122.0,0.0,0.0,,,,,,,,
110,Female,1969-12-06,Active,Syracuse,NY,91785.0,US,2016-03-28 03:33:42,2025-11-20,True,1883.0,1.0,4160.83,56,3586,62,55-64,Inactive,Lost,4160.83,1,4160.83,4160.83,1,1.0,17.98,17.98,2020-11-25 01:21:26,2020-11-25 01:21:26,,0.0,9,3.888888888888889,3,1.0,14.0,4.0,0.3333333333333333,0.3333333333333333,Mobile,Organic Search,2,0.5,Gift Card,1883.0,0,0.0,8.74289142250531,2,1,0.0,179.81,1884.0,50.0,0.0,1.0,5.0,5.0,155,At Risk,3.6666666666666665,Medium Value,High Risk
111,Male,1992-03-06,Active,Greensboro,NC,96184.0,US,2022-01-05 05:35:47,2025-03-14,True,,,,33,1477,313,25-34,Dormant,,0.0,0,0.0,,0,,,,,,,,2,4.5,4,16.666666666666668,21.0,11.0,0.0,0.0,Desktop,Organic Search,3,0.0,,,0,,,1,1,0.0,182.96,116.0,100.0,0.0,,,,,,,,
112,Female,1965-10-18,Closed,Salem,OR,84588.0,US,2025-04-22 17:32:35,2025-09-16,False,,,,60,274,127,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,3,25.0,44.0,9.0,0.0,0.3333333333333333,Desktop,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
113,Other,1961-05-19,Active,Salem,AR,68407.0,US,2023-05-21 20:54:38,2025-12-20,True,472.0,1.0,3459.76,64,976,32,55-64,Inactive,Lost,3459.76,1,3459.76,3459.76,1,1.0,535.96,535.96,2024-10-06 23:00:36,2024-10-06 23:00:36,,0.0,2,5.0,2,7.0,20.0,11.0,0.0,0.5,Mobile,Social Media,2,0.0,Credit Card,472.0,0,0.0,7.404086596194503,1,1,0.0,261.02,472.0,100.0,0.0,3.0,5.0,5.0,355,Loyal Customers,4.333333333333333,High Value,Low Risk
114,Female,1999-07-22,Active,Naperville,IL,55157.0,US,2021-05-29 06:35:39,2025-03-31,True,1434.0,1.0,3076.29,26,1698,296,25-34,Dormant,Lost,6152.58,1,6152.58,3076.29,4,2.0,,,2022-02-17 09:53:48,2022-02-17 09:53:48,,0.0,0,,5,25.0,71.0,23.0,0.4,0.0,Desktop,Direct,2,0.0,Credit Card,1434.0,0,0.0,12.73303456445993,2,2,0.0,2068.73,1179.5,100.0,0.0,2.0,5.0,4.0,254,At Risk,3.6666666666666665,Medium Value,High Risk
115,Male,2003-07-12,Active,Clinton,NT,,CA,2023-06-13 08:03:29,2025-01-23,True,440.0,1.0,681.62,22,953,363,18-24,Dormant,Lost,2044.8600000000001,1,2044.8600000000001,681.62,3,1.0,179.22,59.74,2024-11-07 03:33:47,2024-11-07 03:33:47,,0.0,12,4.583333333333333,5,1.0,14.0,5.0,0.2,0.0,Tablet,Social Media,1,0.0,PayPal,440.0,0,0.0,4.580422947845805,1,1,0.0,667.3599999999999,440.0,100.0,0.0,3.0,5.0,2.0,352,Others,3.3333333333333335,Medium Value,Low Risk
116,Male,2001-11-12,Active,Clinton,UT,28102.0,US,2021-11-13 20:43:14,2025-05-26,True,103.0,1.0,2417.13,24,1530,240,18-24,Dormant,At Risk,7251.39,1,7251.39,2417.13,10,3.3333333333333335,1893.72,631.24,2025-10-10 15:55:17,2025-10-10 15:55:17,,0.0,9,4.222222222222222,1,7.0,10.0,3.0,0.0,0.0,Mobile,Social Media,4,0.25,Gift Card,103.0,0,0.0,15.287395384615385,4,4,0.0,2575.5,104.5,100.0,0.0,5.0,5.0,4.0,554,Champions,4.666666666666667,High Value,Low Risk
117,Male,1965-04-01,Inactive,Springfield,WY,89682.0,US,2025-08-28 13:14:47,2025-11-21,False,67.0,1.0,927.13,60,146,61,55-64,Inactive,Uncategorized,927.13,1,927.13,927.13,6,6.0,215.77,215.77,2025-11-15 19:56:17,2025-11-15 19:56:17,,0.0,2,5.0,4,8.666666666666666,46.0,6.0,0.25,0.25,Desktop,Social Media,3,0.0,Apple Pay,67.0,0,0.0,2.842495294117647,1,1,0.0,1078.8600000000001,68.0,100.0,0.0,5.0,5.0,2.0,552,New Customers,4.0,High Value,Low Risk
118,Female,1985-12-15,Active,Worcester,MA,26193.0,US,2016-04-08 05:49:37,2025-01-02,True,,,,40,3575,384,35-44,Dormant,,0.0,0,0.0,,0,,,,,,,,1,3.0,4,22.75,131.0,39.0,0.25,0.25,Desktop,Organic Search,1,0.0,,,0,,,1,1,0.0,390.7,987.0,100.0,0.0,,,,,,,,
119,Male,1981-01-27,Inactive,Toronto,ON,,CA,2018-03-28 20:11:07,2019-09-18,False,,,,45,2856,2317,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,1,3.0,10.0,6.0,0.0,1.0,Mobile,Organic Search,2,0.0,,,0,,,3,2,0.0,2449.3799999999997,1876.0,66.66666666666666,0.0,,,,,,,,
120,Female,2011-10-02,Inactive,Bristol,OR,78118.0,US,2025-09-24 09:27:38,2025-11-03,False,,,,14,119,79,Under 18,Inactive,,0.0,0,0.0,,0,,,,,,,,1,5.0,6,10.0,78.0,49.0,0.0,0.0,Desktop,Paid Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
121,Female,2007-08-30,Blocked,Georgetown,AK,59183.0,US,2020-12-18 16:19:36,2025-01-11,False,,,,18,1860,375,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,,7.0,2.0,0.0,0.0,Desktop,Social Media,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
122,Male,1959-03-04,Active,Chester,CT,98698.0,US,2025-03-30 02:28:32,2025-12-12,True,,,,66,297,40,65 and over,Inactive,,0.0,0,0.0,,0,,,,,,,,3,4.0,4,30.0,95.0,22.0,0.0,0.5,Desktop,Social Media,0,,,,0,,,2,0,0.0,0.0,149.5,0.0,0.0,,,,,,,,
123,Prefer Not To Say,1959-07-29,Active,Springfield,UT,23884.0,US,2021-01-31 11:35:20,2025-08-08,True,,,,66,1816,166,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,1,,2.0,1.0,0.0,1.0,Mobile,Direct,2,0.5,,,0,,,1,1,0.0,1925.61,1651.0,100.0,0.0,,,,,,,,
124,Female,1951-03-03,Active,Toledo,OH,62535.0,US,2018-12-10 15:29:54,2025-09-29,True,,,,74,2599,114,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,1,4.0,2,9.0,24.0,17.0,0.0,0.0,Desktop,Direct,1,0.0,,,0,,,0,0,,0.0,,,,,,,,,,,
125,Female,2004-11-27,Active,Georgetown,MO,74788.0,US,2024-05-02 15:07:37,2025-02-23,True,359.0,1.0,3503.05,21,629,332,18-24,Dormant,Lost,10509.150000000001,1,10509.150000000001,3503.0500000000006,7,2.3333333333333335,,,2025-01-27 08:00:23,2025-01-27 08:00:23,,0.0,10,3.8,4,13.75,54.0,25.0,0.0,0.25,Desktop,Display Ads,2,0.5,Apple Pay,359.0,0,0.0,21.529411111111113,2,2,0.0,3297.0800000000004,420.5,100.0,0.0,4.0,5.0,5.0,455,Champions,4.666666666666667,High Value,Low Risk
126,Female,1975-04-10,Inactive,Riverside,AL,94985.0,US,2019-11-18 17:13:42,2021-10-29,False,,,,50,2256,1545,45-54,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,20.0,42.0,26.0,0.0,0.25,Mobile,Organic Search,2,0.5,,,0,,,0,0,,0.0,,,,,,,,,,,
127,Male,2001-01-12,Active,Chester,NJ,71503.0,US,2015-11-16 21:40:34,2025-03-04,True,356.0,1.0,773.12,25,3719,323,25-34,Dormant,Lost,773.12,1,773.12,773.12,5,5.0,598.09,598.09,2025-01-30 12:37:44,2025-01-30 12:37:44,,0.0,1,5.0,4,4.0,20.0,6.0,0.0,0.25,Mobile,Organic Search,2,0.0,PayPal,356.0,0,0.0,2.058284817927171,1,1,0.0,1271.04,357.0,100.0,0.0,4.0,5.0,2.0,452,New Customers,3.6666666666666665,Medium Value,Low Risk
128,Male,1947-12-08,Active,Clinton,VT,73559.0,US,2024-07-19 08:16:08,2025-02-12,True,63.0,1.0,1609.58,78,551,343,65 and over,Dormant,Uncategorized,4828.74,1,4828.74,1609.58,3,1.0,481.95000000000005,160.65,2025-11-19 16:48:55,2025-11-19 16:48:55,,0.0,1,2.0,2,27.0,40.0,11.0,0.0,0.0,Desktop,Paid Search,1,0.0,Credit Card,63.0,0,0.0,10.68248,3,2,0.0,2279.31,351.6666666666667,66.66666666666666,0.0,5.0,5.0,3.0,553,Loyal Customers,4.333333333333333,High Value,Low Risk
129,Male,1963-12-13,Active,Salem,AL,22805.0,US,2022-05-04 18:25:29,2025-01-14,True,1344.0,1.0,813.36,62,1358,372,55-64,Dormant,Lost,813.36,1,813.36,813.36,2,2.0,393.63,393.63,2022-05-18 17:32:09,2022-05-18 17:32:09,,0.0,5,4.0,2,,7.0,1.0,0.0,0.5,Desktop,Organic Search,0,,Credit Card,1344.0,0,0.0,2.056459776951673,2,1,0.0,1134.99,872.5,50.0,0.0,2.0,5.0,2.0,252,Others,3.0,Medium Value,Low Risk
130,Male,1946-08-21,Active,Riverside,SC,67878.0,US,2019-04-17 12:21:03,2025-08-14,True,,,,79,2471,160,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,2,3.0,1,33.0,23.0,19.0,0.0,0.0,Desktop,Paid Search,0,,,,0,,,1,1,0.0,1869.74,631.0,100.0,0.0,,,,,,,,
131,Female,1970-12-15,Closed,Clinton,MO,49173.0,US,2022-08-24 09:25:03,2024-06-02,False,,,,55,1246,598,55-64,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,5,20.0,39.0,18.0,0.0,0.0,Tablet,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
132,Female,1942-07-06,Blocked,Riverside,IA,14833.0,US,2015-06-01 10:03:21,2024-04-01,False,,,,83,3887,660,65 and over,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,2,7.5,17.0,8.0,0.0,0.0,Mobile,Direct,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
133,Female,1946-09-13,Inactive,Springfield,IN,87736.0,US,2024-01-09 06:27:21,2025-12-03,False,,,,79,743,49,65 and over,Inactive,,0.0,0,0.0,,0,,,,,,,,0,,4,10.5,62.0,44.0,0.25,0.5,Desktop,Organic Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
134,Male,2003-02-03,Closed,Clinton,OK,35153.0,US,2016-07-03 19:11:45,2022-02-10,False,,,,22,3489,1441,18-24,Dormant,,0.0,0,0.0,,0,,,,,,,,0,,4,10.0,46.0,40.0,0.25,0.0,Desktop,Paid Search,0,,,,0,,,0,0,,0.0,,,,,,,,,,,
