product_id,inventory_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost,total_sold,avg_inventory,storage_cost_per_unit,stock_status,available_stock,stock_coverage_days,reorder_point_breach,stock_turnover_ratio
339,563,26,11,2,0,2025-12-18,2.42,,13.333333333333334,0.22,In Stock,9,0.005963881844361509,0,
201,327,22,15,4,9,2025-09-13,27.91,,15.0,1.8606666666666667,In Stock,11,0.008132566151402058,0,
98,165,22,94,10,7,2025-11-28,8.23,,94.0,0.0875531914893617,High Stock,84,0.0509640812154529,0,
401,666,37,55,1,16,2025-11-27,0.74,,164.33333333333334,0.013454545454545455,High Stock,54,0.029819409221807546,0,
219,358,8,0,0,28,2025-10-09,6.65,5.0,0.0,,Out of Stock,0,0.0,1,
106,179,4,7,1,0,2025-10-10,24.65,,9.5,3.5214285714285714,In Stock,6,0.0037951975373209604,0,
122,207,26,0,0,12,2025-03-25,2.78,2.0,0.0,,Out of Stock,0,0.0,1,
112,189,24,18,9,0,2025-07-07,9.7,,13.5,0.5388888888888889,In Stock,9,0.00975907938168247,0,
299,489,26,7,2,6,2025-10-15,2.26,7.0,190.0,0.32285714285714284,In Stock,5,0.0037951975373209604,0,0.03684210526315789
354,590,33,348,7,5,2025-12-17,2.64,1.0,180.0,0.007586206896551724,High Stock,341,0.18867553471252776,0,0.005555555555555556
406,675,41,14,2,20,2025-08-01,9.41,,14.0,0.6721428571428572,Low Stock,12,0.007590395074641921,1,
398,659,42,13,1,0,2025-10-25,14.38,,14.5,1.1061538461538463,In Stock,12,0.007048223997881784,0,
317,523,15,306,25,10,2025-07-11,5.33,,186.5,0.017418300653594773,High Stock,281,0.165904349488602,0,
192,316,5,101,46,15,2025-11-14,1.22,,52.0,0.01207920792079208,High Stock,55,0.05475927875277386,0,
76,127,9,67,25,24,2025-10-20,6.75,5.0,67.0,0.10074626865671642,In Stock,42,0.03632546214292919,0,0.07462686567164178
306,502,21,0,0,20,2025-10-01,2.09,6.0,4.0,,Out of Stock,0,0.0,1,1.5
298,486,20,9,1,22,2025-11-05,12.42,,216.5,1.38,Low Stock,8,0.004879539690841235,1,
116,197,21,206,0,25,2025-08-07,14.98,,206.0,0.07271844660194175,High Stock,206,0.11168724181258827,0,
321,531,47,304,30,27,2025-09-13,1.27,8.0,304.0,0.004177631578947369,High Stock,274,0.16482000733508173,0,0.02631578947368421
283,462,31,0,0,27,2025-05-08,17.86,,0.0,,Out of Stock,0,0.0,1,
193,318,35,330,30,21,2025-10-04,0.89,,330.0,0.002696969696969697,High Stock,300,0.1789164553308453,0,
328,547,19,224,23,22,2025-08-05,0.89,,141.5,0.003973214285714286,High Stock,201,0.12144632119427073,0,
340,564,31,450,16,9,2025-11-14,7.64,4.0,226.0,0.016977777777777776,High Stock,434,0.24397698454206176,0,0.017699115044247787
120,202,39,282,6,8,2025-09-02,6.35,1.0,364.5,0.0225177304964539,High Stock,276,0.1528922436463587,0,0.0027434842249657062
230,374,45,3,2,10,2025-11-07,6.47,,1.5,2.1566666666666667,Low Stock,1,0.0016265132302804117,1,
370,619,11,158,9,10,2025-07-14,1.53,,158.0,0.009683544303797469,High Stock,149,0.08566303012810168,0,
6,9,34,293,38,28,2025-11-08,2.28,1.0,101.33333333333333,0.007781569965870307,High Stock,255,0.1588561254907202,0,0.00986842105263158
333,552,39,249,46,12,2025-08-03,16.38,,249.0,0.06578313253012048,High Stock,203,0.13500059811327417,0,
138,231,22,455,5,20,2025-07-01,11.18,,455.0,0.02457142857142857,High Stock,450,0.24668783992586243,0,
352,586,5,0,0,15,2025-08-31,3.29,,0.0,,Out of Stock,0,0.0,1,
198,324,34,0,0,18,2025-06-15,3.01,2.0,0.0,,Out of Stock,0,0.0,1,
174,286,35,0,0,11,2025-06-24,1.33,,0.0,,Out of Stock,0,0.0,1,
244,398,31,6,2,5,2025-09-09,9.62,2.0,3.0,1.6033333333333333,In Stock,4,0.0032530264605608234,0,0.6666666666666666
307,505,47,0,0,15,2025-02-04,5.47,3.0,0.0,,Out of Stock,0,0.0,1,
46,72,2,19,5,0,2025-10-04,6.92,,14.333333333333334,0.3642105263157895,In Stock,14,0.010301250458442608,0,
324,538,35,4,0,24,2025-08-12,1.82,,190.5,0.455,Low Stock,4,0.002168684307040549,1,
237,387,33,0,0,9,2025-10-19,5.62,3.0,0.0,,Out of Stock,0,0.0,1,
419,695,24,0,0,11,2025-06-04,0.63,,0.0,,Out of Stock,0,0.0,1,
449,746,24,25,9,5,2025-12-05,9.84,5.0,79.5,0.3936,In Stock,16,0.013554276919003431,0,0.06289308176100629
261,423,2,279,40,14,2025-09-08,1.81,8.0,225.33333333333334,0.006487455197132616,High Stock,239,0.1512657304160783,0,0.03550295857988166
233,381,11,14,4,26,2025-10-25,1.2,5.0,7.0,0.08571428571428572,Low Stock,10,0.007590395074641921,1,0.7142857142857143
433,721,9,188,32,23,2025-07-24,1.36,1.0,268.5,0.00723404255319149,High Stock,156,0.1019281624309058,0,0.0037243947858473
458,761,17,8,2,9,2025-07-11,0.52,,8.0,0.065,Low Stock,6,0.004337368614081098,1,
306,503,40,8,3,16,2025-07-25,2.13,6.0,4.0,0.26625,Low Stock,5,0.004337368614081098,1,1.5
364,610,29,16,5,0,2025-10-08,12.03,,16.0,0.751875,In Stock,11,0.008674737228162196,0,
350,583,48,0,0,28,2025-02-09,9.06,,0.0,,Out of Stock,0,0.0,1,
366,614,24,0,0,10,2025-11-04,2.38,,0.0,,Out of Stock,0,0.0,1,
446,739,42,388,13,23,2025-08-02,27.43,,351.5,0.0706958762886598,High Stock,375,0.21036237778293324,0,
408,677,38,9,4,0,2025-11-05,5.63,,9.333333333333334,0.6255555555555555,In Stock,5,0.004879539690841235,0,
187,310,26,295,6,23,2025-11-02,1.77,,187.66666666666666,0.006,High Stock,289,0.15994046764424047,0,
297,485,46,311,46,24,2025-12-16,1.8,2.0,311.0,0.005787781350482316,High Stock,265,0.16861520487240267,0,0.006430868167202572
342,568,33,366,9,8,2025-09-04,3.02,1.0,366.0,0.00825136612021858,High Stock,357,0.19843461409421023,0,0.00273224043715847
447,742,45,451,45,13,2025-07-01,4.7,,332.0,0.010421286031042129,High Stock,406,0.2445191556188219,0,
279,456,32,11,4,27,2025-12-15,0.6,,11.0,0.05454545454545454,Low Stock,7,0.005963881844361509,1,
271,441,46,0,0,15,2025-02-03,2.75,,0.0,,Out of Stock,0,0.0,1,
128,217,21,324,13,7,2025-12-23,2.8,,178.5,0.008641975308641974,High Stock,311,0.17566342887028447,0,
442,733,6,10,5,0,2025-07-14,2.86,,8.0,0.286,In Stock,5,0.005421710767601372,0,
136,229,9,55,13,23,2025-08-31,4.87,,55.0,0.08854545454545455,In Stock,42,0.029819409221807546,0,
324,537,3,377,29,25,2025-09-23,0.55,,190.5,0.0014588859416445625,High Stock,348,0.20439849593857173,0,
461,766,12,0,0,12,2025-08-12,17.82,1.0,73.5,,Out of Stock,0,0.0,1,0.013605442176870748
186,307,20,1,1,0,2025-07-02,8.51,,4.5,8.51,Low Stock,0,0.0005421710767601372,0,
130,220,48,0,0,23,2025-05-14,22.49,6.0,0.0,,Out of Stock,0,0.0,1,
170,278,41,113,15,16,2025-10-02,2.95,,75.5,0.02610619469026549,High Stock,98,0.06126533167389551,0,
182,301,14,439,23,24,2025-07-23,17.28,1.0,439.0,0.0393621867881549,High Stock,416,0.23801310269770024,0,0.002277904328018223
103,173,50,9,0,28,2025-09-01,11.51,2.0,9.0,1.278888888888889,Low Stock,9,0.004879539690841235,1,0.2222222222222222
68,114,21,184,31,14,2025-07-18,3.45,,184.0,0.01875,High Stock,153,0.09975947812386525,0,
429,713,49,273,9,15,2025-09-06,1.05,,140.33333333333334,0.0038461538461538464,High Stock,264,0.14801270395551747,0,
403,669,24,290,46,19,2025-09-11,4.15,,332.0,0.014310344827586209,High Stock,244,0.1572296122604398,0,
35,55,6,216,8,22,2025-07-24,12.19,6.0,264.3333333333333,0.056435185185185185,High Stock,208,0.11710895258018963,0,0.02269861286254729
273,445,28,301,3,28,2025-10-16,1.4,,237.0,0.004651162790697674,High Stock,298,0.1631934941048013,0,
4,4,33,6,1,12,2025-10-13,5.23,2.0,3.0,0.8716666666666667,Low Stock,5,0.0032530264605608234,1,0.6666666666666666
411,684,34,353,8,27,2025-08-17,0.65,6.0,371.5,0.0018413597733711049,High Stock,345,0.19138639009632843,0,0.016150740242261104
38,59,27,389,36,17,2025-06-28,6.49,,297.0,0.016683804627249357,High Stock,353,0.21090454885969337,0,
275,449,10,30,6,27,2025-07-02,1.65,,15.0,0.055,In Stock,24,0.016265132302804117,0,
456,757,16,0,0,18,2025-10-01,2.02,,0.0,,Out of Stock,0,0.0,1,
145,241,23,10,4,0,2025-11-26,4.53,,10.0,0.453,In Stock,6,0.005421710767601372,0,
275,450,1,0,0,15,2025-02-03,1.51,,15.0,,Out of Stock,0,0.0,1,
6,8,50,11,5,19,2025-11-12,3.83,1.0,101.33333333333333,0.3481818181818182,Low Stock,6,0.005963881844361509,1,0.00986842105263158
62,100,14,3,2,0,2025-12-15,16.42,,3.0,5.473333333333334,In Stock,1,0.0016265132302804117,0,
432,717,12,356,0,20,2025-08-02,1.13,3.0,261.3333333333333,0.0031741573033707863,High Stock,356,0.19301290332660886,0,0.011479591836734694
96,161,23,32,14,7,2025-12-11,4.66,2.0,205.0,0.145625,In Stock,18,0.01734947445632439,0,0.00975609756097561
335,555,3,5,3,26,2025-07-17,23.78,,5.666666666666667,4.756,Low Stock,2,0.002710855383800686,1,
408,679,19,6,2,0,2025-09-22,14.32,,9.333333333333334,2.3866666666666667,In Stock,4,0.0032530264605608234,0,
16,23,50,113,15,9,2025-10-25,16.03,,113.0,0.14185840707964603,High Stock,98,0.06126533167389551,0,
27,39,8,227,9,13,2025-11-05,6.84,,227.0,0.03013215859030837,High Stock,218,0.12307283442455115,0,
432,719,26,312,41,7,2025-09-25,1.1,3.0,261.3333333333333,0.003525641025641026,High Stock,271,0.1691573759491628,0,0.011479591836734694
444,736,5,6,1,0,2025-08-04,1.99,,3.5,0.33166666666666667,In Stock,5,0.0032530264605608234,0,
479,791,39,156,9,10,2025-07-20,5.89,3.0,156.0,0.03775641025641025,High Stock,147,0.0845786879745814,0,0.019230769230769232
315,520,28,3,1,0,2025-08-27,4.34,,3.5,1.4466666666666665,In Stock,2,0.0016265132302804117,0,
33,49,12,91,3,24,2025-11-04,2.11,9.0,45.5,0.023186813186813187,High Stock,88,0.04933756798517249,0,0.1978021978021978
405,672,30,291,25,12,2025-10-07,12.66,,291.0,0.04350515463917526,High Stock,266,0.15777178333719993,0,
382,637,13,35,8,22,2025-10-22,3.3,,162.0,0.09428571428571428,In Stock,27,0.018975987686604804,0,
330,549,26,264,16,11,2025-10-08,1.52,1.0,264.0,0.005757575757575757,High Stock,248,0.14313316426467623,0,0.003787878787878788
96,162,31,378,9,5,2025-09-18,14.68,2.0,205.0,0.038835978835978835,High Stock,369,0.20494066701533187,0,0.00975609756097561
274,446,27,11,0,0,2025-08-22,2.34,,6.0,0.2127272727272727,In Stock,11,0.005963881844361509,0,
79,130,48,146,14,17,2025-08-31,1.09,2.0,146.0,0.007465753424657535,High Stock,132,0.07915697720698003,0,0.0136986301369863
147,244,27,0,0,26,2025-05-05,1.69,,0.0,,Out of Stock,0,0.0,1,
391,648,20,0,0,18,2025-09-09,1.86,,88.0,,Out of Stock,0,0.0,1,
83,136,2,187,3,28,2025-11-18,0.6,,216.0,0.0032085561497326204,High Stock,184,0.10138599135414567,0,
433,720,17,349,46,23,2025-10-20,6.21,1.0,268.5,0.017793696275071633,High Stock,303,0.1892177057892879,0,0.0037243947858473
53,84,25,53,4,8,2025-10-06,24.94,2.0,33.5,0.4705660377358491,High Stock,49,0.028735067068287275,0,0.05970149253731343
277,453,38,5,4,15,2025-11-06,0.76,3.0,3.5,0.152,Low Stock,1,0.002710855383800686,1,0.8571428571428571
149,247,16,57,9,26,2025-11-11,2.04,2.0,57.0,0.035789473684210524,In Stock,48,0.03090375137532782,0,0.03508771929824561
190,314,13,422,14,18,2025-10-07,3.21,,422.0,0.0076066350710900475,High Stock,408,0.2287961943927779,0,
400,664,45,0,0,23,2025-03-22,2.45,3.0,0.0,,Out of Stock,0,0.0,1,
376,627,30,433,34,23,2025-09-06,9.18,,433.0,0.02120092378752887,High Stock,399,0.23476007623713943,0,
417,691,23,158,32,24,2025-09-14,1.95,6.0,176.5,0.012341772151898734,High Stock,126,0.08566303012810168,0,0.0339943342776204
391,649,47,176,43,25,2025-07-17,1.16,,88.0,0.006590909090909091,High Stock,133,0.09542210950978415,0,
54,87,35,28,11,29,2025-11-02,26.01,,28.0,0.9289285714285714,Low Stock,17,0.015180790149283842,1,
340,565,6,2,2,12,2025-07-26,29.06,4.0,226.0,14.53,Low Stock,0,0.0010843421535202745,1,0.017699115044247787
272,443,1,9,1,13,2025-12-12,6.05,3.0,42.0,0.6722222222222222,Low Stock,8,0.004879539690841235,1,0.07142857142857142
351,585,25,88,16,21,2025-07-15,1.3,,117.0,0.014772727272727272,High Stock,72,0.047711054754892075,0,
268,434,15,152,37,12,2025-08-14,6.13,1.0,223.66666666666666,0.040328947368421054,High Stock,115,0.08241000366754087,0,0.004470938897168405
167,273,8,8,0,0,2025-09-06,25.86,,8.0,3.2325,In Stock,8,0.004337368614081098,0,
102,171,49,0,0,13,2025-09-19,3.58,1.0,0.0,,Out of Stock,0,0.0,1,
210,343,15,100,11,24,2025-08-06,10.49,1.0,50.0,0.10490000000000001,High Stock,89,0.054217107676013725,0,0.02
271,439,46,0,0,13,2025-01-08,3.2,,0.0,,Out of Stock,0,0.0,1,
482,794,18,5,1,0,2025-08-19,0.94,,4.0,0.188,In Stock,4,0.002710855383800686,0,
203,331,13,6,3,19,2025-10-04,1.59,2.0,6.0,0.265,Low Stock,3,0.0032530264605608234,1,0.3333333333333333
170,277,1,38,7,12,2025-11-17,5.51,,75.5,0.145,In Stock,31,0.020602500916885216,0,
34,51,31,300,29,6,2025-11-21,23.74,3.0,139.33333333333334,0.07913333333333333,High Stock,271,0.16265132302804117,0,0.021531100478468897
239,391,42,149,40,22,2025-11-20,13.02,,54.0,0.08738255033557046,High Stock,109,0.08078349043726045,0,
270,438,34,1,0,0,2025-07-07,19.01,,1.0,19.01,In Stock,1,0.0005421710767601372,0,
286,467,37,9,0,0,2025-09-11,1.28,,9.0,0.14222222222222222,In Stock,9,0.004879539690841235,0,
99,166,5,122,0,27,2025-11-03,23.8,5.0,122.0,0.19508196721311477,High Stock,122,0.06614487136473675,0,0.040983606557377046
45,69,6,394,30,11,2025-11-11,1.42,6.0,317.0,0.0036040609137055835,High Stock,364,0.21361540424349407,0,0.01892744479495268
326,543,35,9,4,0,2025-12-13,5.37,,9.666666666666666,0.5966666666666667,In Stock,5,0.004879539690841235,0,
61,97,14,76,25,5,2025-07-13,1.68,,219.5,0.022105263157894735,High Stock,51,0.04120500183377043,0,
318,524,39,0,0,29,2025-04-07,8.08,7.0,0.0,,Out of Stock,0,0.0,1,
418,693,33,6,0,22,2025-12-08,0.94,10.0,6.0,0.15666666666666665,Low Stock,6,0.0032530264605608234,1,1.6666666666666667
399,661,3,7,1,24,2025-10-12,22.72,1.0,179.0,3.2457142857142856,Low Stock,6,0.0037951975373209604,1,0.00558659217877095
322,533,19,0,0,20,2025-04-15,0.79,,0.0,,Out of Stock,0,0.0,1,
188,312,46,180,1,14,2025-12-16,21.41,2.0,180.0,0.11894444444444445,High Stock,179,0.0975907938168247,0,0.011111111111111112
238,389,34,0,0,15,2025-09-10,27.18,,0.0,,Out of Stock,0,0.0,1,
140,234,44,1,0,25,2025-07-14,20.65,1.0,1.0,20.65,Low Stock,1,0.0005421710767601372,1,1.0
160,264,39,0,0,27,2025-11-05,2.21,,0.0,,Out of Stock,0,0.0,1,
381,635,35,343,3,5,2025-12-15,18.32,,343.0,0.05341107871720117,High Stock,340,0.18596467932872707,0,
247,403,5,15,5,0,2025-09-29,3.08,,15.0,0.20533333333333334,In Stock,10,0.008132566151402058,0,
242,395,15,0,0,24,2025-03-03,6.52,,0.0,,Out of Stock,0,0.0,1,
470,779,14,118,45,25,2025-09-30,7.18,,118.0,0.06084745762711864,High Stock,73,0.0639761870576962,0,
309,509,10,15,0,0,2025-08-11,2.26,,14.333333333333334,0.15066666666666664,In Stock,15,0.008132566151402058,0,
6,10,2,0,0,16,2025-09-28,1.04,1.0,101.33333333333333,,Out of Stock,0,0.0,1,0.00986842105263158
221,361,10,12,0,0,2025-07-07,2.09,,10.5,0.17416666666666666,In Stock,12,0.006506052921121647,0,
354,589,13,12,2,14,2025-07-21,4.74,1.0,180.0,0.395,Low Stock,10,0.006506052921121647,1,0.005555555555555556
63,102,37,43,17,20,2025-10-05,7.09,,43.0,0.16488372093023254,In Stock,26,0.0233133563006859,0,
398,658,42,16,2,0,2025-09-30,12.2,,14.5,0.7625,In Stock,14,0.008674737228162196,0,
452,750,24,0,0,13,2025-09-05,5.59,2.0,0.0,,Out of Stock,0,0.0,1,
314,518,35,8,2,0,2025-11-16,8.02,,8.0,1.0025,In Stock,6,0.004337368614081098,0,
33,50,10,0,0,24,2025-05-26,1.89,9.0,45.5,,Out of Stock,0,0.0,1,0.1978021978021978
463,771,33,148,29,27,2025-12-03,1.0,1.0,148.0,0.006756756756756757,High Stock,119,0.08024131936050032,0,0.006756756756756757
248,404,43,14,2,22,2025-10-25,5.47,5.0,14.0,0.3907142857142857,Low Stock,12,0.007590395074641921,1,0.35714285714285715
177,293,20,181,37,16,2025-11-15,1.88,2.0,181.0,0.010386740331491713,High Stock,144,0.09813296489358483,0,0.011049723756906077
319,527,4,153,22,12,2025-12-03,8.11,,225.0,0.053006535947712416,High Stock,131,0.082952174744301,0,
162,267,19,0,0,5,2025-09-08,25.21,,0.0,,Out of Stock,0,0.0,1,
31,45,8,0,0,6,2025-10-10,0.75,1.0,146.0,,Out of Stock,0,0.0,1,0.00684931506849315
462,769,35,10,1,0,2025-12-22,2.17,,6.333333333333333,0.217,In Stock,9,0.005421710767601372,0,
481,793,17,7,0,0,2025-07-20,2.02,,7.0,0.2885714285714286,In Stock,7,0.0037951975373209604,0,
343,569,32,288,27,9,2025-12-03,1.98,7.0,122.66666666666667,0.006875,High Stock,261,0.15614527010691953,0,0.057065217391304345
128,216,32,33,5,5,2025-11-15,3.91,,178.5,0.11848484848484848,In Stock,28,0.01789164553308453,0,
457,759,42,2,2,0,2025-12-08,5.6,,10.0,2.8,Low Stock,0,0.0010843421535202745,0,
26,38,6,329,42,8,2025-09-20,11.55,,329.0,0.035106382978723406,High Stock,287,0.17837428425408514,0,
260,418,50,10,2,0,2025-10-12,8.32,,7.0,0.8320000000000001,In Stock,8,0.005421710767601372,0,
107,181,37,29,8,7,2025-08-19,1.76,3.0,118.5,0.060689655172413794,In Stock,21,0.01572296122604398,0,0.02531645569620253
310,510,47,0,0,20,2024-12-25,5.64,,0.0,,Out of Stock,0,0.0,1,
51,82,8,9,0,21,2025-08-10,2.54,4.0,157.5,0.2822222222222222,Low Stock,9,0.004879539690841235,1,0.025396825396825397
223,364,31,45,11,9,2025-08-28,2.42,1.0,109.0,0.05377777777777778,In Stock,34,0.024397698454206175,0,0.009174311926605505
150,249,50,38,11,7,2025-06-30,1.73,,167.5,0.045526315789473686,In Stock,27,0.020602500916885216,0,
346,576,1,0,0,21,2025-04-13,5.17,1.0,4.0,,Out of Stock,0,0.0,1,0.25
100,167,16,243,5,22,2025-10-25,6.27,1.0,167.33333333333334,0.025802469135802468,High Stock,238,0.13174757165271334,0,0.00597609561752988
175,288,25,0,0,29,2025-08-22,27.28,,40.0,,Out of Stock,0,0.0,1,
423,703,4,296,0,13,2025-11-21,2.51,2.0,296.0,0.00847972972972973,High Stock,296,0.16048263872100063,0,0.006756756756756757
175,289,37,80,24,24,2025-10-26,20.44,,40.0,0.2555,High Stock,56,0.043373686140810976,0,
144,240,47,382,23,23,2025-08-04,14.09,2.0,382.0,0.0368848167539267,High Stock,359,0.20710935132237243,0,0.005235602094240838
219,356,12,0,0,10,2025-06-10,2.31,5.0,0.0,,Out of Stock,0,0.0,1,
147,245,9,0,0,25,2025-02-23,1.87,,0.0,,Out of Stock,0,0.0,1,
355,591,48,17,1,0,2025-11-13,17.12,,12.0,1.0070588235294118,In Stock,16,0.009216908304922333,0,
18,25,33,0,0,29,2024-12-27,6.15,,0.0,,Out of Stock,0,0.0,1,
264,427,28,11,2,23,2025-10-03,7.38,,11.0,0.6709090909090909,Low Stock,9,0.005963881844361509,1,
142,237,22,378,4,10,2025-11-10,2.28,3.0,336.0,0.006031746031746031,High Stock,374,0.20494066701533187,0,0.008928571428571428
389,645,10,453,38,9,2025-12-08,2.41,5.0,453.0,0.005320088300220751,High Stock,415,0.24560349777234217,0,0.011037527593818985
482,795,36,3,1,0,2025-11-09,2.79,,4.0,0.93,In Stock,2,0.0016265132302804117,0,
95,160,47,0,0,27,2024-12-29,2.41,,0.0,,Out of Stock,0,0.0,1,
17,24,45,0,0,15,2025-09-09,1.18,,0.0,,Out of Stock,0,0.0,1,
46,70,26,7,0,0,2025-07-04,6.41,,14.333333333333334,0.9157142857142857,In Stock,7,0.0037951975373209604,0,
252,408,8,421,13,10,2025-12-11,4.28,2.0,421.0,0.010166270783847981,High Stock,408,0.22825402331601777,0,0.004750593824228029
39,62,41,0,0,14,2025-05-16,1.06,4.0,0.0,,Out of Stock,0,0.0,1,
439,730,36,126,0,6,2025-10-05,8.36,1.0,126.0,0.06634920634920634,High Stock,126,0.06831355567177728,0,0.007936507936507936
75,125,21,146,23,9,2025-11-10,9.46,4.0,146.0,0.06479452054794521,High Stock,123,0.07915697720698003,0,0.0273972602739726
242,396,48,0,0,15,2025-07-16,7.61,,0.0,,Out of Stock,0,0.0,1,
73,121,34,147,43,11,2025-11-01,2.29,,147.0,0.015578231292517007,High Stock,104,0.07969914828374017,0,
92,156,28,405,20,13,2025-07-24,11.23,,405.0,0.027728395061728396,High Stock,385,0.21957928608785557,0,
294,480,50,0,0,16,2025-01-09,15.47,,0.0,,Out of Stock,0,0.0,1,
420,697,36,0,0,15,2025-01-04,8.2,2.0,1.5,,Out of Stock,0,0.0,1,1.3333333333333333
86,143,47,0,0,18,2025-05-06,3.21,,34.0,,Out of Stock,0,0.0,1,
59,95,12,0,0,13,2025-09-10,9.03,1.0,0.0,,Out of Stock,0,0.0,1,
292,477,47,388,3,24,2025-06-29,3.84,,388.0,0.009896907216494845,High Stock,385,0.21036237778293324,0,
295,482,11,0,0,27,2025-11-18,7.76,4.0,0.0,,Out of Stock,0,0.0,1,
254,411,7,252,11,11,2025-12-16,10.54,3.0,334.0,0.04182539682539682,High Stock,241,0.13662711134355457,0,0.008982035928143712
446,740,12,315,4,11,2025-12-07,18.52,,351.5,0.058793650793650794,High Stock,311,0.17078388917944323,0,
135,226,4,348,5,17,2025-06-28,1.11,,312.0,0.0031896551724137933,High Stock,343,0.18867553471252776,0,
447,741,23,213,31,11,2025-12-13,6.61,,332.0,0.03103286384976526,High Stock,182,0.11548243934990923,0,
393,651,35,0,0,29,2025-07-16,1.36,2.0,0.0,,Out of Stock,0,0.0,1,
239,390,42,0,0,7,2025-10-31,3.05,,54.0,,Out of Stock,0,0.0,1,
477,789,11,109,45,28,2025-08-06,2.77,4.0,109.0,0.025412844036697246,High Stock,64,0.05909664736685496,0,0.03669724770642202
319,528,20,374,11,25,2025-12-12,10.27,,225.0,0.02745989304812834,High Stock,363,0.20277198270829133,0,
284,464,11,25,12,11,2025-07-26,9.63,2.0,25.0,0.38520000000000004,In Stock,13,0.013554276919003431,0,0.08
319,526,34,148,30,26,2025-08-05,6.51,,225.0,0.04398648648648649,High Stock,118,0.08024131936050032,0,
127,214,9,0,0,12,2025-11-06,4.36,3.0,52.0,,Out of Stock,0,0.0,1,0.057692307692307696
428,710,31,0,0,12,2025-01-13,5.71,2.0,0.0,,Out of Stock,0,0.0,1,
14,21,5,0,0,7,2025-05-29,4.54,,125.0,,Out of Stock,0,0.0,1,
394,653,7,117,41,12,2025-12-01,4.0,5.0,117.0,0.03418803418803419,High Stock,76,0.06343401598093605,0,0.042735042735042736
197,323,37,182,28,15,2025-10-28,1.84,,182.0,0.01010989010989011,High Stock,154,0.09867513597034498,0,
216,352,14,0,0,10,2025-02-28,5.89,,0.0,,Out of Stock,0,0.0,1,
484,798,9,115,24,8,2025-09-15,1.57,,147.0,0.01365217391304348,High Stock,91,0.06234967382741578,0,
205,335,1,419,30,28,2025-12-21,0.51,,419.0,0.0012171837708830548,High Stock,389,0.2271696811624975,0,
207,338,39,0,0,27,2025-07-11,1.26,2.0,66.0,,Out of Stock,0,0.0,1,0.030303030303030304
156,256,6,0,0,29,2025-01-13,0.74,,0.0,,Out of Stock,0,0.0,1,
61,98,38,363,34,23,2025-07-21,1.12,,219.5,0.003085399449035813,High Stock,329,0.1968081008639298,0,
408,678,2,13,6,0,2025-08-05,4.65,,9.333333333333334,0.3576923076923077,In Stock,7,0.007048223997881784,0,
429,714,32,28,1,14,2025-07-05,1.01,,140.33333333333334,0.036071428571428574,In Stock,27,0.015180790149283842,0,
211,345,12,0,0,20,2025-09-27,1.24,5.0,0.0,,Out of Stock,0,0.0,1,
300,490,7,233,0,26,2025-11-25,11.0,4.0,181.5,0.04721030042918455,High Stock,233,0.12632586088511197,0,0.02203856749311295
357,595,46,136,0,5,2025-12-15,20.55,,136.0,0.1511029411764706,High Stock,136,0.07373526643937867,0,
478,790,34,188,19,13,2025-10-31,10.81,2.0,188.0,0.0575,High Stock,169,0.1019281624309058,0,0.010638297872340425
453,752,42,0,0,12,2025-05-13,9.54,,36.0,,Out of Stock,0,0.0,1,
56,90,25,0,0,16,2025-02-22,12.18,2.0,0.0,,Out of Stock,0,0.0,1,
21,32,2,0,0,18,2025-11-06,18.5,2.0,0.0,,Out of Stock,0,0.0,1,
228,371,12,2,0,0,2025-08-09,1.1,,9.0,0.55,In Stock,2,0.0010843421535202745,0,
38,60,47,205,24,22,2025-09-22,4.18,,297.0,0.02039024390243902,High Stock,181,0.11114507073582813,0,
287,469,15,188,37,24,2025-07-25,12.84,,214.0,0.06829787234042553,High Stock,151,0.1019281624309058,0,
48,75,34,33,0,10,2025-08-26,28.9,2.0,195.5,0.8757575757575757,In Stock,33,0.01789164553308453,0,0.010230179028132993
234,382,26,332,33,8,2025-09-04,2.09,,332.0,0.006295180722891566,High Stock,299,0.18000079748436557,0,
372,621,38,0,0,24,2025-04-13,4.33,,0.0,,Out of Stock,0,0.0,1,
476,786,35,291,30,21,2025-10-11,8.54,10.0,291.0,0.029347079037800684,High Stock,261,0.15777178333719993,0,0.03436426116838488
120,203,1,447,35,20,2025-08-23,3.64,1.0,364.5,0.00814317673378076,High Stock,412,0.24235047131178133,0,0.0027434842249657062
161,265,33,20,2,24,2025-12-11,27.82,8.0,20.0,1.391,Low Stock,18,0.010843421535202744,1,0.4
399,662,17,351,31,5,2025-10-04,19.48,1.0,179.0,0.0554985754985755,High Stock,320,0.19030204794280817,0,0.00558659217877095
131,221,43,8,3,20,2025-08-06,0.55,,8.0,0.06875,Low Stock,5,0.004337368614081098,1,
85,141,14,418,34,12,2025-10-13,2.3,,418.0,0.005502392344497608,High Stock,384,0.22662751008573737,0,
256,414,41,148,0,27,2025-10-12,1.66,,148.0,0.011216216216216216,High Stock,148,0.08024131936050032,0,
363,608,4,311,18,7,2025-07-04,0.89,,311.0,0.0028617363344051448,High Stock,293,0.16861520487240267,0,
429,712,21,120,16,16,2025-08-25,0.6,,140.33333333333334,0.005,High Stock,104,0.06506052921121647,0,
268,433,25,64,4,25,2025-12-05,3.04,1.0,223.66666666666666,0.0475,In Stock,60,0.03469894891264878,0,0.004470938897168405
