inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost
171,108,294,0,0,18,2025-01-14,8.5
497,299,322,241,5,10,2025-12-01,0.94
659,398,21,413,44,5,2025-07-22,1.85
691,418,130,10,3,21,2025-07-21,5.0
769,469,51,312,19,25,2025-07-20,15.5
873,532,180,190,36,22,2025-12-15,6.14
975,595,486,0,0,18,2025-04-03,0.66
1067,648,312,3,2,8,2025-09-22,8.91
1108,672,402,378,44,8,2025-09-18,14.83
1218,746,10,0,0,12,2025-01-13,1.49
1614,999,84,12,1,0,2025-12-24,2.95
1631,1009,277,413,36,21,2025-08-14,0.59
1803,1116,296,398,29,28,2025-10-16,4.28
1984,1224,72,382,15,28,2025-12-22,24.87
2391,1466,222,493,22,22,2025-10-30,6.13
2453,1507,463,120,11,9,2025-11-25,1.34
2523,1551,295,12,3,0,2025-12-01,36.56
2666,1636,10,0,0,20,2025-11-19,1.89
2957,1813,194,0,0,16,2025-01-04,5.83
3002,1844,174,107,21,13,2025-10-09,0.41
3164,1937,35,1,1,9,2025-08-08,2.61
3194,1953,183,345,43,8,2025-12-23,28.11
3224,1968,70,249,48,12,2025-12-14,8.02
3346,2049,363,304,21,14,2025-09-05,2.4
3351,2052,80,8,1,19,2025-07-09,2.97
3542,2162,250,3,3,16,2025-11-17,1.26
4050,2464,370,6,3,18,2025-08-07,15.15
4230,2582,286,126,21,8,2025-07-17,16.51
4272,2608,205,0,0,17,2025-04-15,1.73
4323,2640,317,186,46,23,2025-09-28,10.74
4372,2672,185,16,8,0,2025-11-20,1.97
4425,2702,182,0,0,23,2025-05-04,9.36
4656,2846,497,97,38,23,2025-11-01,32.13
4829,2950,78,230,11,15,2025-07-31,1.26
5372,3284,430,200,29,6,2025-12-06,5.25
5377,3288,473,209,19,29,2025-10-03,7.5
5483,3349,318,0,0,24,2025-06-18,1.19
5499,3362,208,0,0,20,2025-02-18,5.93
5628,3438,69,393,33,18,2025-11-21,5.75
5669,3462,122,16,2,0,2025-09-03,7.58
5891,3598,487,0,0,14,2025-08-08,18.72
5898,3601,203,0,0,26,2025-11-24,2.29
6488,3952,210,281,42,16,2025-12-01,0.3
6761,4121,329,73,32,9,2025-11-27,0.2
6929,4222,275,0,0,10,2025-09-26,8.01
7106,4322,372,124,22,12,2025-09-21,1.01
7197,4379,458,0,0,14,2025-02-10,11.7
7254,4412,53,0,0,11,2025-04-23,4.98
7332,4456,335,0,0,25,2025-09-08,17.93
7655,4653,410,442,8,18,2025-11-18,1.02
7970,4838,459,264,6,16,2025-11-18,15.1
8289,4155,138,467,22,5,2025-07-19,1.16
8452,3173,183,0,0,18,2025-05-24,4.22
8512,724,68,499,23,18,2025-08-17,2.65
8898,1239,389,9,4,0,2025-10-23,1.92
8992,567,357,256,29,13,2025-08-19,1.25
9289,4992,218,0,0,13,2025-07-09,2.86
9564,3795,141,0,0,17,2025-09-24,26.14
9595,1273,234,12,5,15,2025-10-18,11.11
9705,933,190,0,0,26,2025-11-16,4.51
10218,1864,431,16,1,0,2025-10-09,28.85
10253,2585,386,119,6,27,2025-07-17,0.9
10388,2567,323,420,0,19,2025-11-09,4.75
10506,4879,485,219,46,29,2025-11-27,5.19
10746,2841,250,458,36,7,2025-07-11,2.4
10895,3105,395,1,1,29,2025-09-09,6.98
11163,2697,14,374,43,14,2025-11-09,2.36
11211,4306,367,16,2,0,2025-10-27,21.12
11242,3777,464,0,0,28,2025-10-12,3.77
11334,308,147,205,4,27,2025-07-04,1.13
11389,297,488,3,0,0,2025-12-20,4.29
11606,4675,473,14,6,5,2025-08-12,9.71
11706,4874,385,489,25,27,2025-08-23,52.58
11987,3528,489,163,22,5,2025-12-16,0.25
366,217,244,441,33,11,2025-07-24,3.71
643,388,446,17,6,0,2025-08-14,2.78
881,537,424,299,1,7,2025-10-11,1.61
932,566,367,83,35,7,2025-08-04,6.04
942,574,44,36,9,29,2025-11-08,0.54
1319,808,49,0,0,15,2025-07-13,5.61
1683,1040,112,0,0,22,2025-07-26,3.18
1696,1049,422,347,48,25,2025-08-22,0.94
1769,1095,365,1,0,5,2025-10-10,28.73
1928,1188,186,390,39,24,2025-10-30,1.25
2223,1365,91,0,0,13,2025-05-27,9.52
2357,1445,189,220,33,19,2025-10-02,14.96
2488,1529,184,491,38,8,2025-11-05,0.74
2582,1590,63,3,1,26,2025-10-07,3.46
2641,1623,346,92,28,26,2025-10-11,1.96
2969,1821,368,9,4,21,2025-07-31,37.8
3017,1852,124,19,0,0,2025-09-07,12.46
3235,1975,452,370,21,18,2025-12-22,15.17
3420,2091,49,0,0,15,2025-01-31,12.72
3464,2119,238,13,6,8,2025-10-30,4.33
3854,2355,175,231,231,6,2025-11-13,3.32
3861,2358,278,0,0,23,2025-08-21,17.05
4005,2437,466,0,0,7,2025-11-24,1.24
4016,2442,315,72,8,5,2025-07-11,1.42
4059,2470,402,0,0,19,2025-09-12,0.88
4093,2492,362,0,0,13,2025-02-09,0.95
5046,3083,215,0,0,19,2025-09-19,1.95
5091,3110,108,483,37,26,2025-07-08,7.09
5110,3121,367,335,1,5,2025-08-10,1.43
5215,3183,265,289,40,23,2025-12-09,43.99
5250,3207,155,2,2,0,2025-07-05,20.85
5821,3555,479,160,40,11,2025-07-12,3.31
5827,3559,83,213,8,10,2025-11-30,19.61
5884,3594,55,13,1,11,2025-09-12,2.83
5946,3631,413,0,0,14,2025-03-27,4.54
6126,3737,237,16,1,0,2025-10-05,1.93
6324,3856,369,7,1,0,2025-08-05,1.0
6389,3893,497,305,12,11,2025-06-29,0.44
6606,4021,57,7,3,10,2025-07-26,1.62
7363,4477,294,270,20,23,2025-12-08,24.18
7708,4682,480,392,39,22,2025-08-11,16.56
7826,4752,448,336,14,18,2025-07-30,12.46
7951,4828,411,0,0,30,2025-01-23,0.94
7971,4839,496,70,0,17,2025-12-22,1.68
7978,4844,136,55,13,23,2025-08-31,2.46
8079,4903,194,2,2,7,2025-07-11,1.55
8174,4955,411,304,36,29,2025-09-13,1.62
8690,3975,15,369,4,8,2025-12-11,12.68
8734,2905,257,430,0,8,2025-07-12,14.72
8787,3820,448,248,48,9,2025-10-10,4.02
8905,4568,92,0,0,18,2024-12-26,24.19
8916,2150,262,0,0,10,2025-02-02,3.89
8955,3238,293,60,0,17,2025-07-25,1.82
9140,3265,338,0,0,20,2025-02-05,2.31
9874,4841,78,0,0,25,2025-08-16,1.52
10313,3134,153,438,26,11,2025-10-07,2.34
10538,4647,399,73,73,18,2025-12-19,0.97
10615,2098,5,0,0,23,2025-01-30,27.02
10889,4485,209,436,18,13,2025-11-04,1.72
10979,4544,495,173,37,24,2025-08-03,1.81
11216,4292,62,8,3,0,2025-10-27,7.7
11274,224,139,373,30,25,2025-09-28,9.51
11610,74,318,0,0,14,2025-09-18,0.4
76,46,387,0,0,25,2024-12-30,1.22
429,257,121,18,1,0,2025-07-06,4.81
445,267,342,0,0,23,2025-05-26,5.09
1052,641,74,157,6,12,2025-10-03,2.62
1192,727,425,0,0,22,2025-07-11,2.44
1521,941,377,249,12,8,2025-07-18,1.07
2029,1248,160,90,11,5,2025-09-25,16.51
2075,1275,255,274,4,25,2025-09-03,11.5
2107,1296,144,1,0,29,2025-09-28,9.35
2486,1528,22,208,9,26,2025-11-13,6.77
2616,1610,181,42,10,12,2025-12-15,2.62
2780,1705,107,110,39,9,2025-09-26,11.71
2933,1798,90,438,17,12,2025-09-21,0.28
3140,1923,291,0,0,9,2025-08-18,24.17
3182,1946,170,233,38,14,2025-10-19,0.39
3227,1969,431,0,0,21,2025-01-11,8.7
3246,1983,4,0,0,27,2025-07-15,0.31
3297,2017,271,375,32,18,2025-11-26,15.66
3554,2170,467,190,2,5,2025-09-09,0.21
3588,2192,411,2,1,15,2025-08-31,45.22
3610,2205,99,5,3,5,2025-10-25,0.43
3622,2212,83,0,0,16,2025-04-17,6.06
3721,2279,492,119,17,19,2025-10-03,4.74
3884,2370,363,4,1,18,2025-07-14,1.4
4021,2447,164,3,1,28,2025-07-15,1.26
4182,2553,299,0,0,17,2025-11-10,4.57
4587,2808,446,4,0,25,2025-08-19,11.67
4886,2984,78,0,0,0,2025-06-07,3.14
5173,3158,198,0,0,7,2025-10-29,1.95
5301,3239,205,11,4,10,2025-11-27,4.98
5375,3286,416,457,42,9,2025-11-20,4.74
5748,3511,331,275,30,11,2025-10-21,1.24
6266,3823,474,3,0,0,2025-09-24,0.37
6408,3904,228,298,43,20,2025-08-24,2.51
6447,3930,36,0,0,20,2025-07-03,0.64
6524,3972,376,446,47,18,2025-09-30,0.97
6715,4094,100,123,39,14,2025-09-20,0.93
6833,4164,64,5,5,0,2025-08-03,1.46
7076,4305,57,7,1,0,2025-09-17,18.09
7187,4372,157,477,18,17,2025-09-13,7.04
8005,4860,318,0,0,28,2025-05-26,14.46
8017,4866,475,109,28,20,2025-07-05,37.97
8533,3991,164,348,47,25,2025-09-04,0.66
8559,1046,24,378,32,28,2025-11-20,10.98
8927,4282,43,16,2,0,2025-08-19,6.33
9020,2972,480,266,48,5,2025-08-26,1.44
9175,2642,119,225,8,6,2025-09-06,33.76
10046,342,277,19,3,0,2025-11-28,13.48
10070,4978,244,0,0,18,2025-10-16,8.19
10156,3650,467,0,0,5,2025-11-17,7.84
10215,4059,79,175,19,14,2025-12-07,4.62
10238,2064,277,0,0,30,2025-01-24,2.7
10373,2532,152,282,41,10,2025-10-23,15.33
10672,1164,50,449,29,20,2025-08-28,1.27
10965,58,97,322,45,18,2025-06-29,2.05
11618,4922,157,34,8,14,2025-10-28,5.7
11958,1176,451,0,0,6,2025-09-20,2.66
362,215,51,0,0,14,2025-01-07,3.62
489,292,211,5,0,0,2025-10-07,2.82
1268,775,245,0,0,9,2025-10-25,6.73
1726,1070,110,244,46,8,2025-10-11,9.32
2026,1246,433,379,23,23,2025-10-25,1.8
2392,1466,157,194,17,20,2025-08-10,6.97
2503,1538,356,0,0,25,2025-08-19,0.68
2814,1726,59,231,19,6,2025-07-14,7.56
3605,2203,40,0,0,8,2025-03-30,2.99
3776,2310,482,0,0,10,2025-01-18,10.79
3931,2393,486,207,32,14,2025-11-06,34.15
4112,2506,285,24,4,15,2025-12-07,3.68
4255,2600,101,64,25,29,2025-07-21,11.23
4531,2768,45,306,43,8,2025-11-02,8.14
5191,3170,308,260,31,9,2025-11-28,15.56
5371,3283,218,236,30,14,2025-12-22,2.16
5414,3308,255,11,0,18,2025-10-28,9.41
5586,3411,442,325,36,30,2025-09-13,6.48
5981,3649,365,0,0,25,2025-08-09,3.96
6025,3674,85,0,0,14,2025-11-07,10.34
6334,3863,68,42,1,9,2025-11-27,12.43
6365,3879,192,3,1,20,2025-10-09,4.13
6569,3999,182,0,0,21,2025-07-12,10.22
6750,4115,194,0,0,5,2025-01-19,6.72
7148,4348,179,19,3,0,2025-08-31,2.14
7417,4507,186,310,30,19,2025-11-10,0.15
7605,4623,116,287,26,23,2025-08-22,1.13
8013,4863,432,0,0,17,2024-12-29,20.28
8252,1497,240,10,4,8,2025-10-07,8.82
8350,2983,412,3,0,22,2025-07-11,1.15
8354,698,196,345,38,13,2025-08-09,0.84
8423,4208,155,156,4,11,2025-11-05,0.37
8606,4316,104,0,0,16,2025-02-10,6.97
8659,283,129,258,44,23,2025-10-22,20.99
8702,3741,72,448,7,11,2025-11-08,1.94
8796,1298,461,96,42,15,2025-10-24,1.16
9427,4636,62,0,0,9,2025-11-19,0.83
9477,4024,108,366,8,9,2025-10-06,2.86
10149,2490,199,21,9,18,2025-12-05,4.2
10319,4290,249,35,6,22,2025-09-22,1.57
10330,3336,101,10,0,12,2025-10-04,19.93
10856,3857,409,240,33,24,2025-07-08,1.53
11048,1853,292,141,2,22,2025-10-29,3.21
11215,2463,338,10,5,10,2025-08-30,0.7
11264,3435,408,148,10,23,2025-09-14,3.17
11439,4510,293,184,34,12,2025-08-24,9.09
11652,3981,55,0,0,29,2025-06-14,1.48
7871,4779,243,403,42,20,2025-10-12,1.7
13,8,27,379,43,24,2025-06-29,11.89
89,54,259,19,7,0,2025-06-28,2.86
267,164,188,313,12,19,2025-07-13,12.68
383,230,30,0,0,30,2025-03-13,0.9
392,235,439,1,0,21,2025-08-08,0.19
513,309,149,27,0,8,2025-11-01,39.46
563,340,283,52,4,29,2025-08-27,43.7
626,375,29,0,0,18,2025-06-14,2.9
847,517,269,277,2,19,2025-07-10,5.15
871,530,489,424,25,22,2025-11-18,1.67
1123,682,116,229,3,23,2025-07-19,4.98
1153,703,153,28,5,15,2025-10-27,2.84
1205,736,451,14,5,7,2025-12-12,1.37
1385,848,433,0,0,14,2025-11-15,0.98
1666,1028,398,13,5,0,2025-08-13,3.55
1906,1177,323,296,24,20,2025-11-06,7.21
2018,1242,156,474,15,18,2025-08-12,14.62
2094,1284,392,0,0,18,2025-11-06,0.76
2101,1291,133,213,23,15,2025-08-24,11.46
2214,1359,22,9,1,14,2025-11-19,1.14
2242,1375,191,30,7,30,2025-12-14,15.34
2425,1486,46,0,0,19,2025-02-21,10.32
2452,1506,96,272,41,15,2025-08-26,0.65
2511,1543,312,0,0,25,2025-11-18,8.63
2547,1566,100,483,1,8,2025-11-01,4.41
2602,1600,161,454,39,28,2025-11-23,1.51
2843,1746,94,376,36,17,2025-08-27,8.55
2874,1764,351,332,34,29,2025-11-26,2.55
3430,2099,324,269,41,9,2025-11-07,2.24
3628,2215,496,0,0,8,2025-07-06,2.44
3727,2282,415,348,40,24,2025-10-24,1.72
3971,2418,92,0,0,12,2025-07-10,4.32
4594,2812,279,0,0,20,2025-04-20,1.15
4599,2814,437,170,17,13,2025-09-10,3.96
4762,2907,465,54,7,16,2025-07-10,4.35
4837,2954,335,11,3,26,2025-11-11,1.86
5211,3180,118,13,5,0,2025-12-14,7.38
5223,3189,48,7,0,0,2025-08-08,2.27
5918,3612,20,0,0,17,2025-06-16,6.18
6396,3897,104,396,8,26,2025-12-15,13.97
7039,4286,93,74,0,30,2025-12-12,2.26
7118,4329,404,10,4,15,2025-11-22,1.08
7201,4380,364,23,11,16,2025-10-27,0.63
7508,4563,180,83,28,19,2025-07-21,0.68
7561,4596,47,16,0,0,2025-12-10,7.94
7820,4749,396,16,4,0,2025-08-09,1.12
8539,3624,98,14,0,30,2025-12-09,6.13
8980,4344,252,436,6,27,2025-09-13,25.68
9285,4682,99,254,4,21,2025-08-31,45.36
9449,2982,350,0,0,21,2025-07-24,1.66
9737,2947,92,90,26,26,2025-09-19,5.65
10123,4985,339,78,3,24,2025-12-17,0.73
10720,303,16,16,4,0,2025-08-11,6.52
11167,169,485,481,13,21,2025-08-11,6.91
11265,2943,55,364,0,5,2025-07-12,0.38
11666,4061,110,0,0,12,2025-05-13,11.62
11926,1175,226,128,38,11,2025-12-19,10.03
54,33,132,4,4,30,2025-12-21,1.19
86,52,40,409,2,16,2025-10-18,0.82
102,61,48,20,10,0,2025-07-28,2.14
398,239,467,0,0,24,2025-05-27,5.87
446,268,302,18,4,0,2025-08-16,9.59
507,305,315,239,9,11,2025-09-29,4.45
600,361,240,0,0,22,2025-07-25,0.28
632,379,478,343,25,28,2025-08-06,0.33
767,468,266,0,0,9,2025-09-21,2.2
1115,678,324,403,23,15,2025-12-19,8.25
1182,721,49,456,34,8,2025-11-26,10.6
1456,894,145,353,40,25,2025-11-26,0.12
1830,1133,67,0,0,18,2025-10-26,0.79
1937,1192,473,13,0,0,2025-08-19,7.58
2333,1431,96,0,0,29,2025-09-26,13.94
2335,1432,284,280,46,22,2025-10-08,3.32
2624,1615,484,16,7,0,2025-12-21,3.78
3778,2311,427,221,29,23,2025-07-30,1.15
3797,2325,86,198,33,30,2025-09-29,2.58
4228,2580,129,6,2,0,2025-07-30,8.42
4744,2896,305,0,0,30,2025-10-01,14.86
4786,2921,303,13,2,7,2025-10-23,14.33
4922,3007,142,11,3,0,2025-10-19,1.64
4970,3032,421,0,0,0,2025-03-02,0.27
5131,3132,329,190,26,9,2025-09-03,10.09
5322,3255,297,323,10,22,2025-07-12,42.07
5718,3494,10,269,47,7,2025-10-23,2.78
5723,3497,54,0,0,23,2025-09-07,1.4
5974,3647,308,0,0,5,2025-01-01,9.38
6012,3666,337,0,0,0,2025-01-17,8.01
6044,3685,86,0,0,0,2025-04-20,3.0
6135,3742,276,0,0,24,2025-06-04,3.61
7067,4300,24,9,2,6,2025-09-19,0.87
7213,4386,113,0,0,9,2025-11-12,26.72
7312,4445,155,77,0,18,2025-11-07,2.23
7571,4604,104,0,0,7,2025-05-18,1.92
7623,4633,351,171,19,11,2025-08-12,2.69
7693,4675,351,172,30,21,2025-08-02,16.97
7901,4800,409,94,18,17,2025-10-14,4.98
8330,4762,133,240,8,8,2025-10-14,1.91
8345,2972,405,296,38,26,2025-07-19,3.01
8347,1459,206,483,0,14,2025-07-31,2.01
8389,2736,250,0,0,10,2025-08-21,1.62
8416,2406,268,227,227,8,2025-12-20,1.57
8467,1217,272,0,0,28,2025-03-17,0.52
8506,116,295,79,27,14,2025-11-18,24.58
9100,920,118,0,0,12,2025-11-05,2.63
9238,1730,214,0,0,20,2025-09-13,6.25
9415,3878,315,455,43,9,2025-08-14,2.88
9996,4942,168,0,0,14,2025-01-14,8.42
10408,3553,204,150,15,5,2025-07-07,0.9
10439,1601,396,44,21,5,2025-12-05,3.5
10554,4749,356,11,1,0,2025-10-17,0.93
10613,2262,7,0,0,24,2025-08-17,0.51
10626,4366,167,5,0,16,2025-09-19,1.33
10704,3770,82,36,15,22,2025-10-18,0.36
10820,638,493,328,7,24,2025-10-17,2.39
10829,4442,308,450,39,26,2025-11-22,1.94
10833,4253,408,73,14,9,2025-08-26,16.9
11072,4916,274,136,42,24,2025-12-13,7.67
11247,125,19,0,0,7,2025-09-26,4.81
11398,3099,196,417,22,10,2025-08-21,7.31
11622,1245,435,185,41,25,2025-09-13,1.19
11682,2421,483,10,5,26,2025-10-11,12.53
11802,2559,124,12,1,16,2025-10-31,7.47
11910,3528,492,377,45,15,2025-10-04,0.55
47,28,258,0,0,17,2025-05-08,0.67
496,298,42,7,3,28,2025-10-03,0.77
545,330,470,5,0,24,2025-12-08,0.37
731,446,263,375,32,27,2025-12-09,6.51
1494,919,123,0,0,20,2025-03-28,1.7
1515,935,72,156,50,24,2025-11-25,13.28
1536,950,498,0,0,16,2024-12-25,2.88
1893,1170,436,0,0,7,2025-09-30,15.03
1920,1184,45,0,0,12,2025-07-13,7.95
2781,1705,116,371,28,18,2025-10-06,10.31
2859,1755,207,455,50,17,2025-09-12,1.46
2926,1795,337,190,29,28,2025-10-06,9.29
2932,1797,25,205,41,25,2025-07-17,0.87
3011,1849,19,0,0,26,2025-11-11,1.93
3309,2025,26,339,10,18,2025-09-08,10.33
3328,2037,252,327,11,29,2025-09-03,2.84
3769,2306,34,114,2,23,2025-10-18,34.66
4066,2475,309,236,6,27,2025-08-29,48.04
4138,2522,146,122,5,7,2025-09-21,3.9
4187,2556,426,0,0,17,2025-10-19,1.9
4378,2675,260,14,1,16,2025-11-18,7.83
4597,2813,295,491,30,18,2025-07-11,3.34
4833,2952,134,295,1,17,2025-10-09,29.34
4911,3001,308,0,0,13,2025-07-31,5.58
4936,3015,399,23,2,10,2025-08-03,0.58
4982,3041,414,14,6,0,2025-12-24,4.9
5203,3175,220,202,29,22,2025-09-17,0.46
5237,3199,96,231,45,29,2025-09-22,2.49
5259,3212,467,307,32,22,2025-09-24,9.42
5647,3449,124,465,39,26,2025-12-19,5.41
5760,3517,92,163,10,8,2025-10-10,2.84
5810,3547,179,293,49,10,2025-09-02,1.91
6067,3700,125,0,0,11,2025-10-01,3.24
6115,3730,137,362,45,21,2025-11-01,2.07
6154,3753,18,434,44,10,2025-09-27,11.52
6180,3774,167,97,7,21,2025-08-26,2.58
6252,3816,157,20,9,0,2025-11-27,2.36
6504,3960,290,175,20,22,2025-12-01,1.01
6777,4130,379,1,0,0,2025-11-15,40.95
6878,4190,332,8,1,0,2025-09-06,0.57
7492,4553,183,415,13,22,2025-07-18,5.77
7609,4626,366,1,1,0,2025-07-02,15.03
7920,4812,350,15,5,7,2025-07-05,1.83
8063,4894,390,13,5,0,2025-07-07,11.03
8672,3157,29,129,27,18,2025-09-08,18.37
8781,45,199,4,4,15,2025-10-10,3.12
8785,4787,363,1,1,20,2025-08-18,2.49
8891,2538,209,281,39,13,2025-07-23,0.71
9170,4775,221,11,2,0,2025-07-09,2.74
9177,3795,142,0,0,20,2025-10-23,35.2
9293,4897,298,492,28,8,2025-12-07,4.69
9395,2842,353,321,1,23,2025-09-12,0.84
9411,3142,136,174,4,5,2025-07-07,1.91
9488,4749,53,5,2,0,2025-10-04,0.95
9629,3450,327,12,6,22,2025-10-05,0.95
9800,2080,406,334,6,23,2025-10-04,4.06
9924,4482,184,170,19,13,2025-10-13,6.16
9959,4045,381,191,28,13,2025-09-29,6.62
10020,2550,80,470,10,11,2025-11-07,9.58
10938,2715,478,105,14,24,2025-08-06,45.91
11009,1000,187,151,20,19,2025-11-10,2.68
11141,2509,223,6,3,0,2025-11-19,11.21
11200,2267,133,13,6,0,2025-08-09,1.82
11280,2150,303,0,0,30,2025-07-27,4.76
11323,1585,477,1,1,0,2025-08-27,6.97
11461,191,122,160,0,26,2025-10-05,16.82
11978,3324,318,278,13,18,2025-11-21,0.19
110,67,203,4,4,0,2025-12-15,0.67
848,517,128,0,0,8,2025-02-22,2.19
933,567,242,356,39,30,2025-10-05,2.08
1007,612,271,398,8,22,2025-11-10,52.37
1555,963,429,13,5,0,2025-08-03,6.39
1639,1014,207,0,0,25,2025-03-04,2.54
2887,1772,166,0,0,11,2025-02-04,0.56
2951,1808,276,60,19,24,2025-11-25,6.06
3267,1997,355,93,35,26,2025-10-06,6.15
3418,2089,473,407,24,16,2025-09-03,7.71
4252,2597,316,9,3,23,2025-10-06,1.58
4304,2627,319,0,0,25,2025-08-02,2.03
4845,2959,27,0,0,6,2025-01-18,6.54
5421,3313,342,0,0,25,2025-10-10,1.17
5450,3330,437,168,20,9,2025-10-21,17.0
5739,3505,66,128,14,16,2025-07-18,2.21
6170,3766,272,0,0,19,2025-09-12,7.47
6244,3811,130,185,17,17,2025-09-26,13.04
6282,3832,325,16,0,0,2025-11-05,8.99
6505,3961,397,14,5,16,2025-08-17,4.48
6602,4019,304,212,33,16,2025-09-25,5.12
6896,4201,457,419,1,12,2025-12-14,4.22
6987,4256,271,405,8,21,2025-09-22,21.93
7291,4433,330,213,45,10,2025-10-25,0.84
7454,4529,198,76,7,18,2025-11-17,16.45
7520,4570,442,286,32,23,2025-09-27,27.94
7551,4589,355,7,2,0,2025-10-16,1.6
7580,4610,422,0,0,17,2025-09-27,4.93
7742,4702,331,2,2,17,2025-08-14,3.71
7921,4813,267,55,2,10,2025-09-26,1.82
8101,4915,137,391,43,12,2025-10-24,7.33
8643,4385,465,0,0,10,2025-02-05,1.03
8754,3585,384,7,2,0,2025-11-12,2.71
8857,2414,6,168,11,5,2025-12-20,6.83
9035,3543,296,1,1,0,2025-08-13,2.43
9312,1372,369,435,38,15,2025-08-02,2.83
9381,3286,45,452,8,26,2025-12-04,2.77
9478,2170,92,215,32,20,2025-11-15,1.09
9679,2308,437,254,45,19,2025-10-15,5.67
9684,3357,161,11,0,0,2025-09-07,1.43
9707,1349,207,16,2,0,2025-10-08,4.59
9775,3463,276,0,0,29,2025-09-02,1.21
10092,405,231,330,38,17,2025-08-18,25.67
10235,4276,199,0,0,6,2025-10-21,0.59
10624,2067,229,67,32,17,2025-11-07,5.42
10734,4140,68,0,0,27,2025-10-11,6.11
11119,2356,223,489,35,11,2025-12-22,9.02
11427,4016,320,259,17,12,2025-07-13,0.25
11446,2966,217,6,2,0,2025-10-28,1.14
11595,3218,255,20,9,0,2025-08-31,12.98
11651,1707,199,0,0,14,2025-04-12,9.64
11723,3077,78,0,0,15,2025-09-02,10.1
206,126,225,5,1,0,2025-08-01,4.03
328,196,220,0,0,25,2025-08-02,0.56
757,463,134,119,43,25,2025-09-27,4.53
800,488,32,420,25,21,2025-10-14,42.55
1336,819,439,414,2,9,2025-08-07,1.06
1449,890,309,366,13,25,2025-11-22,28.32
1588,982,413,413,0,18,2025-10-01,3.64
1963,1210,499,18,9,0,2025-08-21,6.54
1987,1225,432,228,25,12,2025-07-01,2.54
2363,1449,460,174,24,13,2025-11-05,23.3
2626,1616,434,0,0,20,2025-04-01,39.11
2655,1628,341,421,46,14,2025-07-10,1.2
2788,1710,438,0,0,22,2025-08-02,23.98
3313,2027,347,0,0,7,2025-11-25,43.74
3652,2233,336,171,18,6,2025-11-10,6.58
3687,2257,466,175,38,8,2025-10-13,0.25
3716,2276,98,91,12,11,2025-10-24,7.73
3789,2318,468,457,25,30,2025-08-26,1.65
3818,2335,42,0,0,21,2025-02-05,7.78
3893,2373,91,168,26,17,2025-07-21,1.24
3941,2400,376,0,0,14,2025-08-28,1.03
5092,3111,281,9,4,19,2025-10-24,24.47
5584,3410,313,2,1,0,2025-08-28,3.05
5605,3424,385,0,0,20,2025-07-19,12.97
6263,3821,142,264,29,28,2025-10-18,0.13
6412,3907,442,42,15,5,2025-12-12,4.45
6465,3938,329,2,2,0,2025-08-18,5.74
6530,3975,320,33,0,7,2025-12-15,12.8
6723,4098,383,17,4,0,2025-07-20,4.52
7001,4264,427,0,0,0,2025-01-02,6.65
7530,4575,457,0,0,17,2025-10-10,0.43
7536,4578,207,0,0,21,2025-01-27,1.3
7625,4634,353,11,5,6,2025-09-21,0.18
7695,4676,473,287,33,22,2025-07-10,6.93
7764,4714,234,0,0,24,2025-10-18,2.89
8158,4948,10,455,44,11,2025-12-19,2.31
8242,4997,268,17,6,0,2025-11-17,15.42
8868,2507,14,20,9,0,2025-07-10,3.31
8961,4129,315,209,31,10,2025-11-19,4.08
9408,3183,101,123,20,12,2025-10-13,18.43
9416,1103,314,268,2,27,2025-09-30,5.78
9635,3670,155,0,0,22,2025-09-06,2.82
9844,3954,317,300,50,22,2025-09-24,26.15
9949,2325,327,0,0,26,2024-12-31,0.94
10038,1615,18,10,5,0,2025-10-15,9.64
10498,2999,479,262,3,7,2025-09-22,1.09
10638,1767,104,125,10,20,2025-08-17,15.94
10702,1705,374,0,0,11,2025-04-27,12.4
11080,4812,16,3,3,7,2025-07-21,1.14
11399,1688,237,19,1,0,2025-07-13,6.69
11667,1520,374,0,0,6,2025-11-16,1.46
122,78,352,70,10,19,2025-07-11,20.54
575,346,383,0,0,18,2025-10-22,3.04
1117,680,273,0,0,29,2025-08-26,7.75
1200,733,457,446,25,27,2025-11-30,9.77
1329,814,17,6,1,0,2025-11-09,2.77
1712,1059,114,210,50,16,2025-12-15,9.96
1730,1071,67,0,0,21,2025-10-04,9.07
1850,1145,195,197,11,25,2025-11-15,29.3
2209,1358,438,375,7,20,2025-11-30,2.34
2302,1416,391,16,1,0,2025-07-22,8.86
2593,1596,405,426,26,21,2025-07-29,6.34
2837,1741,119,17,0,0,2025-07-15,16.09
2990,1835,44,25,2,16,2025-07-06,1.05
3204,1958,71,57,1,6,2025-12-23,12.43
3358,2057,163,12,0,0,2025-08-31,52.58
3397,2081,232,0,0,26,2025-02-12,0.46
3680,2252,27,269,2,5,2025-12-12,0.82
3851,2353,153,0,0,24,2025-11-06,2.39
4068,2476,369,0,0,15,2025-11-13,33.11
4344,2655,176,0,0,5,2025-01-16,17.17
4361,2665,239,117,33,21,2025-07-31,7.34
4550,2781,101,360,21,20,2025-11-01,31.91
4569,2794,132,210,13,11,2025-08-03,5.55
4618,2827,78,145,50,9,2025-10-17,10.88
4710,2877,311,472,37,6,2025-08-18,1.78
4761,2907,365,153,14,20,2025-07-11,1.92
5176,3159,357,53,21,10,2025-11-01,13.61
5382,3290,144,376,23,29,2025-09-28,42.62
